index,label,English,French,German,Italian,Spanish,Turkish
0,000,Get a load of this!,"À propos, j'en ai une bonne !","Hey, willst du mal was Witziges hören?",Senti un po' questa!,"Venga, vamos a echarnos unas risas.
A ver qué te parece esto...",Bak şimdi!
1,Gag00,"I don't like music boxes, they just wind me up.","Allez, bois ta musique ! On n'a pas le temps !
Accélère un peu le rythme !","Beim Spiel soll man nicht auf die Uhr schauen...
Aber bei der hier mach ich eine Ausnahme.","Non mi piace la musica in scatola...
Meglio quella su disco!","Vete con la música a otra parte, ¡literalmente!",Müzik kutularını pek sevmem; kurdukça beni de geriyorlar.
2,Gag01,"I was going to make a joke about this but I got
pipped to it...",Je l'avais paumée mais je l'ai enfin retrouvée !,"Ich bin wohl noch nicht zum Kern
dieses Apfels vorgedrungen...",MELA mangio in un sol boccone!,"Creo que esta manzana es muy tímida.
La he mirado y se ha puesto colorada.","Elmayla ilgili çekirdekli bir şaka
yapacaktım ama çekirdeğini
benden önce çıkardılar..."
3,Gag02,"Orange juice dying to know what my
next joke is?",Après ton cours de jus d'orange ton kimono !,"Weißt du, wer neulich richtig unter Druck stand?
Die Orangen, die in diesem Saft drin stecken...","""E ora veniamo al succo!"", dissero le arance
prima di essere spremute!","Se bebió el zumo de naranja y
naranja se quedó sin zumo.","Portakal suyu... sıradaki şakamın
suyunu çıkarmamı mı bekliyorsun?"
4,Gag03,"I thought this'd make a good house but
there's not much room. What? I'm a funghi...","Je te présente le champignon du monde
de bolet-ball ! Il fait beaucoup de spores...","Oh, ein Pilz - wie viel der wohl
in Pfifferlingen wert ist?","Cosa si dice a un fungo che parla con la bocca
piena? ""Sei un porcino!""","¡Eres un champiñón! Uy, quiero decir,
¡un campeón!","Bundan güzel ev olur sandım ama pek yer yokmuş.
Ne? Mantar kafalıyım işte..."
5,Gag04,"When life gives you lemons, sell them and
buy some nice cool fizzy lemonade.","Un jour, un ami m'a dit qu'on appelait ça
« lit nomade ».","Stretch-Limousinen kenn ich ja...
Aber ob's auch Stretch-Limonaden gibt?","""Spremiamoci le meningi!"", dissero i limoni
prima di fare la limonata!","¡Tienes cara de haber estado chupando limones!
Ah, no, que es tu cara de siempre...","Hayat sana limon verirse sat;
parasıyla buz gibi gazoz al."
6,Gag05,"If it's always mango, when does he ever
come back?","Il me mangue une cuillère pour
déguster cette manque !","Heute mach ich Obsttag...
Mangonnt sich ja sonst nix.","Cosa dici se tiri un mango e non centri
il bersaglio? MANGATO!","¿Sabes cuál es mi baile frutal favorito?
¡El mambo del mango!",Mangonun en sevdiği dans ne? Mango mambo!
7,Gag06,"I thought you were vegan but it was just
my missed steak.","C'est injuste : on parle toujours des gens qui
steak haché, mais jamais de ceux qui se faux-filet...","Es gibt Dinge im Leben,
die versteak ich einfach nicht.","Se la bistecca è troppo dura, scoppia
a piangere: magari si intenerisce!","Mi filete debe de estar histérico,
¡porque está lleno de nervios!","Biftek çok sertse biraz
duygusal konuş; belki yumuşar."
8,Gag07,"I'm not trying to butter you up, I'm just
having a loaf.","Avant, on ne faisait que du pain de do et du
pain de ré... Mais ça, c'était avant.","Nach dem Wecken ist Brötchen immer völlig
ausgelaugt. Aber... Weiß Brot das auch?","Il pane bianco appena sfornato si sente in colpa
perché viene colto in... fragrante!","Cuando estoy en casa me pongo...
¡las pan-tuflas!",Sana yağ çekmiyorum; sadece ekmeğime sürüyorum.
9,Gag08,"I tried tap dancing once, but I kept falling off.",Allô du robinet ? Ici Tronnade !,"Zu Wasser fällt mir echt kein guter Witz ein.
Ich steh wohl auf der Leitung...","Se non ridi a questa battuta, significa che...
sono agli sgoccioli!","¿Te lo puedes creer?
¡Se ahoga en un vaso de agua!",Step dansını denedim ama adımlarım hep boşa aktı.
