index,label,English,French,German,Italian,Spanish,Turkish
0,TroubleStart,Please don't feed any stray cats.,Ne donnez pas à manger aux chats errants...,Bitte füttere nicht die Straßenkatzen...,Non dare da mangiare ai gatti randagi!,No des de comer a los gatos callejeros.,Lütfen başıboş kedileri beslemeyin.
1,Trouble00,"Please do not make your voice all wobbly
when you sing in the shower.","Ne faites pas vibrer votre voix quand vous
chantez sous la douche...","Wenn du in der Dusche singst, dann bitte
ohne Vibrato...","Non farmi sentire la tua voce tremolante
quando canti sotto la doccia!","No cantes con voz temblorosa cuando estés
en la ducha.","Lütfen duşta şarkı söylerken
sesinizi öyle titreştirip durmayın."
2,Trouble01,I can hear you singing in the shower.,"Je vous entends, quand vous chantez sous
la douche...","Ich kann dich hören, wenn du in der Dusche
singst...","Riesco a sentirti cantare mentre
fai la doccia...",Te oigo cuando cantas en la ducha.,Duşta şarkı söylediğini duyabiliyorum.
3,Trouble02,"Would you like to meet me and my parents
some time?","La prochaine fois, je vous présente mes
parents, d'accord ?","Es würde mich freuen, wenn ich dich
demnächst meinen Eltern vorstellen könnte...",Ti piacerebbe conoscere i miei genitori?,"¿Te gustaría que te presentara
a mis padres?","Bir ara benimle ve ailemle
tanışmak ister misin?"
4,Trouble03,I bought a disguise for you too.,J'ai aussi acheté une fausse moustache pour vous...,"Ich habe dir auch einen falschen Bart
mitgebracht...",Ho comprato dei baffi finti anche per te.,"He comprado un bigote postizo para ti
también.",Senin için de bir kılık değiştirme seti aldım.
5,Trouble04,"You're the only one who doesn't know what's
going on.","Il n'y a que vous qui ne savez pas
ce qui se passe...",Es wissen alle Bescheid außer dir...,"Solo tu non riesci a capire quello
che sta succedendo...","Eres la única persona que no sabe
lo que está ocurriendo.","Neler olup bittiğini
bilmeyen tek kişi sensin."
6,Trouble05,I overheard you talking in your sleep.,"Je sais tout, vous savez. Vous avez parlé
dans votre sommeil...","Ich habe gehört, was du im Schlaf geredet
hast...",Ho sentito che parlavi nel sonno.,Te he oído hablar en sueños.,Uykunda konuşurken seni duydum.
7,Trouble06,Nobody read any of the poetry that you wrote.,"Personne n'a lu les poèmes que
vous avez écrits...",Niemand liest deine Gedichte...,"Nessuno ha letto nemmeno una
delle poesie che hai scritto.","Nadie ha leído ninguno de los poemas
que has escrito.",Yazdığın şiirlerin hiçbirini kimse okumadı.
8,Trouble07,The fate of the world rests in your hands.,Le destin de ce monde est entre vos mains...,"Das Schicksal unserer Welt liegt in deinen
Händen...",Il destino del mondo è nelle tue mani!,El destino del mundo depende de ti.,Dünyanın kaderi senin ellerinde.
9,Trouble08,"I didn't get a single laugh from any of the
jokes I got from you.","Les blagues que vous m'avez apprises
n'ont fait rire personne...","Kein Mensch lacht über die Witze, die du mir
neulich beigebracht hast...","Nessuna delle barzellette che mi hai
raccontato mi ha fatto ridere.",Ninguno de tus chistes me ha hecho reír.,"Senden aldığım şakaların
hiçbiri kimseyi güldürmedi."
10,Trouble09,"I put all your poems on a flyer and sent it
around.","J'ai imprimé les poèmes que vous avez écrits
et les ai distribués dans tout l'immeuble...","Ich habe mich dazu entschlossen, deine neuen
Gedichte auf Flyer zu drucken und zu verteilen...","Ho pubblicato le tue poesie su dei volantini
e li ho distribuiti in giro.","He recopilado tus poemas en un folleto
y lo he repartido por ahí.","Bütün şiirlerini bir el ilanına
bastım ve etrafa dağıttım."
11,Trouble10,"I have a show tomorrow. You'd better be
there.","J'ai un récital, demain. Vous avez intérêt
à y être.","Ich habe morgen einen Auftritt. Wehe, du bist
nicht da...","Il mio spettacolo è domani. Mi auguro che
tu sia presente.","Mañana tengo una actuación.
Más te vale venir a verla.",Yarın gösterim var. Mutlaka gel.
12,Trouble11,"The roof has been leaking for a while.
Please fix it.","Je crois qu'il y a une fuite sur le toit de
l'immeuble. Merci de la réparer.",Das Dach ist undicht. Bitte reparieren.,"È da un po' che il tetto gocciola quando
piove. Dovresti ripararlo.","El tejado tiene goteras desde hace tiempo.
Deberías arreglarlas.",Çatı bir süredir akıtıyor. Lütfen tamir et.
13,Trouble12,You can have this disguise.,Je vous donne cette fausse moustache...,"Dieser falsche Bart ist ein Geschenk von mir
an dich...",Ti regalo questi baffi finti.,Toma este bigote postizo.,Bu kılık değiştirme seti senin olsun.
14,Trouble13,"Did you put on weight recently?
We all think so.","Vous n'auriez pas un peu grossi, ces temps-ci ?
Tout le monde en parle, vous savez...","Hast du zugenommen? Wir haben abgestimmt
und die Mehrheit findet, dass du zugelegt hast...","Hai messo su qualche chilo ultimamente?
Lo dicono tutti!","¿Has engordado? Todo el mundo opina
lo mismo.","Son zamanlarda kilo mu aldın?
Hepimiz öyle düşünüyoruz."
15,Trouble14,"We're going to make you the anchorman
in the next relay race.","Nous avons choisi de vous faire participer
à notre prochaine course de relais...","Wir haben beschlossen, dich beim nächsten
Staffellauf zum Schlussläufer zu machen...","Abbiamo deciso che presenterai tu
la prossima staffetta.","Queremos que presentes la próxima
carrera de relevos.","Bir sonraki bayrak yarışında
seni son koşucu yapacağız."
16,Trouble15,"The whole building can hear you humming
in your room.","Quand vous chantonnez dans votre chambre,
on vous entend dans tout l'immeuble...","Wenn du in deinem Apartment singst, kriegt
es das ganze Gebäude mit...","L'intero edificio ti sente cantare quando
sei nel tuo appartamento.","Todo el bloque te oye cuando
tarareas en el apartamento.",Odanda mırıldandığını bütün bina duyabiliyor.
