index,label,English,French,German,Italian,Spanish,Turkish
0,a000,Munch munch!,"Craounch, craounch !",Schmatz! Schmatz!,Gnam gnam!,"¡Ñam, ñam!",Nam nam!
1,a001,Chomp chomp!,"Scrotch, scrotch !",Mjam! Mjam!,Chomp chomp!,"¡Ñom, ñom!",Ham ham!
2,a002,The spoon's moving all by itself!,Ma fourchette ne peut plus s'arrêter !,Ich kann gar nicht aufhören zu essen!,Il cucchiaio si muove da solo!,¡Menuda manera de menear el bigote!,Kaşık kendi kendine hareket ediyor!
3,a003,Nom nom!,"Miam, miam !",Mampf! Kau!,Gnom gnom!,"¡Glop, glop!",Mmm mmm!
4,b000,Crunch crunch!,"Crunch, crunch !",Schmatz! Mjam!,Che bontà!,¡Qué rico!,Kıtır kıtır!
5,b001,Slurp slurp!,"Glup, glup !",Glorp! Stopf!,Slurp slurp!,"¡Sup, sup!",Şapır şupur!
6,c000,Ah! Nothing beats the taste of home!,"Ah ! Rien ne vaut le goût de la cuisine
de chez soi !","Aaah! Zu Hause schmeckt's
halt doch am Besten!",Ah! Sapore di casa!,No hay nada como el sabor del hogar.,Ah! Ev yemeğinin tadı bir başka!
7,c001,This takes me back!,Ça me rappelle des souvenirs !,Das erinnert mich an früher!,Mi ricorda la mia infanzia...,¡Qué recuerdos!,Eski günleri hatırlattı!
8,c002,I could eat till I'm stuffed!,"Je vais manger jusqu'à ce que mon
estomac soit plein !",Ich könnte immer weiter essen!,Potrei mangiare fino a scoppiare...!,¡Podría comer hasta reventar!,Tıka basa yiyebilirim!
9,d000,This tastes amazing!,C'est délicieux !,Das schmeckt sooo fantastisch!,È una delizia!,¡Todo está delicioso!,Bunun tadı harika!
10,d001,I could eat anything now after being away!,"Après avoir autant voyagé, je pourrais
manger n'importe quoi !","Auf Reisen habe ich's mir abgewöhnt,
beim Essen wählerisch zu sein!","Da quando sono di nuovo a casa riesco
a mangiare di tutto!","¡Después de viajar tanto, ya no le hago
ascos a la comida!","Bunca yolculuktan sonra
artık her şeyi yiyebilirim!"
11,d002,I still have room for more!,Je peux encore manger !,Ich könnte immer weiter futtern!,Potrei mangiare ancora!,¡Todavía tengo hambre!,Daha yiyecek yerim var!
12,d003,Are there any more leftovers?,Je pourrais en avoir encore ?,Ist noch was übrig?,È rimasto ancora qualcosa?,¿Puedo repetir?,Biraz daha kaldı mı?
