index,label,English,French,German,Italian,Spanish,Turkish
0,000,{TAG_1}Hummmmmn...,Hum...,{TAG_1}Hmmm...,{TAG_1}Um...,¿Uh?,{TAG_1}Hmm...
1,001,I wonder if I can eat this...,"Je me demande si ça se {TAG_1}mange, ça...",Ob das wohl essbar ist...?,Non mi farà male?,¿Ésto se podrá comer...?,Acaba bunu yiyebilir miyim...
2,002,Mum... Dad...,"Maman, papa...",Mami... Papi...,Mamma... Papà...,Mami... Papi...,Anne... Baba...
3,003,{TAG_1}Huh? {TAG_2}Is this really my place?,"Oh ? C'est vraiment ma maison, ici ?",Nanu? Bin ich wirklich zu Hause?,Eh? Questa è veramente casamìa?,¿Eh? ¿Esta es mi casa?,{TAG_1}Ha? {TAG_2}Burası gerçekten benim evim mi?
4,004,Mum! I'm home!,"Maman, je suis de retour !",Mama! Ich bin wieder daheim!,Mamma! Sono a casa!,"¡Mami, he vuelto!",Anne! Geldim!
5,005,I will never complain about home again!,Je ne me plaindrai plus !,"Ich werde nie wieder
übers Essen meckern!",Non mi lamenterò più di casa mìa!,¡Ya no me quejaré más!,Bir daha evimden asla şikâyet etmeyeceğim!
6,006,How are you doing... boss?,Comment allez-vous ?,"Wie geht es Ihnen, {TAG_1}?","Come va, responsabile?",¿Cómo están las cosas?,Nasılsınız patron?
7,007,"Excuse me, do you have any medicine
that would work for travel sickness?","Excusez-moi, vous avez des médicaments
contre le mal de mer ?","Entschuldigung... Haben Sie
irgend ein Mittel gegen Seekrankheit?","Avresti delle medicine per curare
il maldauto?","¿Tienes alguna medicina para
el mareo?","Affedersiniz, yol tutmasına iyi
gelecek bir ilacınız var mı?"
8,008,"Buy this please! Come on,
You know you want to!","Achetez ça ! Alleez !
Vous ne le regretterez pas !","Bitte! Kauf das! Du weißt
dass du es auch willst!","Questo è il momento di fare
un bell'acquisto. Ammettilo!","¡Compra eso, venga!
Sé que lo quieres.","Şunu satın alın, hadi!
İstediğinizi biliyorum!"
9,009,Did you really swim all the way here?,Vous avez vraiment nagé jusqu'ici ?,"Bist du wirklich den ganzen
Weg hier her geschwommen?",Davvero hai nuotato fino a qui?,"¿De verdad has venido nadando
hasta aquí?",Gerçekten buraya kadar yüzdün mü?
10,010,Thanks very much.,Merci beaucoup...,Vielen vielen Dank!,Grazie mille.,Muchas gracias.,Çok teşekkür ederim.
11,011,"Stop it! I'm not thatt famous
explorer!","Arrêteeez ! Je n'ai rienh nà voir avec
ce voyageur légendaire !","Hör auf! Ich bin gar nicht
der berühmte legenn dähre Reisende!","Basta! Non sono io quel
famoso viaggiatore!","¡Para! No soy ese famoso
viajero del que todos hablan.",Yeter! Ben o ünlü kâşif değilim!
12,012,Wah! Again... It happened again!,Ah ! Encore !,"Wah? Schon wieder!
Es ist schon wieder passiert!",Argh! Di nuovo! È successo di nuovo!,¡Ay! ¡Há vuelto a ocurrir!,Aaa! Yine! Yine oldu!
13,013,Father...,Papa...,Vater...,Papà...,Papi...,Baba...
14,014,I'm stuffed! I couldn't eat another thing.,"Je n'ai plus faim. Je ne peux plus
rienh navaler.","Ich bin so voll... Bei mir
geht echt nix mehr rein!","Ho la pancia che scoppia!
Basta mangiare.","¡Hécomido tanto que
creo que voy a reventar!",Tıka basa doydum! Bir lokma daha yiyemem.
15,015,"Don't try to eat me, I
wouldn't taste that good.","N'essayez pas de me manger.
Je n'ai pas bon goût.","Häi? {TAG_1}Willst du mich essen?
Ich schmecke echt nicht gut!","Non provare a mangiarmi,
non avrei un buon sapore.","¡No me comas! No tengo
buen sabor.","Beni yemeye çalışma;
tadım hiç güzel değildir."
16,016,"Phew! That's better...
I got to the toilet just in time.","Ah ! Je me sens mieux... Je suis
arrivé aux toilettes juste à temps ...","{TAG_1}Puh. {TAG_2}Gerade noch rechtzeitig!
Jetzt fühl ich mich echt besser.","Fiuu! Ora vamèglio... Sono riuscito
ad andare in bagno giusto in tempo.","¡Puf! Menos mal...
Héllegado al baño por los pelos.","Oh! Şimdi daha iyi...
Tuvalete tam zamanında yetiştim."
17,017,"Dad, I'm going to tell you how
much I love you next time...",Papa... je t'aime !,Papa? Du bist echt der Beste!,"Papà, ti dirò quanto ti vòglio bene
la prossima volta...","Papi, te quiero un montón...","Baba, bir dahaki sefere seni ne kadar sevdiğimi söyleyeceğim..."
