index,label,English,French,German,Italian,Spanish,Turkish
0,Normal_man,"We started out as friends, but I've developed
special feelings for you...{TAG_1}Will you go out with me?","C'est vrai que l'on n'était que de simples amis,
mais mes sentiments ont changé...{TAG_1}Tu veux sortir avec moi ?","Seit dem Beginn unserer Freundschaft sind
in mir Gefühle herangewachsen, die...{TAG_1}Willst du mit mir gehen?","Da quando siamo amici, mi piaci
ogni giorno di più...{TAG_1}Vuoi uscire con me?","Al principio solo éramos amigos, pero
mis sentimientos han cambiado...{TAG_1}¿Quieres salir conmigo?","Arkadaş olarak başladık ama artık sana karşı
başka şeyler hissediyorum...{TAG_1}Benimle çıkar mısın?"
1,Normal_woman,"I love you, {TAG_1}!
Please go out with me.","Je t'aime, {TAG_1} !
Sors avec moi !","Ich liebe dich, {TAG_1}.
Bitte werde {TAG_2}!","Mi piaci tanto, {TAG_1}!
Esci con me, ti prego!","{TAG_1}... ¡Te amo!
¡Sal conmigo!","Seni seviyorum, {TAG_1}!
Lütfen benimle çık."
2,Romantic_man,"Imagine a world without me. It's just grey, isn't
it? You need me to put colour in your life!","Sans toi, le monde serait pâle et tout triste.
J'ai besoin de couleurs dans ma vie !","Stell dir die Welt ohne mich vor... Ist sie grau und
leer? Dann lass mich Farbe in dein Leben bringen!","Riusciresti a immaginare un mondo senza di me?
Solo io so dare un tocco di colore alla tua vita!","Intenta imaginar un mundo sin mí. Sería
triste y sin color, ¿verdad? ¡Me necesitas!","Bensiz bir dünya düşün. Biraz renksiz, değil mi?
Hayatına renk katmam için bana ihtiyacın var!"
3,Romantic_woman,"You are my sunshine. Be my special someone
and make all our days like summer!","Tu es mon soleil. J'ai besoin de toi pour
éclairer ma vie !","Du bist die Sonne meines Lebens! Sei der Meine,
und unser Leben wird ein langer Sommer sein.","Sei il mio raggio di sole. Diventa il mio
ragazzo e illuminami tutti i giorni!","Eres mi sol. Sin ti, mi vida carece de luz.{TAG_1}¿Quieres salir conmigo?","Sen benim güneşimsin. Sevgilim ol da
günlerimiz hep yaz gibi olsun!"
4,Proudly_man,"You've been messing around for too long.
Don't you think it's about time we went out?","Je pense qu'on a déjà perdu assez de temps.
On devrait sortir ensemble maintenant !","Wir sollten langsam ernst machen... Meinst du
nicht, wir sollten offiziell ein Paar werden?!","Usciamo già da un bel po'. Non sarebbe
ora di fidanzarci ufficialmente?","Dejemos de perder el tiempo y
empecemos a salir de una vez, ¿vale?","Yeterince oyalandın.
Artık çıkmaya başlamamızın zamanı gelmedi mi?"
5,Proudly_woman,"If you don't go out with me now you are going
to regret it!","Si tu ne sors pas avec moi maintenant, tu le
regretteras toute ta vie.","Ich sag dir: Wenn du jetzt nicht mit mir gehst,
wirst du's irgendwann bereuen.","Accetta di uscire con me o potresti
rimpiangerlo in futuro!","Si no sales conmigo, te arrepentirás
toda la vida.",Şimdi benimle çıkmazsan pişman olacaksın!
6,Desperate_man,I-I-I have always l-loved you!,J... Je... Je t'ai toujours aimée !,"I-ich li-li-liebe dich sch-schon
echt seit La-la-langem...",Mi sei sempre piaciuta!,"Yo... yo... yo... ¡Yo siempre te he querido!{TAG_1}¡Sal conmigo, te lo ruego!",B-B-Ben seni h-hep sevdim!
7,Desperate_woman,"I was your biggest fan even before we were
born! Please go out with me!","Je t'aimais déjà avant même de venir au monde.
Sors avec moi !","Ich war schon in dich verliebt, bevor wir
überhaupt geboren waren! Bitte, geh mit mir!","Mi sei sempre piaciuto, fin da quando
ero piccola! Esci con me, per favore!","Te amaba incluso antes de nacer.
¡Sal conmigo!","Daha doğmadan önce bile en büyük hayranındım!
Lütfen benimle çık!"
8,Cute_both_00,3... 2... 1...,3... 2... 1...,3... 2... 1...,3... 2... 1...,"3, 2, 1...",3... 2... 1...
9,Cute_both_01,"L-O-V-E M-E, {TAG_1}!","AIMEUHMOI, {TAG_1} !","L-I-E-B-E M-I-C-H, {TAG_1}!","MI PIACI, {TAG_1}!","¡Quié-re-me, {TAG_1}!","{TAG_1}, B-E-N-İ  S-E-V!"
