index,label,English,French,German,Italian,Spanish,Turkish
0,0000,"I think it'd be great if everyone
on this island became friends.","Ça serait génial si tous les habitants
de l'île pouvaient bien s'entendre.","Ich fänd's schön, wenn sich alle hier
gut vertragen!","Sarebbe fantastico se tutti gli abitanti
dell'isola andassero d'amore e d'accordo.","Espero que todos los residentes nos
llevemos bien y no haya malos rollos.","Bu adadaki herkes arkadaş
olsa harika olurdu bence."
1,0001,"The other day, {TAG_1} 
gave me {TAG_2} {TAG_3}.","L'autre jour, {TAG_1}
m'a donné {TAG_2}{TAG_3}.","Neulich hat mir {TAG_1} jede
Menge {TAG_2} gegeben!","L'altro giorno {TAG_1} mi
ha dato {TAG_2}{TAG_3}.","El otro día {TAG_1}
me dio {TAG_2} {TAG_3}.",Geçen gün {TAG_1} bana {TAG_2} {TAG_3} verdi.
2,0002,"{TAG_1} and I went for a
walk and saw {TAG_2} {TAG_3}.","En me promenant avec {TAG_1},
j'ai vu {TAG_2}{TAG_3}.","Ich war mit {TAG_1} spazieren.
Da {TAG_2} {TAG_3} {TAG_4}.","Mentre passeggiavo con {TAG_1}
ho visto {TAG_2}{TAG_3}.","{TAG_1} y yo fuimos de
paseo y vimos {TAG_2} {TAG_3}.",{TAG_1} ile yürüyüşe çıktık ve {TAG_2} {TAG_3} gördük.
3,0003,"I play with {TAG_1}
nearly every day.","Je m'amuse presque tous les
jours avec {TAG_1}.","Mit {TAG_1} treffe ich mich
fast jeden Tag.","Gioco con {TAG_1}
quasi ogni giorno.","Quedo con {TAG_1} para jugar
un día sí y otro también.",Neredeyse her gün {TAG_1} ile oynuyorum.
4,0004,"I get along really well with 
{TAG_1}.","Je m'entends super bien
avec {TAG_1}.","Mit {TAG_1} komme ich
wirklich toll klar!","Vado molto d'accordo con
{TAG_1}.","{TAG_1} y yo somos
uña y carne.",{TAG_1} ile gerçekten çok iyi anlaşıyorum.
5,0005,"I wonder when {TAG_1}'s
birthday was...","Au fait, c'est quand, l'anniversaire
d{TAG_1}{TAG_2}, déjà ?","Sag mal, wann hat {TAG_1}
noch mal Geburtstag?","Chissà quando compie gli anni
{TAG_1}...","¿Cuándo será el cumpleaños de
{TAG_1}? ¡Qué emoción!",Acaba {TAG_1} ne zaman doğmuştu...
6,0006,"It's impossible to dislike
{TAG_1}.","Personne ne peut détester
{TAG_1}.","{TAG_1} kann man einfach
nicht böse sein!","{TAG_1}
ispira simpatia a tutti.","{TAG_1} le cae bien a todo
el mundo. ¡Es {TAG_2}!",{TAG_1} sevilmeyecek biri değil ki.
7,0007,"The more friends the merrier,
that's what I think!","Plus on a d'amis,
mieux c'est, non ?","Generell gesagt: Viele Freunde haben
ist besser als nur wenige, oder?","È sempre meglio avere tante amicizie
piuttosto che averne poche, non credi?","A mí lo que me molaría es tener amigos
para aburrir. ¿A ti no?","Arkadaş ne kadar çoksa o kadar iyi, bence!"
8,0008,"Doesn't {TAG_1}'s
hair look nice?","La coiffure d{TAG_1}{TAG_2}
m'intrigue.","{TAG_1} hat die Haare
schon schön! Findest du nicht auch?","{TAG_1} ha un taglio di
capelli davvero particolare.","{TAG_1} lleva un peinado
la mar de original. Llama mucho la atención.","{TAG_1} saçını ne güzel yapmış, değil mi?"
9,0009,"I don't want my relationship with
{TAG_1} to change.","J'aimerais toujours rester en bons
termes avec {TAG_1}.","Mit {TAG_1} will ich nur
einen lockeren Umgang pflegen...","Vorrei andare sempre d'accordo
con {TAG_1}.","Siempre me llevaré bien con
{TAG_1}. O eso creo...",{TAG_1} ile aramızın değişmesini istemiyorum.
10,0010,"I love relaxing with
{TAG_1}.","J'aime bien les moments de détente
avec {TAG_1}.","Ich mag es, mit {TAG_1}
zusammen Zeit zu verbringen.",Adoro rilassarmi con {TAG_1}.,"Cuando estoy de los nervios, quedo con
{TAG_1} para relajarme.",{TAG_1} ile kafa dinlemeye bayılıyorum.
11,0011,"I could never ignore a friend
in need.","Je ne peux pas ignorer
un ami dans le besoin.","Wenn {TAG_1} Probleme hat,
lasse ich {TAG_2} nicht allein!","Non riesco a ignorare gli amici
in difficoltà.","Los buenos amigos están a las duras
y a las maduras.","Başı dertte olan bir arkadaşımı
asla görmezden gelemem."
12,0012,"I wonder if we can make...
100 friends!","Je me demande si je pourrais
avoir 100 amis...","Ob ich wohl einmal... hundert
Freunde haben kann?","Chissà se è possibile arrivare a...
100 amicizie!","¡Cómo me gustaría a mí tener cien amigos!
Todos los días serían una fiesta.",Acaba... 100 arkadaş edinebilir miyiz?
13,0013,"{TAG_1} is a really
great person, isn't {TAG_2}?","{TAG_1} est vraiment
quelqu'un de super !","{TAG_1} ist wirklich ein
ganz wunderbarer Mensch!","{TAG_1} è davvero
una brava persona, non credi?","Conozco pocas personas tan estupendas
como {TAG_1}. ¡Lo digo en serio!","{TAG_1} gerçekten harika biri, değil mi {TAG_2}?"
14,0014,"I saw {TAG_1} walking
around looking a bit lost.","J'ai vu {TAG_1} l'autre
jour, {TAG_2} avait l'air de s'être perd{TAG_3}.","Neulich habe ich {TAG_1}
getroffen. {TAG_2} hatte sich wohl verlaufen.","L'altro giorno ho visto {TAG_1}
che girovagava senza meta.","El otro día vi a {TAG_1}.
Tenía pinta de haberse perdido.",{TAG_1} biraz kaybolmuş gibi ortalıkta dolaşıyordu.
