index,label,English,French,German,Italian,Spanish,Turkish
0,0000,It's actually my birthday today!,"Au fait, aujourd'hui, c'est mon
anniversaire !","Hey, ich habe heute Geburtstag!","A dire il vero, oggi è il mio
compleanno!",¡Hoy es mi cumpleaños!,Aslında bugün benim doğum günüm!
1,0001,It's my birthday today.,"Aujourd'hui, c'est mon anniversaire.",Heute ist mein Geburtstag.,Oggi è il mio compleanno!,¡Hoy es mi cumple!,Bugün benim doğum günüm.
2,0002,It's my birthday. Let's celebrate!,"Aujourd'hui, c'est mon anniversaire.
Vous allez fêter ça avec moi, hein ?","Ich habe heute Geburtstag. Das muss
gefeiert werden!","Oggi è il mio compleanno.
Festeggiamo?","Hoy es mi cumple. ¿Me echas una
mano para celebrarlo?",Bugün benim doğum günüm. Hadi kutlayalım!
3,0003,"Can you guess whose birthday
it is today?","Vous savez qui fête son anniversaire
aujourd'hui ?","Weißt du, wer heute Geburtstag hat?",Sai chi compie gli anni oggi?,"¡Adivina quién cumple hoy años!
Venga, está chupado.","Bugün kimin doğum günü,
tahmin edebilir misin?"
4,0004,It's my birthday! I'm so excited!,"C'est mon anniversaire !
J'en suis tout{TAG_1} excité{TAG_2} !","Heute ist mein Geburtstag! Ich bin
so aufgeregt!","Oggi è il mio compleanno!
Sono così emozionat{TAG_1}!","¡Es mi cumple! ¡Qué emoción!
¡Vamos a celebrarlo por todo lo alto!",Bugün benim doğum günüm! Çok heyecanlıyım!
5,0005,"I completely forgot that it's my
birthday today...","J'avais complètement oublié, mais
c'est mon anniversaire, aujourd'hui...","Ich hatte ganz vergessen, dass ich
heute Geburtstag habe...","Stavo quasi per dimenticare che
oggi è il mio compleanno...","¡Caray! Se me olvidaba que hoy es mi
cumpleaños...","Bugünün doğum günüm olduğunu
tamamen unutmuşum..."
6,0006,"I almost forgot, it's my birthday!","Ah, j'ai failli oublier ! C'est mon
anniversaire, aujourd'hui !","Jetzt hatte ich doch fast vergessen,
dass ich heute Geburtstag habe!","Oh, quasi dimenticavo!
È il mio compleanno oggi!",¡Qué despiste! Hoy es mi cumpleaños.,"Az kalsın unutuyordum,
bugün benim doğum günüm!"
7,0007,"What special day could it be?
Hint: It's SOMEBODY'S birthday!","Aujourd'hui est un jour spécial.
Indice : c'est mon anniversaire...","Welcher besondere Tag ist heute nur?
Kleiner Tipp: JEMAND hat Geburtstag!","Oggi è un giorno speciale per me.
Quale? È il mio compleanno!","Hoy es un día especial para mí. Te daré
una pista: es mi cumple...","Bugün hangi özel gün acaba?
İpucu: BİRİNİN doğum günü!"
8,0008,"It's my birthday! Another year older,
another year wiser...","J'ai gagné une année, aujourd'hui.
Bientôt, je serai un{TAG_1} véritable adulte !","Heute komme ich dem Erwachsensein
einen Schritt näher.","Ancora un altro anno e potrò dire
di essere diventat{TAG_1} grande.","Hoy cumplo un año más. Soy un poco más
{TAG_1}, pero ¡también un poco más {TAG_2}!","Bugün benim doğum günüm! Bir yaş
daha büyüdüm, biraz da akıllandım..."
9,0009,"Hey, {TAG_1} lookalike,
guess whose birthday it is? Mine!","Dites, sosie{TAG_1},
c'est mon anniversaire, aujourd'hui !","Ebenbild von {TAG_1}!
Ich habe heute Geburtstag!","Sosia{TAG_1}! Oggi è
il mio compleanno!","¡Doble{TAG_1}!
Hoy cumplo años.","Hey, {TAG_1} benzeri! Bugün kimin
doğum günü, tahmin et! Benim!"
10,0010,"It's my birthday today! But you knew
that already, didn't you!","C'est mon anniversaire, aujourd'hui.
Vous n'aviez pas oublié, si ?","Hey, ich habe heute Geburtstag. Das
hast du doch nicht vergessen, oder?","Ehi, oggi è il mio compleanno.
Lo sapevi, vero?","¡Oye, hoy es mi cumple! Te has
acordado, ¿verdad?","Bugün benim doğum günüm!
Ama bunu zaten biliyordun, değil mi?"
