index,label,English,French,German,Italian,Spanish,Turkish
0,0000,Good morning!,Bonjour !,Guten Morgen!,Buongiorno!,"¡Muy buenos días! Hoy también voy
a pasármelo chachi piruli.",Günaydın!
1,0001,Hello!,Salut !,Guten Tag!,Ciao!,¡Buenas!,Merhaba!
2,0002,Good evening!,Bonsoir !,Guten Abend!,Buonasera!,¡Hola! ¿Qué tal estás?,İyi akşamlar!
3,0003,I might stay up late tonight!,"Ce soir, c'est nuit blanche !",Heute geh ich nicht ins Bett!,Stanotte non si dorme!,"¡Hoy voy a estar despiert{TAG_1}
hasta las tantas! Me mola trasnochar.",Bu gece geç saatlere kadar ayakta kalabilirim!
4,0004,"Welcome, {TAG_1} lookalike!","Bienvenue, sosie{TAG_1} !","Ah, das Ebenbild von
{TAG_1}! Willkommen!","Ti do il benvenuto,
sosia{TAG_1}!","¡Pasa, pasa, doble{TAG_1}!
¿Cómo te va la vida?","Hoş geldin, {TAG_1} benzeri!"
5,0005,I'm so mad about something!,"Quelque chose m'a
mis{TAG_1} en colère !",Ich bin echt sauer im Moment!,"È successa una cosa che
mi ha fatto davvero arrabbiare!","¡Estoy que me subo por las paredes!
Si yo te contara lo que me ha ocurrido...",Bir şeye fena hâlde sinirlendim!
6,0006,"Oh, hi...","Ah, bonjour...",Ah... Hallo...,"Ah, ciao...",¡Uy! Hola...,"Aa, selam..."
7,0007,"Sorry, but do you think I could be
alone for a while?","Je m'excuse, mais pourriez-vous
me laisser tranquille ?","Kannst du mich vielleicht einen
Moment in Ruhe lassen...?","Per favore, potresti lasciarmi in pace
per un po'?","¿Me puedes dejar un ratito a solas?
Hoy no estoy de humor.","Kusura bakma ama... biraz
yalnız kalabilir miyim?"
8,0008,Good morning.,Bonjour.,Guten Morgen!,Buongiorno.,"Buenos días. Hoy también voy
a darlo todo, como de costumbre.",Günaydın.
9,0009,Hello.,Salut.,Guten Tag!,Ciao.,Hola.,Merhaba.
10,0010,Good evening.,Bonsoir.,Guten Abend!,Buonasera.,"Buenas. Estaba pensando en
mis cosas justo cuando has venido.",İyi akşamlar.
11,0011,I don't feel sleepy...,Je n'arrive pas à dormir...,Ich kann einfach nicht einschlafen...,Non riesco a dormire...,"No me entra sueño... Será por todas
las preocupaciones que tengo en la cabeza.",Uykum gelmiyor...
12,0012,"Welcome, {TAG_1} lookalike.","Bienvenue à vous,
sosie{TAG_1} !","Willkommen! Schön, das Ebenbild von
{TAG_1} zu Gast zu haben!","Ti do il benvenuto,
sosia{TAG_1}.","Buenas, doble{TAG_1}.
Siempre es un placer verte.","Hoş geldin, {TAG_1} benzeri."
13,0013,I'm in a bit of a bad mood right now.,"Là, je ne suis pas vraiment
de bonne humeur...",Ich bin gerade schlecht gelaunt...,Ora sono di cattivo umore.,"Hoy no estoy precisamente
de buen humor...",Şu an biraz keyfim kaçık.
14,0014,I must be really tired...,Je dois être un peu fatigué{TAG_1}...,Ich fühle mich irgendwie erschöpft...,Sono a pezzi!,Qué cansancio tengo encima...,Gerçekten çok yorulmuş olmalıyım...
15,0015,"Oh, it's nothing... I just need some
time alone.","Tout va bien...
Laissez-moi tranquille.","Es ist nichts... Lass mich einfach
ein wenig in Ruhe, ja?","Non è successo niente...
Ho solo bisogno di restare sol{TAG_1}.","No me ocurre nada...
Déjame en paz, anda.","Yok bir şey... Sadece biraz
yalnız kalmaya ihtiyacım var."
16,0016,Gooooooood morning!,Bien le bonjour !,Guuuten Morgen!,Buooooongiorno!,"¡Buenos días! Hace una mañana
estupenda.",Güüüüüüünaydın!
17,0017,"Hello, hello!",Salut à vous !,"Hallihallo! Schön, dich zu sehen!","Ehi, ciao!","¡Muy buenas! ¡Hoy me como el mundo!
Bueno, tampoco es que tenga tanta hambre...","Selam, selaaam!"
18,0018,Good evening to you!,Bien le bonsoir !,Guten Abend!,"Ehi, buonasera!","¡Hola! ¿Cómo te está yendo
el día? Espero que fenomenal.",İyi akşamlaaar!
19,0019,I am feeling goood!,Je me sens si bien !,Ich bin sooo aufgeregt!,Mi sento in gran forma!,"¡Me siento de maravilla! Hoy no hay
quien me pare.",Kendimi çoook iyi hissediyorum!
20,0020,"Come in, {TAG_1}
lookalike.","Je vous souhaite la bienvenue chez
moi, sosie{TAG_1} !","Komm doch rein! Schön, das Ebenbild
von {TAG_1} zu sehen!","Fa' come se fossi a casa tua,
sosia{TAG_1}!","Pasa, doble{TAG_1}.
¡Estás en tu casa!","Gel içeri, {TAG_1} benzeri."
21,0021,I'm hardly ever this mad!,"Cela n'arrive pas souvent,
mais je suis en colère !","Ich bin ja nicht oft sauer. Aber
jetzt bin ich wirklich wütend!",Sono arrabbiat{TAG_1} come non mai!,"No me ocurre a menudo, pero ¡hoy
estoy que echo chispas!",Ben kolay kolay bu kadar sinirlenmem!
22,0022,I can't go on like this...,"Aah, j'en peux plus...",Aaah... Ich bin echt am Ende...,Non ce la faccio più...,"Estoy de bajón... Desde luego,
hoy no es mi día...",Böyle devam edemem...
23,0023,I'm not sure what to do.,Je me sens vide...,Ich fühle mich so... leer.,Non so che fare...,Hoy me siento diferente...,Ne yapacağımı bilmiyorum.
24,0024,Good morning...,Bonjour...,Guten Morgen!,Buongiorno...,Buenos días...,Günaydın...
25,0025,Hi...,Salut...,Guten Tag!,Ciao...,Hola...,Selam...
26,0026,Good evening...,Bonsoir...,Guten Abend!,Buonasera...,Buenas...,İyi akşamlar...
27,0027,I'm still awake...,Je ne suis pas encore endormi{TAG_1}...,Ich bin noch wach...,Sono ancora svegli{TAG_1}...,Todavía estoy despiert{TAG_1}...,Hâlâ ayaktayım...
28,0028,"Welcome, {TAG_1}
lookalike. Come on in.","Quel plaisir de vous accueillir,
sosie{TAG_1} !","Schön, dich zu sehen, Ebenbild
von {TAG_1}!","Ti do il benvenuto,
sosia{TAG_1}! Prego...","Hola, doble{TAG_1}.
Anda, pasa.","Hoş geldin, {TAG_1} benzeri. Gel içeri."
29,0029,"Oh, hi...","Oh, salut...",Ah... Hallo erst mal...,"Oh, ciao...","Uy, hola...","Aa, selam..."
30,0030,Sigh...,Aah...,Aaah...,Aaah...,Puuuf...,Off...
31,0031,Sigh...,Aaaah...,Aaah...,Aaah...,Uuuuf...,Off...
32,0032,"Happy New Year! I hope this year
is even better than the last for you!","Bonne année et...
bonne santé !","Alles Gute im neuen Jahr!
Dieses Jahr wird sicher spitze!",Tanti auguri di buon anno!,"¡Feliz Año Nuevo! Espero que este
año sea mucho mejor que el anterior.","Mutlu yıllar! Umarım bu yıl senin
için geçen yıldan da güzel olur!"
33,0033,Happy New Year!,Bonne année.,Alles Gute im neuen Jahr!,Buon anno.,"¡Feliz Año Nuevo! ¿Conseguiste comerte
las doce uvas a tiempo?",Mutlu Yıllar!
34,0034,Happy New Year!,Meilleurs vœux !,Alles Gute im neuen Jahr!,Buon anno.,¡Feliz Año Nuevo!,Mutlu Yıllar!
35,0035,It's Christmas Eve!,"Aujourd'hui, c'est
le réveillon de Noël !",Heute ist Heiligabend!,Oggi è la vigilia di Natale!,"¡Hoy es Nochebuena! Nos vamos a poner
morados a pavo y turrón.",Bugün Noel arifesi!
36,0036,It's Christmas!,"Aujourd'hui, c'est Noël !",Heute ist Weihnachten!,Oggi è Natale!,"¡Hoy es Navidad! ¿Has ido ya a pedir
el aguinaldo?",Bugün Noel!
37,0037,Merry Christmas!,Joyeux Noël !,Frohe Weihnachten!,Buon Natale!,"¡Feliz Navidad! ¿Has decorado
el árbol? ¡No te olvides de las luces!",Mutlu Noeller!
38,0038,"It's been a week since we've seen each other,
{TAG_1} lookalike.","Depuis votre dernière visite, une semaine
est passée, sosie{TAG_1} !","Wir haben uns seit einer Woche nicht
gesehen, Ebenbild von {TAG_1}!","È passata una settimana dal nostro
ultimo incontro, sosia{TAG_1}.","Hace una semana que no te veía,
doble{TAG_1}.","Görüşmeyeli bir hafta olmuş, {TAG_1} benzeri."
39,0039,It's been a while.,"Ah, ça faisait longtemps !",Lange nicht gesehen!,È da molto che non ci si vede.,¡Cuánto tiempo! ¿Dónde estabas?,Görüşmeyeli epey oldu.
40,0040,"I feel like I haven't seen you in
ages, {TAG_1} lookalike.","Sosie{TAG_1}, ça faisait
un bail qu'on ne vous avait pas vu{TAG_2}.","Wie lang ist es her, Ebenbild
von {TAG_1}?","È un po' che non ci si vede,
sosia{TAG_1}.","Me da la sensación de que no te veía desde
hace tiempo, doble{TAG_1}.","Sanki seni yıllardır
görmemişim gibi, {TAG_1} benzeri."
41,0041,Long time no see!,Ça fait longtemps !,Lange nicht gesehen!,"Ehi, ne è passato di tempo!","¡Cuánto tiempo sin verte!
¿Qué te cuentas?",Uzun zamandır görüşmüyoruz!
42,0042,"Long time no see! I've been so lonely
without you...","Ça fait un moment ! J'étais si triste
de ne pas vous voir !","Wir haben uns ja ewig nicht
gesehen! Ich hab dich vermisst!","Ehi, da quanto tempo!
Mi sentivo così sol{TAG_1}...","Hace tiempo que no te veía. Me tienes
abandonad{TAG_1}...","Uzun zamandır görüşmüyoruz!
Sensiz çok yalnız kaldım..."
43,0043,"I haven't seen you around lately,
{TAG_1} lookalike.","Sosie{TAG_1}, on ne
vous voit pas souvent ces jours-ci !","Dich sieht man hier kaum noch, Ebenbild
von {TAG_1}...","Non ci vediamo da un bel po',
sosia{TAG_1}.","Llevaba tiempo sin verte
el pelo, doble{TAG_1}.","Son zamanlarda ortalarda yoksun, {TAG_1} benzeri."
44,0044,"Has it been a week already,
{TAG_1} lookalike?","Ça fait déjà une semaine,
sosie{TAG_1}.","Haben wir uns schon eine Woche nicht
gesehen, Ebenbild von {TAG_1}?","È passata circa una settimana dal nostro
ultimo incontro, sosia{TAG_1}.","¿Ha pasado una semana sin que
nos viéramos, doble{TAG_1}?","Bir hafta olmuş bile, öyle mi {TAG_1} benzeri?"
45,0045,"It's been a week since we last met. I
hope you haven't caught a cold!","Une semaine sans vous voir...
J'espère que vous n'étiez pas malade !","Wir haben uns eine Woche lang nicht
gesehen... Warst du vielleicht krank?","Non ci vediamo da una settimana...
Spero tu non abbia preso un raffreddore...","Hace una semana que no nos veíamos.
No habrás pillado un resfriado, ¿verdad?","Görüşmeyeli bir hafta olmuş.
Umarım üşütmemişsindir!"
46,0046,"It's been two weeks, hasn't it
{TAG_1} lookalike?","Ah, je m'inquiétais ! Deux semaines sans
vous voir, sosie{TAG_1} !","Wir haben uns zwei Wochen nicht ge-
sehen, Ebenbild von {TAG_1}!","Sono già 2 settimane che
non ci vediamo, sosia{TAG_1}.","Llevamos dos semanas sin vernos,
¿verdad, doble{TAG_1}?","İki hafta oldu, değil mi {TAG_1} benzeri?"
47,0047,"Thanks for coming,
{TAG_1} lookalike!","Merci d'être venu{TAG_1} me voir,
sosie{TAG_2} !","Schön, dass du hier bist, Ebenbild
von {TAG_1}!","Sono felice che tu sia qui,
sosia{TAG_1}!","¡Gracias por venir, doble
{TAG_1}!","Geldiğin için sağ ol, {TAG_1} benzeri!"
48,0048,"I was wondering about you,
{TAG_1} lookalike...","Désolé{TAG_1}... J'aurais dû prendre de vos
nouvelles, sosie{TAG_2}.","Lange nicht gesehen,
Ebenbild von {TAG_1}!","È da parecchio che non ci vediamo,
sosia{TAG_1}.","¡Doble{TAG_1}!
Cuánto tiempo sin verte.","Seni merak ediyordum, {TAG_1} benzeri..."
49,0049,"It's been a while. Where have you
been?","Ça faisait longtemps ! Où étiez-vous
donc tout ce temps ?","Lange nicht gesehen!
Wo warst du denn die ganze Zeit?","Da quanto tempo!
Che fine avevi fatto?","Cómo pasa el tiempo. ¿Por dónde
andabas?",Görüşmeyeli epey oldu. Nerelerdeydin?
50,0050,"I'm so glad you're here,
{TAG_1} lookalike!","Ah, sosie{TAG_1} !
Je suis si content{TAG_2} de vous voir !","Da bist du ja mal wieder,
Ebenbild von {TAG_1}!","Sosia{TAG_1}!
Sono così felice di vederti!","¡Doble{TAG_1}!
Me alegro de que hayas venido.","Gelmene çok sevindim, {TAG_1} benzeri!"
51,0051,"Wow, it's been so long!",Ouah ! Ça faisait un bail !,"Hey! Schön, dich zu sehen!
Wie lang ist es jetzt her?",Oh! Da quanto tempo!,"¡Buenas! Hacía tiempo que no
sabía nada de ti.","Vay canına, ne kadar uzun zaman olmuş!"
52,0052,"It's been three weeks, hasn't it
{TAG_1} lookalike?","Ça faisait au moins trois semaines,
sosie{TAG_1}, non ?","Drei Wochen warst du nicht hier,
Ebenbild von {TAG_1}!","Sono passate tre settimane dal nostro
ultimo incontro, sosia{TAG_1}.","Llevamos tres semanas sin vernos,
¿verdad, doble{TAG_1}?","Üç hafta oldu, değil mi {TAG_1} benzeri?"
53,0053,"It feels like so long since we last met,
{TAG_1} lookalike.","J'ai l'impression que ça fait longtemps,
sosie{TAG_1}.","Wir haben uns ewig nicht gesehen,
Ebenbild von {TAG_1}!","Credo sia passato molto tempo dal nostro
ultimo incontro, sosia{TAG_1}.","Creo que hace mucho tiempo que
no nos veíamos, doble{TAG_1}.","Son görüşmemizin üzerinden çok uzun
zaman geçmiş gibi, {TAG_1} benzeri."
54,0054,"We finally meet again, 
{TAG_1} lookalike!","Je suis si heureu{TAG_1} de vous revoir,
sosie{TAG_2} !","Schön, dich noch einmal zu sehen,
Ebenbild von {TAG_1}!","Sosia{TAG_1}!
Sono davvero felice di rivederti!","¡Doble{TAG_1}!
Me alegro de verte.","Sonunda yine buluştuk, {TAG_1} benzeri!"
55,0055,"Have you been on a holiday or something,
{TAG_1} lookalike?","Étiez-vous parti{TAG_1} en voyage,
sosie{TAG_2} ?","Warst du verreist,
Ebenbild von {TAG_1}?","Per caso hai fatto qualche viaggio,
sosia{TAG_1}?","Doble{TAG_1},
¿has ido de viaje a algún sitio?","Tatile falan mı gittin, {TAG_1} benzeri?"
56,0056,"Can it really have been a month,
{TAG_1} lookalike?","Ça faisait au moins un mois,
sosie{TAG_1}, non ?","Wir haben uns den ganzen Monat nicht
gesehen, Ebenbild von {TAG_1}!","È passato un mese dal nostro
ultimo incontro, sosia{TAG_1}.","Hace un mes que no nos veíamos,
doble{TAG_1}.","Gerçekten bir ay olmuş olabilir mi, {TAG_1} benzeri?"
57,0057,"I can't believe you didn't visit for
a whole month...","Ce n'est pas très sympa de ne pas
être venu{TAG_1} pendant tout un mois.","Unglaublich, dass du einen ganzen
Monat lang nicht hier warst!","Nell'ultimo mese non mi hai fatto
visita nemmeno una volta!","¡Me parece muy mal que haya pasado
un mes sin que hayas venido a verme!","Tam bir ay boyunca
uğramadığına inanamıyorum..."
58,0058,"Where have you been for a whole month,
{TAG_1} lookalike?!","Mais où étiez-vous donc passé{TAG_1} durant
tout ce mois, sosie{TAG_2} ?","Wo warst du denn den ganzen Monat
über, Ebenbild von {TAG_1}?","Cosa hai fatto di bello durante questo
mese, sosia{TAG_1}?","Doble{TAG_1},
¿dónde te habías metido?","Bir aydır nerelerdeydin, {TAG_1} benzeri?!"
59,0059,"We've really been out of touch,
{TAG_1} lookalike.","Ça faisait vraiment longtemps que je ne vous
avais pas vu{TAG_1}, sosie{TAG_2}.","Lang nicht von dir gehört,
Ebenbild von {TAG_1}!","È una vita che non ci si vede,
sosia{TAG_1}.","Cuantísimo tiempo sin verte,
doble{TAG_1}.","İyice görüşemez olduk, {TAG_1} benzeri."
60,0060,"It's been two months, hasn't it
{TAG_1} lookalike?","Ça faisait au moins deux mois,
sosie{TAG_1}, non ?","Zwei Monate warst du nicht hier,
Ebenbild von {TAG_1}!","Sono passati 2 mesi dal nostro
ultimo incontro, sosia{TAG_1}.","Hace dos meses que no nos veíamos,
doble{TAG_1}.","İki ay oldu, değil mi {TAG_1} benzeri?"
61,0061,"How awful of you to not visit for two
whole months!","Ce n'est pas très sympa de ne pas
être venu{TAG_1} pendant deux mois.","Unglaublich, dass du schon zwei
Monate lang nicht hier warst!","Negli ultimi 2 mesi non mi hai fatto
visita nemmeno una volta!","¡No me gusta un pelo que no me hayas
venido a ver en dos meses!",Tam iki ay uğramamak da ne demek!
