index,label,English,French,German,Italian,Spanish,Turkish
0,fd_normal_00,I'm starving!,J'ai faim !,Ich habe Hunger!,Ho fame!,Tengo hambre.,Karnım zil çalıyor!
1,fd_index_00,"I'd like
{TAG_1} {TAG_2}.","Je voudrais bienh
{TAG_1}{TAG_2}.","{TAG_1} {TAG_2}{TAG_3}{TAG_4} {TAG_5}
jetzt echt lecker.",Vorrei {TAG_1}{TAG_2}.,Quiero tomar {TAG_1} {TAG_2}.,Canım {TAG_1}{TAG_2} yemek istiyor.
2,fd_dessert_00,I'd like some dessert.,Je prendrais bienh un dessert.,"Ich habe Hunger.
Ein Dessert wäre jetzt nicht schlecht...",Mi andrebbe un dessert...,Me apetece un postre.,Biraz tatlı istiyorum.
3,fd_drink_00,I'm feeling thirsty.,J'ai soif.,Ich habe Durst.,Mi è venuta sete!,Tengo sed.,Susadım.
4,fd_sweet_00,I'd like to eat something sweet.,"J'ai envie de manger quelque chose
de sucré.",Ich würde gern was Süßes essen.,Vorrei mangiare qualcosa di dolce...,Me apetece algo dulce.,Tatlı bir şey yemek istiyorum.
5,fd_spicy_00,I'm in the mood for something spicy.,Je mangerais bienh un truc épicé.,"Ich möchte etwas zu essen.
Irgend was Scharfes...",Mi andrebbe qualcosa di piccante!,Me comería algo picante.,Canım acılı bir şey çekiyor.
6,fd_salty_00,I wanna eat something salty.,J'aimerais bien manger un truc salé.,Ich will irgendwas Salziges essen...,Ho voglia di qualcosa di salato!,Tengo ganas de comer algo salado.,Tuzlu bir şey yemek istiyorum.
7,fd_sour_00,{TAG_1}{TAG_2}I would like to eat something sour.,"Je mangerais bien quelque chose
d'aigre.","Ich hätte Lust, etwas Saures zu essen.",Mi piacerebbe qualcosa di aspro!,Me gustaría tomar algo ácido.,{TAG_1}{TAG_2}Ekşi bir şey yemek istiyorum.
8,fd_oily_00,I'm in the mood for some greasy food.,"J'ai envie de manger quelque chose
de très gras !","Irgendwie ist mir gerade nach
fettigem Essen zumute...",Avrei voglia di qualcosa di saporito!,Me apetece un plato con sustancia.,Canım yağlı bir şeyler çekiyor.
9,fd_cool_00,I'd like to eat something cold.,J'ai envie de manger un truc froid.,Ich möchte etwas Kaltes essen.,Mi andrebbe qualcosa di freddo...,Tengo ganas de tomar algo fresquito.,Soğuk bir şey yemek istiyorum.
10,fd_hot_00,I'd like to eat something warm.,Je mangerais bienh un truc chaud.,Ich möchte etwas Warmes essen.,Vorrei mangiare qualcosa di caldo...,Me apetece algo calentito.,Sıcak bir şey yemek istiyorum.
11,fd_confectionery_00,I've got a craving for sweets.,J'ai tro envie d'un gâteau.,Ich will Süßigkeiten naschen.,Qualcosa di dolce sarebbe l'ideale!,Me apetece un dulce.,Canım tatlı çekiyor.
12,fd_fruit_00,I'd like to eat some fruit.,J'ai comme une envie de fruits.,Ich möchte Obst essen.,Vorrei un po' di frutta...,Me apetece algo de fruta.,Biraz meyve yemek istiyorum.
13,fd_vegetable_00,I want to eat some vegetables.,J'ai envie de manger des légumes.,Ich möchte Gemüse essen.,Vorrei mangiare un po' di verdura...,Me apetece comer verdura.,Biraz sebze yemek istiyorum.
14,fd_rice_00,I'd like something with rice.,Je mangerais bien du riz.,Ich möchte irgendwas mit Reis essen.,Mi andrebbe un piatto a base di riso...,Me apetece un plato con arroz.,Pirinçli bir şey yemek istiyorum.
15,fd_bread_00,I feel like eating some bread.,J'ai envie de manger du pain.,"Ich hab Lust auf Brot. Hätt ich doch
welches zu essen...","Ho proprio voglia
di mangiare del pane!",Me apetece algo de pan.,Canım ekmek çekiyor.
16,fd_meat_00,I'd like to eat something meaty.,"Je mangerais bienh un plat avec
de la viande.","Hab ich einen Hunger.
Irgend ein Fleischgericht wäre jetzt gut...",Vorrei un piatto a base di carne...,Tengo ganas de comer carne.,Etli bir şey yemek istiyorum.
17,fd_fish_00,I have a craving for seafood.,"Je mangerais bien du poisson
ou des fruits de mer.","Hab ich einen Hunger... Meeresfrüchte
wären jetzt genau das Richtige.","Ho voglia di un piatto a base
di pesce o frutti di mare!",Me apetece comer marisco... ¡o pescado!,Canım deniz ürünü çekiyor.
18,fd_egg_00,I want some food with eggs.,"J'ai envie de manger un plat
avec des œufs.","Ich habe Kohldampf!
Irgendwas mit Eiern wäre jetzt toll.","Vorrei mangiare un piatto
a base di uova...",Me comería algo que lleve huevos.,Yumurtalı bir şey yemek istiyorum.
19,fd_japanese_00,I feel like eating Japanese food.,Je mangerais bienh un plat japonais.,Ich möchte etwas Japanisches essen.,Mi piacerebbe del cibo giapponese...,Me apetece comida japonesa.,Canım Japon yemeği çekiyor.
20,fd_western_00,I feel like eating American food.,Je mangerais bienh un truc américain.,Ich hab Lust auf amerikanische Küche!,Mi piacerebbe del cibo americano...,Me apetece comida occidental.,Canım Amerikan yemeği çekiyor.
21,fd_chinese_00,I feel like eating Chinese food.,J'ai envie de manger chinois.,"Ich würde gern mal wieder
Chinee sisch essen!",Mi piacerebbe del cibo cinese...,Me apetece comida china.,Canım Çin yemeği çekiyor.
