index,label,English,French,German,Italian,Spanish,Turkish
0,de_lover_revenge_00,"{TAG_1} rejected me but
I'm not going to give up!{TAG_2}I have to try again.
What do you think?","{TAG_1}{TAG_2} {TAG_3}m'a dit non, mais
je n'abandonnerai pas !{TAG_4}Je vai essayer à nouveau.
Qu'en pensez-vous ?","{TAG_1}{TAG_2} {TAG_3}hat mich
abgewiesen, aber ich gebe nicht auf!{TAG_4}Ich muss es noch mal versuchen,
denkst du nicht auch?","{TAG_1} non mi vuole,
ma non mi arrenderò!{TAG_2}Vòglio riprovarci.
Che ne pensi?","{TAG_1}{TAG_2} {TAG_3}me dio calabazas,
pero no pienso rendirme.{TAG_4}Voy a volver a declararme.","{TAG_1} beni reddetti ama vazgeçmeyeceğim!{TAG_2}
Bir kez daha denemeliyim.
Sence?"
1,de_lover_revenge_y_00,"I'm going to buy a present
out of my savings!","Je vais dépenser toutes mes économies
pour lui offrir un cadeau !","Ich kaufe von meinen Ersparnissen
ein Geschenk!","Darò fondo ai miei risparmi
per comprare un bel regalo!",¡Voy a comprarle un regalo alucinante!,Birikimimle bir hediye alacağım!
2,de_lover_revenge_y_fb_01,I feel like I can finally let go.,"Je crois qu'il est temps de
laisser tomber.","Ich glaube jetzt kann ich das
wirklich hinter mir lassen.","Credo proprio che ormai lascerò
perdere.",Creo que debo dejarlo estar.,Sanırım sonunda bunu geride bırakabilirim.
3,de_lover_revenge_n_00,Really? ...OK then.,"Oh, vraiment ? D'accord...",Wirklich? In Ordnung...,Davvero? Capisco...,"Vale, entiendo...",Gerçekten mi? ...Peki öyleyse.
4,de_lover_revenge_c2_00,I suppose I should move on...,"Vous avez sûrement raison, je crois
que je vai abandonner.","Ich sollte wohl den Blick in
die Zukunft richten...","Suppongo che dovrei guardare
avanti...",Tienes razón. Mejor me olvido.,Sanırım artık yoluma devam etmeliyim...
7,de_fail_00,I was turned down...,J'ai été rejeté{TAG_1}...,Ich wurde abgewiesen...,Non mi vuole...,Me ha rechazado...,Reddedildim...
8,de_fail_01,{TAG_1}Haah...,Aaah...,{TAG_1}Hach...,{TAG_1}Aa...,{TAG_1}Aai...,{TAG_1}Off...
9,de_be_separated_00,"I'll never be able to get those
happy times back again.","Ces jours heureux sont définitivement
derrière moi...","Die glücklichen Zeiten werden
wohl nie zurückkehren.","Ormai i bei tempi in cui eravamo
insieme non torneranno più...",Los buenos tiempos han quedado atrás...,"O mutlu günleri bir daha asla
geri getiremeyeceğim."
10,de_be_separated_01,"It makes me think back to those happy
times...","Je ne peux m'empêcher de repenser
à ces jours heureux...","Ich muss an unsere glücklichen
Zeiten zurückdenken...",Se ripenso a quei giorni felici...,Echaré de menos los momentos felices.,O mutlu günleri yeniden düşünüyorum...
11,de_be_divorced_00,"I feel like I've got a big hole in my
heart since we broke up.","J'ai l'impression d'avoir un grand vide
dans le cœur depuis notre divorce.","In meinem Herzen herrscht seit
unserer Trennung nur noch Leere.","Da quando ho divorziato sento
un gran vuoto...","Tengo el corazón en un puño desde
que me divorcié.","Ayrıldığımızdan beri kalbimde kocaman
bir boşluk varmış gibi hissediyorum."
12,de_be_divorced_01,What am I going to do now?,Que vaije devenir à présent ?,Was soll ich jetzt nur machen?,Come farò ad andareavanti?,No sé cómo voy a seguir adelante...,Şimdi ne yapacağım?
13,de_oppose_00,I'm just not good enough...,Je n'en vaux sûrement pas la peine...,Ich bin einfach nicht gut genug...,Mi sa che non valgo proprio nulla...,"No soy lo suficientemente buen{TAG_1}
para nadie...",Ben yeterince iyi değilim...
14,de_oppose_01,I've got no confidence left...,Ma confiance en moi est piétinée...,"Mein Selbstvertrauen ist
komplett zerstört...",Non ho più fiducia nelle mie capacità...,Hé perdido la confianza en mí mism{TAG_1}.,Hiç özgüvenim kalmadı...
15,de_fight_00,Life is tougher than I expected...,La vie est plus dure que je l'imaginais...,"Das Leben ist doch härter
als ich erwartet hatte...",La vita non è tutta rose e fiori...,La vida no es tan fácil como la pintan.,Hayat beklediğimden daha zormuş...
16,de_fight_01,We couldn't make up.,Nous n'avons pas réussi à faire la paix.,"Wir konnten uns einfach
nicht wieder vertragen.",Purtroppo non abbiamo fatto pace...,No hemos podido reconciliarnos.,Barışamadık.
17,de_separate_00,I should look for someone new...,"Je devré essayer de rencontrer
quelqu'un d'autre...","Ich sollte wohl nach neuen
Möglichkeiten Ausschau halten...","Credo che mi toccherà andare alla
ricerca di un nuovo amore...",Iré en busca de un nuevo amor.,Yeni birini aramalıyım...
18,de_separate_01,"Breaking up is tough on
both people...","Dans une séparation, celui
qui part souffre aussi...","Eine Trennung ist immer für
beide Partner schwer.",Lasciarsi è difficile per entrambi...,Los que deciden separarse también sufren.,Ayrılık iki taraf için de zor...
19,de_divorce_00,I guess this was just meant to be.,J'imagine que le destin en a voulu ainsi.,Es sollte wohl einfach so sein.,Era destino che sarebbe finita così...,Creo que todo esto ha sido para mejor.,Demek ki kaderde bu varmış.
20,de_divorce_01,"Breaking up with your special
someone is really tough...","Divorcer est quelque chose
d'extrêmement difficile.","Sich von seiner großen Liebe zu
trennen ist wirklich hart...","Il divorzio è davvero doloroso
da affrontare...",Divorciarse es muy duro...,"Sevdiğin kişiden ayrılmak
gerçekten çok zor..."
