index,label,English,French,German,Italian,Spanish,Turkish
0,none,-,-,-,-,-,-
1,ivory,Ivory,Ivory,Ivory,Ivory,Ivory,Ivory
2,lemonchiffon,LemonChiffon,LemonChiffon,LemonChiffon,LemonChiffon,LemonChiffon,LemonChiffon
3,khaki,Khaki,Khaki,Khaki,Khaki,Khaki,Khaki
4,light_brilliant_amber_yellow,Light brilliant amber yellow,Light brilliant amber yellow,Light brilliant amber yellow,Light brilliant amber yellow,Light brilliant amber yellow,Light brilliant amber yellow
5,yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow
6,gold,Gold,Gold,Gold,Gold,Gold,Gold
7,peachpuff,PeachPuff,PeachPuff,PeachPuff,PeachPuff,PeachPuff,PeachPuff
8,salmon,Salmon,Salmon,Salmon,Salmon,Salmon,Salmon
9,coral,Coral,Coral,Coral,Coral,Coral,Coral
10,tomato,Tomato,Tomato,Tomato,Tomato,Tomato,Tomato
11,orange,Orange,Orange,Orange,Orange,Orange,Orange
12,light_brilliant_amber,Light brilliant amber,Light brilliant amber,Light brilliant amber,Light brilliant amber,Light brilliant amber,Light brilliant amber
13,luminous_vivid_orange,Luminous vivid orange,Luminous vivid orange,Luminous vivid orange,Luminous vivid orange,Luminous vivid orange,Luminous vivid orange
14,palevioletred,PaleVioletRed,PaleVioletRed,PaleVioletRed,PaleVioletRed,PaleVioletRed,PaleVioletRed
15,indianred,IndianRed,IndianRed,IndianRed,IndianRed,IndianRed,IndianRed
16,red,Red,Red,Red,Red,Red,Red
17,orangered,OrangeRed,OrangeRed,OrangeRed,OrangeRed,OrangeRed,OrangeRed
18,moderate_red,Moderate red,Moderate red,Moderate red,Moderate red,Moderate red,Moderate red
19,darkred,DarkRed,DarkRed,DarkRed,DarkRed,DarkRed,DarkRed
20,mistyrose,MistyRose,MistyRose,MistyRose,MistyRose,MistyRose,MistyRose
21,pink,Pink,Pink,Pink,Pink,Pink,Pink
22,lightcoral,LightCoral,LightCoral,LightCoral,LightCoral,LightCoral,LightCoral
23,very_light_crimson,Very light crimson,Very light crimson,Very light crimson,Very light crimson,Very light crimson,Very light crimson
24,hotpink,HotPink,HotPink,HotPink,HotPink,HotPink,HotPink
25,light_brilliant_crimson,Light brilliant crimson,Light brilliant crimson,Light brilliant crimson,Light brilliant crimson,Light brilliant crimson,Light brilliant crimson
26,deeppink,DeepPink,DeepPink,DeepPink,DeepPink,DeepPink,DeepPink
27,very_light_magenta,Very light magenta,Very light magenta,Very light magenta,Very light magenta,Very light magenta,Very light magenta
28,fuchsia,Fuchsia,Fuchsia,Fuchsia,Fuchsia,Fuchsia,Fuchsia
29,mediumvioletred,MediumVioletRed,MediumVioletRed,MediumVioletRed,MediumVioletRed,MediumVioletRed,MediumVioletRed
30,lavender,Lavender,Lavender,Lavender,Lavender,Lavender,Lavender
31,plum,Plum,Plum,Plum,Plum,Plum,Plum
32,mediumpurple,MediumPurple,MediumPurple,MediumPurple,MediumPurple,MediumPurple,MediumPurple
33,mediumslateblue,MediumSlateBlue,MediumSlateBlue,MediumSlateBlue,MediumSlateBlue,MediumSlateBlue,MediumSlateBlue
