index,label,English,French,German,Italian,Spanish,Turkish
0,bd_default,Completely ordinary clothes.,Une tenue parfaitement ordinaire.,"Gewöhnliches, unauffälliges Outfit.",Una tenuta del tutto ordinaria.,Ropa corriente.,"Tamamen sıradan, günlük kıyafetler."
1,bd_suits,"Take on the business world with this
classy suit and tie combo.","Entrez dans le monde du travail avec
ce costume et son élégante cravate.","Hinterlass mit dieser Kombi aus Anzug
und Krawatte Eindruck im Büro!","Un completo con cravatta perfetto
per esordire nel mondo del lavoro.","Triunfa en el mundo de los negocios
con este conjunto de traje y corbata.","Bu şık takım elbise ve kravatla iş dünyasına
meydan oku."
2,bd_sailor,"Recapture the giggly joy of girlhood
with a short skirt and high socks!","Une jupe courte et des chaussettes
longues : vivez la vie d'une écolière !","Genieße mit kurzem Rock und hohen
Strümpfen die Schulzeit noch einmal!","Questa minigonna abbinata ai calzettoni
ti farà sentire come una ragazzina!","Este uniforme escolar de temática
marinera da un look fresco y juvenil.","Kısa etek ve diz üstü çoraplarla okul
yıllarının neşesini yeniden yaşa!"
3,bd_cowboy,"Howdy-ya bring yourself to pass up 
this rootin'-tootin' Western outfit?","Un costume de style western, pour
aller à la conquête de l'ouest sauvage.","Diese Outfit ist ein echter Hingucker...
für jeden Western-Fan unverzichtbar!","La tenuta ideale per andare alla
scoperta del selvaggio West.","Perfecto para hombres de pelo en
pecho y bigote hirsuto.","Bu dört dörtlük Vahşi Batı kıyafetini nasıl pas
geçersin, kovboy?"
4,bd_greece,"It's definitely not a curtain! Get all
Greek and make Plato proud.","Un vêtement au drapé élégant qui
trouve ses origines dans l'Antiquité.","Definitiv kein alter Vorhang, sondern
das ideale Outfit für junge Philosophen.","Un vestito elegante che ti riporterà
ai fasti dell'antica Roma.","¡No es una cortina! Vístela si visitas
el Coliseo y te sentirás como en casa.","Kesinlikle perde değil! Togayı giy, Antik Yunan
havasına gir ve Platon’u gururlandır."
5,bd_soccer,"Kick it like a pro with this sporty
football strip. GOOOOOOOAL!","Un vêtement qui donnerait à n'importe
qui l'envie de courir après un ballon. ","Spiel in diesem Trikot wie die Profis
in den großen Stadien... und TOOOOR!","Un completino che farà venire voglia a
chiunque di correre dietro a un pallone!","Patea el balón como un profesional e
hínchate a marcar goles a tus rivales.","Bu sportif futbol formasıyla profesyoneller
gibi oyna. GOOOOOOL!"
6,bd_waitress,"An adorable waitress uniform with a
side serving of white stockings.","Une adorable tenue de serveuse avec
de jolis collants blancs.","Eine entzückende Kellnerinnenuniform
mit passender weißer Strumpfhose.","Un'adorabile uniforme da cameriera
con delle graziose calze bianche.","Un adorable uniforme completo con
leotardos que encandila a la clientela.","Beyaz çoraplarla tamamlanan, son derece sevimli
bir garson kız üniforması."
9,bd_camouflage,"Stand out by blending in with this
stylish-yet-functional camo pattern.","Une tenue aussi seyante que pratique
pour se fondre dans la végétation.","In der Stadt topmodisch, in der Natur
perfekt getarnt... mit nur einer Jacke!","Una tenuta pratica e alla moda per
mimetizzarsi in città e all'aria aperta.","Mantén la elegancia aunque te fundas
con el entorno. Para campo y ciudad.","Şık ve kullanışlı kamuflaj deseninle ortama
karışırken aynı anda dikkat çek."
13,bd_girl_suits,"A smart combination that's perfect for
wearing at the office.","Cette chemise à manches longues et
rayures est parfaite pour le travail.","Eine elegante Kombination, die auch
für den Büroalltag perfekt geeignet ist.","La camicetta dà il tocco finale a questa
tenuta in perfetto stile da ufficio.","La blusa le da un toque de elegancia.
Ideal para ir a la oficina con estilo.","Ofiste giymek için biçilmiş kaftan olan şık bir
kombin."
14,bd_poncho,"Stay warm during the cold winter 
months with this hand-knitted poncho.","Un vêtement tricoté à la main, qui tient
bien chaud lorsque l'hiver est rude.","Handgemacht, bequem und im Winter
mollig warm: Dein neues Lieblingsteil!","Proteggiti dal freddo invernale
con questo poncho fatto a mano!","Protégete del frío invernal con
este poncho tejido a mano.","El örgüsü bu pançoyla soğuk kış aylarında
sıcacık kal."
