index,label,English,French,German,Italian,Spanish,Turkish
0,bd_default,regular clothes,vêtements normaux,Standardkleidung,vestiti normali,conjuntos normales,günlük kıyafet
1,bd_suits,suits,costumes,Anzüge,abiti,trajes,takım elbise
2,bd_sailor,schoolgirl uniforms,uniformes d'écolière,Schuluniformen,uniformi scolastiche,uniformes de colegiala,kız öğrenci üniforması
3,bd_cowboy,cowboy outfits,habits de cow-boy,Cowboy-Outfits,vestiti da cowboy,atuendos de vaquero,kovboy kıyafeti
4,bd_greece,togas,toges,Togen,toghe,togas,toga
5,bd_soccer,football uniforms,tenues de foot,Fußballtrikots,completi da calciatore,uniformes de futbolista,futbol forması
6,bd_waitress,waitress uniforms,uniformes de serveuse,Kellnerinnenuniformen,uniformi da cameriera,uniformes de camarera,garson kız üniforması
7,bd_penguin,penguin costumes,costumes de manchot,Pinguinkostüme,costumi da pinguino,disfraces de pingüino,penguen kostümü
8,bd_bear,bear costumes,costumes d'ours,Bärenkostüme,costumi da orso,disfraces de oso,ayı kostümü
9,bd_camouflage,camouflage jackets,vestes de camouflage,Tarnjacken,giacche mimetiche,chaquetas de camuflaje,kamuflaj ceket
12,bd_wedding,wedding outfits,robes de mariée,Hochzeits-Outfits,completi da sposa,vestidos de novia,gelinlik
13,bd_girl_suits,blouse & skirt combos,ens. jupe et chemisier,Bluse-Rock-Kombis,camicette con gonna,conjuntos de blusa,bluz ve etek takımı
14,bd_poncho,ponchos,ponchos,Ponchos,poncho,ponchos,panço
15,bd_gothloli,sweet dresses,robes en dentelle,Zuckersüß-Kleider,vestiti carini,vestidos cucos,sevimli elbise
16,bd_wizard,witch outfits,costumes de sorcière,Hexengewandungen,completi da strega,disfraces de bruja,cadı kıyafeti
17,bd_flamenco,flamenco dresses,robes flamencos,Flamencokleider,abiti da flamenco,trajes de flamenca,flamenko elbisesi
18,bd_cutsaw_pants,long-sleeved T-shirts,T-shirts à m. longues,Langarmshirts,T-shirt a maniche lunghe,camisetas manga larga,uzun kollu tişört
19,bd_star,Vegas performer suits,costumes de star,Vegas-Anzüge,abiti da star,disfraces de roquero,Las Vegas sahne kostümü
20,bd_longchina_pink,Chinese dresses,robes chinoises,Chinakleider,abiti cinesi,vestidos chinos,Çin elbisesi
21,bd_nintendo,Nintendo uniforms,uniformes Nintendo,Nintendo-Uniformen,uniformi Nintendo,uniformes de Nintendo,Nintendo üniforması
22,bd_graphicT,printed T-shirts,T-shirts imprimés,T-Shirts mit Aufdruck,T-shirt con stampa,camisetas con dibujo,baskılı tişört
23,bd_denim,denim jackets,vestes en jean,Jeansjacken,giacche di jeans,chaquetas vaqueras,kot ceket
24,bd_border_cardigan,T-shirt & cardy combos,ens. T-shirt et cardigan,Shirt-Strickjacke-Kombis,magliette con cardigan,cárdigan finos,tişört ve hırka takımı
26,bd_bukabuka_parka,baggy hoodies,sweat-shirts à capuche,Schlabberkapuzenpullis,felpe con cappuccio,sudaderas,bol kapüşonlu sweatshirt
27,bd_cat,stripy cat costumes,costumes de chat rayé,Streifen-Katzenkostüme,costumi da gatto 4,disfraces de gato 4,çizgili kedi kostümü
28,bd_overall,dungarees,salopettes,Arbeitsanzüge,salopette di jeans,petos,kot salopet
29,bd_ska_jam,tiger baseball jackets,vestes de base-ball,Tiger-Baseballjacken,giubbotti da stadio,chaquetas de béisbol,kaplanlı beyzbol ceketi
30,bd_handcraft_stole,hand-knitted shawls,châles tricotés main,Strickschals,scialli cuciti a mano,chales tricotados a mano,el örgüsü şal
31,bd_tropical_dress,tropical dresses,robes tropicales,Tropenkleidung,abiti tropicali,vestidos tropicales,tropik elbise
32,bd_jewelly,jewel dresses,robes serties de joyaux,Juwelenkleider,abiti preziosi,vestidos enjoyados,mücevherli elbise
