index,label,English,French,German,Italian,Spanish,Turkish
0,hd_bear,bear hat,cagoule d'ours,Bären-Kopf,copricapo da orso,gorro de oso,ayı şapkası
1,hd_hibiscus,hibiscus flower hair clip,barrette hibiscus,Hibiskus-Haarspange,fermaglio ibisco,pasador de hibisco,ebegümeci çiçekli saç tokası
2,hd_straw_hat,straw hat,chapeau de paille,Strohhut,cappello di paglia,sombrero de paja,hasır şapka
3,hd_hat,chino bucket hat,bob,Chino-Hut,cappello di chino,sombrero de pesca,kanvas balıkçı şapkası
4,hd_goggle,goggles,masque de plongée,Taucherbrille,occhiali protettivi,gafas de buceo,koruyucu gözlük
5,hd_mini_tengallon,mini ten-gallon hat,mini-chapeau cow-girl,Mini-Cowboyhut,mini cappello da cowboy,minisombrero tejano,mini kovboy şapkası
6,hd_sunglasses,sunglasses,lunettes de soleil,Sonnenbrille,occhiali da sole,gafas de sol,güneş gözlüğü
7,hd_cat_plain,plain cat ears,oreilles de chat unies,Uni-Katzenohren,orecchie da gatto 1,orejas de gato 1,düz kedi kulakları
8,hd_big_ribbon,big ribbon,gros nœud,Maxischleife,fiocco grande,lazo grande,büyük fiyonk
9,hd_colorful_hat,colourful hat,casquette multicolore,Farbenfroh-Mütze,cappello colorato,gorra multicolor,rengârenk şapka
10,hd_knit,plain woolly hat,bonnet de laine,Einfarb-Wollmütze,berretto di lana,gorro liso de lana,düz yün bere
11,hd_santa,Santa hat,bonnet de père Noël,Weihnachtsmannmütze,cappello di Babbo Natale,gorro de Papá Noel,Noel Baba şapkası
12,hd_weddingveil,veil,voile de mariée,Schleier,velo nuziale,velo,duvak
13,hd_headband,aerial,antenne,Antenne,antenna,antena,anten
14,hd_hannya_omen,scary mask,masque effrayant,Furchtmaske,maschera da demone,máscara de demonio,korkunç maske
15,hd_monster,dinosaur hat,tête de dinosaure,Dino-Kopf,copricapo da dinosauro,gorro de dinosaurio,dinozor şapkası
16,hd_police,police officer's cap,casquette de policier,Polizistenmütze,berretto da poliziotto,gorra de policía ♂,polis şapkası
17,hd_police_female,ladies' police cap,chapeau de policière,Polizistinnenmütze,berretto da poliziotta,gorra de policía ♀,kadın polis şapkası
18,hd_penguin,penguin hat,tête de manchot,Pinguin-Kopf,copricapo da pinguino,gorro de pingüino,penguen şapkası
19,hd_head_dress,fascinator,chapeau à voilette,Kopfputz,cappello da cerimonia,tocado de fiesta,tüllü kokteyl şapkası
20,hd_western_kabuto,medieval helmet,casque médiéval,Ritterhelm,elmo medievale,yelmo,Orta Çağ miğferi
21,hd_chief,chef's hat,toque de chef,Chefkoch-Mütze,cappello da chef,gorro de cocinero,aşçı şapkası
22,hd_wing_tiara,feather tiara,tiare à plumes,Feder-Diadem,diadema con piume,diadema con plumas,tüylü taç
23,hd_princess_tiara,princess tiara,tiare de princesse,Prinzessin-Diadem,diadema da principessa,diadema de princesa,prenses tacı
24,hd_mummy,bandages,bandages de momie,Verband,bende,venda,mumya sargıları
25,hd_ninjya,ninja mask,cagoule de ninja,Ninja-Maske,maschera ninja,capucha de ninja,ninja maskesi
26,hd_baseball,baseball cap,casquette de base-ball,Baseball-Kappe,cappellino da baseball,gorra de béisbol,beyzbol şapkası
27,hd_kurukuru,curly locks wig,perruque à anglaises,Lockenperücke,parrucca con boccoli,peluca de época,bukleli peruk
28,hd_wing_hat,feather hat,chapeau à plumes,Federhut,cappellino con piume,sombrero con plumas,tüylü şapka
29,hd_crown,king's crown,couronne,Königskrone,corona regale,corona,kral tacı
30,hd_guard,,,Wachmann-Mütze,,,güvenlik görevlisi şapkası
31,hd_post,,,Briefträger-Mütze,,,postacı şapkası
32,hd_dwarf,elf's hat,bonnet d'elfe,Elfenmütze,cappello da elfo,gorro de duende,elf şapkası
33,hd_fireman,firefighter's helmet,casque de pompier,Feuerwehr-Helm,elmetto da pompiere,casco de bombero,itfaiyeci kaskı
34,hd_bandanna_towel,towel bandana,serviette nouée,Handtuch-Bandana,bandana di spugna,toalla,havlu bandana
35,hd_pirate,pirate hat,chapeau de pirate,Piratenhut,cappello da pirata,gorro de pirata,korsan şapkası
36,hd_fur_hat,faux-fur headband,serre-tête laineux,Pelzimitat-Schleife,cerchietto sintetico,diadema de felpa,suni kürk saç bandı
37,hd_lace_headband,lace headdress,serre-tête en dentelle,Spitzen-Haarreif,cerchietto di pizzo,cinta de encaje,dantelli başlık
38,hd_spaceman,space helmet,casque d'astronaute,Raumfahrerhelm,casco da astronauta,casco espacial,uzay kaskı
39,hd_creature,future antennae,antennes futuristes,SciFi-Antenne,antenne futuristiche,antenas futuristas,gelecek antenleri
40,hd_bandanna,bandana,bandana,Kopftuch,bandana,pañuelo,bandana
41,hd_vikings,Viking helmet,casque de Viking,Wikingerhelm,elmo da vichingo,casco vikingo,Viking miğferi
42,hd_wing_ornament,Native American feather,plume d'indienne,Indianerfeder,fermaglio con piuma,pasador de pluma,Yerli Amerikan tüyü
43,hd_thin_border,thin stripe woolly cap,bonnet à rayures fines,Schmalstreifen-Mütze,berretto di lana a righine,gorro a rayas finas,ince çizgili yün bere
44,hd_thick_border,thick stripe woolly cap,bonnet à grosses rayures,Breitstreifen-Mütze,berretto di lana a righe,gorro a rayas,kalın çizgili yün bere
45,hd_broccoli,broccoli hat,bonnet brocoli,Brokkoli-Toupet,copricapo broccolo,gorro de brócoli,brokoli şapkası
