index,label,English,French,German,Italian,Spanish,Turkish
0,DefaultLyrics_00,Operation Robodachi,Opération Robodachi,Operation Robodachi,Operazione Robodanza,Baile tecnorrobótico,Robodachi Operasyonu
1,DefaultLyrics_01,On days I'm feeling way down on my luck,Les jours où mon moral n'est pas génial,"Wenn ich mal wirklich fertig bin,",Mi sento a terra e giù di tono,El futuro molará mogollón,Şansımın yerlerde olduğu günlerde
2,DefaultLyrics_02,the only way to soothe my soul,À bord de mon vaisseau spatial,"dann bringt mir eins die Power zurück,",Il modo di levarmi l'ansia,Tendremos tecnologías,ruhumu yatıştırmanın tek yolu
3,DefaultLyrics_03,is with some dancing,J'aime me trémousser,und das ist Tanzen!,è con il suono,¡y también robots!,biraz dans etmek
4,DefaultLyrics_04,hot groovy robo dancing,Et danser comme un robot,Wildes Roboter-Tanzen!,della mia robodanza,Robots tope bailongos,"ateşli, ritmik robot dansı"
5,DefaultLyrics_05,I stay up,Toute la nuit,"Ich bleib auf,",Insieme,con marcha,ayakta kalırım
6,DefaultLyrics_06,"all night, a Robodachi",Je suis un Robodachi,und tanz die ganze Nacht durch.,"Forza, noi robodanziam",y tan estrambóticos,"bütün gece, bir Robodachi"
7,DefaultLyrics_07,I never get sleepy,Je n'ai jamais sommeil,"Ich werd nicht müde,",e non ci fermiamo,Y bailaremos juntos,hiç uykum gelmez
8,DefaultLyrics_08,candy,Je danse,ich ess,Danza,siempre,şeker
9,DefaultLyrics_09,is all that I eat,Et je suis en transe,"nur leckeres Zeug,",Avanti così,al ritmo genial,yediğim tek şey
10,DefaultLyrics_10,no one can stop Ro-bo-da-chi,Personne n'arrête Ro-bo-da-chi,keiner stoppt 'nen Ro-bo-da-chi!,Operazione Ro-bo-dan-za,de este baile sin igual,Ro-bo-da-chi'yi kimse durduramaz
