index,label,English,French,German,Italian,Spanish,Turkish
0,DefaultLyrics_00,You make my heart,Mon cœur s'emballe,Ich fühl mich gut...,Sei il mio amor,Mi corazón,Kalbimi
1,DefaultLyrics_01,beat like a drum,Quand je te vois,Phänomenal!,Mi fai battere il cuor,late cual tambor,davul gibi çarptırıyorsun
2,DefaultLyrics_02,every time we meet,J'ai une batterie,"Wenn wir uns sehn,",Se ti guardo,Cuando te veo,her buluştuğumuzda
3,DefaultLyrics_03,we have so much fun,Dans ma cage thoracique,Ist alles andre egal!,arrivo al traguardo,porque te quiero,çok eğleniyoruz
4,DefaultLyrics_04,Rock 'n' Roll baby,Voudrais-tu m'accompagner,"Rock 'n' Roll, Baby,",Rock 'n' roll baby,Y el Rock and Roll,Rock 'n' Roll bebeğim
5,DefaultLyrics_05,you drive me crazy,"Sur la scène, ici",Wir gehn so ab!,Abbracciami baby,me llena de amor,beni deli ediyorsun
6,DefaultLyrics_06,let's dance and boogie,Tu seras ma basse,"Wir rocken, Baby,",Cantiamo e balliamo,Vamos a bailar,hadi dans edip coşalım
7,DefaultLyrics_07,every which way,Ou ma guitare,und nicht zu knapp!,fino al mattino,sin parar,bir o yana bir bu yana
8,DefaultLyrics_08,Rock 'n' Roll baby,Nous jouerons ensemble,"Rock 'n' Roll, Baby,",Rock 'n' roll baby,toda la noche,Rock 'n' Roll bebeğim
9,DefaultLyrics_09,let's dance the night away!,Nos cœurs ne feront plus qu'un,wir tanzen durch die Nacht!,tutta la notte baby!,hasta reventar,gece boyu dans edelim!
