index,label,English,French,German,Italian,Spanish,Turkish
0,Chat_Common_00_00,"I heard that drinking {TAG_1}
extract is really good for you.","Il paraît que l'extrait {TAG_1}{TAG_2}
est excellent pour la santé.","Ich hab gehört {TAG_1} {TAG_2}
besonders gesund in einem Glas mit Eiswürfeln.","Dicono che faccia mólto bene bere un bel
frullato di {TAG_1} alla mattina!","He oído que beber batido de {TAG_1}
con hielo es muy bueno para la salud.","{TAG_1} özütü içmenin sağlığa
çok iyi geldiğini duydum."
1,Chat_Common_00_01,Really?!,C'est vrai ?,Im Ernst?,Davvero?,¿En serio?,Gerçekten mi?!
2,Chat_Common_00_02,No way!,Tu plaisantes ?,Du lügst doch!,Non è possibile!,¡Ven gaya!,Olamaz!
3,Chat_Common_00_03,I heard that too!,J'ai déjà entendu dire ça !,"Häi, das hab ich auch schon mal gehört!",l'ho sentito anchìo!,¡Yo tam bién lo he oído!,Ben de duydum!
4,Chat_Common_01_00,"I'm not sure my new 'cartwheel everywhere'
exercise regime is working.","Ces temps-ci, j'ai l'impression de prendre
du poids...",Ich glaube ich hab ein wenig zugelegt...,Temo di aver messo su{TAG_1}qualche chiletto...,Creo que últimamente he engordado...,"Yeni “her yere takla atarak git”
egzersiz programım pek işe yaramıyor galiba."
5,Chat_Common_01_01,Is that why you always have such dirty hands?,Ce sont des choses qui arrivent !,Das Gefühl kenn ich!,Capisco come ti senti...,¡No veas cómo te entiendo!,Ellerinin hep kirli olmasının sebebi bu mu?
6,Chat_Common_01_02,I'm interested in your definition of 'working'.,Je le savais !,Wusste ich's doch!,Lo immaginavo...,¡Lo sabí ía!,“İşe yarıyor” derken neyi kastettiğini merak ettim.
7,Chat_Common_01_03,"If it works for you, that's enough for me!",Moi aussi !,Ich auch...,anchìo.,¡Yo igual!,Sende işe yarıyorsa bana yeter!
8,Chat_Common_02_00,I feel pretty sluggish these days.,Je crois bien que j'ai un peu grossi...,"Ich bin ziemlich sicher dass ich in letzter Zeit
zugenommen habe...",Ultimamente la mia forma fisica mi preoccupa...,"Me temo que de un tiempo a esta parte,
he ganado algo de peso...",Son günlerde kendimi epey halsiz hissediyorum.
9,Chat_Common_02_01,You look sluggish too.,Je me disais aussi...,Du siehst aber genauso aus wie immer!,"Ma no, sei sempre uguale.",¡Qué va! ¡Tienes el mismo aspecto de siempre!,Halsiz de görünüyorsun.
