index,label,English,French,German,Italian,Spanish,Turkish
0,Chat_Cheerup_00_00,"The other day I had {TAG_1} {TAG_2}
so spicy I couldn't sleep!","L'autre jour, au dîner, j'ai voulu goûter
{TAG_1}{TAG_2}.{TAG_3}C'était si épicé que je n'ai pas dormi de la nuit !","Neulich gab es bei mir {TAG_1}
{TAG_2}...{TAG_3}Konnte danach gar nicht mehr schlafen!","L'altro giorno ho provato
{TAG_1}{TAG_2} così piccant{TAG_3}...{TAG_4}Che non ho più preso sonno!","El otro día, ¿qué fue lo que tomé?... Ah, sí...
¡{TAG_1}{TAG_2} {TAG_3}! ¡Qué manera de picar!",Geçen gün {TAG_1} {TAG_2} yedim; o kadar acıydı ki uyuyamadım!
1,Chat_Cheerup_00_01,Ha ha! That's hilarious!,Ha{TAG_1} ha{TAG_2} ha ! C'est trop marrant !,{TAG_1}Haha! {TAG_2}Das ist {TAG_3}sooh {TAG_4}komisch!,Ah{TAG_1} ah{TAG_2} ah! Divertente!,¡Ja ja! ¡Me parto!,Hahaha! Çok komik!
2,Chat_Cheerup_00_02,That's so funny!,Trop drôle !,Das ist {TAG_1}sooh {TAG_2}witzig!,Che risate!,¡Qué risa!,Çok komik!
3,Chat_Cheerup_00_03,What a scorcher!,Énorme !,Das ist ja irre!,Che storia!,"¡Me retroncho, vaya!",Bu resmen yakıyor!
4,Chat_Cheerup_01_00,"So a little birdie told me that it left a present...
on {TAG_1}'s head.","L'autre jour, {TAG_1} a reçu une
crotte d'oiseau sur la tête !","Schon gehört? Neulich hat ein Vogel
{TAG_1} auf den Kopf gemacht!","Ho sentito che l'altro giorno un uccello dispettoso
ha fatto un bisognìno sulla testa di {TAG_1}!","Por lo visto, el otro día, a {TAG_1}
le cayó una gracia de pájaro en la cabeza.","Küçük bir kuş bana, {TAG_1} kafasına
bir “hediye” bıraktığını söyledi..."
5,Chat_Cheerup_01_01,Ha ha ha. I'm laughing so hard it hurts!,"Ha{TAG_1} ha{TAG_2} ha{TAG_3} ho{TAG_4} ho{TAG_5} ho ! Ça me fait mal au
ventre de rire comme ça !","Haha! Mir tut schon der Bauch weh
vor Lachen!","Ah{TAG_1} ah{TAG_2} ah! Mi fa male la pancia
dal troppo ridere!",¡Ja ja ja! ¡Me duele la barriga de reírme tanto!,Hahaha! Gülmekten karnım ağrıdı!
6,Chat_Cheerup_01_02,That's so funny!,Ha{TAG_1} ha ! Trop marrant !,Das ist {TAG_1}sooh {TAG_2}komisch!,È troppo divertente!,¡Qué risa MariaLuisa!,Çok komik!
7,Chat_Cheerup_01_03,"Where did a bird get the money for a present?
Oh wait, I get it now. That's just terrible!",Quelle chance ! Ha{TAG_1} ha{TAG_2} ha !,Haha! Was für ein Schenkelklopfer!,Non riesco a trattenere le risate!,¡Éso sí que tiene gracia!,"Bir kuş hediyeye verecek parayı nereden
bulmuş? Aa... şimdi anladım. Bu korkunç!"
8,Chat_Cheerup_02_00,"I bought a book about {TAG_1}
but I'd forgot I'd bought it already!","J'ai acheté un livre sur {TAG_1}{TAG_2}
en oubliant que je l'avais déjà !","Neulich hab ich mir ein Buch über
{TAG_1} gekauft...{TAG_2}Hatte ganz vergessen dass ich dieses Buch
längst schon hatte!","Ho comprato un libro che parla di {TAG_1}
senza rendermi conto che ce l'avevo già!","Me compré un libro sobre {TAG_1},
¡sin acordarme de que ya tenía uno igual!","{TAG_1} hakkında bir kitap aldım ama aynısını
daha önce aldığımı unutmuşum!"
9,Chat_Cheerup_02_01,"Everyone's done it once, right?",Ha{TAG_1}ha ! J'ai déjà fait ça !,Das ist mir auch schon mal passiert!,Una volta l'ho fatto anchìo.,Yo una vez hice lo mismo.,"Herkesin başına en az bir kez gelmiştir, değil mi?"
