index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
0,AbilityDropButtonTitle,"Drop
Ability","⟦MSBT:0E000000020002005F00⟧Abandon
pouvoir⟦MSBT:0E000000020002006400⟧","Power
ablegen","Rimuovi
abilità","⟦MSBT:0E000000020002005500⟧Soltar
habilidad⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005E00⟧ノウリョク
ステル⟦MSBT:0E000000020002006400⟧","Drop
Ability","⟦MSBT:0E000000020002005F00⟧Abandon
pouvoir⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Soltar
habilidad⟦MSBT:0E000000020002006400⟧","Gücü
Bırak",
1,PauseButtonTitle,Pause,Pause,Pause,Pausa,Pausa,ポーズ,Pause,Pause,Pausa,Mola,
2,TiltResetButtonTitle,⟦MSBT:0E000000020002006200⟧Reset Tilt⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005500⟧Réinit.⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005500⟧inclinaison⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004F00⟧Reset der
Kippfunkt.⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005D00⟧Reimposta⟦MSBT:0E000000020002006400⟧,Restaurar,"かたむき
リセット",⟦MSBT:0E000000020002006200⟧Reset Tilt⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005500⟧Réinit.⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005500⟧inclinaison⟦MSBT:0E000000020002006400⟧",Restaurar,"Eğimi
Sıfırla",
3,GuideBoardFirstIcCube,"This item contains ⟦MSBT:0E00000003000400FF4600FF⟧code⟦MSBT:0E00000003000400000000FF⟧
that will ⟦MSBT:0E00000003000400FF4600FF⟧unlock the barrier
⟦MSBT:0E00000003000400000000FF⟧leading to the boss!","⟦MSBT:0E000000020002005A00⟧Les ⟦MSBT:0E00000003000400FF4600FF⟧données⟦MSBT:0E00000003000400000000FF⟧ contenues dans
cet objet ⟦MSBT:0E00000003000400FF4600FF⟧permettent l'accès
⟦MSBT:0E00000003000400000000FF⟧à la porte du boss !⟦MSBT:0E000000020002006400⟧","Dieses Item enthält ⟦MSBT:0E00000003000400FF4600FF⟧Code⟦MSBT:0E00000003000400000000FF⟧,
der ⟦MSBT:0E00000003000400FF4600FF⟧Sperren⟦MSBT:0E00000003000400000000FF⟧ auf dem Weg
zum Boss ⟦MSBT:0E00000003000400FF4600FF⟧entriegelt⟦MSBT:0E00000003000400000000FF⟧.","Questo oggetto contiene
un ⟦MSBT:0E00000003000400FF4600FF⟧codice⟦MSBT:0E00000003000400000000FF⟧ che ⟦MSBT:0E00000003000400FF4600FF⟧sbloccherà
la barriera ⟦MSBT:0E00000003000400000000FF⟧verso il boss!","⟦MSBT:0E000000020002005A00⟧¡Los cibercubos permiten
⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF4600FF⟧desactivar⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002005A00⟧ la ⟦MSBT:0E00000003000400FF4600FF⟧barrera
digital ⟦MSBT:0E00000003000400000000FF⟧que rodea al jefe!⟦MSBT:0E000000020002006400⟧","ボスへの⟦MSBT:0E00000000000800020004007F306130⟧道の ⟦MSBT:0E00000003000400FF4600FF⟧バリアを かいじょ ⟦MSBT:0E00000003000400000000FF⟧する
⟦MSBT:0E00000003000400FF4600FF⟧データ⟦MSBT:0E00000003000400000000FF⟧が つまった アイテムだ！","This item contains ⟦MSBT:0E00000003000400FF4600FF⟧code⟦MSBT:0E00000003000400000000FF⟧
that will ⟦MSBT:0E00000003000400FF4600FF⟧unlock the barrier
⟦MSBT:0E00000003000400000000FF⟧leading to the boss!","⟦MSBT:0E000000020002005A00⟧Les ⟦MSBT:0E00000003000400FF4600FF⟧données⟦MSBT:0E00000003000400000000FF⟧ contenues dans
cet objet ⟦MSBT:0E00000003000400FF4600FF⟧permettent l'accès
⟦MSBT:0E00000003000400000000FF⟧à la porte du boss!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Los cibercubos permiten
⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF4600FF⟧desactivar⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002005A00⟧ la ⟦MSBT:0E00000003000400FF4600FF⟧barrera
digital ⟦MSBT:0E00000003000400000000FF⟧que rodea al jefe!⟦MSBT:0E000000020002006400⟧","Bu eşya, patrona giden
⟦MSBT:0E00000003000400FF4600FF⟧engeli açacak⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FF4600FF⟧kodu⟦MSBT:0E00000003000400000000FF⟧ içerir!",
4,AssistStarWindowItemTitle,Bandana Waddle Dee,Bandana Waddle Dee,Waddle-Dee-Assistent,Waddle Dee aiutante,Waddle Dee pañuelo,バンダナワドルディが アイテムをくれる！,Bandana Waddle Dee,Bandana Waddle Dee,Waddle Dee pañuelo,Bandanalı Waddle Dee,
5,AssistStarWindowItemText,"⟦MSBT:0E000000020002005500⟧Waddle Dee's items can turn
into ⟦MSBT:0E00000003000400FFDE00FF⟧something ⟦MSBT:0E000000020002005500⟧better ⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400000000FF⟧via
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ or other means.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Waddle Dee peut vous offrir
de ⟦MSBT:0E00000003000400FFDE00FF⟧meilleurs objets ⟦MSBT:0E00000003000400000000FF⟧grâce à
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, entre autres !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005E00⟧Waddle-Dee-Items können
sich u.a. per ⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FFDE00FF⟧noch weiter verbessern⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","Otterrai ⟦MSBT:0E00000003000400FFDE00FF⟧oggetti migliori⟦MSBT:0E00000003000400000000FF⟧
da Waddle Dee tramite
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ o altri mezzi.","⟦MSBT:0E000000020002005200⟧¡Los objetos de Waddle Dee
pueden mejorar con ⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass
⟦MSBT:0E00000003000400000000FF⟧o de otros modos!⟦MSBT:0E000000020002006400⟧","ワドルディがくれる アイテムは
⟦MSBT:0E00000003000400FFDE00FF⟧すれちがい⟦MSBT:0E00000000000C00040008006430463057309330⟧通信⟦MSBT:0E00000003000400000000FF⟧などで
⟦MSBT:0E00000003000400FFDE00FF⟧よいアイテム⟦MSBT:0E00000003000400000000FF⟧に かわるぞ！","⟦MSBT:0E000000020002005500⟧Waddle Dee's items can turn
into ⟦MSBT:0E00000003000400FFDE00FF⟧something ⟦MSBT:0E000000020002005500⟧better ⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400000000FF⟧via
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ or other means.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Waddle Dee peut vous offrir
de ⟦MSBT:0E00000003000400FFDE00FF⟧meilleurs objets ⟦MSBT:0E00000003000400000000FF⟧grâce à
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, entre autres!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧¡Los objetos de Waddle Dee
pueden ser ⟦MSBT:0E00000003000400FFDE00FF⟧aún mejores⟦MSBT:0E00000003000400000000FF⟧ gracias
a funciones como ⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Waddle Dee'nin eşyaları
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ gibi yollarla
⟦MSBT:0E00000003000400FFDE00FF⟧daha iyi eşyalara⟦MSBT:0E00000003000400000000FF⟧ dönüşebilir.⟦MSBT:0E000000020002006400⟧",
6,AssistStarWindowTouchTitle,Helper Item: Assist Star!,Objet S.O.S. : étoile assistance,Hilfsitem: Hilfsvitalstern,Oggetto utile: stella aiuto!,¡Estrella de ayuda!,おたすけアイテム アシストスター！,Helper Item: Assist Star!,Objet S.O.S. : étoile assistance,¡Estrella de ayuda!,Yardım Yıldızı!,
7,AssistStarWindowTouchText,"⟦MSBT:0E00000003000400FFDE00FF⟧Touch⟦MSBT:0E00000003000400000000FF⟧ the ⟦MSBT:0E00000003000400FFDE00FF⟧Assist Star
⟦MSBT:0E00000003000400000000FF⟧on the lower screen or
press ⟦MSBT:0E00010003000000⟧ to use it!","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FFDE00FF⟧Touchez⟦MSBT:0E00000003000400000000FF⟧ l'⟦MSBT:0E00000003000400FFDE00FF⟧étoile assistance
⟦MSBT:0E00000003000400000000FF⟧sur l'écran tactile, ou appuyez
sur ⟦MSBT:0E00010003000000⟧  pour l'utiliser.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧⟦MSBT:0E00000003000400FFDE00FF⟧Hilfsvitalstern⟦MSBT:0E00000003000400000000FF⟧ einsetzen:
auf unterem Bildschirm
⟦MSBT:0E00000003000400FFDE00FF⟧berühren ⟦MSBT:0E00000003000400000000FF⟧oder ⟦MSBT:0E00010003000000⟧ drücken.⟦MSBT:0E000000020002006400⟧","Per usare la ⟦MSBT:0E00000003000400FFDE00FF⟧stella aiuto⟦MSBT:0E00000003000400000000FF⟧,
⟦MSBT:0E00000003000400FFDE00FF⟧toccala⟦MSBT:0E00000003000400000000FF⟧ sul touch screen
o premi ⟦MSBT:0E00010003000000⟧ !","⟦MSBT:0E00000003000400FFDE00FF⟧Toca⟦MSBT:0E00000003000400000000FF⟧ la ⟦MSBT:0E00000003000400FFDE00FF⟧estrella de ayuda⟦MSBT:0E00000003000400000000FF⟧
en la pantalla inferior o
pulsa ⟦MSBT:0E00010003000000⟧  para usarla.","⟦MSBT:0E00000003000400FFDE00FF⟧アシストスター⟦MSBT:0E00000003000400000000FF⟧は ⟦MSBT:0E000000000008000200040057305F30⟧下がめんを
⟦MSBT:0E00000003000400FFDE00FF⟧タッチ ⟦MSBT:0E00000003000400000000FF⟧（または⟦MSBT:0E00010003000000⟧） すれば
いつでも つかえる！","⟦MSBT:0E00000003000400FFDE00FF⟧Tap⟦MSBT:0E00000003000400000000FF⟧ the Touch Screen or
press ⟦MSBT:0E00010003000000⟧ to use the
⟦MSBT:0E00000003000400FFDE00FF⟧Assist Star⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FFDE00FF⟧Touchez⟦MSBT:0E00000003000400000000FF⟧ l'⟦MSBT:0E00000003000400FFDE00FF⟧étoile assistance
⟦MSBT:0E00000003000400000000FF⟧sur l'écran tactile, ou appuyez
sur ⟦MSBT:0E00010003000000⟧  pour l'utiliser .⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFDE00FF⟧Toca⟦MSBT:0E00000003000400000000FF⟧ la ⟦MSBT:0E00000003000400FFDE00FF⟧estrella de ayuda⟦MSBT:0E00000003000400000000FF⟧
en la pantalla inferior u
oprime ⟦MSBT:0E00010003000000⟧  para usarla.","⟦MSBT:0E000000020002005A00⟧Alt ekranda ⟦MSBT:0E00000003000400FFDE00FF⟧dokun⟦MSBT:0E00000003000400000000FF⟧ ya da
⟦MSBT:0E00010003000000⟧'a basarak kullan!⟦MSBT:0E000000020002006400⟧",
8,ArmorActionTwist,Use,⟦MSBT:0E000000020002005500⟧Utiliser⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Aktion⟦MSBT:0E000000020002006400⟧,Usa,Usar,はめる,Insert,⟦MSBT:0E000000020002005500⟧Utiliser⟦MSBT:0E000000020002006400⟧,Usar,⟦MSBT:0E000000020002005A00⟧Kullan⟦MSBT:0E000000020002006400⟧,
9,ArmorActionRide,Enter,⟦MSBT:0E000000020002005F00⟧Entrer⟦MSBT:0E000000020002006400⟧,Rein!,Entra,⟦MSBT:0E000000020002005500⟧Montar⟦MSBT:0E000000020002006400⟧,のる,Enter,⟦MSBT:0E000000020002005F00⟧Entrer⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004F00⟧Abordar⟦MSBT:0E000000020002006400⟧,Bin,
