index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
0,CharaKirby,Kirby,Kirby,Kirby,Kirby,Kirby,カービィ,Kirby,Kirby,Kirby,Kirby,
1,AbilityNormal,Kirby,Kirby,Kirby,Kirby,Kirby,カービィ,Kirby,Kirby,Kirby,Kirby,
2,AbilityIce,Ice,Glace,Eis,Ghiaccio,Hielo,アイス,Ice,Glace,Hielo,Buz,
3,AbilityWhip,Whip,Fouet,Peitsche,Frusta,Látigo,ウィップ,Whip,Fouet,Látigo,Kırbaç,
4,AbilityEsper,ESP,PSY,Psycho,Sensitivo,⟦MSBT:0E000000020002005A00⟧Psicopoder⟦MSBT:0E000000020002006400⟧,エスパー,ESP,PSY,⟦MSBT:0E000000020002005A00⟧Psicopoder⟦MSBT:0E000000020002006400⟧,Psişik,
5,AbilityCutter,Cutter,Trancheur,Bumerang,Lama,Cuchillo,カッター,Cutter,Trancheur,Cuchillo,Kesici,
6,AbilityCrash,Crash,Foudre,Kugelblitz,Bomba,Catapum,クラッシュ,Crash,Foudre,Catapum,Patlama,
7,AbilityCircus,Circus,Cirque,Zirkus,Circo,Circo,サーカス,Circus,Cirque,Circo,Sirk,
8,AbilityStone,Stone,Rocher,Stein,Pietra,Piedra,ストーン,Stone,Rocher,Piedra,Taş,
9,AbilitySniper,Archer,Archer,⟦MSBT:0E000000020002004B00⟧Bogenschütze⟦MSBT:0E000000020002006400⟧,Arciere,Arquero,スナイパー,Archer,Archer,Arquero,Okçu,
10,AbilitySpark,Spark,Étincelle,Elektro,Elettro,Chispazo,スパーク,Spark,Étincelle,Chispazo,Kıvılcım,
11,AbilitySleep,Sleep,Sommeil,Schlaf,Sonno,Sueño,スリープ,Sleep,Sommeil,Sueño,Uyku,
12,AbilitySword,Sword,Épée,Schwert,Spada,Espada,ソード,Sword,Épée,Espada,Kılıç,
13,AbilityDoctor,Doctor,Docteur,Doktor,Dottore,Doctor,ドクター,Doctor,Docteur,Doctor,Doktor,
14,AbilityNinja,Ninja,Ninja,Ninja,Ninja,Ninja,ニンジャ,Ninja,Ninja,Ninja,Ninja,
15,AbilityParasol,Parasol,Parasol,Schirm,Parasole,Sombrilla,パラソル,Parasol,Parasol,Sombrilla,Şemsiye,
16,AbilityHammer,Hammer,Marteau,Hammer,Martello,Martillo,ハンマー,Hammer,Marteau,Martillo,Çekiç,
17,AbilityBeam,Beam,Rayon,Beam,Raggio,Rayo,ビーム,Beam,Rayon,Rayo,Işın,
18,AbilityFire,Fire,Feu,Feuer,Fuoco,Fuego,ファイア,Fire,Feu,Fuego,Ateş,
19,AbilityFighter,Fighter,Combat,Kämpfer,Lottatore,Luchador,ファイター,Fighter,Combat,Luchador,Dövüşçü,
20,AbilityWheel,Wheel,Roue,Rad,Ruota,Rueda,ホイール,Wheel,Roue,Rueda,Teker,
21,AbilityBomb,Bomb,Bombe,Bomben,Granata,Bomba,ボム,Bomb,Bombe,Bomba,Bomba,
22,AbilityPoison,Poison,Poison,Gift,Veleno,Veneno,ポイズン,Poison,Poison,Veneno,Zehir,
23,AbilityMike,Mike,Micro,Popstar,Urla,Micro,マイク,Mike,Micro,Micro,Mikrofon,
24,AbilityMirror,Mirror,Miroir,Spiegel,Specchio,Espejo,ミラー,Mirror,Miroir,Espejo,Ayna,
25,AbilityUfo,UFO,OVNI,UFO,UFO,Ovni,U．F．O．,UFO,OVNI,Ovni,UFO,
26,AbilityJet,Jet,Jet,Jet,Jet,Jet,ジェット,Jet,Jet,Jet,Jet,
27,AbilityLeaf,Leaf,Feuille,Laub,Foglia,Hoja,リーフ,Leaf,Feuille,Hoja,Yaprak,
28,AbilitySmash,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,スマブラ,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,
29,AbilityMetaknight,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Meta-Knight⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,メタナイト,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,
30,AbilityHalberd,Halberd,Halberd,Halberd,Halberd,Hal Abarda,ハルバード,Halberd,Halberd,Hal Abarda,Halberd,
