index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
0,PageNumSlash,/,/,/,/,/,/,/,/,/,/,
1,HeaderLv1,Patched Plains,Plaine Pixel,Ruhe auf dem Radar,Sentiero Processore,Pradera Periférica,プレイン プロプトン,Patched Plains,Plaine Pixel,Pradera Periférica,Piksel Platosu,
2,HeaderLv2,Resolution Road,Route Réseau,Orte der Ordnung,Incrocio Risoluzione,Región Rúter,ラスタード ロード,Resolution Road,Route Réseau,Región Rúter,Router Rotası,
3,HeaderLv3,Overload Ocean,Océan Optique,Bildschöne Brandung,Spiaggia Ottica,Océano Octal,オクターン オーシャン,Overload Ocean,Océan Optique,Océano Octal,Optik Okyanus,
4,HeaderLv4,Gigabyte Grounds,Générateur Giga,Oasen-Odyssee,Terreno Gigabyte,Central Circuito,ギガント グラウンド,Gigabyte Grounds,Générateur Giga,Central Circuito,Gigabayt Geçidi,
5,HeaderLv5,Rhythm Route,Rodéo Rythmique,Boulevard der Beats,Edifici Ritmici,Espacio Eufónico,リポジトリム リズム,Rhythm Route,Rodéo Rythmique,Espacio Eufónico,Ritim Rotası,
6,HeaderLv6,Access Ark,Accès Analogique,Orbitale Offensive,Mondo Access,Sistema Servidor,アクシス アークス,Access Ark,Accès Analogique,Sistema Servidor,Ağ Gemisi,
7,HeaderLv7,Mind in the Program,⟦MSBT:0E000000020002005300⟧<Machine> <Contrôle> <Programme>⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Terminierung des Programms⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Arresto Mancato del Programma⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Objetivo: Eliminar el Programa⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧マインド コントロールド バイ ア プログラム⟦MSBT:0E000000020002006400⟧,Mind in the Program,⟦MSBT:0E000000020002005300⟧<Machine> <Contrôle> <Programme>⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Objetivo: Eliminar el Programa⟦MSBT:0E000000020002006400⟧,Makine Kontrol Programı,
8,HeaderStage1,Stage 1,Étape 1,Level 1,Livello 1,Fase 1,STAGE 1,Stage 1,Étape 1,Fase 1,Bölüm 1,
9,HeaderStage2,Stage 2,Étape 2,Level 2,Livello 2,Fase 2,STAGE 2,Stage 2,Étape 2,Fase 2,Bölüm 2,
10,HeaderStage3,Stage 3,Étape 3,Level 3,Livello 3,Fase 3,STAGE 3,Stage 3,Étape 3,Fase 3,Bölüm 3,
11,HeaderStage4,Stage 4,Étape 4,Level 4,Livello 4,Fase 4,STAGE 4,Stage 4,Étape 4,Fase 4,Bölüm 4,
