index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
0,Unknown,???,???,???,???,(?),？？？,???,???,(?),???,
1,K100,Kirby,Kirby,Kirby,Kirby,Kirby,カービィ,Kirby,Kirby,Kirby,Kirby,
2,K101,Kracko,Kracko,Kracko,Kracko,Kracko,クラッコ,Kracko,Kracko,Kracko,Kracko,
3,K102,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,デデデ⟦MSBT:0E00000000000C0004000800603044304A304630⟧大王,King Dedede,Roi Dadidou,Rey Dedede,Kral Dedede,
4,K103,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,ウィスピーウッズ,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,
5,K104,Flotzo,Kiflot,Okto,Flotzo,Flotzo,フロッツォ,Flotzo,Kiflot,Flotzo,Ahtap,
6,K105,Squishy,Squishy,Squishy,Squishy,Squishy,スクイッシー,Squishy,Squishy,Squishy,Squishy,
7,Yume00,Star Rod Kirby,Kirby bâton étoile,Sternenzepter-Kirby,Kirby Scettro Stella,Kirby varita estelar,スターロッドカービィ,Star Rod Kirby,Kirby bâton étoile,Kirby varita estelar,Yıldız Asalı Kirby,
8,Yume01,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,Meta Knight,メタナイト,Meta Knight,Meta Knight,Meta Knight,Meta Knight,
9,Yume02,Nightmare Wizard,Sorcier Cauchemar,Albtraum-Zauberer,Mago Incubo,Mago Pesadilla,ナイトメア ウィザード,Nightmare Wizard,Sorcier Cauchemar,Mago Pesadilla,Kâbus Büyücüsü,
10,Yume03,Mr. Shine,M. Brillant,Mr. Shine,Sig. Lunatico,Sr. Brillosón,ミスター・シャイン,Mr. Shine,M. Brillant,Sr. Brillosón,Bay Parıltı,
11,Yume04,Mr. Bright,M. Radieux,Mr. Bright,Sig. Solerte,Sr. Radiante,ミスター・ブライト,Mr. Bright,M. Radieux,Sr. Radiante,Bay Parlak,
12,Yume05,Paint Roller,Paint Roller,Paint Roller,Paint Roller,Paint Roller,ペイントローラー,Paint Roller,Paint Roller,Paint Roller,Paint Roller,
13,Pinball00,Kirby,Kirby,Kirby,Kirby,Kirby,カービィ,Kirby,Kirby,Kirby,Kirby,
14,Bowl00,Kirby,Kirby,Kirby,Kirby,Kirby,カービィ,Kirby,Kirby,Kirby,Kirby,
15,K200,Rick,Rick,Rick,Rick,Rick,リック,Rick,Rick,Rick,Rick,
16,K201,Kine,Ken,Kine,Kine,Kine,カイン,Kine,Ken,Kine,Kine,
17,K202,Coo,Coo,Coo,Coo,Coo,クー,Coo,Coo,Coo,Coo,
18,K203,Ice Dragon,Dragon de glace,Ice Dragon,Ice Dragon,Ice Dragon,アイスドラゴン,Ice Dragon,Dragon de glace,Dragón de hielo,Buz Ejderi,
19,K204,Masher,Masher,Masher,Masher,Masher,マッシャー,Masher,Masher,Masher,Masher,
20,K205,Dark Matter,Matière Noire,Dark Matter,Dark Matter,Materia oscura,ダークマター,Dark Matter,Matière Noire,Materia oscura,Kara Madde,
21,Sdx00,Axe Knight,Sieur Lahache,Lord Beilchen,Cavalier Ascia,Axe Knight,アックスナイト,Axe Knight,Sieur Lahache,Axe Knight,Balta Şövalyesi,
22,Sdx01,Tac,Tac,Tac,Tac,Tac,タック,Tac,Tac,Tac,Tac,
23,Sdx02,Gordo,Minérisson,Gordow,Bombospino,Gordo,ゴルドー,Gordo,Minérisson,Gordo,Dikentop,
24,Sdx03,Mace Knight,Sieur Lamasse,Sir Morgenstern,Cavalier Mazza,Mace Knight,メイスナイト,Mace Knight,Sieur Lamasse,Mace Knight,Gürz Şövalyesi,
25,Sdx04,Dyna Blade,Dyna Blade,Dyna Blade,Dyna Blade,Dyna Blade,ダイナブレイド,Dyna Blade,Dyna Blade,Dyna Blade,Dyna Blade,
26,Sdx05,Marx,Max,Max,Mark,Marx,マルク,Marx,Max,Marx,Marx,
27,Sdx06,Trident Knight,Sieur Trident,Sir Dreizack,Cavalier Tridente,Trident Knight,トライデントナイト,Trident Knight,Sieur Trident,Trident Knight,Üç Dişli Şövalye,
28,Sdx07,Javelin Knight,Sieur Lalance,Sir Pieko,Cavalier Lancia,Javelin Knight,ジャベリンナイト,Javelin Knight,Sieur Lalance,Javelin Knight,Cirit Şövalyesi,
29,Kidsgb00,Rick Block,Bloc Rick,Rick-Block,Blocco Rick,Bloque de Rick,リックブロック,Rick Block,Bloc Rick,Bloque de Rick,Rick Bloğu,
30,Kidsgb01,Kine Block,Bloc Ken,Kine-Block,Blocco Troteo,Bloque de Kine,カインブロック,Kine Block,Bloc Ken,Bloque de Kine,Kine Bloğu,
31,Kidsgb02,Coo Block,Bloc Coo,Coo-Block,Blocco Coo,Bloque de Coo,クーブロック,Coo Block,Bloc Coo,Bloque de Coo,Coo Bloğu,
32,K300,Nago,Nago,Nago,Nago,Nago,ナゴ,Nago,Nago,Nago,Nago,
33,K301,Pitch,Pitch,Pitch,Pitch,Pitch,ピッチ,Pitch,Pitch,Pitch,Pitch,
34,K302,Chuchu,Chuchu,Chuchu,Chuchu,Chuchu,チュチュ,Chuchu,Chuchu,Chuchu,Chuchu,
35,K303,Gooey,Gooey,Gooey,Gooey,Gooey,グーイ,Gooey,Gooey,Gooey,Gooey,
36,K304,Zero,Zéro,Zero,Zero,Zero,ゼロ,Zero,Zéro,Zero,Zero,
37,K305,Dark Matter,Matière Noire,Dark Matter,Dark Matter,Materia oscura,ダークマター,Dark Matter,Matière Noire,Materia oscura,Kara Madde,
38,Kidssfc00,Mr. Star,Astro,Glitzerstern,Mr. Star,Sr. Astro,⟦MSBT:0E00000000000800020004007B305730⟧星くん,Mr. Star,Astro,Sr. Astro,Bay Yıldız,
39,Kidssfc01,Tick-Tock Jr.,Pil’Poil Jr,Tick Tack Jr.,Tick-Tock Jr.,Tic-Tac Jr.,チクタクJr.,Tick-Tock Jr.,Tic-Toc Jr,Tic-Tac Jr.,Tik-Tak Jr.,
40,Kidssfc02,Gryll,Grill,Grill,Grill,Grill,グリル,Gryll,Grill,Grill,Gryll,
41,K6400,Ribbon,Ribbon,Ribbon,Ribbon,Ribbon,⟦MSBT:0E00000000000C0004000800883046305B304430⟧妖精リボン,Ribbon,Ribbon,Ribbon,Ribbon,
42,K6401,Waddle Dee,Waddle Dee,Waddle Dee,Waddle Dee,Waddle Dee,ワドルディ,Waddle Dee,Waddle Dee,Waddle Dee,Waddle Dee,
43,K6402,Adeleine,Adeleine,Adeleine,Adeleine,Adeleine,アドレーヌ,Adeleine,Adeleine,Adeleine,Adeleine,
44,K6403,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,デデデ⟦MSBT:0E00000000000C0004000800603044304A304630⟧大王,King Dedede,Roi Dadidou,Rey Dedede,Kral Dedede,
45,K6404,Ribbon Icon,Ruban,Schleife,Icona Fiocco,Lazo,リボン,Ribbon Icon,Ruban,Listón,Kurdele İkonu,
46,K6405,Crystal Icon,Cristal,Kristall,Icona Cristallo,Cristal,クリスタル,Crystal Icon,Cristal,Cristal,Kristal İkonu,
47,Korokoro00,Kirby,Kirby,Kirby,Kirby,Kirby,カービィ,Kirby,Kirby,Kirby,Kirby,
48,Korokoro01,Orbservors,Orbservateurs,Orb-Servierer,Orbservors,Ojeadores,メガイター,Orbservors,Orbservateurs,Ojeadores,Küregözler,
49,Korokoro02,Blinkbat,Chauvoptik,Blinkbat,Blinkbat,Murciélojo,バットン,Blinkbat,Chauvoptik,Murciélojo,Kırpkanat,
