index,label,English,French,German,Italian,Spanish,Turkish
0,Button_Change,Move apartments,Changer d'appartement,Ortswechsel,Cambia appartamento,Intercambiar lugar,Daireleri taşı
1,Button_Enter_00,Enter,Entrer,Betreten,Entra,Entrar,Gir
2,Button_Enter_01,Locate,Aller voir,Vorbeischauen,Controlla,Buscar,Bul
3,Button_Call,Call,Appeler,Rufen,Chiama,Llamar,Ara
5,Info_Room,Apt {TAG_1},App. {TAG_1},Zimmer {TAG_1},App. {TAG_1},Apt. {TAG_1},Daire {TAG_1}
6,Info_Name,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
7,Info_Entrance,Office,Loge,Verwaltung,Ufficio,Portería,Yönetim
9,Room_Caption_Vacant_00,This apartment is empty.,Cet appartement est inoccupé.,Leeres Apartment,Questo appartamento è vuoto.,Este apartamento está vacío.,Bu daire boş.
10,Room_Caption_MyRoom_00,{TAG_1}{TAG_2} {TAG_3}is in.,{TAG_1}{TAG_2}{TAG_3} est dans cet appartement.,{TAG_1}{TAG_2}{TAG_3} ist hier.,{TAG_1}{TAG_2} {TAG_3}è qui.,{TAG_1}{TAG_2} {TAG_3}está en el apartamento.,{TAG_1}{TAG_2} {TAG_3}burada.
11,Room_Caption_MyRoom_01,"{TAG_1}{TAG_2} {TAG_3}is in here with
{TAG_4}{TAG_5}{TAG_6}.","{TAG_1}{TAG_2} {TAG_3}et {TAG_4}{TAG_5}{TAG_6}
sont dans cet appartement.","{TAG_1}{TAG_2}{TAG_3} und
{TAG_4}{TAG_5} {TAG_6}sind hier.","{TAG_1}{TAG_2} {TAG_3}è qui con
{TAG_4}{TAG_5}{TAG_6}.",{TAG_1}{TAG_2} {TAG_3}está con {TAG_4}{TAG_5}{TAG_6}.,{TAG_1}{TAG_2} {TAG_3}burada; yanında {TAG_4}{TAG_5}{TAG_6} var.
