index,label,English,French,German,Italian,Spanish,Turkish
0,FlyingDisc_Touch_00,Throw the disc using the Touch Screen.,"Tenez le disque en maintenant le stylet
sur l'écran tactile.",Scheibe aufnehmen: Touchscreen berühren!,Prendi il disco tenendo lo stilo sul touch screen.,Toca la pantalla táctil para controlar el disco.,Diski Dokunmatik Ekranı kullanarak fırlat.
1,FlyingDisc_Slide_00,Slide the stylus to throw the disc.,Faites glisser le stylet pour lancer le disque.,Wurfrichtung bestimmen: Touchpen führen!,Fai scorrere lo stilo per lanciare.,Desliza el lápiz para lanzar el disco.,Diski fırlatmak için kalemi kaydır.
2,FlyingDisc_Praise_00,"You're really good, {TAG_1}
lookalike!","Vous êtes doué{TAG_1}, sosie{TAG_2} !","Du bist echt gut, Ebenbild
von {TAG_1}!","Ci sai fare, sosia{TAG_1}!","¡Se te da muy bien,
doble{TAG_1}!","Gerçekten iyisin, {TAG_1}
benzeri!"
3,FlyingDisc_Praise_01,Nice!,Joli !,Klasse!,Ottimo!,¡Genial!,Güzel!
4,FlyingDisc_Praise_02,"You're better than I expected,
{TAG_1} lookalike!","Vous vous débrouillez bien,
sosie{TAG_1} !","Du bist viel besser, als ich gedacht habe,
Ebenbild von {TAG_1}!","Sei meglio di quanto pensassi,
sosia{TAG_1}!","¡Tienes más maña de lo que pensaba,
doble{TAG_1}!","Beklediğimden de iyisin,
{TAG_1} benzeri!"
5,FlyingDisc_Praise_03,Good one!,Super !,Super!,Niente male!,¡Así se hace!,Güzel!
6,FlyingDisc_Praise_04,Right on target!,Bien visé !,Volltreffer!,Centro!,¡Justo en el blanco!,Tam isabet!
7,FlyingDisc_Praise_05,"Looking good, {TAG_1} lookalike!","Comme vous lancez bien, 
sosie{TAG_1} !","Fantastische Leistung,
Ebenbild von {TAG_1}!","Sei grande, sosia{TAG_1}!","¡Qué bien lanzas el disco,
doble{TAG_1}!","İyi gidiyorsun, {TAG_1} benzeri!"
8,FlyingDisc_Praise_06,Sweet!,Bravo !,Schick!,Spettacolare!,¡Estupendo!,Harika!
9,FlyingDisc_Praise_07,Well done!,Bien lancé !,Toll gemacht!,Ben fatto!,¡Increíble!,Aferin!
10,FlyingDisc_Praise_08,Nice throw!,Joli lancer !,Toller Wurf!,Ottimo lancio!,¡Buen lanzamiento!,Güzel atış!
11,FlyingDisc_Praise_09,Looking good!,C'est très bien !,Guuut!,Bel lancio!,¡Muy bien!,Güzel gidiyor!
12,FlyingDisc_ThrowPre_Name_Mii,"To you, {TAG_1}!","Attention, {TAG_1}, je lance !","Jetzt geht's los, {TAG_1}!","Andiamo, {TAG_1}!","¡Ahí va, {TAG_1}!","Sana, {TAG_1}!"
13,FlyingDisc_ThrowPre_Name_Player,"I'm gonna throw to you,
{TAG_1} lookalike!","Vous êtes prêt{TAG_1}, sosie{TAG_2} ?","Jetzt geht's los,
Ebenbild von {TAG_1}!","Forza, sosia{TAG_1}!","¡Te lanzo el disco,
doble{TAG_1}!","Sana atıyorum,
{TAG_1} benzeri!"
14,FlyingDisc_ThrowPre_00,Ready?,"J'y vais, d'accord ?",Fertig?,"Sto per lanciare, va bene?","Allá voy, ¿vale?",Hazır mısın?
15,FlyingDisc_ThrowPre_01,Here I go!,"Je lance, attention !",Auf geht's!,Via!,¡Toma!,Geliyor!
16,FlyingDisc_ThrowPre_02,3... 2... 1!,J'y vais !,Drei... Zwei... Eins!,3... 2... 1!,"Tres, dos, uno...",3... 2... 1!
17,FlyingDisc_ThrowPre_03,Get ready!,"Attention, il arrive !",Fang!,Acchiappalo!,¡Que no se te escape!,Hazırlan!
18,FlyingDisc_ThrowPre_04,I'm gonna throw now!,Je vais lancer !,Ich werf jetzt!,Ora lo lancio!,¡Lo voy a lanzar!,Şimdi atıyorum!
19,FlyingDisc_Throw_00,Pow!,Hop !,Und los!,Ecco!,¡Tachán!,Bam!
20,FlyingDisc_Throw_01,There!,Ha !,Bitte schön!,Arriva!,¡Ahí va!,Al bakalım!
21,FlyingDisc_Throw_02,Over to you!,Hop là !,Ja!,A te!,¡Cógelo!,Sana geliyor!
22,FlyingDisc_Throw_03,Whoosh!,En avant !,Wuuusch!,Oooh!,¡Zaaaas!,Vınnn!
23,FlyingDisc_Throw_04,Hey!,Yeah !,Hey!,Ehi!,¡Uaaah!,Hey!
24,FlyingDisc_Throw_09,To you!,Go !,Hoppla!,Vai!,¡Atrápalo!,Sana!
25,FlyingDisc_Throw_05,Ha!,Han !,Nanu?!,Uh!,¡Ah!,Ha!
26,FlyingDisc_Throw_06,Don't drop it!,Va !,Nicht fallen lassen!,Non farlo cadere!,¡Que no se te caiga!,Düşürme sakın!
27,FlyingDisc_Throw_07,There you go!,Vole !,Da hast du!,Prendi!,¡Que va!,Al bakalım!
28,FlyingDisc_Throw_08,Whizz!,Fiouuu !,Swuuusch!,Fiuuu!,¡Mira cómo vuela!,Vızz!
29,FlyingDisc_Pose_00,Get this technique!,"Hum, je ne pensais pas avoir à utiliser
cette technique...","Mit dieser Technik hättest du wohl nicht
gerechnet, was?!",Non pensavo di dover usare questa tecnica...,"Pensaba que no tendría que utilizar esta
técnica, pero no me dejas otra opción...",Şu tekniğe bak!
30,FlyingDisc_Pose_01,"See if you can cope with this amazing trick
throw!","Attention, voici ma technique suprême !","Mal sehen, ob du mit diesem Spezialwurf
klarkommst!",Ammira la mia splendida tecnica!,"¡A ver si puedes plantar cara a mi
supertécnica especial!","Bakalım bu müthiş numaralı
atışı yakalayabilecek misin!"
31,FlyingDisc_Pose_02,I didn't want to have to use this throw...,"Je ne voulais pas en arriver à utiliser
cette technique, mais...","Diese Technik wollte ich eigentlich nicht
anwenden müssen...","Non dovevi costringermi a usare
questa tecnica...","No quería utilizar este lanzamiento,
pero...",Bu atışı kullanmak istemezdim ama...
32,FlyingDisc_Pose_03,Do you think you can catch this one?,Celui-ci ne va pas être facile à attraper...,"Glaubst du, dass du den hier fangen kannst?","Credi davvero di riuscire a intercettare
il prossimo lancio?",¿Crees que podrás atrapar el disco?,Bunu yakalayabilecek misin bakalım?
33,FlyingDisc_Pose_04,I'll show you what a real throw looks like!,Je vais vous montrer ce qu'est un vrai lancer.,"Ich zeig dir, wie ein echter Wurf aussieht!",Ora ti mostro come si lancia davvero!,"¡Vas a ver lo que es un lanzamiento
de verdad!",Sana gerçek atış nasıl olur göstereyim!
34,FlyingDisc_Pose_05,You will not believe this!,"Attention, je vais vous faire un lancer
comme vous n'en avez jamais vu !","Den nächsten wirst du nicht
für möglich halten!",Non crederai ai tuoi occhi!,¡Te voy a dejar con la boca abierta!,Buna inanamayacaksın!
35,FlyingDisc_Pose_06,I'll be amazed if you catch this!,"Celui qui réussit à attraper ça
mérite tout mon respect !","Wenn du den jetzt fängst, bin ich platt!","Mi sorprenderò se riuscirai a fermare
il prossimo lancio!","¡Si lo atrapas, es que se te da mucho
mejor de lo que me imaginaba!",Bunu yakalarsan gerçekten şaşırırım!
36,FlyingDisc_Pose_07,I hope you're ready!,J'espère que vous êtes prêt{TAG_1}...,"Du bist bereit, oder?","Spero che tu sia all'altezza del mio prossimo
lancio!",¿Todo listo?,Umarım hazırsındır!
37,FlyingDisc_Pose_08,"OK, this is serious now.","Bon, passons aux choses sérieuses.","Also gut, jetzt wird's ernst!","Va bene, si fa sul serio.","Vale, ahora en serio.","Tamam, şimdi iş ciddileşti."
38,FlyingDisc_Pose_09,The gloves are off now!,"Cette fois-ci, je ne vous ménagerai pas !",Pass auf! Jetzt kommt ein echter Knaller!,Quando il gioco si fa duro...,¡Se acabaron los jueguecitos!,Artık şaka yok!
