index,label,English,French,German,Italian,Spanish,Turkish
0,Caption_000,Guess what? We've had a baby!,Vous savez quoi ? On a eu un bébé !,Stell dir nur vor! Wir haben ein Baby!,Sorpresa! Abbiamo avuto un bebè!,¿Sabes qué? ¡Hemos tenido un bebé!,Bil bakalım ne oldu? Bebeğimiz oldu!
1,Caption_001,"Which would you prefer it to be, a boy or a girl?","Vous préféreriez que ce soit un garçon
ou bien une fille ?","Was wäre dir lieber,
ein kleiner Junge oder ein kleines Mädchen?",Tu preferisci i maschietti o le femminucce?,¿Qué te gustaría que fuera? ¿Niño o niña?,"Hangisini tercih ederdin, erkek mi kız mı?"
2,Caption_002,"In fact, we did have a {TAG_1}boy{TAG_2}!","Ça tombe bien, c'est un {TAG_1}garçon {TAG_2}!",Und wir haben wirklich einen {TAG_1}Jungen{TAG_2}!,"Allora sarai felice di sapere che abbiamo avuto
un bel {TAG_1}maschietto{TAG_2}!","¡De hecho, hemos tenido un {TAG_1}niño{TAG_2}!",Aslında bir {TAG_1}oğlumuz{TAG_2} oldu!
3,Caption_003,"In fact, we did have a {TAG_1}girl{TAG_2}!","Ça tombe bien, c'est une {TAG_1}fille {TAG_2}!",Und wir haben wirklich ein {TAG_1}Mädchen{TAG_2}!,"Allora sarai felice di sapere che abbiamo avuto
una bella {TAG_1}femminuccia{TAG_2}!","¡De hecho, hemos tenido una {TAG_1}niña{TAG_2}!",Aslında bir {TAG_1}kızımız{TAG_2} oldu!
4,Caption_004,It's a {TAG_1}boy{TAG_2}!,"Eh bien, c'est un {TAG_1}garçon {TAG_2}!",Es ist ein {TAG_1}Junge{TAG_2}!,È un {TAG_1}maschietto{TAG_2}!,¡Es un {TAG_1}niño{TAG_2}!,Bir {TAG_1}erkek{TAG_2}!
5,Caption_005,It's a {TAG_1}girl{TAG_2}!,"Eh bien, c'est une {TAG_1}fille {TAG_2}!",Es ist ein {TAG_1}Mädchen{TAG_2}!,È una {TAG_1}femminuccia{TAG_2}!,¡Es una {TAG_1}niña{TAG_2}!,Bir {TAG_1}kız{TAG_2}!
6,Caption_006,Does the baby look the way you expected?,"Est-ce que le bébé ressemble
à ce que vous imaginiez ?","Und? Sieht das Baby aus,
wie du es dir vorgestellt hast?",L'aspetto del bebè è come te lo immaginavi?,¿Tiene el bebé el aspecto que esperabas?,Bebek beklediğin gibi mi görünüyor?
7,Caption_007,"What kind of personality do you want the
baby to have?","Quelle personnalité aimeriez-vous
que le bébé ait ?",Welchen Charakter soll das Baby haben?,Che carattere vorresti che avesse il bebè?,¿Qué personalidad quieres que tenga el bebé?,Bebeğin nasıl bir kişiliğe sahip olmasını istersin?
8,Caption_008,"We thought of the name together...{TAG_1}We're combining my name,
{TAG_2}{TAG_3}{TAG_4},{TAG_5}and my husband's name,
{TAG_6}{TAG_7}{TAG_8},{TAG_9}to make {TAG_10}{TAG_11}{TAG_12}!","On a pensé à un prénom...{TAG_1}On pourrait combiner mon prénom,
{TAG_2}{TAG_3}{TAG_4},{TAG_5}avec celui de mon mari,
{TAG_6}{TAG_7}{TAG_8},{TAG_9}pour faire {TAG_10}{TAG_11} {TAG_12}!","Wir haben uns zusammen überlegt,
wie das Kind heißen soll...{TAG_1}Wir kombinieren meinen Namen
{TAG_2}{TAG_3}{TAG_4}{TAG_5}und {TAG_6}{TAG_7}{TAG_8},
den Namen meines Mannes.{TAG_9}Das Ergebnis, das wir gefunden
haben, lautet {TAG_10}{TAG_11}{TAG_12}!","Abbiamo pensato al nome...{TAG_1}Sarà una combinazione del mio,
{TAG_2}{TAG_3}{TAG_4},{TAG_5}con quello di mio marito,
{TAG_6}{TAG_7}{TAG_8}.{TAG_9}Si chiamerà {TAG_10}{TAG_11}{TAG_12}!","Hemos pensado en un nombre...{TAG_1}Vamos a combinar mi nombre,
{TAG_2}{TAG_3}{TAG_4},{TAG_5}con el de mi marido,
{TAG_6}{TAG_7}{TAG_8},{TAG_9}así que llamaremos al bebé: ¡{TAG_10}{TAG_11}{TAG_12}!","İsmi birlikte düşündük...{TAG_1}
Benim adım {TAG_2}{TAG_3}{TAG_4}{TAG_5}, eşimin adı {TAG_6}{TAG_7}{TAG_8}{TAG_9};
birleştirince {TAG_10}{TAG_11}{TAG_12} oluyor!"
9,Caption_015,"We thought of a name together, and it's...{TAG_1}{TAG_2}{TAG_3}{TAG_4}!","On a réfléchi à un prénom, et on a choisi...{TAG_1}{TAG_2}{TAG_3} {TAG_4}!","Wir haben uns zusammen einen Namen
ausgedacht. Und der Name lautet...{TAG_1}{TAG_2}{TAG_3}{TAG_4}!",Abbiamo pensato al nome. Si chiamerà...{TAG_1}{TAG_2}{TAG_3}{TAG_4}!,Se nos ha ocurrido este nombre:{TAG_1}¡{TAG_2}{TAG_3}{TAG_4}!,"Birlikte bir isim düşündük, adı da...{TAG_1}{TAG_2}{TAG_3}{TAG_4}!"
