index,label,English,French,German,Italian,Spanish,Turkish
0,PStudio_Btn_GoCapture,Take photos,Photographier,Fotos machen,Scatta delle foto,Hacer fotos,Fotoğraf çek
1,PStudio_Btn_Putout,Remove,Retirer,Entfernen,Elimina,Quitar,Çıkar
2,PStudio_Btn_Leave,Leave,Quitter,Zurück,Esci,Salir,Ayrıl
3,PStudio_Btn_OtherPhoto,Back,Autres photos,Andere Fotos,Indietro,Lista de fotos,Geri
4,PStudio_Dlg_NoMii,You don't have any islanders!,Il n'y a aucun habitant !,Keine Einwohner auf der Insel!,Non ci sono abitanti sull'isola!,¡No hay residentes en la isla!,Adanda hiç sakin yok!
5,PStudio_Dlg_NoTargetMii,There are no Mii characters!,Il n'y a aucun Mii !,Keine Mii-Charaktere!,Non ci sono Mii!,¡No hay ningún personaje Mii!,Hiç Mii karakteri yok!
6,PStudio_Dlg_Wait,"Preparing...

Please wait.","Préparation...

Veuillez patienter.","Vorbereiten...

Bitte warten.","Preparazione in corso...

Attendi.","Preparando...

Espera un momento.","Hazırlanıyor...

Lütfen bekle."
7,PStudio_Dlg_ExpWait,"Everyone's getting ready...

Please wait a moment.","Tout le monde se prépare...

Patientez un instant.","Alle bereiten sich vor...

Bitte gedulde dich einen Moment.","Tutti si stanno preparando...

Attendi...","Todo el mundo está cambiando
de expresión...

Espera un momento.","Herkes hazırlanıyor...

Biraz bekle lütfen."
8,PStudio_Dlg_NoSD,"No SD Card found.

Please turn off the system before
inserting an SD Card.","Aucune carte SD n'est
détectée.

Éteignez la console et
insérez une carte SD
dans le port carte SD.","Keine SD Card gefunden.

Bitte schalte das System aus,
bevor du eine SD Card einlegst.","Nella console non è inserita
alcuna scheda SD.
Spegni la console e inserisci
una scheda SD nello slot
scheda SD.","No se encuentra ninguna tarjeta SD.

Apaga la consola e inserta
una tarjeta SD para continuar.","SD Kart bulunamadı.

SD Kartı takmadan önce sistemi kapat."
9,PStudio_Dlg_SDEject,"The SD Card was removed.
Leaving photo studio.

Please turn off the system before
inserting or removing an SD Card.","La carte SD a été retirée.
Vous allez quitter le studio photo.

Veillez à toujours éteindre
la console avant d'insérer
ou de retirer une carte SD.","SD Card wurde entfernt. Das
Fotostudio wird verlassen.

Bitte schalte das System aus,
bevor du eine SD Card einlegst
oder entfernst.","La scheda SD è stata rimossa.
Uscirai dallo studio fotografico.

Spegni la console prima di inserire
o rimuovere una scheda SD.","Se ha extraído la tarjeta SD.
Vas a salir del estudio fotográfico.

Asegúrate de apagar la consola antes
de insertar o extraer una tarjeta SD.","SD Kart çıkarıldı.
Fotoğraf stüdyosundan çıkılıyor.
SD Kartı takmadan
veya çıkarmadan
önce sistemi kapat."
10,PStudio_Dlg_InvalidFile,Unable to read selected photo.,"Impossible de lire la photo
sélectionnée.","Ausgewähltes Foto konnte nicht
gelesen werden.","Impossibile visualizzare la foto
selezionata.","No se ha podido cargar
la foto seleccionada.",Seçilen fotoğraf okunamadı.
11,PStudio_Dlg_ModeSelect_00,"You can take photos of islanders
or view photos you took
elsewhere in the game.","Vous pouvez prendre des photos
d'un habitant ou voir les photos
prises ailleurs en jeu.","Du kannst Fotos von Einwohnern
machen oder dir Bilder ansehen,
die du im Spiel aufgenommen hast.","Puoi scattare foto degli abitanti
o visualizzare le foto che hai
scattato durante il gioco.","Puedes hacer fotos de los residentes
o ver las fotos que hayas hecho
mientras jugabas.","Sakinlerin fotoğraflarını çekebilir
veya oyunun başka yerlerinde
çektiğin fotoğraflara bakabilirsin."
12,PStudio_Dlg_ModeSelect_01,View Photos,Voir les photos,Fotos ansehen,Visualizzare foto,Ver fotos,Fotoğraflara Bak
13,PStudio_Dlg_ModeSelect_02,Take Photos,Prendre des photos,Fotos aufnehmen,Scattare foto,Hacer fotos,Fotoğraf Çek
14,PStudio_Dlg_ModeSelect_03,What would you like to do?,Que voulez-vous faire ?,Was würdest du gern tun?,Cosa vuoi fare?,¿Qué quieres hacer?,Ne yapmak istersin?
15,PStudio_Dlg_WithParents,"Would you like the parents in
the photo too?","Voulez-vous que ses parents
soient aussi sur la photo ?","Möchtest du auch die Eltern
auf dem Foto haben?","Vorresti anche i genitori
nella foto?","¿Quieres que salgan
también los padres?",Anne ve baba da fotoğrafta olsun mu?
16,PStudio_Dlg_Tutorial_00,Select the islanders from the list.,"Sélectionnez un habitant dans
la liste.","Wähle die Einwohner aus
der Liste.",Seleziona gli abitanti dalla lista,"Elige los Mii que quieres
que salgan en la foto.",Listeden sakinleri seç.
17,PStudio_Dlg_Tutorial_01,"Tap an open circle to select an islander
from the list and add them to the photo.

Slide islanders with your stylus to
change their positions.","Touchez un cercle vide pour
sélectionner un habitant et
l'ajouter à la photo.

Faites glisser les cercles avec
le stylet pour changer leurs
positions.","Berühre einen der leeren Kreise,
um weitere Einwohner von der
Liste posieren zu lassen. Ziehe
Einwohner mit dem Touchpen, um
sie Plätze tauschen zu lassen.","Tocca un cerchio per scegliere
un abitante dalla lista e
aggiungerlo alla foto.

Sposta gli abitanti facendo
scorrere lo stilo sui cerchi.","Toca un círculo para elegir
a un residente de la lista
y añadirlo a la foto.

Desliza las caras de los residentes
de un círculo a otro para
intercambiar posiciones.","Boş bir daireye dokunup
listeden bir sakin
seçerek fotoğrafa ekle.
Konumlarını değiştirmek
için sakinleri
kalemle sürükle."
18,PStudio_BGSelect,Select a background.,Sélectionnez un fond.,Wähle einen Hintergrund.,Seleziona uno sfondo,Elige un fondo.,Bir arka plan seç.
19,PStudio_MiiSelect,Select the Miis you want in the photo.,"Sélectionnez les habitants que vous voulez
prendre en photo.","Wähle die Mii-Charaktere, die
auf das Foto sollen.",Seleziona i Mii che vuoi nella foto,Lista de Mii,Fotoğrafta olmasını istediğin Miileri seç.
20,PStudio_ChildSelect,Select the kid you'd like in a photo.,Sélectionnez l'enfant à photographier.,Wähle ein Kind aus.,Seleziona il bebè che vuoi nella foto,Lista de bebés,Fotoğrafını çekmek istediğin çocuğu seç.
21,PStudio_StyleSelect,Select a scene.,Choisissez un type de photo.,Wähle eine Aufnahmeart.,Seleziona un tipo di foto,Elige un tipo de foto.,Bir sahne seç.
22,PStudio_StyleSelect_00,Couple Photo,Photo en duo,Paarfoto (max. 2 Personen),Foto in due,Foto de pareja,Çift Fotoğrafı
23,PStudio_StyleSelect_01,Group Photo,Photo de groupe,Gruppenbild (max. 9 Pers.),Foto di gruppo,Foto de grupo,Grup Fotoğrafı
24,PStudio_StyleSelect_02,Whole Island Photo,Photo de tous,Alle Einwohner,Foto di tutti i Mii,"Foto de todos
los residentes",Tüm Ada Fotoğrafı
25,PStudio_StyleSelect_03,Kid Photo,Photo d'enfant,Kinderfoto,Foto di bebè,Foto infantil,Çocuk Fotoğrafı
26,PStudio_StyleSelectF_00,Couple Photo,Photo en duo,"Paarfoto
(max. 2 Pers.)",Foto in due,Foto de pareja,Çift Fotoğrafı
27,PStudio_StyleSelectF_01,Group Photo,Photo de groupe,"Gruppenbild
(max. 9 Pers.)",Foto di gruppo,Foto de grupo,Grup Fotoğrafı
28,PStudio_MiiExpSelect,Change expression,Modifier expressions,Ausdruck ändern,Cambia espressione,Cambiar expresión,İfadeyi değiştir
29,PStudio_PhotoSaved,Photo saved.,Photo sauvegardée.,Foto gespeichert.,Foto salvata,Se ha guardado la foto.,Fotoğraf kaydedildi.
30,PStudio_CCM_Caption,Whose outfit would you like to change?,"De quel habitant voulez-vous
changer les vêtements ?","Soll sich noch jemand vor
dem Fotografieren umziehen?",A chi vuoi cambiare l'abbigliamento?,"Elige el Mii al que quieres
cambiar de ropa.",Kimin kıyafetini değiştirmek istersin?
31,PStudio_BabyCCM_Caption,Choose an outfit.,Choisissez un vêtement.,Wähle ein Outfit.,Scegli l'abbigliamento,Elige una prenda.,Bir kıyafet seç.
32,PStudio_CCM_Select_Child,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
33,PStudio_CCM_Select_Mother,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
34,PStudio_CCM_Select_Father,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
35,PStudio_List_BabyName_00,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
36,PStudio_List_BabyName_01,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
