index,label,English,French,German,Italian,Spanish,Turkish
0,Kaleidoscope_caption,Slide on the Touch Screen or move the system.,"Inclinez la console ou faites glisser le stylet
sur l'écran tactile.","Führe den Touchpen über den Touchscreen
oder schwenke das System herum.","Fai scorrere lo stilo sul touch screen
o inclina la console.","Inclina la consola o desliza el lápiz sobre
la pantalla táctil.","Dokunmatik Ekranda kaydır
veya sistemi hareket ettir."
1,Mobile_caption,Try blowing into the mic.,Soufflez dans le micro.,Puste ins Mikrofon.,Prova a soffiare nel microfono.,Sopla al micrófono.,Mikrofona üflemeyi dene.
2,Travel_title_mii1,{TAG_1}'s,{TAG_1} en,{TAG_1} macht eine,{TAG_1},{TAG_1} de,{TAG_1}:
3,Travel_title_mii2,{TAG_1} and {TAG_2}'s,{TAG_1} et {TAG_2} en,{TAG_1} und {TAG_2} machen eine,{TAG_1} e {TAG_2},{TAG_1} {TAG_2} {TAG_3} de,{TAG_1} ve {TAG_2}:
4,Travel_title_mii3,{TAG_1}'s,{TAG_1} et compagnie en,{TAG_1} und Co machen eine,{TAG_1} e compagnia,{TAG_1} y compañía de,{TAG_1} ve arkadaşları:
5,Travel_title_family,{TAG_1}'s family's,{TAG_1} et sa famille en,{TAG_1} und Familie machen eine,{TAG_1} e famiglia,{TAG_1} y su familia de,{TAG_1} ve ailesi:
6,Travel_button_00,START,Commencer,START,Inizia,Empezar,BAŞLA
7,Travel_button_01,Next,Suivant,Weiter,Avanti,Siguiente,İleri
8,Travel_button_02,Back,Retour,Zurück,Rientro,Volver a casa,Geri
9,Travel_button_03,Save Photos,Sauvegarder les photos,Fotos speichern,Salva foto,Guardar fotos,Fotoğrafları Kaydet
10,Travel_button_04,Photos saved.,Photos sauvegardées.,Fotos gespeichert,Salvataggio foto completato.,Fotos guardadas,Fotoğraflar kaydedildi.
11,Travel_dialog_00,Saving photos...,Sauvegarde des photos...,Speichervorgang...,Salvataggio foto in corso...,Guardando fotos...,Fotoğraflar kaydediliyor...
12,Travel_cheese_00,Let's take a photo!,Un petit sourire !,Lass uns ein Foto machen!,Un bel sorriso!,¡Patata!,Haydi fotoğraf çekelim!
13,Travel_destination_00,in space,dans l'espace,ins Weltall,nello spazio,en el espacio,uzayda
14,Travel_destination_01,in France,en France,nach Frankreich,in Francia,en Francia,Fransa’da
15,Travel_destination_02,in Hawaii,à Hawaï,nach Hawaii,alle Hawaii,en Hawái,Hawaii’de
17,Travel_destination_04,in America,aux États-Unis,durch Amerika,in America,en Estados Unidos,Amerika’da
18,Travel_destination_05,in Cambodia,au Cambodge,nach Kambodscha,in Cambogia,en Camboya,Kamboçya’da
19,Travel_destination_06,in China,en Chine,nach China,in Cina,en China,Çin’de
20,Travel_destination_07,in Germany,en Allemagne,nach Deutschland,in Germania,en Alemania,Almanya’da
22,Travel_destination_09,in Peru,au Pérou,nach Peru,in Perù,en Perú,Peru’da
23,Travel_destination_10,in Switzerland,en Suisse,in die Schweiz,in Svizzera,en Suiza,İsviçre’de
24,Travel_destination_11,in Japan,au Japon,nach Japan,in Giappone,en Japón,Japonya’da
26,Travel_destination_13,in Tahiti,à Tahiti,nach Tahiti,a Tahiti,en Tahití,Tahiti’de
27,Travel_destination_14,in Australia,en Australie,nach Australien,in Australia,en Australia,Avustralya’da
29,Travel_destination_16,through Africa,à travers l'Afrique,Afrika-Rundreise,in Africa,en África,Afrika boyunca
30,Travel_destination_00_00,I'm so high in the sky!,"Ici, c'est la stratosphère terrestre !",Ich bin sooo hoch am Himmel!,La stratosfera! Sono davvero in alto!,"¡Esto es la estratosfera! Un poquito más arriba
se encuentra la capa de ozono.",Gökyüzünde ne kadar yüksekteyim!
31,Travel_destination_00_01,"I wonder what the rings of Saturn
are made of...",Voici Saturne !,"Ich frage mich, woraus die Ringe
des Saturn bestehen...",Chissà di cosa sono fatti gli anelli di Saturno...,"¡Esto es Saturno! Míralo qué elegante
con sus anillos.","Satürn’ün halkaları acaba
neden yapılmıştır..."
32,Travel_destination_00_02,Doesn't Andromeda look amazing?,"Ici, c'est la galaxie d'Andromède !","Andromeda sieht echt fantastisch
aus, findest du nicht auch?","La Grande Nebulosa di Andromeda!
Davvero incantevole!","¡Esta es la galaxia de Andrómeda!
Su belleza en espiral es apabullante.",Andromeda harika görünmüyor mu?
33,Travel_destination_00_03,The Earth looks beautiful from the moon!,C'est la surface de la Lune !,"Vom Mond gesehen sieht die Erde
gar nicht mal so schlecht aus!",La Terra vista dalla luna è ancora più bella!,"¡Esta es la superficie lunar! La Tierra parece
una canica azul desde aquí...",Dünya Ay’dan ne kadar güzel görünüyor!
34,Travel_destination_00_04,Mars is so red!,"Derrière, c'est la planète Mars !",Der Mars ist ja echt knallrot!,"Marte, il famoso pianeta rosso!","¡Detrás de mí está Marte! ¿Habrá marcianos
por aquí? ¡Molaría ver alguno!",Mars ne kadar kırmızı!
35,Travel_destination_01_00,The Eiffel Tower is so romantic!,Et voici la tour Eiffel !,Der Eiffelturm ist sooo romantisch!,La Torre Eiffel è così romantica!,"¡Esta es la torre Eiffel! Desde arriba
se puede ver todo París.",Eyfel Kulesi ne kadar romantik!
36,Travel_destination_01_01,"The river Seine flows through the
heart of Paris.","Derrière, c'est la Seine.","Die Seine fließt genau durchs Zentrum
von Paris.",La Senna scorre nel cuore di Parigi.,"Este es el río Sena. Se puede recorrer en barco
y contemplar lo más bonito de la ciudad de la luz.","Sen Nehri Paris’in
tam kalbinden geçiyor."
37,Travel_destination_01_02,"The Arc de Triomphe is over 200 years old,
but still looks striking.","Ici, c'est l'Arc de Triomphe.","Der Triumphbogen sieht nach über
200 Jahren immer noch triumphal aus.","L'Arco di Trionfo avrà anche più di 200 anni,
ma non li dimostra!","Este es el Arco del Triunfo. Casi todos
los turistas se sacan una foto aquí. ¡Dale al botón! ","Zafer Takı 200 yıldan daha eski ama
hâlâ çok etkileyici görünüyor."
38,Travel_destination_01_03,Strasbourg is so beautiful and historic!,"Là, c'est Strasbourg.","Straßburg strotzt nur so vor bezaubernden
Bauten und herrlicher Architektur!","Strasburgo è ricca di storia
e bellezze artistiche!","Esta es la ciudad de Estrasburgo. Sus calles y
edificios te transportan a la época medieval.",Strasbourg hem çok güzel hem de tarih dolu!
