index,label,English,French,German,Italian,Spanish,Turkish
0,Btn_Visit,Locate,Aller voir,Vorbeischauen,Controlla,Buscar,Bul
1,Btn_Island,Islands,Îles,Inseln,Isole,Islas,Adalar
2,Btn_Wander,Explorers,Voyageurs,Reisende,Viaggiatori,Viajeros,Gezginler
3,List_Island_Prefix, Island,Île,-Insel,Isola,Isla, Adası
4,List_MiiNickname_00,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
5,List_MiiNickname_01,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
6,List_MiiNickname_02,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
7,List_MiiNickname_03,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
8,List_MiiNickname_04,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
9,List_MiiNickname_05,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
10,List_MiiNickname_06,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
11,List_Date_Time_00,{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2}
12,List_Date_Time_01,{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2}
13,List_Date_Time_02,{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2}
14,List_Date_Time_03,{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2}
15,List_Date_Time_04,{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2}
16,List_Date_Time_05,{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2}
17,List_Date_Time_06,{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2},{TAG_1}:{TAG_2}
18,List_Date_Day_00,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}.{TAG_2}.,{TAG_1}/{TAG_2},{TAG_1}-{TAG_2},{TAG_1}/{TAG_2}
19,List_Date_Day_01,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}.{TAG_2}.,{TAG_1}/{TAG_2},{TAG_1}-{TAG_2},{TAG_1}/{TAG_2}
20,List_Date_Day_02,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}.{TAG_2}.,{TAG_1}/{TAG_2},{TAG_1}-{TAG_2},{TAG_1}/{TAG_2}
21,List_Date_Day_03,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}.{TAG_2}.,{TAG_1}/{TAG_2},{TAG_1}-{TAG_2},{TAG_1}/{TAG_2}
22,List_Date_Day_04,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}.{TAG_2}.,{TAG_1}/{TAG_2},{TAG_1}-{TAG_2},{TAG_1}/{TAG_2}
23,List_Date_Day_05,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}.{TAG_2}.,{TAG_1}/{TAG_2},{TAG_1}-{TAG_2},{TAG_1}/{TAG_2}
24,List_Date_Day_06,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}.{TAG_2}.,{TAG_1}/{TAG_2},{TAG_1}-{TAG_2},{TAG_1}/{TAG_2}
25,List_Date_Future,???,???,???,???,(?),???
26,Text_Caption_Mii,{TAG_1}'s Info,Profil d{TAG_1}{TAG_2},Info zu {TAG_1},Informazioni su {TAG_1},Datos de {TAG_1},{TAG_1} Bilgileri
27,Text_Caption_Mii_Mantion,{TAG_1} Island Info,Infos de l'île {TAG_1},Info zu {TAG_1},Informazioni sull'Isola {TAG_1},Datos de la isla {TAG_1},{TAG_1} Adası Bilgileri
28,Text_Caption_Mii_HistoryP0,{TAG_1}'s Exploring Log,Historique des voyages d{TAG_1}{TAG_2},Reiseverlauf von {TAG_1},Registro viaggi di {TAG_1},Historial de viajes de {TAG_1},{TAG_1} Gezi Günlüğü
29,Text_Caption_Mii_HistoryP1,{TAG_1}'s Exploring Log,Historique des voyages d{TAG_1}{TAG_2},Reiseverlauf von {TAG_1},Registro viaggi di {TAG_1},Historial de viajes de {TAG_1},{TAG_1} Gezi Günlüğü
30,Text_Apart_Population,{TAG_1} {TAG_2},{TAG_1} habitant{TAG_2},{TAG_1},{TAG_1},{TAG_1},{TAG_1} {TAG_2}
31,TextApart_AveAge,{TAG_1}.{TAG_2},"{TAG_1},{TAG_2} ans","{TAG_1},{TAG_2} Jahre alt","{TAG_1},{TAG_2} anni","{TAG_1},{TAG_2} años",{TAG_1}.{TAG_2}
32,Text_Apart_MaleFemale,{TAG_1}:{TAG_2},{TAG_1}/{TAG_2},{TAG_1}:{TAG_2},{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}:{TAG_2}
33,Text_Island_Comfortable,★{TAG_1},★{TAG_1},★{TAG_1},★{TAG_1},★{TAG_1},★{TAG_1}
34,Text_Island_Comfortable_Dummy,???,???,???,???,(?),???
35,Text_Island_TroubleNum,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
36,Text_Island_CecNum,{TAG_1},{TAG_1},{TAG_1} Mal,{TAG_1},{TAG_1},{TAG_1}
37,Text_Island_CoupleNum,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
38,Text_Island_BabyNum,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
39,Text_Island_DepartNum,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
40,Text_Island_CecTravelerNum,{TAG_1},{TAG_1},{TAG_1} Besucher,{TAG_1},{TAG_1},{TAG_1}
41,Text_Island_ApartAddress,"{TAG_1} Island
{TAG_2}-{TAG_3}, {TAG_4} Isles
{TAG_5} Ocean","Île {TAG_1}
{TAG_2}-{TAG_3}, Archipel {TAG_4}
Mer {TAG_5}","{TAG_1}
{TAG_2}-Atoll, Quadrant {TAG_3}-{TAG_4}
{TAG_5}-Ozean","Isola {TAG_1}
Arcipelago {TAG_2}
{TAG_3}-{TAG_4} Mare {TAG_5}","Isla {TAG_1},
Archipiélago {TAG_2} 
({TAG_3} {TAG_4}), Océano {TAG_5}","{TAG_1} Adası
{TAG_2}-{TAG_3}, {TAG_4} Adaları
{TAG_5} Okyanusu"
42,Text_Island_ApartAddressMine,"{TAG_1} Island
{TAG_2}-{TAG_3}, {TAG_4} Isles
{TAG_5} Ocean","Île {TAG_1}
{TAG_2}-{TAG_3}, Archipel {TAG_4}
Mer {TAG_5}","{TAG_1}
{TAG_2}-Atoll, Quadrant {TAG_3}-{TAG_4}
{TAG_5}-Ozean","Isola {TAG_1}
Arcipelago {TAG_2}
{TAG_3}-{TAG_4} Mare {TAG_5}","Isla {TAG_1},
Archipiélago {TAG_2} 
({TAG_3} {TAG_4}), Océano {TAG_5}","{TAG_1} Adası
{TAG_2}-{TAG_3}, {TAG_4} Adaları
{TAG_5} Okyanusu"
43,Text_U_IslandName,Island of Origin,Île d'origine,Heimatinsel,Provenienza,Isla de origen,Çıkış Adası
44,Text_U_StartDate,Departure Date,Début du voyage,Aufbruchsdatum,Partenza,Día de partida,Yola Çıkış Tarihi
45,Text_U_StartDate_R,{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}.{TAG_2}.{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}-{TAG_2}-{TAG_3},{TAG_1}/{TAG_2}/{TAG_3}
46,Text_U_TravelDays,Days spent exploring,En voyage depuis,Reisedauer,Giorni di viaggio,Días de viaje,Gezide geçirilen gün
47,Text_U_TravelDays_R,{TAG_1} days,{TAG_1} jours,{TAG_1} {TAG_2},{TAG_1},{TAG_1},{TAG_1} gün
48,Text_U_TravelDays_Unknown,??? days,??? jours,??? Tage,???,(?),??? gün
49,Text_U_CecNum_R,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
50,Text_U_Distance_R,{TAG_1}km,{TAG_1} km,{TAG_1} km,{TAG_1} km,{TAG_1} km,{TAG_1} km
51,Text_U_Import_Body,{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2}
52,Text_U_Import_Headwear,{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2},{TAG_1}{TAG_2}
53,Text_U_History_No_00,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
54,Text_U_History_No_01,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
55,Text_U_History_No_02,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
56,Text_U_History_No_03,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
57,Text_U_History_No_04,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
58,Text_U_History_Time_00,{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}.{TAG_2}.{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}-{TAG_2}-{TAG_3},{TAG_1}/{TAG_2}/{TAG_3}
59,Text_U_History_Time_01,{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}.{TAG_2}.{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}-{TAG_2}-{TAG_3},{TAG_1}/{TAG_2}/{TAG_3}
60,Text_U_History_Time_02,{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}.{TAG_2}.{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}-{TAG_2}-{TAG_3},{TAG_1}/{TAG_2}/{TAG_3}
61,Text_U_History_Time_03,{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}.{TAG_2}.{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}-{TAG_2}-{TAG_3},{TAG_1}/{TAG_2}/{TAG_3}
62,Text_U_History_Time_04,{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}.{TAG_2}.{TAG_3},{TAG_1}/{TAG_2}/{TAG_3},{TAG_1}-{TAG_2}-{TAG_3},{TAG_1}/{TAG_2}/{TAG_3}
63,Text_U_MiiNon,There are no explorers listed.,Il n'y a aucun voyageur.,Es sind gerade keine Reisenden zu Besuch.,Non ci sono viaggiatori.,No hay ningún viajero.,Listede gezgin yok.
64,Text_U_IslandNon,There are no islands listed.,"Vous n'êtes pas en contact avec d'autres îles
pour le moment.",Du hast zurzeit keinen Kontakt zu anderen Inseln.,Non ci sono isole.,En este momento no estás en contacto con otras islas.,Listede ada yok.
65,Text_Traveler_Level,Explorer Ranking,Classement des voyageurs,Abenteurerrang,Classifica viaggiatori,Clasificación de viajeros,Gezgin Sıralaması
66,Dlg_Confirm_DeleteIsland,Delete this island's info?,Effacer les infos de cette île ?,Alle Infos zu dieser Insel löschen?,"Vuoi cancellare i dati
di quest'isola?",¿Quieres borrar los datos de esta isla?,Bu adanın bilgileri silinsin mi?
