index,label,English,French,German,Italian,Spanish,Turkish
0,CommonFList_Explain_Filter,What would you like to sort by?,Quel ordre de tri voulez-vous utiliser ?,Sortierreihenfolge?,In che ordine vuoi disporli?,"¿En qué orden quieres mostrar
los Mii?",Neye göre sıralamak istersin?
1,DeleteDlg_Remove_Confirm,"This will remove {TAG_1}{TAG_2} {TAG_3}from
the game.

Do you really want to erase this Mii?","Cette action va retirer {TAG_1}{TAG_2}{TAG_3} du jeu.

Voulez-vous vraiment effacer ce Mii ?","{TAG_1}{TAG_2}{TAG_3} wird gelöscht!
Willst du das wirklich tun?","Cancellerai {TAG_1}{TAG_2} {TAG_3}dal gioco.

Vuoi davvero cancellare questo Mii?","Se va a borrar a {TAG_1}{TAG_2}{TAG_3}.

¿Seguro que quieres borrar este Mii?","Bu işlem {TAG_1}{TAG_2} {TAG_3}karakterini oyundan kaldıracak.

Bu Mii'yi gerçekten silmek istiyor musun?"
2,DeleteDlg_Remove_ConfirmWithChild,"This will remove {TAG_1}{TAG_2}
{TAG_3}and {TAG_4} child from the game.

Do you really want to erase this Mii?","Cette action va retirer du jeu {TAG_1}{TAG_2}{TAG_3} 
ainsi que ses enfants.

Voulez-vous vraiment effacer ce Mii ?","{TAG_1}{TAG_2}{TAG_3} und
{TAG_4} Kind werden entfernt.

Dieses Mii wirklich löschen?","Cancellerai dal gioco
{TAG_1}{TAG_2} {TAG_3}e i suoi figli.

Vuoi davvero cancellare questo
Mii?","Se va a borrar a {TAG_1}{TAG_2}
{TAG_3}y a su {TAG_4}.

¿Seguro que quieres borrar este Mii?
","Bu işlem {TAG_1}{TAG_2} {TAG_3}karakterini
ve {TAG_4} çocuğunu oyundan kaldıracak.
Bu Mii'yi gerçekten
silmek istiyor musun?"
3,DeleteDlg_Remove_Money,"You have to pay {TAG_1}21 to
erase a Mii.

Do you want to continue?","Effacer ce Mii vous coûtera 21 {TAG_1}.

Voulez-vous continuer ?","Es fällt eine Löschgebühr von
21 {TAG_1} an. Fortfahren?","La tariffa di cancellazione
è di 21 {TAG_1}.

Vuoi procedere?","Debes pagar 21 {TAG_1}
para borrar este Mii.

¿Quieres continuar? ","Bir Mii'yi silmek için {TAG_1}21 ödemen gerekiyor.

Devam etmek istiyor musun?"
4,DeleteDlg_Remove_Done,"{TAG_1}{TAG_2} {TAG_3}seems to have moved
away somewhere...","Il semble {TAG_1}{TAG_2}{TAG_3}{TAG_4}
a déménagé ailleurs...","{TAG_1}{TAG_2}{TAG_3} ist scheinbar
von hier weggezogen...","Pare che {TAG_1}{TAG_2} {TAG_3}abbia
scelto un altro posto dove stare...","Parece que {TAG_1}{TAG_2}
{TAG_3}se ha mudado...",{TAG_1}{TAG_2} {TAG_3}bir yerlere taşınmış gibi görünüyor...
5,DeleteDlg_Remove_NoMoney,"You don't have enough money
to erase this Mii!","Vous n'avez pas assez d'argent
pour effacer ce Mii !","Du hast nicht genug Geld,
um dieses Mii zu löschen!","Non hai abbastanza soldi per
cancellare il Mii!","No tienes suficiente dinero
para borrar este Mii.",Bu Mii'yi silmek için yeterli paran yok!
6,DeleteDlg_Remove_MyMii,"This Mii is your own lookalike,
so cannot be erased!","Vous ne pouvez pas effacer ce Mii
car c'est votre double !","Dieses Mii ist dein persönliches
Mii. Du kannst es nicht löschen.","Non puoi cancellare questo Mii
perché è il tuo sosia!","Este Mii es tu doble, así que
no puedes borrarlo.","Bu Mii senin kendi benzerin
olduğu için silinemez!"
7,DeleteDlg_Remove_ParentMii,"This Mii is raising a child, so
cannot be erased!","Vous ne pouvez pas effacer ce Mii
car il est en train d'élever un enfant.","Dieses Mii erzieht gerade ein
Kind. Du kannst es nicht löschen.","Non puoi cancellare questo Mii
perché sta crescendo un bebè!","Este Mii está criando a su bebé.
¡No lo puedes borrar!",Bu Mii bir çocuk büyüttüğü için silinemez!
8,DeleteDlg_BlackList_Done,"The Mii has been added to the
blocked-user list and erased.","Ce Mii a été effacé et son créateur ajouté
à votre liste d'utilisateurs bloqués.","Der Mii-Urheber wurde gesperrt.
Das Mii wurde gelöscht.","Il Mii è stato aggiunto alla lista di
Mii bloccati ed è stato cancellato.","Este Mii se ha añadido a la lista
de usuarios bloqueados y se ha
borrado.","Mii engellenen kullanıcılar
listesine eklendi ve silindi."
9,U00_Profile,Profile,Profil,Profil,Profilo,Perfil,Profil
10,U00_Relation,Relationships: {TAG_1}/{TAG_2},Relations : {TAG_1}/{TAG_2},Beziehungen: {TAG_1}/{TAG_2},Relazioni: {TAG_1}/{TAG_2},Relaciones {TAG_1}/{TAG_2},İlişkiler: {TAG_1}/{TAG_2}
11,U00_NoRelation,There are no relationships.,Aucune relation sociale.,Zurzeit keine Beziehungen.,Nessuna relazione,No hay ninguna relación.,Hiç ilişki yok.
12,U00_Name00,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
13,U00_Name01,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
14,U00_BirthYear,/{TAG_1},/{TAG_1},{TAG_1},/{TAG_1},-{TAG_1},/{TAG_1}
15,U00_Birthday,Birthday: {TAG_1}/{TAG_2},Né(e) le : {TAG_1}/{TAG_2},Geb.: {TAG_1}.{TAG_2}.,Nato/a: {TAG_1}/{TAG_2},Nacimiento: {TAG_1}-{TAG_2},Doğum günü: {TAG_1}/{TAG_2}
16,U00_BirthYear_Unknown,/????,/????,?????,/????,-(?),/????
17,U00_Birthday_Unknown,Birthday: ??/??,Né(e) le : ??/??,Geb.: ??.??.,Nato/a: ??/??,Nacimiento: (?)-(?),Doğum günü: ??/??
18,U00_Age,Age: {TAG_1},{TAG_1} ans,Alter: {TAG_1},Età: {TAG_1},Edad: {TAG_1},Yaş: {TAG_1}
19,U00_Age_Unknown,Age: ??,Âge inconnu,?? Jahre,Età: ??,Edad: (?),Yaş: ??
20,U00_GenderMale,♂,♂,♂,♂,♂,♂
21,U00_GenderFemale,♀,♀,♀,♀,♀,♀
27,U00_Character_00,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
28,U00_Character_01,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
29,U00_Nickname,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
30,U00_Relation_00,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
31,U00_Relation_01,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
32,U00_Relation_02,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
33,U00_Relation_03,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
34,U00_Relation_04,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
35,U00_Relation_05,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
36,U00_Relation_06,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
37,U00_Relation_07,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
38,U00_Relation_08,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
39,U00_Relation_09,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
43,ButtonFilter_Bi_00,1,1,1,1,1,1
44,ButtonFilter_Bi_01,2,2,2,2,2,2
45,ButtonFilter_Bi_02,3,3,3,3,3,3
46,ButtonFilter_Bi_03,4,4,4,4,4,4
47,ButtonFilter_Bi_04,5,5,5,5,5,5
48,ButtonFilter_Bi_05,6,6,6,6,6,6
49,ButtonFilter_Bi_06,7,7,7,7,7,7
50,ButtonFilter_Bi_07,8,8,8,8,8,8
51,ButtonFilter_Bi_08,9,9,9,9,9,9
52,ButtonFilter_Bi_09,10,10,10,10,10,10
53,ButtonFilter_Bi_10,11,11,11,11,11,11
54,ButtonFilter_Bi_11,12,12,12,12,12,12
55,ButtonFilter_Bi_12,?,?,?,?,(?),?
56,ButtonFilter_Bl_00,,,,,A,A
57,ButtonFilter_Bl_01,,,,,B,B
61,List_MiiNickname_00,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
62,List_MiiNickname_01,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
63,List_MiiNickname_02,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
64,List_MiiNickname_03,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
65,List_MiiNickname_04,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
66,List_MiiNickname_05,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
67,List_MiiNickname_06,{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1},{TAG_1}
68,List_MiiName_00,{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2}
69,List_MiiName_01,{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2}
70,List_MiiName_02,{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2}
71,List_MiiName_03,{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2}
72,List_MiiName_04,{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2}
73,List_MiiName_05,{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2}
74,List_MiiName_06,{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2},{TAG_1} {TAG_2}
