index,label,English,French,German,Italian,Spanish,Turkish
0,Location_BtnTalkToWanderer,Talk with explorer,Engager la conversation,Ansprechen,Inizia una conversazione,Hablar con algún viajero,Gezginle konuş
1,Location_BtnEventVote,Judgement Bay,Vote à la majorité,Meinungsmacher,Ai voti!,Lo que diga la gente,Halkın Kararı
2,Location_BtnEventAskMii,Quirky Questions,Dites-moi tout sur...,Erzähl mir mal...,Chiediamolo a...,Dímelo todo...,Tuhaf Sorular
3,Location_BtnSchedule,Event Schedule,Agenda,Veranstaltungen,Lista degli eventi,Actividades,Etkinlik Programı
4,Location_BtnScheduleBack,Close,Fermer,Schließen,Chiudi,Cerrar,Kapat
5,Location_BtnStayOK,OK,Bien sûr !,Kein Problem!,OK,Vale,Tamam
6,Location_BtnStayNO,Let me think,Je vais réfléchir...,Mal überlegen...,Fammici pensare,Déjame pensarlo,Bir düşüneyim
7,WandererTalk_Introduction,"Oh! Are you the owner of
{TAG_1} Island?{TAG_2}My name is {TAG_3}{TAG_4}{TAG_5}. Would
it be OK for me to stay a night?","Tiens, vous devez être l{TAG_1} géran{TAG_2}
de l'île {TAG_3} ?{TAG_4}Je m'appelle {TAG_5}{TAG_6}{TAG_7}.
Est-ce que je peux passer la nuit ici ?","Oh! Bist du {TAG_1}
von {TAG_2}?{TAG_3}Ich heiße {TAG_4}{TAG_5}{TAG_6}. Darf
ich hier auf der Insel übernachten?","Oh! Sei tu {TAG_1} responsabile
dell'Isola {TAG_2}?{TAG_3}Mi chiamo {TAG_4}{TAG_5}{TAG_6}. Posso
dormire sulla tua isola per stanotte?","¡Ah! Tú eres {TAG_1} de
la isla {TAG_2}, ¿verdad?{TAG_3}Yo soy {TAG_4}{TAG_5}{TAG_6}. ¿Puedo
pasar la noche en la isla?","Aa! {TAG_1} Adası'nın sahibi sen misin?{TAG_2}
Benim adım {TAG_3}{TAG_4}{TAG_5}.
Bu gece burada kalabilir miyim?"
8,WandererTalk_IntroductionF,"Hey! You must be the owner of
{TAG_1} Island, right?{TAG_2}My name is {TAG_3}{TAG_4}{TAG_5}.
Is it OK for me to stay here tonight?","Ah, vous devez être l{TAG_1} géran{TAG_2}
de l'île {TAG_3} ?{TAG_4}Je m'appelle {TAG_5}{TAG_6}{TAG_7}.
Est-ce que je peux passer la nuit ici ?","Hey! Du bist bestimmt {TAG_1}
von {TAG_2}, oder?{TAG_3}Ich bin {TAG_4}{TAG_5}{TAG_6}. Ich würde
gern hier übernachten, wenn ich darf.","Ehi! Tu sei {TAG_1} responsabile
dell'Isola {TAG_2}, giusto?{TAG_3}Mi chiamo {TAG_4}{TAG_5}{TAG_6}.
Posso dormire qui stanotte?","¡Ah! Tú eres {TAG_1} de
la isla {TAG_2}, ¿verdad?{TAG_3}Yo soy {TAG_4}{TAG_5}{TAG_6}. ¿Puedo
pasar la noche en la isla?","Hey! {TAG_1} Adası'nın sahibi sensin,
değil mi?{TAG_2}Benim adım {TAG_3}{TAG_4}{TAG_5}.
Bu gece burada kalabilir miyim?"
9,WandererTalk_ThankLater,"Thank you, I'll go and put my tent up
in an empty space on the campsite!","Merci beaucoup ! Je vais planter ma
tente sur un emplacement libre.","Danke! Ich stell mein Zelt wohl am
besten irgendwo auf der Freifläche auf.","Grazie! Pianterò la mia tenda su
un'area libera del campeggio!","¡Muchas gracias! Si no te importa, voy
a plantar mi tienda en el solar.","Teşekkürler! Kamp alanındaki boş
bir yere gidip çadırımı kuracağım!"
