index,label,English,French,German,Italian,Spanish,Turkish
2,Sys_ButtonYes,Yes,Oui,Ja,Sì,Sí,Evet
3,Sys_ButtonNo,No,Non,Nein,No,No,Hayır
4,Sys_ButtonOk,OK,OK,OK,OK,Aceptar,Tamam
5,Sys_ButtonCancel,Cancel,Annuler,Abbrechen,Annulla,Cancelar,İptal
6,Sys_ButtonEnter,Enter,Entrer,Besuchen,Entra,Entrar,Gir
7,Sys_ButtonDelete,Erase,Effacer,Löschen,Cancella,Borrar,Sil
8,Sys_ButtonClear,Clear,Annuler,Zurück,Cancella,Cancelar,Temizle
9,Sys_ButtonReset,Reset,Par défaut,Neustart,Annulla,Reiniciar,Sıfırla
10,Sys_ButtonEdit,Edit,Modifier,Bearbeiten,Modifica,Editar,Düzenle
11,Sys_ButtonBack,Back,Retour,Zurück,Indietro,Atrás,Geri
12,Sys_ButtonRetake,Retake,Reprendre,Neues Bild,Scatta di nuovo,Hacer de nuevo,Yeniden Çek
13,Sys_ButtonNext,Next,Suivant,Weiter,Avanti,Siguiente,İleri
14,Sys_ButtonDecide,OK,OK,OK,OK,Confirmar,Tamam
15,Sys_ButtonRegister,Confirm,Enregistrer,Speichern,Salva,Guardar,Onayla
16,Sys_ButtonRoom,Go To Room,Appartement,Ins Zimmer,Appartamento,Apartamento,Odaya Git
17,Sys_ButtonWatch,Look,Regarder,Ansehen,Guarda,Ver,Bak
18,Sys_ButtonGive,Give,Donner,Geben,Dai,Dar,Ver
19,Sys_ButtonChangeClothes,OK,OK,OK,OK,Confirmar,Tamam
20,Sys_ButtonChangeRoom,OK,OK,OK,OK,Confirmar,Tamam
21,Sys_ButtonGoShop,Buy,Acheter,Kaufen,Compra,Comprar,Satın Al
22,Sys_ButtonTakeOffHeadwear,Remove Hat,Ôter chapeau,"Hut/Mütze
abnehmen",Leva cappello,"Quitar
sombrero",Şapkayı Çıkar
23,Sys_ButtonBuy,Buy,Acheter,Kaufen,Compra,Comprar,Satın Al
24,Sys_ButtonSell,Sell,Vendre,Verkaufen,Vendi,Vender,Sat
25,Sys_ButtonDailyItem,Today's Items,Art. du jour,Empfehlung,Consigliati,Solo hoy,Bugünün Ürünleri
26,Sys_ButtonSeasonItem,Seasonal,Art. de saison,Saisonwaren,Di stagione,Temporada,Mevsimlik
27,Sys_ButtonSpecialItem,Special,Art. spéciaux,Spezielles,Speciale,Especiales,Özel
28,Sys_ButtonCatalog,In Stock,Catalogue,Katalog,In catalogo,Catálogo,Stokta
29,Sys_ButtonFood,Food,Nourriture,Essen,Cibo,Comida,Yiyecek
30,Sys_ButtonCostume,Clothes,Vêtements,Kleidung,Abbigliamento,Ropa,Kıyafetler
31,Sys_ButtonHeadwear,Hats,Chapeaux,Hüte/Mützen,Cappelli,Sombreros,Şapkalar
32,Sys_ButtonInterior,Interiors,Intérieurs,Einrichtung,Arredamento,Interiores,İç Mekânlar
33,Sys_ButtonTool,Practical Items,Objets du quotidien,Praktisches,Strumenti,Objetos,Kullanışlı Eşyalar
34,Sys_ButtonTreasure,Treasures,Trésors,Schätze,Tesori,Tesoros,Hazineler
35,Sys_ButtonSpecialProduct,Special Products,Produits spéciaux,Spezielle Produkte,Articoli speciali,Especialidades,Özel Ürünler
36,Sys_ButtonMii,Mii,Mii,Mii,Mii,Mii,Mii
37,Sys_ButtonWord,Word,Mot,Wort,Parola,Palabra,Kelime
38,Sys_ButtonKeyboard,Keyboard,Clavier,Tastatur,Tastiera,Teclado,Klavye
39,Sys_ButtonList,Selection List,Liste de sélection,Auswahl-Liste,Elenco di selezione,Lista de selecciones,Seçim Listesi
40,Sys_ButtonLock,Lock,Bloquer,Schützen,Archivia,Archivar,Kilitle
41,Sys_ButtonUnlock,Unlock,Débloquer,Nicht schützen,Annulla,Cancelar,Kilidi Aç
42,Sys_MiiName,Name,Nom,Name,Nome,Nombre,Ad
43,Sys_MiiFamilyName,Last Name,Nom,Nachname,Cognome,Apellido,Soyad
44,Sys_MiiFirstName,First Name,Prénom,Vorname,Nome,Nombre,Ad
45,Sys_MiiNickName,Nickname,Surnom,Spitzname,Nickname,Apodo,Takma Ad
46,Sys_MiiBirthYear,Year Born,Année de naissance,Geburtsjahr,Anno di nascita,Año de nacimiento,Doğum Yılı
47,Sys_MiiBirthday,Birthday,Anniversaire,Geburtstag,Data di nascita,Nacimiento,Doğum Günü
53,Sys_MiiGender,Gender,Sexe,Geschlecht,Sesso,Sexo,Cinsiyet
54,Sys_MiiGender_Man,♂,♂,♂,♂,♂,♂
55,Sys_MiiGender_Woman,♀,♀,♀,♀,♀,♀
56,Sys_MiiAdulty,Grown-Up/Child,Adulte/enfant,Erw./Kind,Adulto/bambino,Adulto o niño,Yetişkin/Çocuk
57,Sys_MiiAdulty_Adult,Grown-Up,Adulte,Erwachsen,Adulto,Adulto,Yetişkin
58,Sys_MiiAdulty_Child,Child,Enfant,Kind,Bambino,Niño/niña,Çocuk
60,Sys_MiiPhrase,Catchphrase,Expression favorite,Phrase,Motto,Muletilla,Slogan
61,Sys_MiiColor,Favourite Colour,Couleur favorite,Lieblingsfarbe,Colore preferito,Color favorito,Favori Renk
