index,label,English,French,German,Italian,Spanish,Turkish
0,Dialog_Genre_00,Select a music style.,Sélectionnez un style de musique.,Wähle eine Musikrichtung.,Scegli un genere musicale,Elige un género musical.,Bir müzik türü seç.
9,NotSing_00,One of the group can't sing heavy metal.,"Les membres du groupe ne savent pas
tous chanter de metal.","Nicht alle Bandmitglieder
können Metal singen.","Non tutti i membri del gruppo conoscono
canzoni heavy metal.","No todos los miembros del grupo
pueden cantar canciones heavy metal.","Grubun üyelerinden biri
heavy metal söyleyemiyor."
10,NotSing_01,One of the group can't sing pop.,"Les membres du groupe ne savent pas
tous chanter de pop.","Nicht alle Bandmitglieder
können Pop singen.","Non tutti i membri del gruppo conoscono
canzoni pop.","No todos los miembros del grupo
pueden cantar canciones pop.",Grubun üyelerinden biri pop söyleyemiyor.
11,NotSing_02,One of the group can't sing rock.,"Les membres du groupe ne savent pas
tous chanter de rock.","Nicht alle Bandmitglieder
können Rock singen.","Non tutti i membri del gruppo conoscono
canzoni rock.","No todos los miembros del grupo
pueden cantar canciones rock.",Grubun üyelerinden biri rock söyleyemiyor.
12,NotSing_03,One of the group can't sing rap.,"Les membres du groupe ne savent pas
tous chanter de rap.","Nicht alle Bandmitglieder
können rappen.","Non tutti i membri del gruppo conoscono
canzoni rap.","No todos los miembros del grupo
pueden cantar rap.",Grubun üyelerinden biri rap yapamıyor.
14,NotSing_05,One of the group can't sing opera.,"Les membres du groupe ne savent pas
tous chanter d'opéra.","Nicht alle Bandmitglieder
können Opern singen.","Non tutti i membri del gruppo conoscono
l'opera.","No todos los miembros del grupo
pueden cantar ópera.",Grubun üyelerinden biri opera söyleyemiyor.
15,NotSing_06,One of the group can't sing techno.,"Les membres du groupe ne savent pas
tous chanter de techno.","Nicht alle Bandmitglieder
können Techno singen.","Non tutti i membri del gruppo conoscono
canzoni techno.","No todos los miembros del grupo
pueden cantar canciones tecno.",Grubun üyelerinden biri techno söyleyemiyor.
16,NotSing_07,One of the group can't sing musicals.,"Les membres du groupe ne savent pas
tous chanter de comédie musicale.","Nicht alle Bandmitglieder
können Musicals singen.","Non tutti i membri del gruppo conoscono
il musical.","No todos los miembros del grupo
pueden cantar canciones de musical.",Grubun üyelerinden biri müzikal söyleyemiyor.
17,NotSing_08,One of the group can't sing ballads.,"Les membres du groupe ne savent pas
tous chanter de ballade.","Nicht alle Bandmitglieder
können Balladen singen.","Non tutti i membri del gruppo conoscono
ballate.","No todos los miembros del grupo
pueden cantar baladas.",Grubun üyelerinden biri balad söyleyemiyor.
18,Dialog_Return,Quit editing this song?,Quitter l'édition de cette chanson ?,Bearbeiten des Songs abbrechen?,"Vuoi terminare la modifica del
testo di questa canzone?",¿Quieres dejar de editar esta canción?,Bu şarkıyı düzenlemeyi bırakmak istiyor musun?
