index,label,English,French,German,Italian,Spanish,Turkish
0,MenuLabelAlbum,Album,Albums,Album,Album,Álbum,Albüm
1,MenuLabelTList,Kid Info,"Registres des
enfants","Kindheits-
chronik","Registro
bebè","Registro
de niños",Çocuk Bilgileri
2,MenuLabelTList_Departure,Travel Records,"Registres de
voyages","Reise-
chronik","Registro
viaggi","Registro
de viajes",Seyahat Kayıtları
3,MenuLabelTList_ChildAlbum,Family Albums,"Albums
de famille","Familien-
chronik","Album di
famiglia","Álbumes
familiares",Aile Albümleri
4,MenuLabelCom,Send/Receive,"Envoyer
recevoir","Senden
Empfangen",Invia/ricevi,"Enviar y
recibir",Gönder/Al
5,MenuLabelEntry,New Mii,Nouveau Mii,"Neues Mii
registrieren","Registra un
nuovo Mii","Registrar
un Mii",Yeni Mii
6,MenuLabelList,Mii List,Liste de Mii,"Freundes-
liste","Elenco
dei Mii",Lista de Mii,Mii Listesi
7,MenuLabelQR,QR Code,QR Code,QR Code,QR Code,QR Code,QR Kodu
8,MenuLabelOpt,Options,Options,Optionen,Opzioni,Opciones,Ayarlar
9,MenuLabelMove,Room Swap,"Changement
d'appartement","Zimmer
wechseln","Scambio di
appartamenti","Intercambiar
apartamentos",Oda Değiştir
10,MenuLabelCDis,"Personality
Chart","Graphique de
personnalité","Charakter-
übersicht","Diagramma
personalità","Gráfico de
personalidad","Kişilik
Tablosu"
11,Cityhall_MiiFull,"Your island is full. You cannot
have any more islanders.","Il n'y a plus de place sur l'île.
Vous ne pouvez pas enregistrer
davantage d'habitants.","Deine Insel ist voll. Du kannst
keine weiteren Bewohner mehr
registrieren.","La tua isola è al completo.

Non puoi registrare altri abitanti.","La isla está llena. Ya no puedes
registrar a más residentes.",Adan dolu. Daha fazla sakin alamazsın.
12,Cityhall_LDCMenu_Caption,What would you like to do?,Que voulez-vous faire ?,Was möchtest du tun?,Cosa vuoi fare?,¿Qué quieres hacer? ,Ne yapmak istersin?
13,Cityhall_SendMiiStudio,Send to Mii Maker,Envoyer à l'éditeur Mii,An Mii-Maker senden,Invia al Centro di creazione Mii,Enviar al editor de Mii,Mii Maker’a Gönder
14,Cityhall_BeginLDC,Exchange Miis or Other Items,Échanger des Mii et divers objets,Mii/Item tauschen,Scambia Mii o oggetti vari,Intercambiar Mii u objetos,Mii veya Eşya Değiş Tokuşu
15,EntryDialog_Intro_00,How will you make this Mii?,Comment voulez-vous créer ce Mii ?,"Auf welche Art möchtest du
dieses Mii erstellen?",Come vuoi creare il Mii?,¿Cómo quieres crear el Mii?,Bu Mii’yi nasıl oluşturacaksın?
16,EntryDialog_Intro_01,Start from Scratch,Manuellement,Von vorn beginnen,Crea dall'inizio,Desde cero,Sıfırdan Oluştur
17,EntryDialog_Intro_02,Create from Photo,À partir d'une photo,Aus Foto erstellen,Crea da foto,A partir de una foto,Fotoğraftan Oluştur
18,EntryDialog_Intro_03,Transfer from Mii Maker,Importer depuis l'éditeur Mii,Aus Mii-Maker importieren,"Trasferisci dal
Centro di creazione Mii",Transferir desde el editor de Mii,Mii Maker’dan Aktar
19,EntryDialog_New,"Make a new Mii islander.

(It will not be registered in Mii Maker.)","Créer un nouveau Mii et
l'enregistrer comme habitant.

(Le Mii ne sera pas sauvegardé
dans l'éditeur Mii.)","Ein neues Mii erstellen und als Einwohner
registrieren. (Das Mii wird nicht im Mii-Maker
registriert.)","Crea un nuovo Mii e registralo come abitante.

Il Mii non verrà salvato nel Centro di creazione Mii.","Crea un nuevo Mii y regístralo como residente.

(No se registrará en el editor de Mii.)","Yeni bir Mii sakini oluştur.

(Mii Maker’a kaydedilmez.)"
20,EntryDialog_PhotoOrHand_01,How would you like to create this Mii?,Comment voulez-vous créer ce Mii ?,"Auf welche Art möchtest du
dieses Mii erstellen?",Come vuoi creare il Mii?,¿Cómo quieres crear el Mii?,Bu Mii’yi nasıl oluşturmak istersin?
21,EntryDialog_PhotoOrHand_02,Start from Scratch,Manuellement,Von vorn beginnen,Crea dall'inizio,Desde cero,Sıfırdan Oluştur
