"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Mini_Pyoro","Mikro Oyun: Pyoro","Minigame: Pyoro","Minigame: Pyoro","Mini-jeu : Pyoro","Minijeu : Pyoro","Minispiel: PYORO","Minigioco: PYORO","Minijuego: PYORO","Minijuego: PYORO","ミニゲーム 『PYORO』"
"Mini_SuperPyoro","Mikro Oyun: Super Pyoro","Minigame: Super Pyoro","Minigame: Super Pyoro","Mini-jeu : Super Pyoro","Minijeu : Super Pyoro","Minispiel: SUPER PYORO","Minigioco: SUPER PYORO","Minijuego: SUPER PYORO","Minijuego: SUPER PYORO","ミニゲーム 『SUPER PYORO』"
"Mini_Nekoroid","Mikro Oyun: Miyavtroid","Minigame: Mewtroid","Minigame: Mewtroid","Mini-jeu : Miaoutroid","Minijeu : Miaoutroid","Minispiel: Miautroid","Minigioco: Mewtroid","Minijuego: Miautroid","Minijuego: Miautroid","ミニゲーム 『ネコロイド』"
"Mini_Nekoroid2","Mikro Oyun: Miyavtroid 2: Aynı Miyavın Dönüşü","Minigame: Mewtroid 2: Return of Sameow","Minigame: Mewtroid 2: Return of Sameow","Mini-jeu : Miaoutroid 2 - Chamus returns","Minijeu : Miaoutroid 2 - Chamus returns","Minispiel: Miautroid 2","Minigioco: Mewtroid 2: Samiaus Returns","Minijuego: Miautroid 2: El retorno de Gátimus","Minijuego: Miautroid 2: El retorno de Gátimus","ミニゲーム 『ネコロイド２ ニャムスリターンズ』"
"Mini_PatTournament","Mikro Oyun: Micro Golf Open","Minigame: Micro Golf Open","Minigame: Micro Golf Open","Mini-jeu : Open de méga mini-golf","Minijeu : Open de méga mini-golf","Minispiel: Micro Golf Open","Minigioco: Micro Golf Open","Minijuego: Open de microgolf","Minijuego: Open de microgolf","ミニゲーム 『パットゴルフ オープン』"
"Mini_PatEndless","Mikro Oyun: Micro Golf Tour","Minigame: Micro Golf Tour","Minigame: Micro Golf Tour","Mini-jeu : Circuit de méga mini-golf","Minijeu : Circuit de méga mini-golf","Minispiel: Micro Golf Tour","Minigioco: Micro Golf Tour","Minijuego: Tour de microgolf","Minijuego: Tour de microgolf","ミニゲーム 『パットゴルフ ツアー』"
"Mini_Bowling","Mikro Oyun: Profesyonel Bowling","Minigame: Pro Bowl","Minigame: Pro Bowl","Mini-jeu : Bowling","Minijeu : Pro Bowl","Minispiel: Pro Bowling","Minigioco: Pro Bowling","Minijuego: Bolos","Minijuego: Bolos","ミニゲーム 『ボウリング』"
"Mini_Penmanship","Mikro Oyun: İmza!","Minigame: Autograph!","Minigame: Autograph!","Mini-jeu : Dédicaces","Minijeu : Dédicaces","Minispiel: Autogramm!","Minigioco: Un autografo!","Minijuego: ¡Un autógrafo!","Minijuego: ¡Un autógrafo!","ミニゲーム 『サインかい』"
"Mini_Manhole","Mikro Oyun: Game & Watch: Manhole","Minigame: Game & Watch: Manhole","Minigame: Game & Watch: Manhole","Mini-jeu : Game & Watch: Manhole","Minijeu : Game & Watch: Manhole","Minispiel: Game & Watch: Manhole","Minigioco: Game & Watch: Manhole","Minijuego: Game & Watch: Manhole","Minijuego: Game & Watch: Manhole","ミニゲーム 『ゲーム＆ウオッチ マンホール』"
"Mini_Ashley","Mikro Oyun: Kabak Panik!","Minigame: Pumpkin Panic","Minigame: Pumpkin Panic","Mini-jeu : Citrouilles en folie","Minijeu : Citrouilles en folie","Minispiel: Kürbis-Chaos","Minigioco: Zuccamatta","Minijuego: Caos calabacero","Minijuego: Caos calabacero","ミニゲーム 『アシュリーのパンプキンパニック』"
