"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"staff_company003","Nisshinken co., Ltd.","Nisshinken co., Ltd.","Nisshinken co., Ltd.","Nisshinken co., Ltd.","Nisshinken co., Ltd.","Nisshinken co., Ltd.","Nisshinken co., Ltd.","Nisshinken co., Ltd.","Nisshinken co., Ltd.","かぶしきがいしゃ\nにっしんけん"
"staff_company004","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","NEURON･AGE CO.,LTD.","かぶしきがいしゃ\nニューロン・エイジ"
"staff_company005","Bullets Co.,Ltd.","Bullets Co.,Ltd.","Bullets Co.,Ltd.","Bullets Co.,Ltd.","Bullets Co.,Ltd.","Bullets Co.,Ltd.","Bullets Co.,Ltd.","Bullets Co.,Ltd.","Bullets Co.,Ltd.","かぶしきがいしゃ バレット"
"staff_company006","（Yurt dışında gösterilmez）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","ゆうげんがいしゃ\nツーファイブ"
"staff_company007","（Yurt dışında gösterilmez）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","（海外では表示しない）","かぶしきがいしゃ\nおんきょうハウス"
"staff_company008","Mario Club Co., Ltd.","Mario Club Co., Ltd.","Mario Club Co., Ltd.","Mario Club Co., Ltd.","Mario Club Co., Ltd.","Mario Club Co., Ltd.","Mario Club Co., Ltd.","Mario Club Co., Ltd.","Mario Club Co., Ltd.","マリオクラブかぶしきがいしゃ"
"staff_company009","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","Pole To Win Co.,Ltd.","ポールトゥウィン\nかぶしきがいしゃ"
"staff_company017","TOSE CO., LTD.","TOSE CO., LTD.","TOSE CO., LTD.","TOSE CO., LTD.","TOSE CO., LTD.","TOSE CO., LTD.","TOSE CO., LTD.","TOSE CO., LTD.","TOSE CO., LTD.","かぶしきがいしゃ トーセ"
"staff_company018","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","CREEK & RIVER Co., Ltd.","かぶしきがいしゃ\nクリーク･アンド･リバーしゃ"
"staff_position001","Baş Yönetmen","Chief Director","Chief Director","Chief Director","Chief Director","Chief Director","Chief Director","Chief Director","Chief Director","チーフディレクター"
"staff_position002","Yönetmen ve\nProgram Yönetmeni","Director &\nProgram Director","Director &\nProgram Director","Director &\nProgram Director","Director &\nProgram Director","Director &\nProgram Director","Director &\nProgram Director","Director &\nProgram Director","Director &\nProgram Director","ディレクター & \nプログラムディレクター"
"staff_position003","Program","Program","Program","Program","Program","Program","Program","Program","Program","プログラム"
"staff_position004","Sanat Yönetmeni","Art Director","Art Director","Art Director","Art Director","Art Director","Art Director","Art Director","Art Director","アートディレクター"
"staff_position005","Grafik Tasarım","Graphic Design","Graphic Design","Graphic Design","Graphic Design","Graphic Design","Graphic Design","Graphic Design","Graphic Design","グラフィックデザイン"
"staff_position006","Karakter Tasarımı","Character Design","Character Design","Character Design","Character Design","Character Design","Character Design","Character Design","Character Design","キャラクターデザイン"
"staff_position007","Planlama ve Yazım","Planning & Writing","Planning & Writing","Planning & Writing","Planning & Writing","Planning & Writing","Planning & Writing","Planning & Writing","Planning & Writing","プランニング ＆ ライティング"
"staff_position008","Planlama","Planning","Planning","Planning","Planning","Planning","Planning","Planning","Planning","プランニング"
"staff_position009","Ses Yönetmeni","Sound Director","Sound Director","Sound Director","Sound Director","Sound Director","Sound Director","Sound Director","Sound Director","サウンド ディレクター"
"staff_position010","Ses Efektleri","Sound Effects","Sound Effects","Sound Effects","Sound Effects","Sound Effects","Sound Effects","Sound Effects","Sound Effects","こうかおん"
"staff_position011","Müzik","Music","Music","Music","Music","Music","Music","Music","Music","おんがく"
"staff_position012","Teknik Destek","Technical Support","Technical Support","Technical Support","Technical Support","Technical Support","Technical Support","Technical Support","Technical Support","テクニカルサポート"
"staff_position013","Geliştirme Desteği","Development Support","Development Support","Development Support","Development Support","Development Support","Development Support","Development Support","Development Support","かいはつ　サポート"
"staff_position014","Ortak Geliştirme\nŞirketi","Co-development\nCompany","Co-development\nCompany","Co-development\nCompany","Co-development\nCompany","Co-development\nCompany","Co-development\nCompany","Co-development\nCompany","Co-development\nCompany","きょうりょくがいしゃ"
