entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,,"A badge for players who
have caught many bugs.","Por cazar un montón
de bichos.","Remis pour avoir attrapé
pas mal d'insectes.","Il distintivo per chi riesce
ad acchiappare tanti insetti.","Eine Belohnung für fleißiges
Insektenfangen.","Böcek yakalamada epey yol alan
oyuncular için bir rozet."
1,,"A badge for players really
into catching bugs.","Por cazar bichos
sin descanso.","Remis pour avoir attrapé
beaucoup d'insectes.","Il distintivo per i più capaci
acchiappainsetti.","Eine Auszeichnung für
unermüdliche Insektenjagd.","Böcek avında ustalaşan
oyunculara verilir."
2,,"A badge for only the most
avid bug catchers.","Por cazar más bichos
que nadie.","Remis pour avoir attrapé une
tonne d'insectes.","Il distintivo riservato solo
ai migliori acchiappainsetti.","Eine Ehrung für Insekten-
fangen auf Profi-Niveau.","Böcek yakalamanın zirvesine
çıkan oyunculara özel."
3,,"A badge for players who
have caught a lot of fish.","Por pescar un buen
puñado de peces.","Remis pour avoir attrapé
pas mal de poissons.","Il distintivo per chi riesce
a pescare tanti pesci.","Eine Anerkennung für harte
Arbeit beim Fischfang.","Olta kullanmayı iyice öğrenen
oyuncular için."
4,,"A badge for players who
love fishing, day and night.","Por pescar a todas horas y
atrapar infinidad de peces.","Remis pour avoir attrapé
beaucoup de poissons.","Il distintivo riservato ai veri
appassionati di pesca.","Eine Auszeichnung für
unermüdliches Angeln.","Balıkçılıkta uzmanlaşan
oyunculara verilir."
5,,"A badge for the most avid
anglers and fishing masters.","Por pescar una cantidad
desorbitada de peces.","Remis pour avoir attrapé une
tonne de poissons.","Il distintivo destinato solo
ai grandi campioni di pesca.","Ein Abzeichen für Angeln
auf Profi-Niveau.","Balık tutmada gerçek bir usta
olanlara özel."
6,,"A badge for players who
have done a lot of diving.","Por bucear y coger especies
marinas de todo tipo.","Remis pour avoir pas mal
pêché en apnée.","Il distintivo per gli amanti
delle immersioni.","Eine Anerkennung für Ehrgeiz
beim Tauchen.","Denize dalmayı seven ve bolca
dalış yapanlara."
7,,"A badge for players who
love diving for sea creatures.","Por bucear y encontrar
de todo bajo el mar.","Remis pour avoir beaucoup
pêché en apnée.","Il distintivo per i veri
appassionati di immersioni.","Eine Auszeichnung für
unermüdliche Taucher.","Dalışta ciddi deneyim kazanan
oyuncular için."
8,,"A badge for the most avid
divers and sea scavengers.","Por bucear y barrer el fondo
marino de flora y fauna.","Remis pour avoir passé son
temps à pêcher en apnée.","Il distintivo per i migliori
sommozzatori del mondo.","Die höchste Ehre für
Taucher auf Profi-Niveau.","Dalışın her inceliğini öğrenen
ustalara özel."
9,,"A badge for players with a
bug encyclopedia at 50%.","Por conseguir el 50 %
de los bichos.","Remis pour une collec
d'insectes remplie à 50 %.","Per una collezione di insetti
completa al 50%.","Für eine zu 50 % komplette
Insektensammlung.","Böcek koleksiyonunu epey
büyüten oyuncular için."
10,,"A badge for players with a
bug encyclopedia at 80%.","Por conseguir el 80 %
de los bichos.","Remis pour une collec
d'insectes remplie à 80 %.","Per una collezione di insetti
completa all'80%.","Für eine zu 80 % komplette
Insektensammlung.","Böceklerin çoğunu yakalamış
koleksiyonculara."
11,,"A badge for players with a
complete bug collection.","Por completar
la colección de bichos.","Remis pour une collec
d'insectes complète.","Per una collezione di insetti
completa al 100%.","Für eine zu 100 % komplette
Insektensammlung.","Böcek koleksiyonunu tamamlayan
gerçek entomologlara."
12,,"A badge for players with a
fish encyclopedia at 50%.","Por conseguir el 50 %
de los peces.","Remis pour une collec de
poissons remplie à 50 %.","Per una collezione di pesci
completa al 50%.","Für eine zu 50 % komplette
Fischsammlung.","Balık koleksiyonunu epey
büyüten oyuncular için."
13,,"A badge for players with a
fish encyclopedia at 80%.","Por conseguir el 80 %
de los peces.","Remis pour une collec de
poissons remplie à 80 %.","Per una collezione di pesci
completa all'80%.","Für eine zu 80 % komplette
Fischsammlung.","Balıkların çoğunu yakalamış
koleksiyonculara."
14,,"A badge for players with a
complete fish collection.","Por completar
la colección de peces.","Remis pour une collec de
poissons complète.","Per una collezione di pesci
completa al 100%.","Für eine zu 100 % komplette
Fischsammlung.","Balık koleksiyonunu tamamlayan
ihtiyoloji ustalarına."
15,,"A badge for players with a
diving encyclopedia at 50%.","Por conseguir el 50 %
de las especies marinas.","Remis pour une collec de
fruits de mer pleine à 50 %.","Per una collezione di
creature marine al 50%.","Für eine zu 50 % komplette
Meeresfrüchtesammlung.","Deniz ürünlerini toplamaya
meraklı dalgıçlar için."
16,,"A badge for players with a
diving encyclopedia at 80%.","Por conseguir el 80 %
de las especies marinas.","Remis pour une collec de
fruits de mer pleine à 80 %.","Per una collezione di
creature marine all'80%.","Für eine zu 80 % komplette
Meeresfrüchtesammlung.","Deniz ürünlerinin çoğunu
toplamış oyunculara."
17,,"A badge for players with a
complete diving collection.","Por completar la colección
de especies marinas.","Remis pour une collec de
fruits de mer complète.","Per una collezione di
creature marine al 100%.","Für eine zu 100 % komplette
Meeresfrüchtesammlung.","Deniz ürünü koleksiyonunu
tamamlayan ustalara."
18,,"A badge for players who
love popping balloons.","Por explotar todos
los globos que ves.","Remis pour avoir éclaté pas
mal de ballons.","Per chi fa scoppiare
un sacco di palloncini.","Für Leute, die gern Ballons
zum Platzen bringen.","Gökyüzündeki balonları sık sık
vuran oyuncular için."
19,,"A badge for players who
really love popping balloons.","Por explotar globos
hasta decir basta.","Remis pour avoir éclaté
beaucoup de ballons.","Per chi adora far scoppiare
i palloncini.","Eine Anerkennung für viele
abgeschossene Ballons.","Balon avında iyice ustalaşmış
oyunculara."
20,,"A badge for the most avid
balloon hunters in the world.","Por explotar más globos de
los que se pueden contar.","Remis pour avoir éclaté une
tonne de ballons.","Per chi vive per far
scoppiare i palloncini.","Für diejenigen, die jeden
Ballon vom Himmel holen.","Balonları kaçırmayan gerçek
nişancılara özel."
21,,"A badge for players who've
earned tons of island medals.","Por ganar un montón
de medallas en los tours.","Remis pour avoir accumulé
des médailles en excursion.","Per chi ha conquistato
tante medaglie.","Eine Auszeichnung für
fleißige Medaillenjäger.","Ada turlarında bronz madalya
biriktirenlere."
22,,"A badge for players who
love island tours and medals.","Por obtener medallas
por un tubo en los tours.","Remis pour avoir raflé 1 500
médailles en excursion.","Per chi ha conquistato
tantissime medaglie.","Für den Gewinn einer
stolzen Medaillenanzahl.","Ada turlarında bolca gümüş
madalya kazananlara."
23,,"A badge for truly hard-core
island-medal earners.","Por conseguir más medallas
que nadie en los tours.","Remis pour avoir raflé 5 000
médailles en excursion.","Per chi ha conquistato
tonnellate di medaglie.","Für das Abräumen enorm
vieler Medaillen.","Ada turlarının altın madalya
ustalarına."
