index,key,F,G,I,S,U,TR
0,MID_様子_リベラ_前_敬さん,"Les rêves que nous poursuivons sont
souvent fort révélateurs...","Träume sind mächtig. Was ist es, wonach
Ihr strebt?","I sogni sono essenziali per la nostra vita.
Voi cosa sognate?","Todos tenemos sueños. Yo solo deseo
la paz perpetua en este convulso mundo.","Dreams are a powerful thing. What is it
that you seek for yourself?","Hayaller güçlüdür. Peki siz
kendiniz için ne istiyorsunuz?"
1,MID_様子_リベラ_前,"Les rêves que nous poursuivons sont
souvent fort révélateurs...","Träume sind mächtig. Was ist es, wonach
Ihr strebt?","I sogni sono essenziali per la nostra vita.
Voi cosa sognate?","Todos tenemos sueños. Yo solo deseo
la paz perpetua en este convulso mundo.","Dreams are a powerful thing. What is it
that you seek for yourself?","Hayaller güçlüdür. Peki sen
kendin için ne istiyorsun?"
2,MID_様子_リベラ_前_敬様,"Les rêves que nous poursuivons sont
souvent fort révélateurs...","Träume sind mächtig. Was ist das, wonach
Ihr am meisten trachtet?","I sogni sono essenziali per la nostra vita.
Voi cosa sognate?","Todos tenemos sueños. Yo solo deseo
la paz perpetua en este convulso mundo.","Dreams are a powerful thing. What is it
that you seek for yourself?","Hayaller güçlüdür. Peki siz
kendiniz için ne istiyorsunuz?"
3,MID_様子_リベラ_後_敬さん,"Pour ma part, je ne rêve que de voir la paix
et le bonheur régner dans le monde entier.","So banal es klingt: Ich träume von Frieden
und Glück für alle Kreaturen der Götter.","Anche se può sembrare banale, sogno solo
pace e felicità per tutte le creature viventi.","Pues yo solo deseo que todas las criaturas
de este mundo vivan felices y en paz.","As trite as it sounds, I dream only of peace
and happiness for all the gods' creatures.","Basmakalıp gelebilir ama tek hayalim,
tüm canlılar için barış ve mutluluk."
4,MID_様子_リベラ_後_敬様,"Pour ma part, je ne rêve que de voir la paix
et le bonheur régner dans le monde entier.","Es klingt banal, doch träume ich von Frieden
und Glück für alle Kreaturen der Götter.","Anche se può sembrare banale, sogno solo
pace e felicità per tutte le creature viventi.","Pues yo solo deseo que todas las criaturas
de este mundo vivan felices y en paz.","As trite as it sounds, I dream only of peace
and happiness for all the gods' creatures.","Basmakalıp gelebilir ama tek hayalim,
tüm canlılar için barış ve mutluluk."
5,MID_様子_リベラ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_リベラ_前_親子_子,"$Np, et si nous nous battions ?
Montre-moi le résultat de ton entraînement.","$Np, sollen wir etwas üben?
Zeig mir und den Göttern deine Reife.","$Np, vogliamo allenarci un po'?
Mostrami quello che hai imparato.","$Np, ¿entrenamos un poco?
Me gustaría comprobar tu poder.","$Np, shall we practise a bit?
Show me and the gods how you've grown.","$Np, biraz pratik yapalım mı?
Bana ve tanrılara nasıl büyüdüğünü göster."
7,MID_様子_リベラ_後_親子_子,"Bien sûr ! Si tu penses que cela t'aidera.
Je guérirai tes blessures éventuelles.","Wenn ich dir zum Üben genüge, dann ja.
Ich heile alle Wunden, die ich verursache.","Se mi consideri allenamento sufficiente,
allora sì. Curerò ogni ferita che infliggerò.","Si lo que quieres es practicar, acepto.
Sanaré todas la heridas que te provoque.","If you think me ample practice, then yes,
of course. I will heal any wounds I inflict.","Beni yeterli idman sayıyorsan, olur.
Açtığım yaraları da iyileştiririm."
8,MID_様子_リベラ_前_恋人,"Les dieux soient loués, $Np.
Je suis si heureux de t'avoir à mes côtés.","Du bist der größte Segen der Götter,
$Np. Ich bin völlig glücklich.","Voi siete una benedizione degli dei,
$Np. Sono profondamente felice.","$Np, eres un regalo del cielo.
¡Alabados sean los dioses!","You are the gods' greatest blessing,
$Np. I am truly, deeply happy.","Sen tanrıların en büyük lütfusun
$Np. Gerçekten çok mutluyum."
9,MID_様子_リベラ_後_恋人,"Je t'aime, moi aussi. Tu es aussi importante
pour moi que Naga elle-même.","Ich liebe dich auch. Du bist ebenso ein Teil
meines Lebens wie Naga selbst.","Vi amo anch'io. Fate parte della
mia vita al pari di Naga.","Yo también te quiero. Mi corazón es tan
tuyo como de Naga.","I love you too. You are as much a
part of my life as Naga herself.","Ben de seni seviyorum. Sen de Naga'nın
kendisi kadar hayatımın bir parçasısın."
