index,key,F,G,I,S,U,TR
0,MID_マイルーム挨拶_クロム_朝,"Bonjour, $Nu.
Quelle belle matinée,
n'est-ce pas ?","Hallo, $Nu.
Ein schöner Morgen,
nicht wahr?","Ciao, $Nu.
Bellissima mattinata,
non trovi?","Hola, $Nu.
Qué buen día hace,
¿verdad?","Hello, $Nu.
It's a fine morning,
isn't it?","Merhaba,
$Nu. Güzel bir sabah,
değil mi?"
1,MID_マイルーム挨拶_クロム_昼,"Ah, $Nu...
Quels sont nos plans
pour la journée ?","Hallo, $Nu.
Wo soll es denn heute
hingehen?","Ciao, $Nu.
Qual è la nostra meta
oggi?","Hola, $Nu.
¿Hacia dónde nos
dirigimos hoy?","Hello, $Nu.
Where are we headed
today?","Merhaba,
$Nu. Bugün nereye
gidiyoruz?"
2,MID_マイルーム挨拶_クロム_夕,"Bonsoir, $Nu.
Il commence à se faire
tard, mine de rien...","Hallo, $Nu.
Ist schon ziemlich spät,
nicht wahr?","Ciao, $Nu.
Si è fatto tardi, vero?","Hola, $Nu.
Se ha hecho un poco
tarde, ¿no te parece?","Hello, $Nu.
It's gotten late,
hasn't it?","Merhaba,
$Nu. Geç oldu
değil mi?"
3,MID_マイルーム挨拶_クロム_夜,"$Nu...
Je pense qu'il est grand
temps d'aller dormir.","Hallo, $Nu.
Ich schlage vor, wir
rasten.","Ciao, $Nu.
Faremmo meglio ad
andare a dormire.","Hola, $Nu.
Deberíamos irnos a
dormir ya, ¿no crees?","Hello, $Nu.
We should turn in
for the night.","Merhaba, $Nu.
Artık bu gecelik
yatalım."
4,MID_マイルーム挨拶_クロム_誕,"Joyeux anniversaire,
$Nu !","Herzlichen Glückwunsch,
$Nu!","Buon compleanno,
$Nu!","¡Feliz cumpleaños,
$Nu!","Happy birthday,
$Nu!","Doğum günün kutlu olsun,
$Nu!"
5,MID_マイルーム挨拶_フレデリク_朝,"Bonjour, $Nu !
La journée commence
bien, n'est-ce pas ?","Hallo, $Nu.
Welch ein schöner
Morgen!","Salve, $Nu.
Che splendida mattinata!","Hola, $Nu.
¡Hace un día excelente!","Hello, $Nu.
What a fine morning!","Merhaba,
$Nu. Ne güzel bir sabah!"
6,MID_マイルーム挨拶_フレデリク_昼,"Ah, $Nu.
Dites-moi, qu'allez-vous
faire aujourd'hui ?","Hallo, $Nu.
Was habt Ihr heute denn
so vor?","Salve, $Nu.
Quali sono i vostri
piani per oggi?","Hola, $Nu.
¿Qué tenéis pensado
para hoy?","Hello, $Nu.
What are your plans
for the day?","Merhaba,
$Nu. Gün için
planlarınız neler?"
7,MID_マイルーム挨拶_フレデリク_夕,"Bonsoir, $Nu.
La journée est passée
bien vite, non ?","Hallo, $Nu.
Der Tag verging ja wie
im Flug.","Salve, $Nu.
Questa giornata è volata
via in un attimo.","Hola, $Nu.
El día se ha pasado
enseguida, ¿verdad?","Hello, $Nu.
This day certainly
flew by.","Merhaba,
$Nu. Bugün de göz açıp
kapayıncaya dek geçti."
8,MID_マイルーム挨拶_フレデリク_夜,"$Nu...
Vous devriez aller vous
coucher, à présent.","Hallo, $Nu.
Ihr solltet Euch etwas
ausruhen.","Salve, $Nu.
Dovreste andare
a riposare.","Hola, $Nu.
Creo que os convendría
descansar un poco.","Hello, $Nu.
You should get some
sleep.","Merhaba,
$Nu. Biraz
uyumalısın."
9,MID_マイルーム挨拶_フレデリク_誕,"Bon anniversaire,
$Nu.","Herzlichen Glückwunsch,
$Nu.","Felice compleanno,
$Nu.","Feliz cumpleaños,
$Nu.","Happy birthday,
$Nu.","Doğum günün kutlu olsun,
$Nu."
10,MID_マイルーム挨拶_ソール_朝,"Bonjour, $Nu !
Tu as apprécié
ton petit-déjeuner ?","Hallo, $Nu.
Hast du gut
gefrühstückt?","Ciao, $Nu.
Hai fatto una sana e
robusta colazione?","Hola, $Nu.
¿Has desayunado en
condiciones hoy?","Hello, $Nu.
Did you have a good
breakfast?","Merhaba,
$Nu. İyi bir kahvaltı
yaptın mı?"
11,MID_マイルーム挨拶_ソール_昼,"Salut, $Nu.
Dis-moi, tu as déjà pris
ton déjeuner ?","Hallo, $Nu.
Hast du schon zu Mittag
gegessen?","Ciao, $Nu.
Hai già pranzato?","Hola, $Nu.
¿Has almorzado ya?","Hello, $Nu.
Did you get lunch yet?","Merhaba,
$Nu. Henüz öğle yemeği yedin mi?"
12,MID_マイルーム挨拶_ソール_夕,"Coucou, $Nu !
Alors, tu as déjà dîné ?","Hallo, $Nu.
Hast du schon zu Abend
gegessen?","Ciao, $Nu.
Hai già cenato?","Hola, $Nu.
¿Has cenado ya o no?","Hello, $Nu.
Did you have dinner?","Merhaba,
$Nu. Akşam yemeği yedin mi?"
13,MID_マイルーム挨拶_ソール_夜,"Bonsoir, $Nu !
On se fait un petit en-cas
avant d'aller dormir ?","Hallo, $Nu.
Ein Mitternachtshappen
klingt gut, oder?","Ciao, $Nu.
Ci vorrebbe proprio
uno spuntino notturno.","Hola, $Nu.
¿Qué tal un tentempié
de buenas noches?","Hello, $Nu.
Doesn't a late-night
snack sound good?","Merhaba,
$Nu. Gece geç saatte bir
atıştırmalık kulağa hoş gelmiyor mu?"
14,MID_マイルーム挨拶_ソール_誕,"Un joyeux anniversaire
à toi, $Nu !","Herzlichen Glückwunsch,
$Nu!","Buon compleanno,
$Nu!","¡Feliz cumpleaños,
$Nu!","Happy birthday,
$Nu!","Doğum günün kutlu olsun,
$Nu!"
15,MID_マイルーム挨拶_カラム_朝,"Salut, $Nu.
Le lever du soleil était
superbe, ce matin !","Hallo, $Nu.
Der Sonnenaufgang
heute Morgen war schön.","Ciao, $Nu.
Oggi l'alba è stata
spettacolare.","Hola, $Nu.
El amanecer de hoy ha
sido precioso, ¿eh?","Hello, $Nu.
The sunrise was lovely
today.","Merhaba,
$Nu. Bugün gün doğumu çok
güzeldi."
16,MID_マイルーム挨拶_カラム_昼,"Salut, $Nu.
Quelle est notre
destination du jour ?","Hallo, $Nu.
Wo soll es denn heute
hingehen?","Ciao, $Nu.
Cosa avevi in mente
di fare oggi?","Hola, $Nu.
¿Adónde vamos hoy?","Hello, $Nu.
Where are we headed
today?","Merhaba,
$Nu. Bugün nereye
gidiyoruz?"
17,MID_マイルーム挨拶_カラム_夕,"Eh bien, $Nu.
Ce fut une longue
journée...","Hallo, $Nu.
Das war heute ein ganz
schön langer Tag.","Ciao, $Nu.
Una giornata faticosa,
non c'è che dire.","Hola, $Nu.
¡Se me ha hecho
eterno el día!","Hello, $Nu.
What a long day it's
been.","Merhaba,
$Nu. Ne kadar uzun bir
gün oldu."
18,MID_マイルーム挨拶_カラム_夜,"Tiens, $Nu !
Tu es encore debout
à cette heure-ci ?!","Hallo, $Nu.
Du bist ja immer
noch wach?","Ciao, $Nu.
Sei ancora in piedi?","Hola, $Nu.
¿Todavía sigues
en pie?","Hello, $Nu.
Are you really still up?","Merhaba,
$Nu. Gerçekten hâlâ ayakta mısın?"
19,MID_マイルーム挨拶_カラム_誕,"Joyeux anniversaire,
$Nu...","Herzlichen Glückwunsch,
$Nu...","Buon compleanno,
$Nu...","Feliz cumpleaños,
$Nu.","Happy birthday,
$Nu...","Doğum günün kutlu olsun,
$Nu..."
20,MID_マイルーム挨拶_リヒト_朝,"Oh, $Nu... Je
crois que je suis vraiment
pas du matin, moi...","Hallo, $Nu!
Urks... Ich bin definitiv
kein Morgenmensch.","Ciao, $Nu!
Uff. Ci metto un po'
a svegliarmi io...","¡Hola, $Nu!
Uf... Odio levantarme
tan temprano.","Hello, $Nu!
Ugh. I'm definitely not
a morning person.","Merhaba,
$Nu! Ah. Kesinlikle
sabah insanı değilim."
