index,key,F,G,I,S,U,TR
0,MID_様子_単独_プレイヤー男_PCM1,"J'ai la forme, aujourd'hui !",Ich bin heute in Bestform!,Oggi mi sento in forma perfetta!,¡Hoy estoy en plena forma!,I'm in top form today!,Bugün en iyi formdayım!
1,MID_様子_単独_プレイヤー男_PCM2,,,,,,
2,MID_様子_単独_プレイヤー男_PCM3,,,,,,
3,MID_様子_単独_プレイヤー女_PCF1,"J'ai la forme, aujourd'hui !",Ich bin heute in Bestform!,Oggi mi sento in forma perfetta!,¡Hoy estoy en plena forma!,I'm in top form today!,Bugün en iyi formdayım!
4,MID_様子_単独_プレイヤー女_PCF2,,,,,,
5,MID_様子_単独_プレイヤー女_PCF3,,,,,,
6,MID_様子_単独_プレイヤー援軍,... ?!,...,???,(?),...?!,...?!
7,MID_様子_単独_旧マルス,... ?!,...,???,(?),...?!,...?!
8,MID_様子_単独_クロム,"D'où vient cette force soudaine ? Je sens
que je pourrais abattre des montagnes !","Wo kommt denn all diese Kraft her? Ich
fühle mich, als könnte ich Berge versetzen!","Sento la mia forza aumentare!
Potrei spostare montagne!","¿Desde cuándo soy tan fuerte?
¡Me siento capaz de destruir una montaña!","Where is all this strength coming from?
I feel like I could topple a mountain!","Bütün bu güç nereden geliyor? Bir dağı
devirebilecekmişim gibi hissediyorum!"
9,MID_様子_単独_フレデリク,"Quelle agréable sensation ! Je pourrais
protéger le royaume à moi tout seul !","Was ist heute mit mir los? Ich fühle mich,
als könnte ich ganz Ylisse allein beschützen!","Che mi succede oggi? Sento che potrei
proteggere il regno con una mano sola!","¿Qué es lo que me pasa? ¡Me siento como
si pudiera proteger todo el reino yo solo!","What's gotten into me today? I feel as if
I could protect the realm single-handed!","Bugün başıma neler geldi? Sanki diyarı tek
başıma koruyabilecekmişim gibi hissediyorum!"
10,MID_様子_単独_ソール,"Cette ration supplémentaire m'a fait de
l'effet. Je me sens vraiment bien !","Die Extraportion beim Essen macht sich
bemerkbar. Ich fühle mich großartig heute!","Quella porzione in più a cena è davvero
servita. Mi sento in gran forma.","¡Qué bien me siento hoy! Será por
la ración extra que cené anoche.","That extra helping at dinner kicked in.
I feel great today!","Akşam yemeğindeki ekstra yardım etkisini
gösterdi. Bugün kendimi harika hissediyorum!"
11,MID_様子_単独_カラム,"C'est moi ou j'ai acquis de la présence,
aujourd'hui ?","Täusche ich mich oder bin ich heute
irgendwie präsenter als sonst?",Sbaglio o sono più appariscente del solito?,"¿Mi presencia es más perceptible
hoy o me lo parece a mí?","Is it just me, or do I have
more presence today?","Bana mı öyle geliyor, yoksa bugün
daha fazla varlığım mı var?"
12,MID_様子_単独_リヒト,"Je suis en forme aujourd'hui ! Je sens que je
pourrais faire le tour du monde en courant !","Ich platze heute vor Energie! Ich könnte bis
ans Ende der Welt laufen... Und zurück!","Mi sento pieno di energia oggi! Potrei
correre fino agli antipodi e tornare indietro.","¡Hoy arraso con todo! ¡Me siento capaz de
dar la vuelta al mundo corriendo!","I'm on fire today! I feel like I could run
across the world and back!","Bugün yanıyorum! Dünyanın öbür ucuna koşup
geri dönebileceğimi hissediyorum!"
13,MID_様子_単独_ヴェイク,"Le champion n'est jamais fatigué, et
aujourd'hui je pourrais fatiguer la fatigue !","Der Vaike ist zwar nie neben der Spur, aber
heute ist er absolut und total AUF der Spur!","Il maestro non è mai a corto di energia, ma
oggi mi sento straordinariamente in forma.","El gran Vaike nunca tiene un mal día, pero
es que hoy es uno de los ""más mejores"".","The Vaike never has an off day, but today
he's definitely having a ""more-on"" day.","Vaike'nin kötü günü olmaz; bugünse
her zamankinden de formda!"
14,MID_様子_単独_リベラ,"Naga soit louée.
Je me sens magnifiquement bien.","Gelobt seien die Götter!
Ich fühle mich heute wunderbar!","Siano ringraziati gli dei.
Mi sento meravigliosamente bene oggi!","¡Alabados sean los dioses!
Hoy me siento de maravilla.","Gods be praised,
I feel wonderful today!","Tanrılara şükürler olsun,
bugün kendimi harika hissediyorum!"
15,MID_様子_単独_ロンクー,Mes réflexes sont plus vifs que de coutume.,...Ich fühle mich wendiger als gewöhnlich.,Mi sento più agile del solito.,Me siento más ágil que nunca.,...I feel more nimble than usual.,...her zamankinden daha çevik hissediyorum.
16,MID_様子_単独_グレゴ,"Je sens qu'j'ai la baraka, aujourd'hui.
J'pourrais vaincre n'importe qui !","Gregor heute laufen schneller als jemals!
Er können besiegen JEDEN!","Gregor corre il doppio degli altri oggi!
Nessuno mi batte, sì?","¡Gregor sentir como campeón!
¡Nadie poder con Gregor hoy!","Gregor is running the circle around
everyone today! Is match for ANYONE!","Gregor bugün herkesin etrafında
dönüyor! HERKES ile esleşiyor!"
17,MID_様子_単独_ガイア,"Ce sucre me donne de la force !
Tellement de force... Je me sens revivre !","Ein bisschen Zucker und ich bin nicht mehr
zu stoppen! Süße Energie im Überfluss!","Un po' di zuccheri e sono su di giri.
Oggi mi sento delizioso.","El azúcar de esta mañana me ha puesto a
tono. ¡Tengo energía para dar y tomar!","A little sugar has really got my brain
spinning again, and I got energy to spare!","Biraz şeker beynimi yine çalıştırdı;
enerjim taşıyor!"
