index,key,F,G,I,S,U,TR
0,MID_様子_オリヴィエ_前_敬さん,"Les rêves... On les poursuit, mais quand
est-ce qu'on arrive à les attraper ?","Träumen nachzujagen ist leicht, aber sie zu
fangen ist schwierig. Wovon träumt Ihr?","I sogni sono facili da inseguire ma difficili
da raggiungere. Qualcuno da condividere?","Algunos sueños no son fáciles de cumplir.
El mío es... superar el miedo escénico.","Dreams are easy to chase, but hard to
catch. What do you dream about?","Hayallerin peşinden gitmek kolay,
yakalamak zordur. Siz ne düşlersiniz?"
1,MID_様子_オリヴィエ_前,"Les rêves... On les poursuit, mais quand
est-ce qu'on arrive à les attraper ?","Träumen nachzujagen ist leicht, aber sie zu
fangen ist schwierig. Wovon träumst du?","I sogni sono facili da rincorrere ma difficili
da raggiungere. Qualcuno da condividere?","Algunos sueños no son fáciles de cumplir.
El mío es... superar el miedo escénico.","Dreams are easy to chase, but hard to
catch. What do you dream about?","Hayallerin peşinden gitmek kolay,
yakalamak zordur. Sen ne düşlersin?"
2,MID_様子_オリヴィエ_前_敬様,"Les rêves... On les poursuit, mais quand
est-ce qu'on arrive à les attraper ?","Träumen nachzujagen ist leicht, aber sie zu
fangen ist schwierig. Wovon träumt Ihr?","I sogni sono facili da inseguire ma difficili
da raggiungere. Voi cosa sognate?","Algunos sueños no son fáciles de cumplir.
El mío es... superar el miedo escénico.","Dreams are easy to chase, but hard to
catch. What do you dream about?","Hayallerin peşinden gitmek kolay,
yakalamak zordur. Siz ne düşlersiniz?"
3,MID_様子_オリヴィエ_後_敬さん,"Je veux simplement être la meilleure des
danseuses... si je peux vaincre ma timidité...","Ich will die beste Tänzerin von allen sein.
...Wäre da nicht mein Lampenfieber.","Essere la miglior danzatrice che ci sia.
Se riesco a superare la paura del pubblico.","Yo quiero ser la mejor bailarina de todo
el mundo... y superar mi timidez.","I just want to be the best dancer around.
...If I can get over my stage fright first.","Çevrenin en iyi dansçısı olmak istiyorum.
...Önce sahne korkumu aşabilirsem."
4,MID_様子_オリヴィエ_後_敬様,"Je veux simplement être la meilleure des
danseuses... si je peux vaincre ma timidité...","Ich will die beste Tänzerin von allen sein.
...Wäre da nicht mein Lampenfieber.","Essere la miglior danzatrice che ci sia.
Se riesco a superare la paura del pubblico.","Yo quiero ser la mejor bailarina de todo
el mundo... y superar mi timidez.","I just want to be the best dancer around.
...If I can get over my stage fright first.","Çevrenin en iyi dansçısı olmak istiyorum.
...Önce sahne korkumu aşabilirsem."
5,MID_様子_オリヴィエ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_オリヴィエ_前_親子_子,"$Np, tu veux t'entraîner avec moi ?
Je n'ose pas demander à...","$Np, trainierst du mit mir? Ich
traue mich nicht, jemand anderen zu fragen.","$Np, ti va di allenarti con me?
Sono troppo timida per chiedere ad altri.","$Np, ¿quieres entrenar conmigo?
Me da vergüenza pedírselo a otra persona.","$Np, would you mind training
with me? I'm too shy to ask anyone else.","$Np, benimle antrenman yapar mısın?
Başka birine soramayacak kadar utangacım."
7,MID_様子_オリヴィエ_後_親子_子,"Vr... Vraiment ? Croiser le fer avec mon
enfant... Ça me rend nerveuse.","B-bist du sicher? Gegen mein Kind
anzutreten macht mich sehr nervös.","S-solo a pensare di competere
con te mi vengono i brividi.","¿Seguro? Es que solo de pensar en apuntar
a mi propio vástago me pongo nerviosa.","A-are you sure? Just thinking about raising
a sword at my own child makes me nervous.","A-emin misin? Kendi çocuğuma kılıç
kaldırmayı düşünmek bile beni tedirgin ediyor."
8,MID_様子_オリヴィエ_前_恋人,"$Np, mon amour est si fort...
Il me donne courage et assurance.","$Np, ich liebe dich so sehr.
Du gibst mir den Mut, es auszusprechen.","$Np, il mio è amore puro.
È grazie a questo che divento coraggiosa.","$Np, te quiero muchísimo.
Tú me das la seguridad que necesito.","$Np, I love you so much.
You give me the courage to say that.","$Np, Seni çok seviyorum. Bana
bunu söyleme cesaretini verdin."
9,MID_様子_オリヴィエ_後_恋人,"Mon cher époux... Cet amour fait danser
mon cœur... Je sais qu'il durera toujours...",Ich liebe dich auch. Für immer.,"Provo gli stessi sentimenti.
E sarà sempre così.","Yo también te quiero.
Y nunca dejaré de hacerlo.","I love you, too. And I always will.",Ben de seni seviyorum. Hep seveceğim.
