index,key,F,G,I,S,U,TR
0,MCID_E000,Lignées perdues,Verlorene Blutlinien 1,La stirpe dimenticata 1,Los Fundadores 1,Lost Bloodlines 1,Kayıp Kan Hatları 1
1,MID_E000_OP0,"$t1$Wm占い|7$Wmクロム|3$w0|$Ws占い|$Wa$E笑,|$SvjSE_VOICE_SERVANTES_EVT_6|$SveSE_VOICE_VIRREGER4_EVT_4|Ah, vous êtes ici !$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_2|C'est toi, vieux Baba ? Cela signifie que
nous y sommes arrivés...$k$pC'est le monde où les Einherjar sont dotés
d'un esprit et d'une volonté propres...$k$p... et s'affrontent dans une guerre
sans merci ?$k
$Ws占い|$Wa$SvpSE_VOICE_VIRREGER4_EVT_7|Exact. Et j'ai fait croire à l'une des armées
que c'était EUX qui vous avaient invoqués !$k$pIls seront donc vos alliés !$k$pCela vous évitera peut-être un incident
diplomatique ! Hou hou ha !$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_7|D'accord... Très bien.$k","$t1$Wm占い|7$Wmクロム|3$w0|$Ws占い|$Wa$E笑,|$SvjSE_VOICE_SERVANTES_EVT_6|$SveSE_VOICE_VIRREGER4_EVT_4|Ah! Ihr seid zurückgekommen!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_2|Bist du das, Rasputamus?
Dann muss dies der Ort sein...$k$pDie Welt, in der die Einherjar einen eigenen
Verstand und Willen haben und Krieg führen.$k
$Ws占い|$Wa$SvpSE_VOICE_VIRREGER4_EVT_7|Ja, so ist es! Doch verzagt, nicht!
Ihr werdet hier Verbündete haben!$k$pIch ließ eine der beiden Seiten glauben,
dass SIE Euch herbeigerufen haben.$k$pIch sagte ihnen, ich hätte es vorhergesehen
und verwies auf die Weisheit meiner Jahre.$k$pDadurch ließen sie sofort jegliche Zweifel
fahren! Hohoho!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_7|Das kommt mir bekannt vor...$k","$t1$Wm占い|7$Wmクロム|3$w0|$Ws占い|$Wa$E笑,|$SvjSE_VOICE_SERVANTES_EVT_6|$SveSE_VOICE_VIRREGER4_EVT_4|Ah! Siete tornati!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_2|Laidus? Questo significa che siamo diretti
verso uno dei mondi di cui ci hai parlato?$k$pUn Altrotempo dilaniato da guerre fra
einherjar con una volontà propria?$k
$Ws占い|$Wa$SvpSE_VOICE_VIRREGER4_EVT_7|Sì. Ma c'è una buona notizia:
avrete degli alleati!$k$pHo convinto una delle fazioni a credere
di essere stati LORO a evocare VOI!$k$pHo detto loro di aver avuto una visione
premonitrice. Oh oh oh!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_7|Ehm, questa l'ho già sentita.$k","$t1$Wm占い|7$Wmクロム|3$w0|$Ws占い|$Wa$E笑,|$SvjSE_VOICE_SERVANTES_EVT_6|$SveSE_VOICE_VIRREGER4_EVT_4|¡Ah! ¡Habéis venido!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_2|¿Eres tú, abuelo?
Entonces este debe de ser el sitio...$k$pEl mundo en el que los einherjar
tienen mente y voluntad propias.$k
$Ws占い|$Wa$SvpSE_VOICE_VIRREGER4_EVT_7|Sí. Y he hecho creer a uno de los bandos
que ELLOS os han invocado a VOSOTROS.$k$p¡Eso debería libraros de incómodos
encuentros diplomáticos! ¡Jo, jo, jooooo!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_7|Eeeeh... Vale, bien hecho.$k","$t1$Wm占い|7$Wmクロム|3$w0|$Ws占い|$Wa$E笑,|$SvjSE_VOICE_SERVANTES_EVT_6|$SveSE_VOICE_VIRREGER4_EVT_4|Ah! You've returned!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_2|Hubba? ...Does this mean we're headed
to one of the worlds you spoke of?$k$pAn Outrealm torn by warring Einherjar
that have minds and wills of their own?$k
$Ws占い|$Wa$SvpSE_VOICE_VIRREGER4_EVT_7|Indeed it does! But good news:
you'll have allies!$k$p...I fooled one of the opposing sides into
thinking THEY summoned YOU. Heh heh.$k$pTold them I foresaw it, then played up my
age to throw off any suspicions. Ho ho!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_7|Sounds familiar...$k","$t1$Wm占い|7$Wmクロム|3$w0|$Ws占い|$Wa$E笑|$SvjSE_VOICE_SERVANTES_EVT_6|$SveSE_VOICE_VIRREGER4_EVT_4|Ah! Geri döndün!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_2|Hubba? ...Bu, bahsettiğiniz dünyalardan
birine gittiğimiz anlamına mı geliyor?$k$pKendi aklı ve iradesi olan Einherjar'ın
savaşıyla parçalanmış bir Öte Âlem mı?$k
$Ws占い|$Wa$SvpSE_VOICE_VIRREGER4_EVT_7|Gerçekten de öyle! Ama iyi haber:
müttefikleriniz olacak!$k$p...Karşı taraflardan birini SİZİ çağırdıklarını
düşünerek kandırdım. Heh heh.$k$pBunu öngördüğümü söyledim, sonra şüpheyi
dağıtmak için yaşlı rolü yaptım. Ho ho!$k
$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_7|Tanıdık geliyor...$k"
2,MID_E000_OP1,"$t0$Wm配信キュアン|0$w0|$Ws配信キュアン|$WaSigurd... Leif a envoyé un messager. Il
est parvenu à diviser l'ennemi.$k
$Wm配信シグルド|6$w0|$Ws配信シグルド|$WaSplendide, Quan ! Je n'en attendais pas
moins de la part de tes fils.$k
$Ws配信キュアン|$Wa$pIls sont en effectif réduit. C'est
le moment de les attaquer !$k
$Ws配信シグルド|$WaJe suis d'accord.$k
$Ws配信キュアン|$Wd$w0|$Ws配信シグルド|$Wa$pEnvoie un message à Seliph !$k$pIl faut rassembler nos troupes hors du
château et les envoyer sur les Akanéens.$k$pNous allons les prendre en étau !$k","$t0$Wm配信キュアン|0$w0|$Ws配信キュアン|$WaSigurd, Leif hat einen Boten entsandt.
Er konnte den Feind auseinandertreiben.$k
$Wm配信シグルド|6$w0|$Ws配信シグルド|$WaAusgezeichnet, Quan! Von Eurem Sohn
hätte ich auch nicht weniger erwartet.$k
$Ws配信キュアン|$Wa$pWir sollten jetzt angreifen, solange sie
noch in der Unterzahl sind.$k
$Ws配信シグルド|$WaDem stimme ich zu.$k
$Ws配信キュアン|$Wd$w0|$Ws配信シグルド|$Wa$pSchickt einen Boten zu Seliph!$k$pEr soll die Burg verlassen und die
Akanäer mit allen Truppen angreifen.$k$pWir werden sie zwischen unseren beiden
Streitkräften zermalmen!$k","$t0$Wm配信キュアン|0$w0|$Ws配信キュアン|$WaSigurd, Leif ha inviato un messaggero.
È riuscito a frammentare il nemico.$k
$Wm配信シグルド|6$w0|$Ws配信シグルド|$WaBenissimo, Quan! Non mi aspetterei
nulla di meno da tuo figlio.$k
$Ws配信キュアン|$Wa$pCi conviene attaccare subito,
finché sono deboli.$k
$Ws配信シグルド|$WaVa bene.$k
$Ws配信キュアン|$Wd$w0|$Ws配信シグルド|$Wa$pInvia un messaggero a Seliph!$k$pDigli di lasciare il castello con i nostri
eserciti e di dirigersi contro gli akanei.$k$pLi attaccheremo da entrambi i lati!$k","$t0$Wm配信キュアン|0$w0|$Ws配信キュアン|$WaSigurd, Leif ha enviado un emisario.
Ha debilitado las fuerzas enemigas.$k
$Wm配信シグルド|6$w0|$Ws配信シグルド|$Wa¡Espléndido, Quan! No esperaba menos
de un hijo tuyo.$k
$Ws配信キュアン|$Wa$pDeberíamos atacar ahora que tienen
pocos efectivos.$k
$Ws配信シグルド|$WaCierto.                           $k
$Ws配信キュアン|$Wd$w0|$Ws配信シグルド|$Wa$p¡Enviad un mensaje a Seliph!$k$pDecidle que salga del castillo y ataque
con todos sus hombres a los akaneos.$k$p¡Los aplastaremos desde ambos lados!$k","$t0$Wm配信キュアン|0$w0|$Ws配信キュアン|$WaSigurd, Leif has sent a messenger.
He's managed to splinter the enemy.$k
$Wm配信シグルド|6$w0|$Ws配信シグルド|$WaSplendid, Quan! I would expect
no less from any son of yours.$k
$Ws配信キュアン|$Wa$pWe should attack now, while
their ranks are thin.$k
$Ws配信シグルド|$WaAgreed.$k
$Ws配信キュアン|$Wd$w0|$Ws配信シグルド|$Wa$pSend a messenger to Seliph!$k$pBid him march from the castle and bring
all our might down on the Akaneians.$k$pWe'll crush them from both sides!$k","$t0$Wm配信キュアン|0$w0|$Ws配信キュアン|$WaSigurd, Leif bir haberci
gönderdi. Düşmanı parçalamayı başardı.$k
$Wm配信シグルド|6$w0|$Ws配信シグルド|$WaHarika, Quan! Senin
oğlundan da bu beklenirdi.$k
$Ws配信キュアン|$Wa$pOnların safları zayıfken
şimdi saldırmalıyız.$k
$Ws配信シグルド|$WaKabul edildi.$k
$Ws配信キュアン|$Wd$w0|$Ws配信シグルド|$Wa$pSelif'e elçi gönder!$k$pOna kaleden çıkmasını ve tüm gücümüzü
Akaneialıların üzerine indirmesini söyle.$k$pOnları iki taraftan da ezeceğiz!$k"
3,MID_E000_OP2,"$t0$Wm配信フィー|0$w0|$Ws配信フィー|$WaMonseigneur Seliph ! Votre père nous
envoie un message.$k
$Wm配信セリス|6$w0|$Ws配信セリス|$Wa$pQue dit-il, Fee ?$k
$Ws配信フィー|$WaIl faut retirer nos troupes du château
pour attaquer l'ennemi !$k
$Ws配信セリス|$Wa$pTrès bien. Dis aux hommes de
se préparer !$k","$t0$Wm配信フィー|0$w0|$Ws配信フィー|$WaSeliph! Verzeiht, aber ich erhielt eine
Nachricht von Eurem Herrn Vater.$k
$Wm配信セリス|6$w0|$Ws配信セリス|$Wa$pLass hören, Fee.$k
$Ws配信フィー|$WaIhr sollt das Schloss verlassen und mit
allen Truppen den Feind angreifen!$k
$Ws配信セリス|$Wa$pIn Ordnung. Macht die Männer
abmarschbereit!$k","$t0$Wm配信フィー|0$w0|$Ws配信フィー|$WaLord Seliph! Porto un messaggio
da parte di vostro padre.$k
$Wm配信セリス|6$w0|$Ws配信セリス|$Wa$pCosa dice, Fee?$k
$Ws配信フィー|$WaVi chiede di mettervi in marcia con
l'esercito e attaccare il nemico!$k
$Ws配信セリス|$Wa$pBene. Prepara gli uomini e andiamo!$k","$t0$Wm配信フィー|0$w0|$Ws配信フィー|$Wa¡Mi señor Seliph! Con vuestro permiso,
traigo un mensaje de vuestro padre.$k
$Wm配信セリス|6$w0|$Ws配信セリス|$Wa$p¿De qué se trata, Fee?$k
$Ws配信フィー|$Wa¡Os ordena salir del castillo y atacar
al enemigo con todas vuestras fuerzas!$k
$Ws配信セリス|$Wa$pEntendido.$k$p¡Ordena a los hombres
que se preparen!$k","$t0$Wm配信フィー|0$w0|$Ws配信フィー|$WaLord Seliph! I've a message
from your father.$k
$Wm配信セリス|6$w0|$Ws配信セリス|$Wa$pLet's have it, Fee.$k
$Ws配信フィー|$WaHe asks you depart the castle and
attack the enemy at once!$k
$Ws配信セリス|$Wa$pRight, then. Ready the men!$k","$t0$Wm配信フィー|0$w0|$Ws配信フィー|$WaEfendi Selif! Babandan
bir mesajım var.$k
$Wm配信セリス|6$w0|$Ws配信セリス|$Wa$pSöyle bakalım, Fee.$k
$Ws配信フィー|$WaKaleden ayrılmanızı ve hemen
düşmana saldırmanızı istiyor!$k
$Ws配信セリス|$Wa$pPeki o zaman. Adamları hazırlayın!$k"
4,MID_E000_OP3,"$t0$Wm配信ホルス|0$w0|$Ws配信ホルス|$WaNotre armée a été décimée...$k
$Wm配信カタリナ|6$w0|$Ws配信カタリナ|$WaMonseigneur Horace, le temps nous
est compté.$k$pBientôt, les Jugdrali nous porteront
le coup de grâce.$k
$Ws配信ホルス|$Wa$pDiable ! Nous sommes visiblement
en infériorité numérique.$k
$Ws配信カタリナ|$Wa$pPeut-être, mais j'ai un plan...$k
$Ws配信ホルス|$Wa$pParle, Katarina. Il faut agir
promptement !$k
$Ws配信カタリナ|$Wa$pJ'ai demandé l'aide de voyageurs
venus d'un autre monde.$k$pIls devraient arriver en compagnie
du roi Marth. Il faut résister !$k","$t0$Wm配信ホルス|0$w0|$Ws配信ホルス|$WaWir wurden dezimiert...$k
$Wm配信カタリナ|6$w0|$Ws配信カタリナ|$WaHerr Horace, uns bleibt nicht viel Zeit,
bevor die Jugdraliten uns erledigen.$k
$Ws配信ホルス|$Wa$pVerdammt! Wir sind zahlenmäßig weit
unterlegen.$k
$Ws配信カタリナ|$Wa$pIm Moment vielleicht. Aber ich habe
einen Plan.$k
$Ws配信ホルス|$Wa$pSag ihn mir, Katarina. Schnell!$k
$Ws配信カタリナ|$Wa$pIch habe Hilfe aus einer anderen
Dimension herbeigerufen.$k$pSie sollten unsere Welt in der Nähe von
König Marth betreten. Halten wir durch!$k","$t0$Wm配信ホルス|0$w0|$Ws配信ホルス|$WaSiamo stati decimati...$k
$Wm配信カタリナ|6$w0|$Ws配信カタリナ|$WaLord Horace, ci resta poco tempo.
L'esercito jugdralita sta per annientarci.$k
$Ws配信ホルス|$Wa$pDannazione! Siamo numericamente
inferiori!$k
$Ws配信カタリナ|$Wa$pAdesso sì. Ma ho un piano.$k
$Ws配信ホルス|$Wa$pQuale, Katarina? Presto, dimmi!$k
$Ws配信カタリナ|$Wa$pHo richiesto soccorso
da un altro mondo.$k$pDovrebbero apparire da un momento
all'altro. Dobbiamo resistere!$k","$t0$Wm配信ホルス|0$w0|$Ws配信ホルス|$WaNos han diezmado...$k
$Wm配信カタリナ|6$w0|$Ws配信カタリナ|$WaMi señor Horace, los jugdralitas
no tardarán en acabar con nosotros.$k
$Ws配信ホルス|$Wa$p¡Maldición! Nos superan mucho
en número.$k
$Ws配信カタリナ|$Wa$pAhora mismo, sí, así es.
Pero tengo un plan.$k
$Ws配信ホルス|$Wa$p¡Cuéntamelo rápido, Katarina!$k
$Ws配信カタリナ|$Wa$pHe invocado ayuda de otro mundo.$k$pLlegarán al nuestro cerca de la posición
del rey Marth. ¡Debemos aguantar!$k","$t0$Wm配信ホルス|0$w0|$Ws配信ホルス|$WaWe've been decimated...$k
$Wm配信カタリナ|6$w0|$Ws配信カタリナ|$WaLord Horace, we don't have much time
before the Jugdrali finish us off.$k
$Ws配信ホルス|$Wa$pDamn! We're vastly outnumbered.$k
$Ws配信カタリナ|$Wa$pIndeed we are, but I have a plan...$k
$Ws配信ホルス|$Wa$pTell me, Katarina. Quickly!$k
$Ws配信カタリナ|$Wa$pI've summoned aid from another world.$k$pThey should appear near King Marth's
party at any moment. We must hold out!$k","$t0$Wm配信ホルス|0$w0|$Ws配信ホルス|$WaYok edildik...$k
$Wm配信カタリナ|6$w0|$Ws配信カタリナ|$WaLord Horace, Jugdrali'nin işimizi
bitirmeden önce fazla vaktimiz yok.$k
$Ws配信ホルス|$Wa$pLanet olsun! Sayıca çok gerideyiz.$k
$Ws配信カタリナ|$Wa$pGerçekten öyleyiz ama bir planım var...$k
$Ws配信ホルス|$Wa$pÇabuk söyle, Katarina!$k
$Ws配信カタリナ|$Wa$pBaşka bir dünyadan yardım çağırdım.$k$pHer an Kral Marth’ın grubunun
yakınında belirebilirler. Dayanmalıyız!$k"
5,MID_E000_OP4_PCM1,"$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Deux grandes armées s'affrontent.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|L'une d'elles s'attend à ce que nous
leur prêtions main-forte. Mais laquelle ?$k$pPrenons part au combat. J'imagine que
nous serons rapidement fixés...$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|C'est en effet une bonne façon de
savoir qui sont nos alliés ! Allons-y !$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Es treffen im Moment zwei Armeen
aufeinander.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|Von denen eine glaubt, sie habe uns
herbeigerufen. Aber welche?$k$pIch schätze, das wird sich in kürzester
Zeit in der Schlacht herausstellen.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|So ist es. Ziehen wir los!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Sembra che due grandi eserciti
stiano per scontrarsi.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|E uno dei due crede di averci chiamato.
Ma qual è tra i due?$k$pPenso che lo capiremo presto,
non appena sarà iniziata la battaglia.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|Esatto. Andiamo!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Parece que hay dos ejércitos
poderosos enfrentándose.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|Y uno cree que nos ha invocado.
Pero ¿cuál de los dos?$k$pSupongo que si entramos en batalla,
no tardaremos en descubrirlo.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|Eso es. ¡Adelante!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Two mighty armies, set against
each other...$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|And one of them believes they
summoned us. But which one?$k$pI suppose a few moments of battle
ought to sort that out quickly enough.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|Indeed. Let's go!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|İki güçlü ordu karşı
karşıya...$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|Ve içlerinden biri bizi
çağırdıklarına inanıyor. Ama hangisi?$k$pSanırım birkaç dakikalık bir
savaş bunu yeterince çabuk çözecektir.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒|Aynen. Hadi gidelim!$k"
6,MID_E000_OP4_PCM2,,,,"$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|…大軍同士が
激突しているようだな。$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|どちらかがぼくたちを
呼び出したと思っている方だね。$k$pまあ、明らかに敵対行動を
とっている軍と$k$p友軍と思っている軍に
わかれているから分かりやすいけどね。$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|おのずと敵味方が
決まってくるということか。$k$pよし、行くぞ！$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|…大軍同士が
激突しているようだな。$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|どちらかがぼくたちを
呼び出したと思っている方だね。$k$pまあ、明らかに敵対行動を
とっている軍と$k$p友軍と思っている軍に
わかれているから分かりやすいけどね。$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|おのずと敵味方が
決まってくるということか。$k$pよし、行くぞ！$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|İki büyük ordu çarpışıyor gibi.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_M#_EVT_15|Taraflardan biri bizi kendilerinin
çağırdığını sanıyor.$k$pAçıkça düşmanca davranan ordularla...$k$pdost bizi dost sanan ordular ayrıldığı için
anlamak kolay.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒|Yani dostla düşman kendiliğinden belli
oluyor.$k$pPekâlâ, gidelim!$k"
7,MID_E000_OP4_PCM3,,,,"$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|…大軍同士が
激突しているようだな。$k
$Wmusername|6$w0|$Wsusername|$Wa$E怒,|………！$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_6|$E怒,|そうだな…明らかに
敵対行動をとっている軍と$k$p友軍だと思っている軍に
わかれている。$k$pおのずと敵味方が
決まってくるということか。$k$p$Eキメ,|よし、行くぞ！$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|…大軍同士が
激突しているようだな。$k
$Wmusername|6$w0|$Wsusername|$Wa$E怒,|………！$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_6|$E怒,|そうだな…明らかに
敵対行動をとっている軍と$k$p友軍だと思っている軍に
わかれている。$k$pおのずと敵味方が
決まってくるということか。$k$p$Eキメ,|よし、行くぞ！$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|İki büyük ordu çarpışıyor gibi.$k
$Wmusername|6$w0|$Wsusername|$Wa$E怒|......!$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_6|$E怒|Evet... Açıkça düşmanca davranan
ordularla...$k$pdost bildiğimiz ordu diye ayrılıyor.$k$pYani dostla düşman kendiliğinden belli
oluyor.$k$p$Eキメ|Pekâlâ, gidelim!$k"
8,MID_E000_OP4_PCF1,"$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Deux grandes armées s'affrontent.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|Et l'une d'elles s'attend à ce que nous
lui prêtions main-forte. Mais laquelle ?$k$pPrenons part au combat. J'imagine que
nous serons rapidement fixés.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|C'est en effet une bonne façon de
savoir qui sont nos alliés ! Allons-y !$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Es treffen im Moment zwei Armeen
aufeinander.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|Von denen eine glaubt, sie habe uns
herbeigerufen. Aber welche?$k$pIch schätze, das wird sich in kürzester
Zeit in der Schlacht herausstellen.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|So ist es. Ziehen wir los!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Sembra che due grandi eserciti
stiano per scontrarsi.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|E uno dei due crede di averci chiamato.
Ma qual è tra i due?$k$pPenso che lo capiremo presto,
non appena sarà iniziata la battaglia.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|Esatto. Andiamo!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Parece que hay dos ejércitos
poderosos enfrentándose.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|Y uno cree que nos ha invocado.
Pero ¿cuál de los dos?$k$pSupongo que si entramos en batalla,
no tardaremos en descubrirlo.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|Eso es. ¡Adelante!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|Two mighty armies, set against
each other...$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|And one of them believes they
summoned us. But which one?$k$pI suppose a few moments of battle
ought to sort that out quickly enough.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|Indeed. Let's go!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|İki güçlü ordu karşı
karşıya...$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|Ve içlerinden biri bizi
çağırdıklarına inanıyor. Ama hangisi?$k$pSanırım birkaç dakikalık bir
savaş bunu yeterince çabuk çözecektir.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒|Aynen. Hadi gidelim!$k"
9,MID_E000_OP4_PCF2,,,,"$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|…大軍同士が
激突しているようだな。$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|どちらかが私たちを
呼び出したと思っている方ですね。$k$pとはいえ、明らかに
敵対行動をとっている軍と$k$p友軍と思っている軍にわかれていますから
分かりやすいですけど。$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|おのずと敵味方が
決まってくるということか。$k$pよし、行くぞ！$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|…大軍同士が
激突しているようだな。$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|どちらかが私たちを
呼び出したと思っている方ですね。$k$pとはいえ、明らかに
敵対行動をとっている軍と$k$p友軍と思っている軍にわかれていますから
分かりやすいですけど。$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒,|おのずと敵味方が
決まってくるということか。$k$pよし、行くぞ！$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_12|İki büyük ordu çarpışıyor gibi.$k
$Wmusername|6$w0|$Wsusername|$Wa$SvpSE_VOICE_PLAYER_F#_EVT_15|Taraflardan biri bizi kendilerinin
çağırdığını sanıyor.$k$pYine de, açıkça düşmanca davranan
ordularla...$k$pdost bizi dost sanan ordular ayrıldığı için
anlamak kolay.$k
$Wsクロム|$Wa$p$SvpSE_VOICE_CHROM_EVT_38|$E怒|Yani dostla düşman kendiliğinden belli
oluyor.$k$pPekâlâ, gidelim!$k"
