index,key,F,G,I,S,U,TR
0,MID_様子_セルジュ_前,"Nous avons tous des rêves pour nous
permettre d'avancer, non ?","Wir brauchen alle Träume, um nicht den Mut
zu verlieren. Wovon träumst du?","Tutti abbiamo bisogno di sognare.
Qual è il tuo sogno?","Cómo me gustaría ver a Minerva convertida
en madre... Ese es mi sueño.","We all need dreams to sustain us.
What are yours?","Hepimizin bizi ayakta tutan hayalleri var.
Seninkiler neler?"
1,MID_様子_セルジュ_前_通ちゃん,"Nous avons tous des rêves pour nous
permettre d'avancer, non ?","Wir brauchen alle Träume, um nicht den Mut
zu verlieren. Wovon träumst du?","Tutti abbiamo bisogno di sognare.
Tu che sogni hai?","Cómo me gustaría ver a Minerva convertida
en madre... Ese es mi sueño.","We all need dreams to sustain us.
What are yours?","Hepimizin bizi ayakta tutan hayalleri var.
Seninkiler neler?"
2,MID_様子_セルジュ_前_敬さん,"Nous avons tous des rêves pour nous
permettre d'avancer, non ?","Wir brauchen alle Träume, um nicht den Mut
zu verlieren. Wovon träumt Ihr?","Tutti abbiamo bisogno di sognare.
Voi che sogni avete?","Cómo me gustaría ver a Minerva convertida
en madre... Ese es mi sueño.","We all need dreams to sustain us.
What are yours?","Hepimizin bizi ayakta tutan hayalleri var.
Sizinkiler neler?"
3,MID_様子_セルジュ_後,"Pour ma part, j'adorerais voir le petit de
Minerva un jour. Ne serait-ce pas magique ?","Nun, ich würde gerne mal Minervas Kind
sehen. Wäre das nicht zauberhaft?","Mi piacerebbe vedere i cuccioli di Minerva
un giorno. Non sarebbe magnifico?","Pues yo querría ver a Minerva convertida en
madre. ¡Sería tan bonito!...","Well, I would love to see Minerva's child
one day. Wouldn't that be magical?","Bir gün Minerva'nın yavrusunu görmeyi
çok isterim. Harika olmaz mıydı?"
4,MID_様子_セルジュ_後_通ちゃん,"Pour ma part, j'adorerais voir le petit de
Minerva un jour. Ne serait-ce pas magique ?","Nun, ich würde gerne mal Minervas Kind
sehen. Wäre das nicht zauberhaft?","Mi piacerebbe vedere i cuccioli di Minerva
un giorno. Non sarebbe magnifico?","Pues yo querría ver a Minerva convertida en
madre. ¡Sería tan bonito!...","Well, I would love to see Minerva's child
one day. Wouldn't that be magical?","Bir gün Minerva'nın yavrusunu görmeyi
çok isterim. Harika olmaz mıydı?"
5,MID_様子_セルジュ_後_敬さん,"Pour ma part, j'adorerais voir le petit de
Minerva un jour. Ne serait-ce pas magique ?","Nun, ich würde gerne mal Minervas Kind
sehen. Wäre das nicht zauberhaft?","Mi piacerebbe vedere i cuccioli di Minerva
un giorno. Non sarebbe magnifico?","Pues yo querría ver a Minerva convertida en
madre. ¡Sería tan bonito!...","Well, I would love to see Minerva's child
one day. Wouldn't that be magical?","Bir gün Minerva'nın yavrusunu görmeyi
çok isterim. Harika olmaz mıydı?"
6,MID_様子_セルジュ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
7,MID_様子_セルジュ_前_親子_子,"Viens t'entraîner avec moi, $Np.
Ça va te faire du bien.","Komm und übe mit mir, $Np.
Das wird dir guttun.","Alleniamoci insieme, $Np.
Ti farà bene.","Acompáñame y practica conmigo,
$Np. Te vendrá bien.","Come practise with me, $Np.
It will be good for you.","Gel benimle pratik yap,
$Np. Senin için iyi olacak."
8,MID_様子_セルジュ_後_親子_子,"Très bien. Je ne peux rien refuser
à la chair de ma chair !",Gut. Für mein liebes Kind tue ich alles.,"Va bene. Tutto per te, tesoro!","Muy bien. ¡Lo que sea por
mi querido hijo!","Very well. For my darling child, anything!","Çok iyi. Sevgili çocuğum için ne olursa
olsun!"
9,MID_様子_セルジュ_前_恋人,"$Np, l'amour qui m'anime est
aussi grisant qu'un vol à dos de wyverne.","Ich verehre dich $Np.
Vergiss das niemals.","Il mio cuore appartiene a $Np.
Impossibile da dimenticare.","Te quiero, $Np. No lo olvides.","I adore you, $Np.
Never forget that.","Sana bayılıyorum,
$Np. Bunu asla unutma."
10,MID_様子_セルジュ_後_恋人,"Je suis amoureuse... J'aimerais entendre
cette déclaration d'amour encore une fois.","Ich liebe dich auch... Und jetzt sag das
noch mal.","Anche io provo lo stesso e...
mi piacerebbe sentirlo ancora.","Yo también te quiero... y me encantaría
oír cómo lo repites.","I love you, too... Now say that again.","Ben de seni seviyorum... Şimdi bunu tekrar
söyle."
