index,key,F,G,I,S,U,TR
0,MID_P001_OP1,"$t1$Wmクロム|3$w0|$Wmusername|7$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_29|$E怒,|Enfin, nous y voici ! La bataille finale !$k$p$E笑,|Tu es des nôtres, $Nu. Même un
destin hypothétique ne peut changer cela.$k$p$E怒,|Réglons-lui son compte, et finissons-en
une bonne fois pour toutes !$k","$t1$Wmクロム|3$w0|$Wmusername|7$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_29|$E怒,|Es wird Zeit für unsere letzte Schlacht!$k$p$E笑,|Du bist $Geiner,eine| von uns, $Nu!
Und nichts kann daran etwas ändern.$k$p$E怒,|Nun lass uns diesen Kerl töten und
die Sache endgültig beenden!$k","$t1$Wmクロム|3$w0|$Wmusername|7$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_29|$E怒,|Ci siamo!
Questa è la resa dei conti!$k$p$E笑,|Sei $Guno,una| di noi, $Nu
e nessun destino può cambiarlo.$k$p$E怒,|Ora facciamo fuori questa
carogna una volta per tutte!$k","$t1$Wmクロム|3$w0|$Wmusername|7$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_29|$E怒,|¡Ha llegado la hora!
¡He aquí la batalla decisiva!$k$p$E笑,|Eres de los nuestros, $Nu, y eso
no hay destino que vaya a cambiarlo.$k$p$E怒,|¡De modo que acabemos con él y
pongámosle fin a esta historia!$k","$t1$Wmクロム|3$w0|$Wmusername|7$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_29|$E怒,|This is it!
Our final battle!$k$p$E笑,|You're one of us, $Nu,
and no ""destiny"" can change that.$k$p$E怒,|Now let's kill this dastard and be
done with it!$k","$t1$Wmクロム|3$w0|$Wmusername|7$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_29|$E怒|İşte bu!
Son savaşımız!$k$p$E笑|Sen bizden birisin, $Nu,
ve hiçbir ""kader"" bunu değiştiremez.$k$p$E怒|Şimdi şu alçağı öldürüp
bu işi bitirelim!$k"
1,MID_P001_MOVIE1,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future: Chrom】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future: Chrom】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future: Chrom】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future: Chrom】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future: Chrom】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa[FİLM Geleceği: Chrom]$k
2,MID_P001_MOVIE2,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future; Chrom's Murder】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future; Chrom's Murder】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future; Chrom's Murder】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future; Chrom's Murder】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【MOVIE  Future; Chrom's Murder】$k,$t1$Wm？？？|3$w0|$Ws？？？|$Wa【FİLM Geleceği; Chrom'un Cinayeti]$k
3,MID_P001_TUT_システムメニュー,"Un guide est disponible
sur l'écran tactile.","Ein Tutorial ist auf dem Touchscreen
erschienen.",Sul touch screen è apparsa una guida.,"Ha aparecido una guía
en la pantalla táctil.","A Slide Guide has appeared
on the Touch Screen.","Dokunmatik Ekranda bir Yardım Sayfası
açıldı."
4,MID_P001_TUT_システムメニュー_2,"Le guide apporte de nouvelles informations.
Changez de page avec les boutons L ou R.
Lorsque vous êtes prêt à continuer,
appuyez sur le bouton A.","Tutorials geben dir neue Informationen.
Mit der L/R-Taste blätterst du weiter.
Drücke den A-Knopf, um fortzufahren,
sobald du bereit bist.","Le guide contengono nuove informazioni.
Usa i pulsanti L e R per passare da una
pagina all'altra. Quando vuoi proseguire,
premi il pulsante A.","Las guías te ofrecen información nueva.
Pulsa los botones L/R para pasar la página.
Cuando quieras continuar, pulsa el botón A.","Slide Guides present new information.
Use the L/R Buttons to flip through the
pages below. Once you're ready to move
on, press the A Button.","Yardım sayfaları yeni bilgiler sunar.
Aşağıdaki sayfalarda L/R Düğmeleriyle
gezinin. Hazır olduğunuzda A Düğmesine
basın."
5,MID_P001_TUT_システムメニュー_3,"Ces pages sont aussi disponibles à partir
du menu de carte en sélectionnant Guide.","Du kannst die Tutorials jederzeit lesen,
indem du im Karten-Menü ""Manual"" wählst.","Potrai sempre rivedere queste pagine,
selezionando Guida dal menu della mappa.","Puedes verlas cuando quieras si seleccionas
""Guía"" en el menú del mapa.","You can view these slides again at any time
by selecting Guide from the System Menu.","Bu sayfaları istediğiniz zaman Sistem
Menüsü > Rehber'den açabilirsiniz."
6,MID_P001_TUT_チュートリアルオフ,"Un message s'affiche sur l'écran 3D
(en bas à droite) lorsqu'un tutoriel peut
vous être utile. Pour le consulter,
déplacez le curseur sur une case vide,
appuyez sur le bouton A pour ouvrir
le menu de carte, puis sélectionnez Guide.","Hilfreiche Tutorials werden rechts unten
auf dem 3D-Bildschirm eingeblendet.
Bewege den Cursor auf ein freies Feld und
drücke den A-Knopf, um sie zu lesen.
Das Karten-Menü wird geöffnet.
Wähle dort die Auswahl ""Manual"".","I tutorial verranno notificati in basso
a destra dello schermo 3D.
Per visualizzarli, sposta il cursore su uno
spazio vuoto e premi il pulsante A.
Così potrai accedere al menu della mappa.
Una volta aperto, scegli l'opzione Guida.","Cuando haya una guía disponible, verás un
aviso en la parte inferior de la pantalla 3D.
Para verla, mueve el cursor a una casilla
vacía y pulsa el botón A.
Así se abrirá el menú del mapa. Una vez
en él, selecciona la opción ""Guía"".","Titles of relevant tutorials appear as
alerts in the lower right of the 3D Screen.
To view them, move the cursor to an
empty space and press the A Button.
This will open the System Menu.
Once there, choose the Guide option.","İlgili eğitimlerin adları 3D Ekranın
sağ altında uyarı olarak görünür.
Görmek için imleci boş bir alana getirip
A Düğmesine basın. Sistem Menüsü açılır.
Buradan Rehber'i seçin."
7,MID_P001_TUT_移動,"$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_28|$Nu, nous devons nous
rapprocher. Allons-y !$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_28|$Nu, wir müssen näher heran.
Auf geht's!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_28|$Nu, dobbiamo avvicinarci.
Andiamo!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_28|Tenemos que acercarnos más,
$Nu. ¡Vamos!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_28|$Nu, we have to get closer.
Let's move!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_28|$Nu, yaklaşmalıyız. Hadi
hareket edelim!$k"
8,MID_P001_TUT_行動の交代,"$t0$Wmファウダー|8$w0|$Wsファウダー|$Wa$SvpSE_VOICE_FAUDER_EVT_1|$E笑,|Ha ha ! Mais pourquoi résistez-vous
encore ?$k","$t0$Wmファウダー|8$w0|$Wsファウダー|$Wa$SvpSE_VOICE_FAUDER_EVT_1|$E笑,|Hehehe! Warum widersetzt ihr euch?$k","$t0$Wmファウダー|8$w0|$Wsファウダー|$Wa$SvpSE_VOICE_FAUDER_EVT_1|$E笑,|Ah ah ah! Perché vi opponete?
È inutile!$k","$t0$Wmファウダー|8$w0|$Wsファウダー|$Wa$SvpSE_VOICE_FAUDER_EVT_1|$E笑,|¡Jaaa, ja, ja! ¿Por qué os resistís?$k","$t0$Wmファウダー|8$w0|$Wsファウダー|$Wa$SvpSE_VOICE_FAUDER_EVT_1|$E笑,|Ha ha ha! Why do you resist?$k",$t0$Wmファウダー|8$w0|$Wsファウダー|$Wa$SvpSE_VOICE_FAUDER_EVT_1|$E笑|Ha ha ha! Neden direniyorsun?$k
9,MID_P001_TUT_戦闘,"$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_42|$E怒,|Bien, il est presque à notre portée...
Allons-y et frappons fort !$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_42|$E怒,|Gut, wir sind näher herangekommen.
Rücken wir vor und schlagen zu!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_42|$E怒,|Bene, ci siamo avvicinati abbastanza.
Adesso andiamo all'attacco!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_42|$E怒,|Bien, ya nos hemos acercado lo
suficiente. ¡Ahora hay que atacar!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_42|$E怒,|Good, he's almost within reach.
Let's move in and strike!$k","$t0$Wmクロム|0$w0|$Wsクロム|$Wa$SvpSE_VOICE_CHROM_EVT_42|$E怒|Güzel, neredeyse ulaşılabilir durumda.
Hadi içeri girelim ve saldıralım!$k"
