index,key,F,G,I,S,U,TR
0,MID_様子_マリアベル_前,"J'aimerais tant savoir à quoi rêvent
mes camarades...","Die Frage nach Lebensträumen ist privat,
ich weiß, aber es interessiert mich sehr.","Vorrei conoscere meglio i propositi
e i sogni dei miei commilitoni.","Me gustaría que la gente compartiera sus
sueños conmigo. Siento curiosidad.","If you don't mind sharing, what do you
dream of doing with your life?","Sormamda sakınca yoksa,
hayatta ne yapmayı düşlüyorsun?"
1,MID_様子_マリアベル_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_マリアベル_前_敬さん,"J'aurais aimé savoir les aspirations
de mes camarades...","Die Frage nach Lebensträumen ist privat,
ich weiß, aber es interessiert mich sehr.","Vorrei conoscere meglio i propositi
e i sogni dei miei commilitoni.","Me gustaría que la gente compartiera sus
sueños conmigo. Siento curiosidad.","If you don't mind sharing, what do you
dream of doing with your life?","Sormamda sakınca yoksa,
hayatta ne yapmayı düşlüyorsunuz?"
3,MID_様子_マリアベル_前_敬様,"Serait-ce importun de demander aux
autres quels sont leurs rêves ?","Die Frage nach Lebensträumen ist privat,
ich weiß, aber es interessiert mich sehr.","Se non vi dispiace dirmelo, cosa
aspirate a fare nella vostra vita?","Me gustaría que la gente compartiera sus
sueños conmigo. Siento curiosidad.","If you don't mind sharing, what do you
dream of doing with your life?","Sormamda sakınca yoksa,
hayatta ne yapmayı düşlüyorsunuz?"
4,MID_様子_マリアベル_後,"Pour ma part, j'aimerais être un barbare
tout poilu ! Ma blague ne fait rire personne.","Ich will ein großer, haariger Barbar sein!
...Oh, bitte! Das sollte ein Scherz sein!","Voglio essere un barbaro grosso e peloso!
Uh, scherzavo... Non si era capito?","¡Yo quiero ser un bárbaro tosco y peludo!...
Era una broma, evidentemente.","I want to be a big, hairy barbarian!
...Ugh, laugh, would you? It's a joke.","Koca, kıllı bir barbar olmak istiyorum!
...Hadi gülsene. Şakaydı."
5,MID_様子_マリアベル_後_敬さん,"Pour ma part, j'aimerais être un barbare
tout poilu ! Ma blague ne fait rire personne.","Ich will ein großer, haariger Barbar sein!
...Oh, bitte! Das sollte ein Scherz sein!","Voglio essere un barbaro grosso e peloso!
Uh, scherzavo... Non si era capito?","¡Yo quiero ser un bárbaro tosco y peludo!...
Era una broma, evidentemente.","I want to be a big, hairy barbarian!
...Ugh, laugh, would you? It's a joke.","Koca, kıllı bir barbar olmak istiyorum!
...Hadi gülsene. Şakaydı."
6,MID_様子_マリアベル_後_敬様,"Pour ma part, j'aimerais être un barbare
tout poilu ! Ma blague ne fait rire personne.","Ich will ein großer, haariger Barbar sein!
...Oh, bitte! Das sollte ein Scherz sein!","Voglio essere un barbaro grosso e peloso!
Uh, scherzavo... Non si era capito?","¡Yo quiero ser un bárbaro tosco y peludo!...
Era una broma, evidentemente.","I want to be a big, hairy barbarian!
...Ugh, laugh, would you? It's a joke.","Koca, kıllı bir barbar olmak istiyorum!
...Hadi gülsene. Şakaydı."
7,MID_様子_マリアベル_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
8,MID_様子_マリアベル_前_親子_子,"Vous voulez bien vous entraîner avec moi,
$Np ? Sachez que je suis forte !","Trainieren wir zusammen, $Np?
...Mütter sind stark, weißt du das nicht?","Vuoi allenarti insieme a me? Anche le
mamme possono dare filo da torcere, sai?","¡Vamos, $Np! ¡Entrenemos!
¡Las madres también sabemos pelear!","Shall we train together, $Np?
...Mums are tough. Haven't you heard?","Birlikte antrenman yapalım mı? $Np?
...Anneler güçlüdür. Duymadın mı?"
9,MID_様子_マリアベル_後_親子_子,"Très bien, j'accepte votre défi. Mais ne
venez pas pleurnicher si vous perdez.","Nun gut, ich akzeptiere. Aber ich will
danach kein Rumgeheule hören!","Bene. Accetto la sfida. Ma non venire
a piangere da me se perdi.","Muy bien... Acepto el desafío, pero
no me vengas llorando si pierdes.","Very well. I accept your challenge.
But don't come crying to me if you lose.","Çok iyi. Meydan okumanı kabul ediyorum.
Ama kaybedersen ağlayarak yanıma gelme."
10,MID_様子_マリアベル_前_恋人,"Je vous aime, $Np. Nous sommes
faits pour ne jamais nous quitter.","Ich liebe dich, $Np.
Wir gehören für immer zusammen.","Il mio cuore trabocca d'amore,
$Np. Staremo sempre insieme.","Te quiero, $Np. Nuestro destino
es estar juntos hasta la muerte.","I love you, $Np.
We belong together always.","Seni seviyorum,
$Np. Biz her zaman birbirimize aitiz."
11,MID_様子_マリアベル_後_恋人,"Ces boniments sont-ils donc nécessaires ?
Je... vous aime aussi. Trêve de bavardages !","M-musst du so offenherzig sein?
Ich... liebe dich auch. So, genug davon.","Oh, questi sono discorsi sconvenienti.
C-Comunque io provo lo stesso. Contento?","¡Oh! Pero ¡qué cosas dices! ¡Ay! Te...
quiero. ¡Hala! ¡Fin de la conversación!","M-must you say such mortifying things?
I...love you, too. There! Conversation over!","B-böyle utandırıcı şeyler şart mı? Ben de
seni seviyorum! İşte, konu kapandı!"
