index,key,F,G,I,S,U,TR
0,MID_様子_ソワレ_前,"Je me demande ce que font les gens
pendant leur temps libre...","He, wieso sehe ich dich nach einer Schlacht
nie im Lager?","Ehi, tu. Perché non ti vedo mai
all'accampamento dopo la battaglia?","Esto parece un campamento fantasma tras
las batallas. ¿Dónde estará la gente?","Hey, how come I never see
you in camp after battles?","Hey, savaştan sonra seni kampta
neden hiç göremiyorum?"
1,MID_様子_ソワレ_前_敬殿,"Je me demande ce que font les gens
pendant leur temps libre...","He, wieso sehe ich Euch nach einer Schlacht
nie im Lager?","Ehi, voi. Perché non vi vedo mai
all'accampamento dopo la battaglia?","Esto parece un campamento fantasma tras
las batallas. ¿Dónde estará la gente?","Hey, how come I never see
you in camp after battles?","Savaştan sonra sizi kampta
neden hiç göremiyorum?"
2,MID_様子_ソワレ_前_敬様,"Je me demande ce que font les gens
pendant leur temps libre...","He, wieso sehe ich Euch nach einer Schlacht
nie im Lager?","Ehi, voi. Perché non vi vedo mai
all'accampamento dopo la battaglia?","Esto parece un campamento fantasma tras
las batallas. ¿Dónde estará la gente?","Hey, how come I never see
you in camp after battles?","Savaştan sonra sizi kampta
neden hiç göremiyorum?"
3,MID_様子_ソワレ_後,"Moi, en général, j'entretiens mes armes ou
je m'entraîne. Je me promène aussi, parfois.","Meistens reinige ich meine Waffen oder
trainiere. Aber ich gehe auch spazieren.","Di solito mi alleno o controllo che le armi
siano a posto. E ogni tanto passeggio...","Yo suelo entrenar por ahí o poner a punto
mis armas, aunque también paseo a veces.","Usually I'm maintaining my weapons or
training. But I go on walks, too.","Genelde silah bakımı yapar veya
antrenman ederim. Bazen de yürürüm."
4,MID_様子_ソワレ_後_敬殿,"Moi, en général, j'entretiens mes armes ou
je m'entraîne. Je me promène aussi, parfois.","Meistens reinige ich meine Waffen oder
trainiere. Aber ich gehe auch spazieren.","Di solito mi alleno o controllo che le armi
siano a posto. E ogni tanto passeggio...","Yo suelo entrenar por ahí o poner a punto
mis armas, aunque también paseo a veces.","Usually I'm maintaining my weapons or
training. But I go on walks, too.","Genelde silah bakımı yapar veya
antrenman ederim. Bazen de yürürüm."
5,MID_様子_ソワレ_後_敬様,"Moi, en général, j'entretiens mes armes ou
je m'entraîne. Je me promène aussi, parfois.","Meistens reinige ich meine Waffen oder
trainiere. Aber ich gehe auch spazieren.","Di solito mi alleno o controllo che le armi
siano a posto. E ogni tanto passeggio...","Yo suelo entrenar por ahí o poner a punto
mis armas, aunque también paseo a veces.","Usually I'm maintaining my weapons or
training. But I go on walks, too.","Genelde silah bakımı yapar veya
antrenman ederim. Bazen de yürürüm."
6,MID_様子_ソワレ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
7,MID_様子_ソワレ_前_親子_子,"Ça va, $Np ? C'est dangereux
par ici, et je m'inquiète pour toi.","Alles klar, $Np? Hier draußen
geht es übel zu. Ich war besorgt um dich.","Stai bene, $Np? Lì fuori è
un macello e io sto in pensiero.","¿Estás bien, chiquilla? Esta maldita guerra
es terrible. Me preocupo por ti.","You okay, $Np? It's hell
out there, and I get worried.","İyi misin, $Np?
Suratın pek iyi görünmüyor."
8,MID_様子_ソワレ_後_親子_子,"Ha ! Je n'ai pas le droit de me reposer une
journée ? Ne t'en fais pas, ça va aller.","Ha! Darf ich mir nicht ein Mal freinehmen?
Keine Angst, ich werde das schon schaffen.","Hah! Non posso avere anch'io una
giornataccia? Beh, credo che sopravviverò.","¡Ja, ja, ja! ¿Qué pasa? ¿No puedo tener un
día gris? No te preocupes, ¡saldré de esta!","Ha! I'm not allowed to have an off day?
Don't worry, I'll pull through.","Ha! Kötü bir gün geçiremez miyim?
Merak etme, üstesinden geleceğim."
9,MID_様子_ソワレ_前_恋人,"On est bien élégant aujourd'hui. Je vais
tomber amoureuse combien de fois, moi ?","Du siehst toll aus. Wie oft soll ich mich
denn noch in dich verlieben, verdammt?","Certo che oggi sei proprio irresistibile.
Quante volte mi vuoi far perdere la testa?","Hoy estás espectacular. ¿Cuántas veces
quieres que me enamore de ti, eh?","You look dashing today. How many damn
times do you plan to make me fall for you?","Bugün pek havalısın. Beni daha kaç kez
kendine âşık edeceksin, lan?"
10,MID_様子_ソワレ_後_恋人,"Tout doux avec les flatteries à l'eau de
rose ! Je ne suis pas du genre à rougir.","Spar dir den Kitsch! Ich bin nicht der
Typ für so was.","Ehi, non diventiamo troppo sdolcinati.
Ricordati che non sono una scolaretta.","Cuidado con ponerte empalagoso, ¿eh?
A mí no me van esas cosas, ya lo sabes.","Hey, easy on the mushy stuff.
I'm not the blushing-bride type.","Şu duygusal lafları kes.
Ben öyle utangaç gelinlerden değilim."
