index,key,F,G,I,S,U,TR
0,MID_様子_デジェル_前,"Les rêves révèlent le meilleur de chacun.
Partageons les nôtres.","Träume und Ziele bringen das Beste in uns
zum Vorschein. Wovon träumst du?","I sogni ci aiutano a dare il meglio di noi.
Qual è il tuo?","Los sueños sacan lo mejor de nosotros. Yo
quiero ser una guerrera fuera de serie.","Dreams and goals bring out the best in us.
What are yours?","Hayaller ve hedefler içimizdeki en iyiyi
ortaya çıkarır. Seninkiler neler?"
1,MID_様子_デジェル_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_デジェル_前_敬殿,"Les rêves révèlent le meilleur de chacun.
Partageons les nôtres.","Träume und Ziele bringen das Beste in uns
zum Vorschein. Wovon träumt Ihr?","I sogni ci aiutano a dare il meglio di noi.
Qual è il tuo?","Los sueños sacan lo mejor de nosotros. Yo
quiero ser una guerrera fuera de serie.","Dreams and goals bring out the best in us.
What are yours?","Hayaller ve hedefler içimizdeki en iyiyi
ortaya çıkarır. Seninkiler neler?"
3,MID_様子_デジェル_後,"Moi, j'aimerais devenir le guerrier parfait.
Qui a dit qu'une femme n'y arriverait pas ?","Ich will die ultimative Kriegerin werden. Wer
sagt, dass Frauen das nicht auch können?","Sogno di diventare una guerriera perfetta.
Perché una donna non potrebbe farlo?","Yo deseo ser una guerrera extraordinaria.
¿Quién dice que una mujer no puede?","I dream of becoming the ultimate warrior.
And who says a woman can't do it?","Nihai savaşçı olmayı düşlüyorum. Peki bir
kadının bunu yapamayacağını kim söylüyor?"
4,MID_様子_デジェル_後_敬殿,"Moi, j'aimerais devenir le guerrier parfait.
Qui a dit qu'une femme n'y arriverait pas ?","Ich will die ultimative Kriegerin werden. Wer
sagt, dass Frauen das nicht auch können?","Sogno di diventare una guerriera perfetta.
Perché una donna non potrebbe farlo?","Yo deseo ser una guerrera extraordinaria.
¿Quién dice que una mujer no puede?","I dream of becoming the ultimate warrior.
And who says a woman can't do it?","Nihai savaşçı olmayı düşlüyorum. Peki bir
kadının bunu yapamayacağını kim söylüyor?"
5,MID_様子_デジェル_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_デジェル_前_親子_子,"Linfan, je te défie !
Voyons voir qui est la plus forte !","Linfan, ich fordere dich heraus! Mal sehen,
wer die Stärkere von uns beiden ist!","Linfan, ti sfido!
Vediamo chi è più forte!","¡Linfan, te reto a un duelo!
¡Veamos quién es más fuerte!","Morgan, I challenge you!
Let's see which of us is stronger!","Morgan, sana meydan
okuyorum! Bakalım hangimiz daha güçlü!"
7,MID_様子_デジェル_後_親子_子,"Fort bien. J'ai hâte de voir comment tu te
bats !","Einverstanden. Ich kann es kaum abwarten,
dich im Kampf zu beobachten!","Va bene. Non vedo l'ora
di vederti combattere.","Está bien. ¡Me muero de ganas de
verte en acción!","All right. I can't wait to
see how you fight!","Elbette. Nasıl dövüştüğünü görmek
için sabırsızlanıyorum!"
8,MID_様子_デジェル_前_親子_母,"Mère, après ce duel armé, pourquoi ne pas
nous entraîner à la corvée d'épluchage ?","Mutter, wir trainierten bereits mit Waffen.
Lust auf einen Kartoffelschälwettkampf?","Mamma, ci siamo allenate con le armi. Ora
vediamo chi pela patate più velocemente?","Madre, ya nos hemos enfrentado con armas.
¿Y si libramos un duelo de pelar patatas?","Mother, we've trained with weapons. Why
don't we have a potato-peeling contest?","Anne, biz silahlarla eğitim aldık.
Neden patates soyma yarışması yapmıyoruz?"
9,MID_様子_デジェル_後_親子_母,"Avec joie. Je suis toujours avide à l'idée
d'apprendre quelque chose de vous !","Sehr gerne. Wie du weißt, brenne ich immer
darauf, mehr von dir zu lernen!","Va bene. Sono sempre entusiasta
di imparare da te.","Pues ¡¿a qué esperas?! Siempre he querido
aprender más de ti.","You're on. I'm always eager
to learn more from you!","Varım! Senden daha çok şey
öğrenmeye her zaman hazırım!"
10,MID_様子_デジェル_前_親子_父,"Père, si vous avez du temps, peut-être
pourrions-nous nous entraîner ensemble ?","Vater, vielleicht können wir mal zusammen
trainieren, wenn du Zeit hast.","Papà, se hai tempo, mi piacerebbe
che ci allenassimo insieme.","Padre, quería preguntarte si podríamos
entrenar cuando tengas tiempo.","Father, if you find the time, I was
wondering if we could train together.","Baba, vakit bulursan birlikte antrenman
yapabilir miyiz diye merak ediyordum."
11,MID_様子_デジェル_後_親子_父,"Très bien ! Je vous conseille de porter votre
meilleure armure. Je rends bien les coups !","Unheimlich gerne! Aber trag lieber deine
beste Rüstung. Ich schlage hart zu!","Mi piacerebbe! Ma ti conviene indossare la
tua armatura migliore. Ci vado pesante!","¡Trato hecho! Pues ponte la mejor armadura
que tengas. ¡Te haré picadillo!","I would love that! But you'd better wear
your best armour. I hit back hard!","Bunu çok isterim! Ama en iyi zırhını
giysen iyi olur. Ben de sert vururum!"
12,MID_様子_デジェル_前_恋人,"Restons toujours ensemble, $Np.
Je n'ai jamais ressenti ça pour personne.","Lass uns für immer ein Paar bleiben.
Nie liebte ich jemanden so sehr wie dich.","Restiamo sempre insieme, $Np.
Non ho mai amato nessuno come te.","Siempre estaremos juntos, $Np.
Nunca he querido a nadie como a ti.","Let's be together always, $Np.
I've never loved anyone like you.","Her zaman birlikte olalım,
$Np. Hiç kimseyi senin gibi sevmedim."
13,MID_様子_デジェル_後_恋人,"Eh bien... Je suis amoureuse. Mais je ne le
dirai pas deux fois. C'est trop gênant !","Nun... Ich liebe dich auch. Aber lass es mich
nicht wieder sagen. Es ist mir peinlich!","Beh... Ti amo anche io. Ma non farmelo
dire ancora. È imbarazzante.","Bueno... yo también te quiero, pero no me
pidas que lo vuelva a repetir. ¡Qué corte!","Well...I love you, too. But don't make
me say it again. It's embarrassing!","Ben de seni seviyorum. Ama bana
tekrar söyletme. Utanç verici!"
