index,key,F,G,I,S,U,TR
0,MID_様子_ブレディ_前,"Faisons équipe face à l'ennemi.
Je sais aussi me battre !","Versuchen wir, den Feind als Team
anzugehen. Ich kann auch kämpfen!","Affrontiamo il nemico uniti.
Anch'io posso dire la mia!","Unamos nuestras fuerzas y combatamos
al enemigo. ¡Yo también sé luchar!","Let's try takin' on the enemy as a team.
I can put up a fight, too!","Ben de savaşabilirim.
Beni hafife alma."
1,MID_様子_ブレディ_後,"Bien sûr. Je ne suis pas bagarreur, mais
je peux faire peur à l'ennemi, c'est déjà ça.","Klare Sache. Ich bin kein Raufbold, aber ich
kann jedem Feind Angst einjagen.","Certo. Non sono un attaccabrighe,
ma posso mettere paura ai nemici.","¡De acuerdo! No seré un matón, pero
sé cómo infundir miedo al enemigo.","Sure thing. I ain't no brawler,
but I can strike fear into any foe.","Elbette. Kavgacı değilim ama
her düşmana korku salabilirim."
2,MID_様子_ブレディ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
3,MID_様子_ブレディ_前_親子_子,"Linfan, comment étaient les choses dans ton
futur ? Tu te souviens si j'ai survécu ?","Linfan, wie lagen so die Dinge in deiner
Zukunft? Weißt du, ob ich noch lebte?","Linfan, come erano le cose nel tuo futuro?
Ti ricordi se io ero ancora vivo?","Linfan, ¿cómo es el futuro del que vienes?
¿Recuerdas si yo vivía entonces?","Morgan, what were things like in your
future? Do ya remember if I was alive?","Morgan, geleceğinde işler nasıldı?
Hayatta olup olmadığımı hatırlıyor musun?"
4,MID_様子_ブレディ_後_親子_子,"Je n'ai fait que m'entraîner au maniement
des armes, mais sans grand succès.$k$pJe décoche une flèche et c'est l'arc qui part
au loin. Je ne parle même pas de la hache !$k$pJe n'ai pas servi à grand chose, mais
au moins je suis parvenu à ne pas te tuer...","Ich übe meist nur mit Waffen - das hat
natürlich oftmals komische Folgen.$k$pMit dem Bogen treffe ich kein Scheunentor
und Äxte schwinge ich wie 'nen Spaten.$k$pIn der Zukunft war ich keine große Hilfe...
Immerhin hab ich dich nicht umgebracht.","Mi sono allenato con le armi...
Con risultati esilaranti.$k$pFaccio confusione e non ho capito
se devo tirare l'arco o la freccia!$k$pForse nel futuro ero un peso morto, ma
almeno non ti ho accoppato per sbaglio.","Solía practicar con armas... pero era
un patán. ¡Menudo espectáculo circense!$k$pDame un arco y verás qué pasa. ¡No sé ni
distinguir una espada de una anchoa!$k$pQuizá no hice nada de provecho en
el futuro, pero al menos no te maté.","I mostly just practised with weapons―to
hilarious effect, of course.$k$pGimme a bow, and I'll fire IT instead of the
arrow. I don't know an axe from an anchovy!$k$pI couldn't have added up to much in the
future, but at least I didn't kill ya.","Çoğunlukla silahlarla çalıştım; elbette
sonuçları da komediydi.$k$pBana bir yay ver, ben de ok yerine onu
ateşleyeyim. Baltayla hamsiyi ayırt edemem!$k$pGelecekte pek işe yarar biri değildim ama en
azından seni öldürmedim."
5,MID_様子_ブレディ_前_親子_母,"Maman, que s'est-il passé avant
mon apparition ?","Mama, wie war dein Leben so, bevor ich
aufgetaucht bin?","Mami, come te la passavi
prima che arrivassi io?","¿Cómo era tu vida antes de conocernos,
mamá?","Ma, what was life like for
ya before I turned up?","Anne, ben ortaya çıkmadan önce
hayat senin için nasıldı?"
6,MID_様子_ブレディ_後_親子_母,"Dans le futur, tu me couvais, pire encore
qu'une poule avec ses œufs...$k$pTu me préparais à manger, tu me tenais
la main pour descendre les escaliers...$k$pTu portais toutes mes affaires lourdes,
je suis devenu un vrai paresseux !$k$pTu refusais même que je me défende seul.
Alors, laisse-moi à mon tour te protéger !","Dein Ich aus der Zukunft erdrückte mich
regelrecht, wenn ich ehrlich bin.$k$pDu hast mir Essen eingepackt, beim
Treppensteigen die Hand gehalten...$k$pDu hast mir so gründlich alles abgenommen,
dass ich ein echter Schwächling wurde!$k$pAm Ende durfte ich nicht mal für mich selbst
sorgen. Nächstes Mal beschütze ich DICH!","A essere sinceri, nel futuro mi hai
viziato un po'.$k$pMi preparavi la cesta del pranzo,
mi tenevi sempre per mano...$k$pFacevi sempre tu i lavori pesanti e così
sono diventato un pappamolle!$k$pMi hai sempre difeso in ogni situazione, ma
la prossima volta sarò io a proteggerti!","Para ser honesto, tu yo del futuro me
mimaba demasiado. ¡Era agobiante!$k$pMe preparabas el almuerzo, me cogías
la mano al cruzar la calle...$k$pMe protegías tanto que me convertí
en un pelele.$k$pNi siquiera me dejabas defenderme solo, así
que ¡la próxima vez déjame protegerte!","The you from the future smothered me,
to be perfectly honest.$k$pYou'd pack lunches for me, hold my hand
while walkin' up stairs...$k$pYou were so busy doing the heavy lifting for
me that I turned into a total wimp!$k$pYa wouldn't even let me fend for myself in
the end. So next time, lemme protect YOU!","Dürüst olmak gerekirse, gelecekten
gelen sen üstüme çok düştün.$k$pBenim için öğle yemeği hazırlardın,
merdivenlerden çıkarken elimi tutardın...$k$pBenim için ağır işleri yapmakla o kadar
meşguldün ki tam bir pişirik oldum!$k$pSonunda kendimi savunmama izin vermedin.
Bir dahakine seni BEN koruyayım!"
7,MID_様子_ブレディ_前_親子_父,"Parle-moi de la vie avant que j'arrive, papa.","Erzähl mir, wie das Leben war, bevor ich
auftauchte, Papa.","Dimmi, papo. Com'era la tua
vita prima che io nascessi?","Cuéntame a qué te dedicabas antes de
conocernos, papá.","Tell me about life before I
came along, Pop.","Bana ben ortaya çıkmadan önceki
hayatından bahset, baba."
8,MID_様子_ブレディ_後_親子_父,"Je n'ai fait que m'entraîner au maniement
des armes, mais sans grand succès.$k$pEn général, je finissais avec une hache
plantée dans la caboche ! Pas joli joli.$k$pMais je voulais me battre pour protéger le
monde que tu as essayé de défendre.","In der Zukunft hab ich oft kämpfen geübt,
hatte aber kein Talent für den Krieg, klar?$k$pDie Hälfte der Zeit schlug ich mir die Axt
auf den Kopf oder so. War ziemlich übel.$k$pAber ich wollte lernen, mich zu behaupten
und für den Schutz der Welt zu kämpfen.","Nel futuro mi allenavo nel combattimento,
ma non avevo la tua stoffa.$k$pMetà delle volte riuscivo a beccarmi
un'ascia in piena fronte o peggio.$k$pMa volevo imparare a fare la mia parte
per proteggere il mondo, come te.","En el futuro entrenaba mucho, pero nunca
he sido tan buen guerrero como tú.$k$pLa mitad de las veces acababa haciéndome
daño con las armas. ¡Qué vergüenza!$k$pQuería aprender a defenderme y a pelear
por el mundo que tú intentabas proteger.","I mostly practised fightin' in the future.
I never had your knack for warfare, see?$k$pHalf the time, I'd wind up with an axe buried
in my face or worse. Nasty stuff.$k$pBut I wanted to learn how to hold my own
and fight for the world ya tried to protect.","Gelecekte çoğunlukla dövüş çalıştım.
Senin savaş yeteneğin bende yoktu.$k$pÇoğu kez yüzüme balta saplanırdı,
hatta daha kötüsü. Berbat şeyler.$k$pAma kendimi savunup senin koruduğun
dünya için savaşmayı öğrenmek istedim."
9,MID_様子_ブレディ_前_恋人,"Ne fais rien de stupide, $Np.
J'ai besoin de toi, d'accord ?","Mach da draußen ja nichts Verrücktes,
$Np. Ich brauche dich, klar?","Non fare l'incosciente in battaglia,
$Np. Ho bisogno di te, intesi?","No hagas ninguna locura en combate,
$Np. Te necesito.","Don't do anything crazy out there,
$Np. I need ya, yeah?","Orada çılgınca bir şey yapma.
$Np. Sana ihtiyacım var, değil mi?"
10,MID_様子_ブレディ_後_恋人,"T'inquiète pas, je ne vais nulle part.
Je ne te laisserai pas livrée à toi-même.","Ich geh nirgendwo hin. Denkst du, ich lass
dich zurück, damit du rumheulen kannst?","Non vado da nessuna parte. Credi che
ti lascerei qui da sola in lacrime?","No iré a ningún sitio. ¿Crees que te dejaría
lamentándote sola en este mundo?","I ain't going nowheres. Think I'd leave
ya here to boo-hoo yourself silly?","Hiçbir yere gitmiyorum. Seni burada
ağlaya ağlaya perişan mı bırakacağım?"
