index,key,F,G,I,S,U,TR
0,MID_様子_ヴェイク_前,"Joli travail ! On devrait faire équipe pour la
prochaine bataille.","Gut gekämpft! Du und der Lehrmeister
sollten demnächst Seite an Seite kämpfen!","Te la cavi bene! Potresti cavartela al fianco
del maestro, nella prossima battaglia.","¡Buen trabajo en nuestro último combate!
Deberíamos pelear juntos la próxima vez.","Nice work out there! You and Teach
should partner up for the next fight.","İyi iş! Bir sonraki savaşta
Hoca'yla takım ol, ne dersin?"
1,MID_様子_ヴェイク_前_敬さん,"Joli travail ! On devrait faire équipe pour la
prochaine bataille.","Gut gekämpft! Ihr und der Lehrmeister
solltet demnächst Seite an Seite kämpfen!","Ottimo lavoro! La prossima battaglia
potremmo combatterla insieme.","¡Buen trabajo en nuestro último combate!
Deberíamos pelear juntos la próxima vez.","Nice work out there! You and Teach
should partner up for the next fight.","İyi iş! Bir sonraki savaşta
Hoca'yla takım ol, ne dersin?"
2,MID_様子_ヴェイク_前_敬様,"Joli travail ! On devrait faire équipe pour la
prochaine bataille.","Gut gekämpft! Ihr und der Lehrmeister
solltet demnächst Seite an Seite kämpfen!","Ottimo lavoro! La prossima battaglia
potremmo combatterla insieme.","¡Buen trabajo en nuestro último combate!
Deberíamos pelear juntos la próxima vez.","Nice work out there! You and Teach
should partner up for the next fight.","İyi iş! Bir sonraki savaşta
Hoca'yla takım ol, ne dersin?"
3,MID_様子_ヴェイク_後,"Comment pourrais-je refuser ? S'il faut un
champion, je suis l'homme de la situation.","Der Vaike lehnt nie ab! Wenn du einen
großen Kämpfer suchst, bin ich der Mann.","Come posso rifiutarmi? Serve sempre avere
a fianco un genio della guerra come il Vaike.","El gran Vaike nunca se niega a prestar su
inestimable ayuda, así que ¡por supuesto!","Who is the Vaike to say no? If it's
combat genius ya want, I'm your man.","Vaike ne diye hayır desin?
Hadi başlayalım!"
4,MID_様子_ヴェイク_後_敬さん,"Comment pourrais-je refuser ? S'il faut un
champion, je suis l'homme de la situation.","Der Vaike lehnt nie ab! Wenn Ihr einen
großen Kämpfer sucht, bin ich der Mann.","Come posso rifiutarmi? Serve sempre avere
a fianco un genio della guerra come il Vaike.","El gran Vaike nunca se niega a prestar su
inestimable ayuda, así que ¡por supuesto!","Who is the Vaike to say no? If it's
combat genius ya want, I'm your man.","Vaike ne diye hayır desin?
Hadi başlayalım!"
5,MID_様子_ヴェイク_後_敬様,"Comment pourrais-je refuser ? S'il faut un
champion, je suis l'homme de la situation.","Der Vaike lehnt nie ab! Wenn Ihr einen
großen Kämpfer sucht, bin ich der Mann.","Come posso rifiutarmi? Serve sempre avere
a fianco un genio della guerra come il Vaike.","El gran Vaike nunca se niega a prestar su
inestimable ayuda, así que ¡por supuesto!","Who is the Vaike to say no? If it's
combat genius ya want, I'm your man.","Vaike ne diye hayır desin?
Hadi başlayalım!"
6,MID_様子_ヴェイク_後_無言,NOT USED,NOT USED,,NOT USED,NOT USED,KULLANILMADI
7,MID_様子_ヴェイク_前_親子_子,"Alors, c'était comment le futur ?
Je parie qu'on ne parlait que de toi !","He, Kindchen! Wie war die Zukunft so? Ich
wette, Vaike Junior war stets im Gespräch!","Ehi, dimmi. Com'era il futuro?
Scommetto che eri molto popolare.","Oye, ¿cómo era el futuro? Seguro que
el hijo de Vaike era la comidilla del pueblo.","Hey, kiddo. What was the future like?
I bet Vaike Junior was the talk of the town!","Hey evlat, gelecek nasıldı? Bahse girerim
Küçük Vaike herkesin dilindeydi!"
8,MID_様子_ヴェイク_後_親子_子,"Quoi ? Tu sais pas ?
Le Vaike est une institution !$k$pNé pour se battre ? Membre des Veilleurs ?
Ça te dit forcément quelque chose !$k$pNotre famille instruit Chrom !
C'est la tradition ! Depuis aujourd'hui...","Was? Das weißt du nicht? Der Vaike ist
jedem ein Begriff!$k$pDer Drescher? Der Hirtenhüne? Sicher
haben diese Namen die Zeit überdauert!$k$pUnsere Familie bringt Chroms alles bei! Das
ist Tradition! ...Und die beginnt heute.","Come? Non lo sai?
Il mio è un nome famoso!$k$pMaestro del Massacro? Primo tra i Pastori?
Questi titoli saranno passati alla storia!$k$pLa nostra famiglia è una guida per la casata
di Chrom! È tradizione! Beh, da ora...","¿Es que no lo sabes? ¡El gran Vaike es
conocido en todo el mundo!$k$p¿No te suena un tal ""Combatiente Nato""?
¿Ni un tal ""Custodio Ilustre""?$k$p¡Esos apodos tienen que haber pasado
a la posteridad!$k$p¡Nuestra familia enseñó a la de Chrom lo
que saben! ¡Es una tradición!... Desde hoy.","What? Ya don't know? The Vaike is a
household name!$k$pBorn to Brawl? Selected to Shepherd?
Surely those names stood the test of time!$k$pOur family teaches Chrom's everything they
know! It's tradition! ...Starting right now.","Ne? Bilmiyor musun? Vaike herkesin
bildiği bir isim!$k$pDövüş İçin Doğan? Seçkin Çoban?
Bu lakaplar tarihe geçmiştir kesin!$k$pBizim aile Chrom’un ailesine her şeyi öğretir!
Bu gelenek! Şimdi başlıyoruz."
9,MID_様子_ヴェイク_前_恋人,"$Np, fais bien attention à toi.
« Vaike le Veuf » n'inspire pas la peur.","$Np, bleib bitte gesund. ""Vaike
der Witwer"" macht niemandem Angst.","Il maestro salva sempre la sua donna dal
pericolo. ""Vaike il vedovo"" non suona bene.","$Np, ni se te ocurra ponerte en
peligro. Vaike el Viudo no inspiraría terror.","$Np, promise you'll stay safe.
""Vaike the Widower"" hardly inspires fear.","$Np, güvende kalacağına söz
ver. ""Dul Vaike"" pek korku uyandırmıyor."
