index,key,F,G,I,S,U,TR
0,MID_様子_単独_プレイヤー男_PCM1,"Tiens, qu'est-ce que c'est que ça ?
Hmm... Cela pourrait bien nous être utile...","Was ist denn das? Hm... Vielleicht können
wir das ja gebrauchen...","E questo cos'è?
Mmmh... forse possiamo usarlo...","¿Qué es esto? Mmm...
A lo mejor nos sirve de ayuda.","What's this?
Hmm... Perhaps we could use it...","Bu ne?
Hmm... Belki bunu kullanabiliriz..."
1,MID_様子_単独_プレイヤー男_PCM2,,,,,,
2,MID_様子_単独_プレイヤー男_PCM3,,,,,,
3,MID_様子_単独_プレイヤー女_PCF1,"Qu'est-ce que c'est ?
Si personne ne s'en sert, alors...","Was ist denn das?
Hm... Ich bediene mich einfach mal...","E questo cos'è?
Mmmh... Potrei prenderlo io...","¿Qué es esto? Mmm...
Pues me lo quedo.","What's this?
Hmm... Don't mind if I do...","Bu da ne? Hmm...
Ben alayım, sakıncası yoksa..."
4,MID_様子_単独_プレイヤー女_PCF2,,,,,,
5,MID_様子_単独_プレイヤー女_PCF3,,,,,,
6,MID_様子_単独_プレイヤー援軍,Qu'est-ce que c'est que ça ?,Was... ist das?,E questo cos'è?,¿Y esto?,What's this...?,Bu ne...?
7,MID_様子_単独_旧マルス,Hein ? Qu'est-ce que c'est que ça ?,Augenblick... Was ist denn das?,Un momento... E questo cos'è?,¿Eh? ¿Qué es eso?,Wait―what's that?,Dur—bu da ne? Bir şey buldum.
8,MID_様子_単独_クロム,Hmm... Quelqu'un aurait-il fait tomber ça ?,Hm? Hat das jemand verloren?,Eh? Qualcuno deve averlo perso.,¿Eh? ¿Se le habrá caído a alguien?,Huh? Did someone drop this?,Ha? Birisi bunu düşürdü mü?
9,MID_様子_単独_フレデリク,"Hmm ? Je ferais mieux de ramasser ça
avant que quelqu'un ne trébuche dessus.","...Hmm? Das hebe ich wohl besser auf,
ehe noch jemand darüber stolpert...","Mmmh? Sarà meglio raccoglierlo prima
che qualcuno ci inciampi sopra.","¿Mmm? Será mejor que recoja esto
antes de que alguien se tropiece.","...Hmm? I'd better pick this up
lest someone stumble on it...","Biri takılıp düşmesin.
Bunu kaldırayım."
10,MID_様子_単独_ソール,"Qu'est-ce que c'est ? Ça se mange ?
Gaaah... J'ai tellement faim...","Was ist das? Kann man das essen? Ich habe
schon seit Minuten nichts mehr gegessen...","Che cos'è? È commestibile?
È da dieci minuti che non mangio...","¿Y esto? ¿Será comestible?
Hace MINUTOS que no como nada.","What's this? Is it edible?
I haven't eaten in minutes...","Bu ne? Yenilebilir mi?
Dakikalardır yemek yemedim..."
11,MID_様子_単独_カラム,"Cet objet a toujours été là et nul ne s'en
est rendu compte... Ça me rappelle... moi.","...Hm? Verborgen und doch sichtbar.
...Das erinnert mich an jemanden.","Eh? Possibile che non l'abbia visto
nessuno? Del resto anche io...","¡Anda! ¿Qué es esto? Casi no se
veía. Me recuerda a alguien...","...Huh? Hidden in plain sight.
...Just like someone I know...","...Ha? Göz önünde saklıymış.
...tıpkı tanıdığım biri gibi..."
12,MID_様子_単独_リヒト,"Tiens, quelqu'un a dû perdre ça.
Franchement, il y a de ces étourdis...","Hm? Hat das etwa jemand verloren?
Wie überaus unverantwortlich.","Uh? Qualcuno ha perso quest'oggetto.
Che irresponsabili.","¿Eh? ¿Se le habrá perdido esto a alguien?
¡Serán irresponsables!...","Huh? Did somebody lose this?
That is so irresponsible.","Ha? Birisi bunu mu
kaybetti? Bu çok sorumsuzca."
13,MID_様子_単独_ヴェイク,"Hein ? Qu'est-ce que c'est ? Je suis sûr que
c'est un cadeau d'une admiratrice ! Hé hé !","Hä? Ein Geschenk von einem meiner
Anhänger? Vaike-tastisch!","Oh? Sarà un regalo dei molti ammiratori
del maestro! Che premurosi!","¿Será esto un regalo de las admiradoras
secretas del gran Vaike? ¡Qué atentas!","Huh? A present from one of Ol'
Vaike's fans? How thoughtful!","Ha? Hoca Vaike'ın hayranlarından
birinden hediye mi? Ne kadar düşünceli!"
14,MID_様子_単独_リベラ,"Qu'est-ce que c'est... ?
Oh, que Naga soit louée !","...Was ist das?
Oh, gelobt sei Naga!","Cos'è? Oh, sia lode a Naga!","¿Qué es esto?
¡Oh, alabada sea Naga!","...What's this?
Oh, Naga be praised!","...Bu ne? Ah,
Naga'ya şükürler olsun!"
15,MID_様子_単独_ロンクー,Mais qu'est-ce qu... ?,...Urks! Wo bin ich denn da reingetreten?,Urgh. Sono inciampato in qualcosa.,Au... ¿Qué he pisado?,...Urgh. What did I just step on?,...Ahhh. Az önce neye bastım?
16,MID_様子_単独_グレゴ,Oh ! J'me suis pris les pieds dans c'truc !,Ho! Warum liegen herum Krempel?,Oh! Per terra è molta spazzatura.,¿Eh? ¿Por qué haber basura en suelo?,Oy! Why is junk lying around?,Bu çöp neden ortalıkta?
17,MID_様子_単独_ガイア,"D'après la forme et la taille, je confirme :
ce n'est pas une friandise... Bah...","Was ist denn das? Bonbons?
...Hoffentlich Bonbons!","Che cos'è? Una caramella?
No... Non lo è.","¿Esto qué es?
¿Caramelos?","What's this?
Candy? Not candy?","Bu ne?
Şeker? Şeker değil mi?"
18,MID_様子_単独_ヴィオール,"Qu'est-ce donc que ceci... ? Eh bien, cela
sera du plus bel effet dans mon inventaire !","Was ist denn das für ein schmutziges Ding?
Soll ich ihm ein edles Zuhause geben?","Cos'è quest'oggetto ignobile? Mmmh, lo
prendo. Acquisterà valore nelle mie mani.","¿Qué es esta inmundicia? En fin,
le proporcionaré un noble hogar.","What is this filthy thing? Ah well, I suppose
I may as well give it a noble home.","Bu pis şey de ne? Neyse,
ona asil bir yuva vereyim bari."
19,MID_様子_単独_ヘンリー,"Oh... un objet ! Quelle histoire atroce se
cache derrière ton apparence anodine ?",Oooh... Ein rätselhafter Gegenstand!,Oooh... Un oggetto misterioso!,¡Oooh! ¡Qué objeto tan misterioso!,Ooh... Mysterious object!,Ooh... Gizemli nesne!
20,MID_様子_単独_ドニ,"C'est quoi c'truc ? J'avons rien vu d'pareil
à la ferme, pour sûr...","Was zur Vogelscheuche ist das? So was
gab's auf dem Bauernhof aber nicht...","Cos'è 'sta roba? Mai visto niente
del genere nella mia fattoria.","¿Qué rábanos...? Nunca había visto
na' parecí'o en mi pueblo.","What in tarnation? I ain't seen nothin'
like this back on the farm.","Bu da neyin nesi? Çiftlikte
böyle bir şey görmedim ben!"
