index,key,F,G,I,S,U,TR
0,MID_ムービー_Skip,Passer,Weiter,Salta,Omitir,Skip,Atla
1,MID_ムービー_OPロゴ001,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo
2,MID_ムービー_OPロゴ007,INTELLIGENT SYSTEMS,INTELLIGENT SYSTEMS,INTELLIGENT SYSTEMS,INTELLIGENT SYSTEMS,INTELLIGENT SYSTEMS,INTELLIGENT SYSTEMS
3,MID_ムービー_OPロゴ008,présentent,präsentieren,presentano,presentan,Present,Sunar
4,MID_ムービー_OPロゴ002,Movies,Movies,Movie,Movies,Movies,Filmler
5,MID_ムービー_OPロゴ003,ANIMA,ANIMA,ANIMA,ANIMA,ANIMA,ANIMA
6,MID_ムービー_OPロゴ004,KAMIKAZE DOUGA,KAMIKAZE DOUGA,KAMIKAZE DOUGA,KAMIKAZE DOUGA,KAMIKAZE DOUGA,KAMIKAZE DOUGA
7,MID_ムービー_OPロゴ005,Character Design & Illustration,Character Design & Illustration,Character Design & Illustration,Character Design & Illustration,Character Design & Illustration,Karakter Tasarımı ve İllüstrasyon
8,MID_ムービー_OPロゴ006,Kozaki Yusuke,Kozaki Yusuke,Kozaki Yusuke,Kozaki Yusuke,Kozaki Yusuke,Kozaki Yusuke
9,MID_ムービー_OPロゴ009,Sound Support,Sound Support,Sound Support,Sound Support,Sound Support,Ses Desteği
10,MID_ムービー_OPロゴ010,Yuka Tsujiyoko,Yuka Tsujiyoko,Yuka Tsujiyoko,Yuka Tsujiyoko,Yuka Tsujiyoko,Yuka Tsujiyoko
11,MID_ムービー_OPロゴ011,T's MUSIC,T's MUSIC,T's MUSIC,T's MUSIC,T's MUSIC,T's MUSIC
12,MID_ムービー_OPロゴ012,Event Illustration,Event Illustration,Event Illustration,Event Illustration,Event Illustration,Etkinlik İllüstrasyonu
13,MID_ムービー_OPロゴ013,MADHOUSE,MADHOUSE,MADHOUSE,MADHOUSE,MADHOUSE,MADHOUSE
14,MID_ムービー_OPロゴ014,Scenario Support,Scenario Support,Scenario Support,Scenario Support,Scenario Support,Senaryo Desteği
15,MID_ムービー_OPロゴ015,Lepton,Lepton,Lepton,Lepton,Lepton,Lepton
16,MID_ムービー_OPロゴ016,Red Entertainment Corporation,Red Entertainment Corporation,Red Entertainment Corporation,Red Entertainment Corporation,Red Entertainment Corporation,Red Entertainment Corporation
17,MID_ムービー_OPロゴ017,EdgeWORKS Inc.,EdgeWORKS Inc.,EdgeWORKS Inc.,EdgeWORKS Inc.,EdgeWORKS Inc.,EdgeWORKS Inc.
18,MID_ムービー_OPロゴ018,Voice Casting & Recording,Voice Casting & Recording,Voice Casting & Recording,Voice Casting & Recording,Voice Casting & Recording,Seslendirme Oyuncu Seçimi ve Kaydı
19,MID_ムービー_OPロゴ019,"Japanese Voice: TWOFIVE
English Voice: Cup of Tea Productions Inc.","Japanisch: TWOFIVE
Englisch: Cup of Tea Productions Inc.","Japanese Voice: TWOFIVE
English Voice: Cup of Tea Productions Inc.","Japanese Voice: TWOFIVE
English Voice: Cup of Tea Productions Inc.","Japanese Voice: TWOFIVE
English Voice: Cup of Tea Productions Inc.","Japonca Sesler: TWOFIVE İngilizce Sesler:
Cup of Tea Productions Inc."
20,MID_ムービー_OPロゴ020,Développé par,Developed by,Developed by,Developed by,Developed by,Geliştiren
21,MID_ムービー_OPロゴ021,Édité par,Published by,Published by,Published by,Published by,Yayınlayan
22,MID_ムービー_OPロゴ022,et,und,e,e,and,ve
23,MID_ムービー字幕_01運命の時・前_1_1,Là-haut !,Da oben!,Lassù!,¡Cuidado!,Up there!,Yukarıda!
24,MID_ムービー字幕_01運命の時・前_2_1,Pauvre fou !,Du Narr!,Idiota!,¡Iluso!,You fool!,Aptal!
25,MID_ムービー字幕_01運命の時・前_3_1,Meurs !,Stirb!,Muori!,¡¡Muere!!,Die!,Öl!
26,MID_ムービー字幕_02運命の時・後_1_1,Ce n'est pas fini...,Es ist noch nicht vorbei...,Non finisce qui...,No hemos acabado...,This isn't over...,Bu daha bitmedi...
27,MID_ムービー字幕_02運命の時・後_1_2,Soyez MAUDITS !,Seid verdammt! ALLE BEIDE!,Voi due... MALEDETTI!,¡¡MALDITOS SEÁIS!!,Damn you BOTH!,İkinize de lanet olsun!
28,MID_ムービー字幕_02運命の時・後_2_1,Ça va ?,Geht es dir gut?,Stai bene?,¿Estás bien?,Are you all right?,İyi misin?
29,MID_ムービー字幕_02運命の時・後_2_2,C'en est fini de lui.,Endlich ist er tot.,È giunta la sua ora.,Hemos acabado con él.,That's the end of him.,İşi bitti.
30,MID_ムービー字幕_02運命の時・後_2_3,"Grâce à toi, nous sortons victorieux.",Dank dir haben wir heute gesiegt.,Grazie a te abbiamo vinto.,Y todo gracias a ti.,Thanks to you we carried the day.,Senin sayende zafer kazandık.
31,MID_ムービー字幕_02運命の時・後_2_4,Nous pouvons être tranquilles...,Jetzt können wir aufatmen.,Ora possiamo stare tranquilli.,Ya ha pasado todo.,We can rest easy now.,Artık rahat edebiliriz.
32,MID_ムービー字幕_02運命の時・後_2_5,Enfin...,Endlich...,Finalmente...,Al fin podremos...,At long last...,Nihayet...
33,MID_ムービー字幕_02運命の時・後_2_6,Que se passe-t-il ?,...Was ist los?,Che succede?,¿Qué te pasa?...,...What's wrong?,...Ne oldu?
34,MID_ムービー字幕_02運命の時・後_2_7,Attends...,"He, warte mal--","Ehi, ma...",¡Oye! ¡Aguant...!,"Hey, hang on―","Hey, dur―"
35,MID_ムービー字幕_02運命の時・後_3_1,Ce n'est pas...,Das ist nicht deine...,Non è...,T-tú no tienes...,This is not your―,Bu senin―
36,MID_ムービー字幕_02運命の時・後_3_2,... ta faute.,deine Schuld...,colpa tua...,la culpa...,your fault...,senin suçun değil...
37,MID_ムービー字幕_02運命の時・後_3_3,Promets-moi,"Versprich mir,",Promettimi...,Prométeme...,Promise me,Bana söz ver...
38,MID_ムービー字幕_02運命の時・後_3_4,"de t'enfuir, s'il te plaît...",dass du von hier entkommst...,che fuggirai da questo posto...,que escaparás... de aquí...,you'll escape from this place...,buradan kaçacağına...
39,MID_ムービー字幕_02運命の時・後_3_5,"Je t'en prie, va-t'en...","Bitte, geh...","Ti prego, va'...",C-corre...,"Please, go...","Lütfen, git..."
40,MID_ムービー字幕_03二度目の出会い_1_1,"Chrom, on doit faire quelque chose.","Chrom, wir MÜSSEN irgendwas tun.","Chrom, dobbiamo fare qualcosa.","¡Chrom, hay que hacer algo!","Chrom, we have to do SOMETHING.","Chrom, bir şey yapmalıyız!"
41,MID_ムービー字幕_03二度目の出会い_1_2,Que suggères-tu ?,Was schlägst du vor?,Cosa suggerisci?,¿Y cuál es tu propuesta?,What do you propose we do?,Ne yapmamızı öneriyorsun?
42,MID_ムービー字幕_03二度目の出会い_1_3,Je... Je ne sais pas...,Ich... Ich weiß nicht...,Io... non lo so...,Pues... no sé...,I... I dunno...,Ben... bilmiyorum...
43,MID_ムービー字幕_03二度目の出会い_1_4,Tu reprends tes esprits...,"Ah, du bist aufgewacht.",Ecco che riprende i sensi.,Por fin despiertas.,I see you're awake now.,Görünüşe göre uyanmışsın.
44,MID_ムービー字幕_03二度目の出会い_1_5,"Hé, toi !",Hallöchen!,Ehilà!,¿Qué tal?,Hey there!,Selam!
45,MID_ムービー字幕_03二度目の出会い_1_6,"C'est mieux de faire la sieste dans un lit,
si tu veux mon avis...","Für ein Nickerchen gibt es bessere Plätze
als den Boden, weißt du?","Ci sono posti migliori della nuda
terra per fare un pisolino.","No es que el suelo sea el mejor sitio
para echar la siesta, ¿sabes?","There're better places to take a nap
than on the ground, you know.","Uyumak için yerden daha rahat
yerler var, biliyorsun."
46,MID_ムービー字幕_03二度目の出会い_1_7,Donne-moi ta main.,Gib mir deine Hand.,Dammi la mano.,Dame la mano.,Give me your hand.,Elini ver.
47,MID_ムービー字幕_04天変地異_1_1,Lissa. Cours.,"Lissa, lauf.","Lissa, corri.","¡Lissa, corre!","Lissa, run.","Lissa, kaç."
48,MID_ムービー字幕_04天変地異_1_2,Hein ?,Was?,Eh?,¿Eh?,Huh?,Ha?
