index,key,F,G,I,S,U,TR
0,MID_様子_セレナ_前,"Bah alors, c'est quoi ce sourire moqueur ?
Tu as rencontré l'objet de tes rêves ?","Urks... Was soll das dämliche Grinsen?
Jemand Hübschem begegnet?","Ugh, cos'è quell'aria beffarda?
Hai incontrato qualche svampito?","Aaaaay... Qué día tan bonito, ¿no? Sería
perfecto para encontrar el amor.","Ugh, what are you sneering about?
Did you meet someone dreamy?","Ah, neye gülüyorsun? Rüya
gibi biriyle tanıştın mı?"
1,MID_様子_セレナ_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_セレナ_前_通さん,"Tiens, quel est ce sourire moqueur ?
Vous avez rencontré l'objet de vos rêves ?","Urks... Was soll das dämliche Grinsen?
Jemand Hübschem begegnet?","Ugh, cos'è quell'aria beffarda?
Hai incontrato qualche svampito?","Aaaaay... Qué día tan bonito, ¿no? Sería
perfecto para encontrar el amor.","Ugh, what are you sneering about?
Did you meet someone dreamy?","Ah, neye gülüyorsun? Rüya
gibi biriyle tanıştın mı?"
3,MID_様子_セレナ_前_特殊,"Qu'est-ce qui vous rend si gai, Chrom ?
Vous avez... rendu visite à votre femme ?","Wieso siehst du so glücklich aus, Chrom?
Warst du mit deiner Frau... allein?","Perché sei così allegro, Chrom? Hai
passato una bella giornata con tua moglie?","Imagino que un día tan bueno como este lo
pasarás con tu mujercita, ¿eh, Chrom?","What are you so happy about, Chrom?
Did you and your wife have a ""moment""?","Neden bu kadar mutlusun, Chrom?
Siz ve eşiniz bir ""an"" yaşadınız mı?"
4,MID_様子_セレナ_後,"Non ! C'est une histoire de cœur.
Tu veux des conseils ?","Nein! Das hat was mit Romantik zu tun!
Ein paar Tipps gefällig?","No! È una cosa romantica.
Vuoi qualche suggerimento?","Sí. Hoy es un día magnífico para encontrar
el amor, ¡y yo doy consejos muy buenos!","No! It's a romance thing.
Would you like a few tips?","HAYIR! Bu romantik bir şey.
Birkaç ipucu ister misiniz?"
5,MID_様子_セレナ_後_通さん,"Non ! C'est une histoire de cœur.
Vous voulez des conseils ?","Nein! Das hat was mit Romantik zu tun!
Ein paar Tipps gefällig?","No! È una cosa romantica.
Vuoi qualche suggerimento?","Sí. Hoy es un día magnífico para encontrar
el amor, ¡y yo doy consejos muy buenos!","No! It's a romance thing.
Would you like a few tips?","HAYIR! Bu romantik bir şey.
Birkaç ipucu ister misiniz?"
6,MID_様子_セレナ_後_特殊,"Non ! C'est une histoire de cœur. Vous vous
y connaissez, non ? Vous et votre femme...","Nein! Das hat was mit Romantik zu tun!
Das solltest du bei deiner Frau doch wissen!","No! Una cosa romantica. Dovresti saperlo.
Con tua moglie vai molto d'accordo.","Si, así que, ya sabes... aprovecha para
pasarlo a solas con tu querida mujercita.","No! It's a romance thing. You ought to
know―you and your wife get along so well.","HAYIR! Bu romantik bir şey. Şunu bilmelisin
ki sen ve karın çok iyi anlaşıyorsunuz."
7,MID_様子_セレナ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
8,MID_様子_セレナ_前_親子_子,"Linfan, je peux t'offrir quelque chose ?
Allez... Ma fille devrait mieux s'habiller !","Linfan, darf ich dir etwas kaufen? Bitte?
Meine Tochter sollte sich besser kleiden!","Linfan, cosa posso comprarti? Dimmi.
Mia figlia deve vestirsi sempre bene.","Deja que te compre algo, por favor, Linfan.
Mi hija debería ir mejor vestida.","Morgan, can I buy you something? Please?
My daughter should really dress better.","Morgan, sana bir şey alabilir miyim?
Lütfen? Kızım cidden daha iyi giyinmeli."
9,MID_様子_セレナ_後_親子_子,"Ha, tu vas voir, j'adore faire des emplettes.
Habits, souliers, etc. Tu as une plume ?","Jetzt entkommst du mir nicht mehr! Auf in
den Laden! Kleider, Schuhe, Schmuck...","Bene! Adoro fare shopping. Vestiti,
scarpe, accessori... Hai una penna?","Qué buena hija eres... Me encantan los
regalos. ¡Todos! Ropa, zapatos, adornos...","Now you're in for it. I love to shop.
Clothes, shoes, accessories... Got a pen?","Şimdi yandın! Alışverişe bayılırım:
giysi, ayakkabı, aksesuar... Kalem var mı?"
