index,key,F,G,I,S,U,TR
0,MID_GMAP_章確認,Commencer ?,Beginnen?,Vuoi iniziare?,¿Comenzar esta misión?,Begin this chapter?,Bu bölüme başlansın mı?
1,MID_GMAP_遭遇戦確認,Défier cet adversaire ?,Diesen Gegner herausfordern?,Sfidi questo avversario?,¿Enfrentarse a este enemigo?,Challenge this opponent?,Bu rakibe meydan okunsun mu?
2,MID_GMAP_遭遇戦確認2,Défier ces adversaires ?,Diese Gegner herausfordern?,Sfidi questi avversari?,¿Enfrentarse a estos enemigos?,Challenge these opponents?,Bu rakiplere meydan okunsun mu?
3,MID_GMAP_店確認,Faire des achats ici ?,Hier einkaufen?,Fai acquisti in questo emporio?,¿Comprar aquí?,Shop here?,Burada alışveriş yapılsın mı?
4,MID_GMAP_交渉確認,Lancer les pourparlers ?,Mit diesem Team verhandeln?,Inizi le trattative?,¿Negociar con este equipo?,Parley with this team?,Bu takımla görüşülsün mü?
5,MID_GMAP_課金確認,Ouvrir le portail du Multivers ?,Dimensionstor betreten?,Usi il portale Altrotempo?,¿Entrar en el portal?,Enter the Outrealm Gate?,Öte Âlem Kapısı'na girilsin mi?
6,MID_GMAP_SCENARIO,Début,Starten,Inizia,Comenzar,Begin,Başla
7,MID_GMAP_ENCOUNT,Combat,Kampf,Sfida,Luchar,Battle,Savaş
8,MID_GMAP_SHOP,Magasin,Händler,Emporio,Tienda,Shop,Mağaza
9,MID_GMAP_CONTACT,Pourparlers,Verhandeln,Tratta,Negociar,Parley,Görüş
10,MID_GMAP_ACCOUNT,Entrer,Los,Portale,Entrar,Enter,Gir
11,MID_GMAP_VIEW,Examiner,Überblick,Zoom,Alejar,Survey,İncele
12,MID_GMAP_SORTIE,Menu,Menü,Menu,Menú,Menu,Menü
13,MID_GMAP_自動移動,Atteindre objectif,Zum Ziel gehen,Vai all'obiettivo,Siguiente cap.,Head to Objective,Hedefe Git
14,MID_GMAP_移動中,Navigation...,Navigiert...,Esplorazione...,Navegando...,Navigating...,İlerleniyor...
