index,key,F,G,I,S,U,TR
0,MID_様子_ノワール_前,"Comment passer le temps quand on
ne combat pas ? Je suis curieuse...","Wie verbringst du deine Freizeit? ...Wenn du
mir die Frage gestattest.","Non vorrei disturbare. Mi chiedevo come
passi il tempo quando non combattiamo.","Nunca sé qué hacer entre batalla y batalla.
Necesito ideas para no aburrirme.","If you don't mind me asking, how do you
pass the time when you're not fighting?","Sormamın sakıncası yoksa kavga etmediğiniz
zamanlarda nasıl vakit geçiriyorsunuz?"
1,MID_様子_ノワール_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_ノワール_前_敬さん,"Comment passer le temps quand on
ne combat pas ? Je suis curieuse...","Wie verbringt Ihr Eure Freizeit? ...Wenn Ihr
mir die Frage gestattet.","Se non è troppo disturbo, parliamo di come
passare il tempo quando non combattiamo?","Nunca sé qué hacer entre batalla y batalla.
Necesito ideas para no aburrirme.","If you don't mind me asking, how do you
pass the time when you're not fighting?","Sormamın sakıncası yoksa kavga etmediğiniz
zamanlarda nasıl vakit geçiriyorsunuz?"
3,MID_様子_ノワール_後,"Moi, les batailles me pèsent, alors je dors.
Mais je suis insomniaque, et je souffre...","Nach dem Kampf will ich einfach schlafen.
Aber dann kann ich es nicht! So ein Leid!","Le battaglie mi stremano. Quindi dormirei.
Ma non ci riesco, e soffro tutto il giorno.","A mí luchar me extenúa, así que intento
dormir, pero luego no puedo y me agobio.","Battles take a toll on me, so I sleep. Then I
find that I CAN'T sleep, and I suffer all day.","Savaşlar yoruyor, uyuyorum. Sonra da
uyuyamayıp bütün gün sürünüyorum."
4,MID_様子_ノワール_後_敬さん,"Moi, les batailles me pèsent, alors je dors.
Mais je suis insomniaque, et je souffre...","Nach dem Kampf will ich einfach schlafen.
Aber dann kann ich es nicht! So ein Leid!","Le battaglie mi stremano. Quindi dormirei.
Ma non ci riesco, e soffro tutto il giorno.","A mí luchar me extenúa, así que intento
dormir, pero luego no puedo y me agobio.","Battles take a toll on me, so I sleep. Then I
find that I CAN'T sleep, and I suffer all day.","Savaşlar yoruyor, uyuyorum. Sonra da
uyuyamayıp bütün gün sürünüyorum."
5,MID_様子_ノワール_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_ノワール_前_親子_子,"Euh, tu te sens bien, Linfan ?
Je peux faire quelque chose pour toi ?","Äh, Linfan, geht es dir gut?","Ehm, Linfan, stai bene?","Eeeh... Linfan, ¿estás bien?","Um, Morgan, are you all right?","Morgan, iyi misin?"
7,MID_様子_ノワール_後_親子_子,"J'ai toujours l'air blafard, j'ai ça dans le
sang. Mais je ne suis pas malade. Juré.","Ich sehe immer krank aus. Das ist eben so.
Aber ich bin mehr oder weniger gesund.","Ho sempre una brutta cera, ce l'ho nel
sangue. Ma sto più o meno bene. Davvero.","Siempre tengo este aspecto. Lo llevo en la
sangre, pero estoy de lo más sana, en serio.","I always look sickly―it's in my blood.
But I'm more or less healthy. Honest.","Her zaman hasta görünüyorum; bu benim
kanımda var. Ama az çok sağlıklıyım. Dürüst."
8,MID_様子_ノワール_前_親子_母,"Mère, vous faites de drôles de gestes...
C'est un sort ? Ou des convulsions ?","Mutter, wieso bewegst du dich so wild? Ist
das ein Fluch oder eher ein Anfall?","Mamma, che sono quei gesti strani?
Un altro incantesimo? O un tic nervoso?","Madre, estabas haciendo gestos raros.
¿Era un hechizo o tenías espasmos?","Mother, you were making weird gestures.
Is that a hex? Or some kind of spasm?","Anne, tuhaf hareketler yapıyordun. Bu
bir lanet mi? Yoksa bir çeşit spazm mı?"
9,MID_様子_ノワール_後_親子_母,"Vous savez bien que je suis toujours pâle,
maman. Ce sont vos sorts qui me minent.","Mutter, du weißt, ich bin immer blass. Es ist
dein Triefnasenfluch, der mich erwischt hat.","Sono sempre così pallida, mamma. È colpa
della tua fattura del naso che cola...","Ya sabes que SIEMPRE estoy pálida, madre
querida, ¡y todo por culpa de tus hechizos!","You know I always look pale, Mother. It's
your runny-nose hex that's got me down...","Hep solgunum anne, biliyorsun.
Beni çökerten şu burun akıtan lanetin..."
