index,key,F,G,I,S,U,TR
0,MID_様子_サーリャ_前,"J'ai concocté un sort qui rend nos rêves
réalité. Il suffit de me les dire, et ensuite...","Ich kenne einen Fluch, der Wünsche erfüllt.
Nenn mir deine und dann halt still...","Ho ideato un incantesimo che esaudisce
tutti i desideri. Dimmi, quali sono i tuoi?","He ideado un conjuro que hace los sueños
realidad. Solo necesito saber cuáles son y...","I've devised a hex to make dreams come
true. Tell me your desires and hold still...","Düşleri gerçeğe çeviren bir büyü tasarladım.
Denemek ister misin?"
1,MID_様子_サーリャ_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_サーリャ_前_特殊,"Tu es toujours à lire, $Np...
Crois-tu pouvoir réaliser tes rêves ainsi ?","$Np, du lernst immer so viel. Für
ein geheimes Ziel? Oder einen Traum?","$Np, ce la metti proprio tutta
negli studi. Hai dei sogni nel cassetto?","$Np, siempre estás estudiando.
¿Es que tienes algún objetivo secreto?","$Np, you always study so hard.
Do you have some secret goal? A dream?","$Np, en büyük hayalin ne?
Gizli bir hedefin var mı?"
3,MID_様子_サーリャ_後,"Rêver, c'est rasant. Qui aurait envie de se
promener avec les yeux radieux ? Pas moi.","Träume sind doof. Wer will schon mit
glänzenden Augen herumlaufen? Ich nicht.","Sognare, che noia! E poi i sognatori hanno
quello sguardo da beoti. Non fa per me.","Pues mi sueño es... ¡Bah! Yo no necesito ir
por ahí con cara de cordero degollado.","Dreaming is dull. Who wants to walk around
with sparkles in their eyes? Not me.","Rüya görmek sıkıcıdır. Kim gözlerinde
ışıltılarla dolaşmak ister? Ben değil."
4,MID_様子_サーリャ_後_特殊,"Tu veux savoir ? Tu t'intéresses à moi ?! Je
rêve que tu... Rah ! Je ne peux pas le dire !","Du willst es wissen? Sogar sehr, oder?
Ich träume davon, dass du-- Argh! Egal!","Vuoi saperlo? Vuoi proprio saperlo?
Sogno che tu... Ah! Non posso dirlo!","Pues mi sueño es que tú... ¡Rayos,
no soy capaz de decirlo!","You want to know? You care, don't you?!
I dream that you'll... Gah! I can't say it!","Bilmek mi istiyorsun? Demek önemsiyorsun!
Hayalim senin... Ah! Söyleyemem!"
5,MID_様子_サーリャ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_サーリャ_前_親子_子,"$Np, je peux m'exercer sur toi ?
... Euh, je veux dire AVEC toi !","$Np, kann ich an dir üben?
...Ich meine, MIT dir üben?","$Np, posso fare pratica
su di te? Voglio dire... con te?","$Np, ¿puedo practicar contigo?
O sea, entrenar, no me entiendas mal.","$Np, can I practise on you?
...I mean, practise WITH you?","$Np, seninle pratik yapmak
istiyorum, olur mu?"
7,MID_様子_サーリャ_後_親子_子,"Audacieux. Ne viens pas te plaindre si tu te
mets à aboyer comme un chien.","Kühne Worte. Aber sag nicht, ich hätte dich
nicht gewarnt, wenn du auf einmal bellst.","Le tue parole sono piene di coraggio, ma
poi non supplicarmi di avere clemenza.","Eso es muy atrevido por tu parte, pero no
digas que no te lo advertí, ¿me oyes?","Bold words. But don't say I didn't warn
you if you start barking like a dog.","Cesur sözler. Ama köpek gibi havlamaya
başlarsan seni uyarmadığımı söyleme."
8,MID_様子_サーリャ_前_恋人,"Malgré mon amour, les conséquences
seraient terribles en cas d'infidélité...","Ich liebe dich, $Np. Wenn du
mich betrügst, hat das schreckliche Folgen.","Ti amo, $Np. E se mi tradisci
le conseguenze saranno raccapriccianti.","Te quiero, $Np, y si me engañas
con otra, las consecuencias serán terribles.","I love you, $Np. And if you cheat
on me, the consequences will be dire.","Seni seviyorum, $Np. Ve eğer
beni aldatırsan sonuçları çok ağır olur."
9,MID_様子_サーリャ_後_恋人,"Et moi, je... N'avons nous pas
suffisamment parlé de tout ça ?","Mir geht es genauso... Moment, hatten wir
das nicht schon abgehakt?","Anch'io provo lo stesso...
Non ce lo siamo già detti?","Yo también... Oye, ¿es que aún no
hemos superado esta fase?","I feel the same... Haven't we been over
this?","Ben de aynısını hissediyorum... Bu konuyu
konuşmamış mıydık?"
