index,key,F,G,I,S,U,TR
0,MID_様子_ティアモ_前,"Nous ne nous étions pas croisés au camp
depuis un moment... Des loisirs secrets ?","Ich habe dich eine Weile nicht im Lager
gesehen. Wo warst du?","È un po' che non ci vediamo
all'accampamento. Cosa fai di solito?","A algunos no se les ve por el campamento
entre batalla y batalla. ¿Qué harán?","I haven't seen you around camp in a while.
What have you been up to?","Bir süredir kampta yoksun.
Neler yapıyorsun?"
1,MID_様子_ティアモ_前_敬さん,"Nous ne nous étions pas croisés au camp
depuis un moment... Des loisirs secrets ?","Ich habe Euch eine Weile nicht im Lager
gesehen. Wo wart Ihr?","È un po' che non ci vediamo
all'accampamento. Come vanno le cose?","A algunos no se les ve por el campamento
entre batalla y batalla. ¿Qué harán?","I haven't seen you around camp in a while.
What have you been up to?","Bir süredir kampta yoksunuz.
Neler yapıyorsunuz?"
2,MID_様子_ティアモ_前_敬様,"Nous ne nous étions pas croisés au camp
depuis un moment... Des loisirs secrets ?","Ich habe Euch eine Weile nicht im Lager
gesehen. Wo wart Ihr?","È un po' che non ci vediamo
all'accampamento. Come vanno le cose?","A algunos no se les ve por el campamento
entre batalla y batalla. ¿Qué harán?","I haven't seen you around camp in a while.
What have you been up to?","Bir süredir kampta yoksunuz.
Neler yapıyorsunuz?"
3,MID_様子_ティアモ_前_特殊,"Chrom, cela fait longtemps que je ne vous
ai pas vu. Comment passez-vous le temps ?","Ah, Chrom! Ich habe Euch eine Weile nicht
gesehen. Wo wart Ihr denn in letzter Zeit?","Ah, Chrom, non ti vedo mai
all'accampamento. Come passi il tempo?","Ah, Chrom, no se os ve tras las batallas.
¿Qué hacéis durante vuestro tiempo libre?","Ah, Chrom, I haven't seen you around
camp. How have you been passing the time?","Ah, Chrom, seni kampta
görmedim. Zamanını nasıl geçirdin?"
4,MID_様子_ティアモ_後,"Moi, je vais toujours faire des commissions
en ville. Mon pégase adore ça.","Oh, ich erledige oft Dinge in der Stadt.
Mit einem Pegasus geht das schneller.","Faccio commissioni nel villaggio. Il mio
pegaso è ideale per questo genere di cose.","Pues yo suelo ir al pueblo a hacer recados.
¡Un pegaso viene muy bien para eso!","Oh, I'm always running errands to town.
My pegasus is suited for that sort of thing.","Sık sık kasabaya iş için giderim.
Pegasus'um buna çok uygun."
5,MID_様子_ティアモ_後_敬さん,"Moi, je vais toujours faire des commissions
en ville. Mon pégase adore ça.","Oh, ich erledige oft Dinge in der Stadt.
Mit einem Pegasus geht das schneller.","Faccio commissioni nel villaggio. Il mio
pegaso è ideale per questo genere di cose.","Pues yo suelo ir al pueblo a hacer recados.
¡Un pegaso viene muy bien para eso!","Oh, I'm always running errands to town.
My pegasus is suited for that sort of thing.","Sık sık kasabaya iş için giderim.
Pegasus'um buna çok uygun."
6,MID_様子_ティアモ_後_敬様,"Moi, je vais toujours faire des commissions
en ville. Mon pégase adore ça.","Oh, ich erledige oft Dinge in der Stadt.
Mit einem Pegasus geht das schneller.","Faccio commissioni nel villaggio. Il mio
pegaso è ideale per questo genere di cose.","Pues yo suelo ir al pueblo a hacer recados.
¡Un pegaso viene muy bien para eso!","Oh, I'm always running errands to town.
My pegasus is suited for that sort of thing.","Sık sık kasabaya iş için giderim.
Pegasus'um buna çok uygun."
7,MID_様子_ティアモ_後_特殊,"Moi, je vais toujours faire des achats en
ville. Puis-je vous ramener quelque chose ?","Oh, ich erledige oft Dinge in der Stadt.
Kann ich Euch etwas mitbringen?","Faccio commissioni nel villaggio.
Serve qualcosa? Basta chiedere...","Pues yo suelo ir al pueblo a hacer recados.
¡Un pegaso viene muy bien para eso!","Oh, I'm always running errands to town.
Can I pick anything up for you?","Ah, her zaman şehre ayak işleri yapıyorum.
Senin için bir şey alabilir miyim?"
8,MID_様子_ティアモ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
9,MID_様子_ティアモ_前_親子_子,"Comment te sens-tu, $Np ?
Tu as l'air un peu à coté de tes souliers.","Geht es dir gut, $Np?
Du scheinst neben dir zu stehen.","Stai bene, $Np?
Sembri totalmente assente.","¿Te encuentras bien, pequeña?
No pareces tú misma.","Are you all right, $Np?
You look completely out of it.","İyi misin, $Np?
Hiç kendinde değilsin."
10,MID_様子_ティアモ_後_親子_子,"Ha ha ! Je vais bien, ne t'inquiète pas !
Ta mère est une dure à cuire.","Haha! Mir geht es gut. Keine Sorge.
Deine Mutter ist eine zähe Dame.","Ah ah! Sto bene. Non preoccuparti!
Tua madre ha le spalle larghe.","¡Ja, ja, ja! ¿Qué dices? Estoy muy bien.
Tu madre es una mujer dura como el acero.","Ha ha! I'm fine. Don't worry so much!
Your mother is a tough woman.","Ha ha! Ben iyiyim. Bu kadar
endişelenme! Annen sert bir kadın."
11,MID_様子_ティアモ_前_恋人,"$Np, plus le temps passe et
plus les charmes de l'amour me font effet !","$Np, je mehr Zeit ich mit dir
verbringe, desto wichtiger bist du mir.","$Np, il mio sentimento sta
diventando sempre più forte ed esclusivo.","$Np, ¿cómo lo haces? Consigues
enamorarme un poquito más cada día.","$Np, why is it you only
captivate me more as time goes on?","$Np, neden
böyle görünüyorsun?"
12,MID_様子_ティアモ_後_恋人,"Oh, merci. Je m'efforce d'être une
femme modèle pour l'homme que j'aime.","Danke. Ich gebe mir Mühe, dir die
bestmögliche Frau zu sein, mein Liebster.","Grazie. Cerco di essere la migliore donna
possibile per l'uomo che amo.","¡Gracias! Me esfuerzo por ser la mujer que
se merece el hombre al que amo.","Thank you. I strive to be the best woman I
can for the man I love.","Teşekkür ederim. Sevdiğim adam için elimden
gelen en iyi kadın olmaya çalışıyorum."
