index,key,F,G,I,S,U,TR
0,MID_DIE_プレイヤー男_PCM1,"$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... Vous tous... Je regrette...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Non ! Pas toi, $Nu ! Tiens bon !
TIENS BON !$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... Kameraden... Verzeiht mir...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Nein! Nicht du, $Nu!
Mach die Augen auf! ATME, VERDAMMT!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... C-Chiedo perdono a tutti voi...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|No! Non tu, $Nu!
Non lasciarci! NON LASCIARCI!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... y todos los demás...
perdonadme...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|¡No! ¡Tú no, $Nu!
¡Despierta! ¡DESPIERTA!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom...everyone... Forgive me...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|No! Not you, $Nu!
Open your eyes! OPEN YOUR EYES!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... millet... Affedin beni...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|HAYIR! Sen değil $Nu!
Gözlerini aç! GÖZLERİNİ AÇ!$k"
1,MID_DIE_プレイヤー男_PCM2,,,"$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロム…みんな…
ごめん……$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロム…みんな…
ごめん……$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロム…みんな…
ごめん……$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|...Chrom... herkes...
Özür dilerim...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu?!
Hey, dayan! Gözlerini aç, $Nu!!$k"
2,MID_DIE_プレイヤー男_PCM3,,,"$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu?!
Hey, dayan! Gözlerini aç, $Nu!!$k"
3,MID_DIE_プレイヤー女_PCF1,"$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... Vous tous... Je regrette...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Non ! Pas toi, $Nu ! Tiens bon !
TIENS BON !$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... Kameraden... Verzeiht mir...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Nein! Nicht du, $Nu!
Mach die Augen auf! ATME, VERDAMMT!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... C-Chiedo perdono a tutti voi...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|No! Non tu, $Nu!
Non lasciarci! NON LASCIARCI!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... y todos los demás...
perdonadme...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|¡No! ¡Tú no, $Nu!
¡Despierta! ¡DESPIERTA!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom...everyone... Forgive me...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|No! Not you, $Nu!
Open your eyes! OPEN YOUR EYES!$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom... millet... Affedin beni...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|HAYIR! Sen değil $Nu!
Gözlerini aç! GÖZLERİNİ AÇ!$k"
4,MID_DIE_プレイヤー女_PCF2,,,"$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロムさん…みなさん…
ごめん…なさ……$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロムさん…みなさん…
ごめん…なさ……$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロムさん…みなさん…
ごめん…なさ……$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|...Chrom... herkes...
Özür... dilerim...$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu?!
Hey, dayan! Gözlerini aç, $Nu!!$k"
5,MID_DIE_プレイヤー女_PCF3,,,"$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu！？　おい、しっかりしろ！
目を開けろ！　$Nuっ…！！$k","$t1$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|………$k
$Wsusername|$Wd$w0|$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|$Nu?!
Hey, dayan! Gözlerini aç, $Nu!!$k"
6,MID_DIE_プレイヤー援軍,"$t1$Wm自分|3$w0|$Ws自分|$Wa$E苦,汗|...$k","$t1$Wm自分|3$w0|$Ws自分|$Wa$E苦,汗|...$k","$t1$Wm自分|3$w0|$Ws自分|$Wa$E苦,汗|...$k","$t1$Wm自分|3$w0|$Ws自分|$Wa$E苦,汗|(...)$k","$t1$Wm自分|3$w0|$Ws自分|$Wa$E苦,汗|...$k","$t1$Wm自分|3$w0|$Ws自分|$Wa$E苦,汗|...$k"
7,MID_DIE_旧マルス,$t1$Wm自分|3$w0|$Ws自分|$Wa...$k,$t1$Wm自分|3$w0|$Ws自分|$Wa...$k,$t1$Wm自分|3$w0|$Ws自分|$Wa...$k,$t1$Wm自分|3$w0|$Ws自分|$Wa(...)$k,$t1$Wm自分|3$w0|$Ws自分|$Wa......$k,$t1$Wm自分|3$w0|$Ws自分|$Wa......$k
8,MID_DIE_クロム_PCM1,"$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Désolé, tout le monde... Laissez-moi seul...
Tâchez... Tâchez de rester en vie...$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom, NON, accrochez-vous ! Vous
ne pouvez pas mourir maintenant !$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Es... tut mir leid... Lasst mich zurück...
Rettet euch... wenn ihr könnt...$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom, NEIN! Du darfst nicht sterben!
Nicht jetzt!$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|M-Mi dispiace... Lasciatemi qui...
Mettetevi in salvo... se potete...$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom, NO! Non puoi morire!
Non ora!$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Lo siento... Dejadme atrás... Salvaos
vosotros... si podéis...$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|¡Chrom, NO! ¡No puedes morir!
¡No ha llegado tu hora!$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|I'm...sorry everyone... Leave me...
Save yourselves...if you can...$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom, NO! You can't die!
Not now!$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Ben...herkesten üzgünüm... Bırakın beni...
Kendinizi kurtarın...yapabiliyorsanız...$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom, HAYIR! Ölemezsin!
Şimdi değil!$k"
9,MID_DIE_クロム_PCM2,,,"$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|すまん…みんな…
…もう…誰も……死ぬ…な…$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロム！？　嘘だろう！？
こんなところで死んでしまうなんて…！$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|すまん…みんな…
…もう…誰も……死ぬ…な…$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロム！？　嘘だろう！？
こんなところで死んでしまうなんて…！$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|すまん…みんな…
…もう…誰も……死ぬ…な…$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|…クロム！？　嘘だろう！？
こんなところで死んでしまうなんて…！$k","$t1$Wmクロム|3$w0|$Wsクロム|$Wa$E苦,汗|Üzgünüm... herkes... Artık... kimse...
ölmesin...$k
$Wsクロム|$Wd$w0|$Wmusername|3$w0|$Wsusername|$Wa$E苦,汗|Chrom, HAYIR! Ölemezsin!
Şimdi değil!$k"
