index,key,F,G,I,S,U,TR
0,MID_様子_シンシア_前,"Quelle technique redoutable sur le champ
de bataille ! Et si nous faisions équipe ?","Auf dem Schlachtfeld fällst du echt auf.
Wir sollten das Böse zusammen bekämpfen.","Però, ti fai valere sul campo di battaglia!
Dovremmo combattere i cattivoni insieme.","Unamos nuestras fuerzas en la próxima
batalla. ¡Nadie podrá vencernos!","You really stand out on the battlefield!
We should fight bad guys together.","Savaşta göze çarpıyorsunuz!
Kötüleri birlikte dövelim."
1,MID_様子_シンシア_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_シンシア_前_通さん,"Quelle technique redoutable sur le champ
de bataille ! Et si nous faisions équipe ?","Auf dem Schlachtfeld fallt Ihr echt auf.
Wir sollten das Böse gemeinsam bekämpfen.","Però, ti fai valere sul campo di battaglia!
Dovremmo combattere i cattivoni insieme.","Unamos nuestras fuerzas en la próxima
batalla. ¡Nadie podrá vencernos!","You really stand out on the battlefield!
We should fight bad guys together.","Savaşta göze çarpıyorsunuz!
Kötüleri birlikte dövelim."
3,MID_様子_シンシア_後,"Pas de souci ! Je m'occupe des gros
méchants ! J'ai de l'énergie pour deux !","Klar! Ich kann dir ein wenig Wumms
abgeben. Überlass die zähen Kerle Cynthia!","Certo! Lascia gli ossi duri a Cynthia!
Ho grinta per due, io.","Está bien. ¡Como alguien se atreva a
retarnos, va a ver quién soy yo!","Sure! I can spare a little extra oomph
for you. Leave the toughies to Cynthia!","Tabii! Senin için biraz daha güç ayırırım.
Zorluları Cynthia'ya bırak!"
4,MID_様子_シンシア_後_通さん,"Pas de souci ! Je m'occupe des gros
méchants ! J'ai de l'énergie pour deux !","Klar! Ich kann Euch ein wenig Wumms
abgeben. Überlasst die zähen Kerle Cynthia!","Certo! Lascia gli ossi duri a Cynthia!
Ho grinta per due, io.","Está bien. ¡Como alguien se atreva a
retarnos, va a ver quién soy yo!","Sure! I can spare a little extra oomph
for you. Leave the toughies to Cynthia!","Tabii! Senin için biraz daha güç ayırırım.
Zorluları Cynthia'ya bırak!"
5,MID_様子_シンシア_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_シンシア_前_親子_子,"Dis-moi, Linfan... Il te reste des souvenirs
de ta vie dans le futur ?","Ich würde gern mehr über deine Zukunft
hören, Linfan. Werde ich eine große Heldin?","Mi piacerebbe sapere di più del futuro,
Linfan. Per caso diventerò un grande eroe?","Me gustaría saber un poco más sobre el
futuro del que vienes. ¿Seré una heroína?","I would love to know more about your
future, Morgan. Do I end up a big hero?","Geleceğini merak ediyorum, Morgan.
Sonunda büyük kahraman oluyor muyum?"
7,MID_様子_シンシア_後_親子_子,"Dans ma quête d'héroïsme, j'ai toujours été
tiraillée entre la bravoure et la témérité.$k$pAvant je disais que je venais du futur pour
épater la galerie, mais c'est devenu banal...$k$pEt si tu faisais semblant d'être en danger ?
Être mère courage, c'est un bon créneau !","Meist arbeitete ich an der Heldenhaftigkeit:
Eine Mischung aus Kraft und Prahlerei, klar?$k$pMein größter Kniff war, aus der Zukunft zu
sein, aber das ist nichts Besonderes mehr...$k$pHmm... Jetzt bin ich eine kämpfende Mutti!
Tu mal bitte so, als wärst du in Not.","Ho cercato soprattutto di sviluppare la mia
eroicità. Un mix di forza e spavalderia.$k$pIl mio asso nella manica era venire dal
futuro, ma non impressiona più come prima.$k$pPotrei essere una mamma combattente!
Puoi fare finta di essere in pericolo?","Pues trabajaba duro para ser una heroína
muy fuerte y con mucho estilo, ¿sabes?$k$pY venía del futuro. ¡Era superoriginal!
Aunque eso ya no es nada del otro mundo.$k$pMm... ¡Claro! ¡Ahora puedo ser una mamá
guerrera! ¿Y si finges que estás en apuros?","I mostly just worked on being heroic.
A blend of power and swagger, you know?$k$pMy big gimmick was that I came from the
future, but that's not so special any more...$k$pHmm. Maybe I'll be a fighting mama now!
Could you pretend you're in distress?","Çoğunlukla kahraman olmaya çalıştım. Güç
ve havalılığın bir karışımı, biliyor musun?$k$pEn büyük numaram gelecekten gelmiş olmamdı
ama bu artık o kadar da özel değil...$k$pHmm. Belki artık savaşan bir anne olurum!
Zor durumdaymış gibi davranabilir misin?"
8,MID_様子_シンシア_前_親子_母,"Mère, elle ressemblait à quoi votre vie avant
qu'on se rencontre ? Je peux savoir ?","Mutter, wie war dein Leben, bevor wir uns
trafen? Oder stört es dich, davon zu reden?","Mamma, com'era la tua vita prima
che mi conoscessi? Sono curiosa.","Madre, ¿cómo era tu vida antes de que nos
conociéramos? ¿Te importaría contármelo?","Mother, what was your life like before we
met? You don't mind telling me, do you?","Anne, tanışmadan önce hayatın nasıldı?
Bana söylemenin bir sakıncası yok, değil mi?"
9,MID_様子_シンシア_後_親子_母,"Dans le futur, je voulais aussi être héroïne.
Pour compenser les gaffes de ma mère...$k$pMais en réalité, c'est vous qui m'avez
protégée dans les moments désespérés.$k$pJe me suis donc entraînée sans relâche pour
que nul ne puisse toucher à ma maman !","Selbst in der Zukunft wollte ich eine Heldin
sein. Lag wohl an meiner trampeligen Mama.$k$pDoch als es darauf ankam, konnte ich dir
nicht helfen. Du hast mich beschützt.$k$pDas hab ich mir nie verziehen und wie blöd
trainiert, um dich zu beschützen!","Nel futuro volevo essere un'eroina, forse
perché avevo una mamma così imbranata.$k$pMa sei stata tu a proteggermi
nei momenti più difficili, non io.$k$pNon me lo sono mai perdonata e mi sono
allenata duramente per poterti difendere!","Entrenaba mucho para ser una heroína.
Es que eras tan patosa...$k$pPero a la hora de la verdad, nunca fui capaz
de protegerte. Tú me protegiste a mí.$k$p¡Nunca me lo perdoné! Así que seguí
entrenando para que no te volvieran a herir.","Even in the future, I wanted to be a hero. I
think it stemmed from having a klutzy mum.$k$pBut when it really counted, I wasn't able to
protect you. You protected me.$k$pI never forgave myself, so I decided to train
myself silly and never let you get hurt again!","Gelecekte de kahraman olmak isterdim.
Herhâlde sakar annem yüzündendi.$k$pAma gerçekten önemli olduğunda seni
koruyamadım. Beni korudun.$k$pKendimi affetmedim. O yüzden delice
çalışıp bir daha incinmene izin vermem!"
