index,key,F,G,I,S,U,TR
0,MID_様子_リズ_前,"Eh ben, tu as une pêche d'enfer ! C'est
ta nouvelle coupe qui te fait cet effet-là ?","Wieso bist du so gut gelaunt?
Hast du eine neue Frisur?","Come mai sei così di buon umore?
Hai per caso un nuovo taglio di capelli?","¡Qué bien! Creo que voy a salir a pasear.
Hace un día buenísimo, ¿eh?","Hey, how come you're in such
a great mood? ...New haircut?","Hey, bu keyif de nereden?
...Yeni saç mı?"
1,MID_様子_リズ_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_リズ_前_通さん,"Eh ben, tu as une pêche d'enfer ! C'est
ta nouvelle coupe qui te fait cet effet-là ?","Wieso bist du so gut gelaunt?
Hast du eine neue Frisur?","Come mai sei così di buon umore?
Hai per caso un nuovo taglio di capelli?","¡Qué bien! Creo que voy a salir a pasear.
Hace un día buenísimo, ¿eh?","Hey, how come you're in such
a great mood? ...New haircut?","Hey, bu keyif de nereden?
...Yeni saç mı?"
3,MID_様子_リズ_前_特殊,"Coucou, frérot ! Tu as l'air en forme, dis
donc ! Tu viens de découvrir le tricot ?","Wieso bist du so gut gelaunt, Chrom?
Hast du eine neue Frisur?","Ciao, Chrom! Ti vedo di ottimo umore.
Hai un nuovo taglio di capelli?","Oye, Chrom, ¿por qué estás de tan buen
humor? Ah, es por el día que hace, ¿no?","Hey, Chrom, how come you're in such
a great mood? ...New haircut?","Hey Chrom, bu keyif de nereden?
...Yeni saç mı?"
4,MID_様子_リズ_前_特殊E,"Coucou, frangine ! Tu m'as l'air radieuse !
Tu te souviens de moi ?","Hallo, Emm! Wieso bist du so gut gelaunt?
Erinnerst du dich endlich an mich?","Emmeryn, come mai questa espressione
raggiante? Ti sei ricordata di me?","Oye, Emmi, ¿has visto qué tiempo hace?
¡Es perfecto para salir a pasear!","Hey, Emm, how come you're in such a
great mood? Did you remember who I am?","Emm, neşen yerinde görünüyor!
Beni hatırladın mı?"
5,MID_様子_リズ_後,"Non, je suis contente qu'on soit que toi et
moi pour une fois ! Ça change !","Nein, ich bin nur froh, dich mal in Ruhe
sprechen zu können. Immer so viel los hier.","No, sono solo felice di parlare finalmente
a tu per tu per una volta!","¡Sí, qué buen tiempo! Yo iré a pasear si
encuentro con quién hacerlo.","No, I'm just glad the two of us got to talk!
There's always too many people around.","Hayır, baş başa konuşmamıza sevindim!
Etrafta hep çok insan oluyor."
6,MID_様子_リズ_後_通さん,"Non, je suis contente qu'on soit que toi et
moi pour une fois ! Ça change !","Nein, ich bin nur froh, dich mal in Ruhe
sprechen zu können. Immer so viel los hier.","No, sono solo felice di parlare finalmente
a tu per tu per una volta!","¡Sí, qué buen tiempo! Yo iré a pasear si
encuentro con quién hacerlo.","No, I'm just glad the two of us got to talk!
There's always too many people around.","Hayır, baş başa konuşmamıza sevindim!
Etrafta hep çok insan oluyor."
7,MID_様子_リズ_後_特殊,"Non, je suis contente qu'on soit que toi et
moi pour une fois ! Ça change !","Nein, ich bin nur froh, dich mal in Ruhe
sprechen zu können. Immer so viel los hier.","No, sono solo felice di parlare finalmente
a tu per tu per una volta!","Tienes razón, Chrom. Yo voy a ir a pasear.
¿Te quieres venir?","No, I'm just glad the two of us got to talk!
There's always too many people around.","Hayır, baş başa konuşmamıza sevindim!
Etrafta hep çok insan oluyor."
8,MID_様子_リズ_後_特殊E,"Non, mais même toute barbouillée, tu serais
ravissante. Tu me manques, Emmeryn.","Nein, du bist schön, egal wie schmutzig
dein Gesicht ist. Ich vermiss dich, Emm.","No, ma tu saresti sempre bella, anche
con la faccia sporca. Mi manchi.","No, y aunque la tuvieses, seguirías
estando guapa. Te echo de menos, Emmi.","No, but you'd be beautiful no matter how
dirty your face got. I miss you, Emm.","Hayır ama yüzün ne kadar kirlenirse
kirlensin güzel olurdun. Seni özledim, Emm."
9,MID_様子_リズ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
