index,key,F,G,I,S,U,TR
0,MID_様子_スミア_前,"Ma divination florale me dit que les rêves
peuvent devenir réalité ! Mais lesquels ?!","Den Blumen zufolge werden Eure Wünsche
sich erfüllen! Was wünschst du dir?","I petali dicono che i tuoi desideri si
avvereranno! Che cosa sogni?","En el futuro me gustaría hacer pronósticos
con plumas de grifo. Es uno de mis sueños.","The flower-petal fortune said your dreams
will come true! What do you dream about?","Yaprak falı hayalin gerçek olacak dedi!
Sen ne düşlüyorsun?"
1,MID_様子_スミア_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_スミア_前_敬さん,"Ma divination florale me dit que les rêves
peuvent devenir réalité ! Mais lesquels ?!","Den Blumen zufolge werden Eure Wünsche
sich erfüllen! Was wünscht Ihr Euch?","I petali dicono che i desideri si
avvereranno! Parliamo dei nostri sogni?","En el futuro me gustaría hacer pronósticos
con plumas de grifo. Es uno de mis sueños.","The flower-petal fortune said your dreams
will come true! What do you dream about?","Yaprak falı hayalin gerçek olacak dedi!
Sen ne düşlüyorsun?"
3,MID_様子_スミア_前_敬様,"Ma divination florale me dit que les rêves
peuvent devenir réalité ! Mais lesquels ?!","Den Blumen zufolge werden Eure Wünsche
sich erfüllen! Was wünscht Ihr Euch?","I petali dicono che i vostri desideri si
avvereranno! Che cosa sognate?","En el futuro me gustaría hacer pronósticos
con plumas de grifo. Es uno de mis sueños.","The flower-petal fortune said your dreams
will come true! What do you dream about?","Yaprak falı hayalin gerçek olacak dedi!
Sen ne düşlüyorsun?"
4,MID_様子_スミア_後,"Moi, je meurs d'envie de lire l'avenir dans
les plumes de griffon... Ça compte ?","Nun, ich würde gerne einmal die Zukunft
mit Federn vorhersagen. Zählt das?","Vorrei provare a predire il futuro con
le piume di grifone. Funzionerà?","Yo querría hacer pronósticos desplumando
grifos, por cambiar. ¿Eso cuenta?","Well, I'd like to tell a fortune with griffon
feathers for a change. Does that count?","Değişiklik olsun diye, kızıl tüylerle bir
fal bakmak istiyorum. Bu sayılır mı?"
5,MID_様子_スミア_後_敬さん,"Moi, je meurs d'envie de lire l'avenir dans
les plumes de griffon... Ça compte ?","Nun, ich würde gerne einmal die Zukunft
mit Federn vorhersagen. Zählt das?","Vorrei provare a predire il futuro con
le piume di grifone. Funzionerà?","Yo querría hacer pronósticos desplumando
grifos, por cambiar. ¿Eso cuenta?","Well...I'd like to tell a fortune with griffon
feathers for a change. Does that count?","Şey...bir değişiklik olsun diye, kızıl tüylerle
fal bakmak istiyorum. Bu sayılır mı?"
6,MID_様子_スミア_後_敬様,"Moi, je meurs d'envie de lire l'avenir dans
les plumes de griffon... Ça compte ?","Nun, ich würde gerne einmal die Zukunft
mit Federn vorhersagen. Zählt das?","Vorrei provare a predire il futuro con
le piume di grifone. Funzionerà?","Yo querría hacer pronósticos desplumando
grifos, por cambiar. ¿Eso cuenta?","Well...I'd like to tell a fortune with griffon
feathers for a change. Does that count?","Şey...bir değişiklik olsun diye, kızıl tüylerle
fal bakmak istiyorum. Bu sayılır mı?"
7,MID_様子_スミア_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
8,MID_様子_スミア_前_親子_子,"Tu es si forte pour ton âge, $Np.
On va s'entraîner toutes les deux ?","Du bist so ein starkes Kind, $Np.
Wollen wir zusammen trainieren?","Sei una bambina forte, $Np.
Vuoi allenarti con la mamma?","Eres una niña muy fuerte, $Np.
¿Te gustaría que entrenásemos juntas?","You're such a strong child, $Np.
Want to go train together?","Sen çok güçlü bir çocuksun $Np.
Birlikte antrenmana gitmek ister misin?"
9,MID_様子_スミア_後_親子_子,"Je ne refuserais jamais cela à ma ravissante
fille, même si je dois encore me ridiculiser.","Ich kann meiner schönen Tochter nichts
abschlagen, auch wenn ich mich blamiere.","Non direi mai di no a mia figlia, anche
se ciò significasse coprirmi di ridicolo.","Jamás podría decir no a mi maravillosa hija,
¡ni aunque me pusiera en ridículo!","I'd never say no to my beautiful daughter,
even if I do make a buffoon of myself.","Kendimi soytarı yapsam bile
güzel kızıma asla hayır demem."
10,MID_様子_スミア_前_恋人,"Mon amour est si fort, $Np. Mon
cœur brûle quand nous sommes ensemble.","Ich liebe dich, $Np. Deine Nähe
wärmt mein Herz.","Il mio cuore batte forte quando
siamo vicini, $Np.","Te quiero, $Np. Cuando estás a
mi lado, el corazón me palpita con fuerza.","I love you, $Np. It warms my
heart whenever you're close.","Seni seviyorum, $Np. Ne
zaman yakın olsan kalbimi ısıtıyor."
11,MID_様子_スミア_後_恋人,"Je ressens la même chose ! Il faut me
promettre de n'être qu'à moi, toujours !","Ich liebe dich auch! Versprich mir, dass du
für immer bei mir bleibst.","Il sentimento è reciproco! Voglio che
questo stato di grazia duri per sempre.","¡Yo también te quiero! Te prometo que
serás mío y solo mío para siempre.","I love you too! Promise you'll be
mine and mine alone, forever.","Ben de seni seviyorum! Sonsuza kadar
sadece benim olacağına söz ver."
