index,label,English,French,German,Italian,Spanish,Turkish
0,AskMii_Q_Upper_00,Who loves,Qui adore,Wer mag,Chi ama,¿Quién pierde la cabeza por,Kim buna bayılıyor: “
1,AskMii_Q_Lower_00,?, {TAG_1}?,?,{TAG_1}?,{TAG_1}?,”?
2,AskMii_Q_Upper_01,Who hates,Qui déteste,Wer kann gar nicht gut,Chi non ama,¿Quién odia,Kim bunu hiç sevmiyor: “
3,AskMii_Q_Lower_01,?, {TAG_1}?,?,{TAG_1}?,{TAG_1}?,”?
4,AskMii_Q_Upper_02,Who has tried,Qui a déjà essayé de,Wer würde gerne öfters mal,Chi ha mai provato a,¿Quién ha intentado alguna vez,Kim şunu denedi: “
5,AskMii_Q_Lower_02,?, {TAG_1}?,?,{TAG_1}?,{TAG_1}?,”?
6,AskMii_Q_Upper_03,Who is devoted to,Qui est loyal à,Wer gehört hier zur Gruppe der,Chi apprezza,¿Quién es fan de,Kim kendini şuna adamış: “
7,AskMii_Q_Lower_03,?, {TAG_1}?, Fans?,{TAG_1}?,{TAG_1}?,”?
8,AskMii_Q_Upper_04,Who prefers,Qui aime,Wer zählt sich selbst zur,Chi preferisce,¿Quién lo daría todo por,Kim şunu tercih ediyor: “
9,AskMii_Q_Lower_04,?,pluss que tout {TAG_1}?, Fraktion?,{TAG_1}?,{TAG_1}?,”?
10,AskMii_Q_Upper_05,Who thinks they are,Qui pense être,Wer ist alles Mitglied im,Chi pensa di essere,¿Quién piensa que es,Kim kendini şöyle görüyor: “
11,AskMii_Q_Lower_05,?, {TAG_1}?, Club?,{TAG_1}?,{TAG_1}?,”?
12,AskMii_Q_Upper_06,Who is afraid of,Qui n'aimera jamais,Wer findet,Chi teme,¿Quién tiene miedo de,Kim şundan korkuyor: “
13,AskMii_Q_Lower_06,?, {TAG_1}?,ganz abscheulich?,{TAG_1}?,{TAG_1}?,”?
14,AskMii_Q_Upper_07,Who'd prefer to have been born as,Qui aurai aimé être,Wer nimmt sich unentwegt,Chi vorrebbe rinascere come,¿Quién hubiera deseado ser,Kim şöyle doğmuş olmayı tercih ederdi: “
15,AskMii_Q_Lower_07,?, {TAG_1}?,zum Vorbild?,{TAG_1}?,{TAG_1}?,”?
16,AskMii_Q_Upper_08,Who wants,Qui voudrait avoir,Wer hätte gern viele,Chi vuole,¿Quién pagaría una millonada por,Kim şunu istiyor: “
17,AskMii_Q_Lower_08,?, {TAG_1}?,?,{TAG_1}?,{TAG_1}?,”?
18,AskMii_Q_Upper_09,Who likes,Qui aime,Wer mag jeden Morgen,Chi gradisce ogni mattina,¿Quién adora,Kim her sabah şunu yapmayı seviyor: “
19,AskMii_Q_Lower_09,every morning?,le matin {TAG_1}?,?,?,todas las mañanas?,”?
20,AskMii_Q_Upper_10,Who's good at,Qui est très fort pour,Wer kann wirklich gut,Chi riesce a,¿Quién tiene madera para,Kim şu konuda iyi: “
21,AskMii_Q_Lower_10,?, {TAG_1}?,?,{TAG_1}?,{TAG_1}?,”?
22,AskMii_Q_Upper_11,Who likes,Qui aime,Wer darf jeden Abend,Chi gradisce ogni sera,¿Quién adora,Kim her gece şunu yapmayı seviyor: “
23,AskMii_Q_Lower_11,every night?,tous les soirs {TAG_1}?,?,?,todas las noches?,”?
24,AskMii_Q_Upper_12,Who thinks their mother likes,Qui pense que sa mère est,Wer vergleicht gerne,Chi pensa che la mamma sia,¿Quién cree que su madre es,Kim annesinin şunu sevdiğini düşünüyor: “
25,AskMii_Q_Lower_12,?, {TAG_1}?,mit Mutti?,{TAG_1}?,{TAG_1}?,”?
26,AskMii_Q_Upper_13,Who hides,Qui cache,Wer versteckt in seinem Zimmer,Chi nasconde in camera sua,¿Quién da cobijo a,Kim odasında şunu saklıyor: “
27,AskMii_Q_Lower_13,in their room?,dans sa chambre {TAG_1}?,?,?,en su habitación?,”?
28,AskMii_Q_Upper_14,Who can't stop thinking about,Qui pense tout le temps à,Wer findet nichts außer,Chi pensa sempre a,¿Quién sueña todo el tiempo con,Kimin aklından şu çıkmıyor: “
29,AskMii_Q_Lower_14,?, {TAG_1}?,interessant?,{TAG_1}?,{TAG_1}?,”?
30,AskMii_Q_Upper_15,Who has a collection of,Qui rêve en pensant à,Wer sammelt,Chi è felice se trova,¿Quién disfruta a tope con,Kimin şunlardan oluşan bir koleksiyonu var: “
31,AskMii_Q_Lower_15,?, {TAG_1}?,?,{TAG_1}?,{TAG_1}?,”?
32,AskMii_Q_Upper_16,Who gets told they look like,Qui est souvent pris pour,Wer sieht genau so aus wie,Chi pensa di assomigliare a,¿Quién sospecha que lo confunden con,Kime şuna benzediği söyleniyor: “
33,AskMii_Q_Lower_16,?, {TAG_1}?,?,{TAG_1}?,{TAG_1}?,”?
34,AskMii_Q_Upper_17,Who can't sleep without,Qui n'arrive pa à dormir sans,Wer kann nicht ohne,Chi non può dormire senza,¿Quién no puede dormir sin,Kim şu olmadan uyuyamıyor: “
35,AskMii_Q_Lower_17,?, {TAG_1}?,schlafen?,{TAG_1}?,{TAG_1}?,”?
36,AskMii_Q_Upper_18,Who has no interest in,Qui donnerait tout pour,Wer findet,Chi non prova interesse per,¿Quién pasa olímpicamente de,Kim şununla hiç ilgilenmiyor: “
37,AskMii_Q_Lower_18,?, {TAG_1}?,langweilig?,{TAG_1}?,{TAG_1}?,”?
38,AskMii_Q_Upper_19,Who has a soft spot for,Qui ne peut pas résister à,Wer wird schwach wenn man,Chi farebbe di tutto per,¿Quién tiene debilidad por,Kimin şuna karşı ayrı bir zaafı var: “
39,AskMii_Q_Lower_19,?, {TAG_1}?,erwähnt?,{TAG_1}?,{TAG_1}?,”?
40,AskMii_Q_Upper_20,Who can't live without,Qui ne peut pas vivre sans,Wer findet,Chi non può fare a meno di,¿Quién no puede vivir sin,Kim şu olmadan yaşayamıyor: “
41,AskMii_Q_Lower_20,?, {TAG_1}?,lebensnotwendig?,{TAG_1}?,{TAG_1}?,”?
42,AskMii_Q_Upper_21,Who only needs,Qui désire uniquement,Wer braucht nichts als nur,Chi trova indispensabile,¿Quién necesita,Kimin mutlu olmak için tek ihtiyacı şu: “
43,AskMii_Q_Lower_21,to be happy?,dans la vie {TAG_1}?,?,{TAG_1}?,para ser feliz?,”?
44,AskMii_Q_Upper_22,Whose hobby is,Qui a pour passion de,Wer hat als Hobby,Chi ha l'hobby di,¿Quién adora,Kimin hobisi şu: “
45,AskMii_Q_Lower_22,?,{TAG_1}?,?,{TAG_1}?,como pasatiempo?,”?
46,AskMii_A_Gerund_00,cheating,tricher,Kontakte pflegen,amare in segreto,contar chistes,hile yapmak
47,AskMii_A_Gerund_01,wearing glasses,faire le chat,Katze spielen,imitare i gatti,imitar a gatos,gözlük takmak
48,AskMii_A_Gerund_02,falling over,tomber par terre,Alpaca spielen,fingersi un àlpaca,parecerse a un loro,düşüp durmak
49,AskMii_A_Gerund_03,picking flowers,ramasser des fleurs,Blumen pflücken,fare m'ama non m'ama,deshojar margaritas,çiçek toplamak
50,AskMii_A_Gerund_04,dressing up,se déguiser,Cospläis nähen,praticare il cospley,hacer cosplei,süslenmek
51,AskMii_A_Gerund_05,thumb-wrestling,jouer à cache-cache,Blinde Kuh spielen,giocare coi pollici,hacer ganchillo,başparmak güreşi yapmak
52,AskMii_A_Gerund_06,moonwalking,ramper au sol,seitwärts gehen,andare all'indietro,caminar hacia atrás,moonwalk yapmak
