index,label,English,French,German,Italian,Spanish,Turkish
0,Text_Home_T00,"I missed everybody so much, I just had to
come back!","Je suis de retour ! J'avais tant envie de revoir
tout le monde.",Ich bin wieder da! Ich hab euch richtig vermisst.,"Sentivo così tanto la mancanza di tutti che
ho deciso di tornare.","¡He vuelto! Tenía muchas ganas de ver
a todo el mundo.","Herkesi o kadar özledim ki geri dönmeden
edemedim!"
1,Text_Home_T01,I brought a souvenir!,J'ai rapporté un souvenir.,Ich habe ein Souvenir mitgebracht!,Ho portato un souvenir!,He traído un recuerdo.,Bir hatıra getirdim!
2,Text_Home_TLevelUp,"People looked after me so much on my travels
that my Thanks Level went up to {TAG_1}!","De nombreuses personnes m'ont aidé{TAG_1} au cours de
mon voyage. Mon niveau de gratitude a atteint {TAG_2} !","Mir haben unterwegs so viele Leute geholfen,
dass mein Dankbarkeitsläwel auf {TAG_1} gestiegen ist!","Nei miei viaggi ho ricevuto così tanto aiuto
che il mio livello di gratitudine è salito a {TAG_1}!","Mucha gente me ha ayudado en mis viajes.
¡Mi nivel de gratitud es ahora {TAG_1}! ","Yolculuğumda bana o kadar çok yardım edildi ki
Teşekkür Seviyem {TAG_1} oldu!"
3,Text_Home_T02,"{TAG_1} Island's {TAG_2}'s
lookalike asked me to pass on a message.","J'ai un message de la part du sosie d{TAG_1}{TAG_2},
de l'île {TAG_3}.","Das Ebenbild von {TAG_1} von
{TAG_2} lässt dir etwas ausrichten.","{TAG_1} sosia di {TAG_2} dall'isola {TAG_3}
mi ha chiesto di recapitare un messaggio.","Traigo un mensaje {TAG_1} doble
de {TAG_2}, de la isla {TAG_3}.","{TAG_1} Adası’ndan {TAG_2} adlı kişinin
benzeri sana bir mesaj iletmemi istedi."
4,Text_Home_T02_NG,,"J'ai un message pour vous de l'île
{TAG_1}.","{TAG_1} von {TAG_2}
hat mir eine Nachricht für dich mitgegeben.","Mi è stato chiesto di recapitare un messaggio
dall'Isola {TAG_1}.",Traigo un mensaje de la isla {TAG_1}.,Bir adadan sana mesaj getirdim.
5,Text_Home_TMessageEnd,That was it.,"Vois là, je vous ai tout dit.",Das war's.,E questo è quanto.,Y eso es todo.,Hepsi bu kadardı.
6,Text_Home_T03,I'd better get on with my travels.,Je vais bientôt repartir en voyage.,"Ich denke, ich werde bald wieder aufbrechen.",Penso che presto mi rimetterò in viaggio...,Ya es hora de retomar mis viajes.,Artık yolculuğuma devam etsem iyi olacak.
13,Text_Home_Dinner_T00,Thanks! That sounds like music to my belly!,Merci ! Je vais me laisser tenter...,Ja gerne! Vielen Dank!,"Grazie!
Ne approfitto volentieri!","Muchas gracias. La verdad es que
tengo mucha hambre.",Teşekkürler! Karnıma müzik gibi geldi!
14,Text_Home_Bath_T00,Thanks! That should revive me!,Merci ! Ça me fera du bien.,"Gerne! Das wäre eine gute Idee, nach der
langen Reise...","Grazie!
Mi servirà ad alleviare la stanchezza del viaggio!","Muchas gracias, me sentará bien.",Teşekkürler! Bu beni kendime getirir!
15,Text_Home_Leave_T00,"OK, I'll be off then!
I'm sure I'll be back again some day!","Bon, j'y vais ! Je reviendrai un jour !","Dann mache ich mich wieder auf.
Vielleicht bis bald einmal!","Grazie! Tornerò sicuramente,
prima o poi!","¡Bueno, me voy! Prometo volver
algún día.","Peki, ben yola koyulayım!
Eminim bir gün yine dönerim!"
