index,label,English,French,German,Italian,Spanish,Turkish
0,BabyTouch_Intro_00,"{TAG_1} just won't stop crying.
{TAG_2}Do you think you could help me?","{TAG_1}{TAG_2}{TAG_3} n'arrête pas de pleurer.
Vous pensez que vous pourriez m'aider ?","{TAG_1}{TAG_2} {TAG_3}hört einfach nicht auf
zu weinen.{TAG_4}Kannst du {TAG_5} nicht etwas aufheitern?","{TAG_1} non smette di piangere.
{TAG_2}Potresti darmi una mano?",{TAG_1}{TAG_2} {TAG_3}no deja de llorar.{TAG_4}¿Puedes ayudarme?,"{TAG_1} bir türlü ağlamayı kesmiyor.
{TAG_2}Bana yardım edebilir misin?"
1,BabyTouch_Intro_01,Thank you.,Merci.,Vielen Dank.,Grazie.,Gracias.,Teşekkür ederim.
2,BabyTouch_Intro_02,"Look who it is, {TAG_1} .
It's {TAG_2} lookalike!","Regarde qui est là, {TAG_1}{TAG_2} {TAG_3}!
C'est le sosie{TAG_4} !","Schau wer da ist, {TAG_1} .
Das Ebenbild von {TAG_2}!","Guarda chi c'è, {TAG_1}!
Ben arrivat{TAG_2}, sosia{TAG_3}!","¡{TAG_1}{TAG_2}{TAG_3}, mira!
Es {TAG_4} doble{TAG_5}.","Bak kim gelmiş, {TAG_1}.
{TAG_2} benzeri!"
3,BabyTouch_Intro_03,I see...,Je vois...,Verstehe...,Capisco...,Entiendo...,Anlıyorum...
4,BabyTouch_Intro_04,"Would you play with {TAG_1}
for me a while?","Pourriez-vous jouer
un peu avec {TAG_1}{TAG_2} {TAG_3}?","Würdest du ein wenig
mit {TAG_1} spielen?","Potresti giocare con {TAG_1}
per un po'?",¿Puedes jugar un rato con {TAG_1}{TAG_2}{TAG_3}?,Bir süre {TAG_1} ile oynar mısın?
5,BabyTouch_Intro_05,"Isn't that nice, {TAG_1}?","C'est gentil, hein, {TAG_1}{TAG_2} {TAG_3}?","Ist das nicht schön, {TAG_1}?",Che bello! Vero {TAG_1}?,"¡Qué bien! ¿Verdad, {TAG_1}{TAG_2}{TAG_3}?","Ne güzel, değil mi {TAG_1}?"
7,BabyTouch_End_00,"Oh, it's about time {TAG_1} had {TAG_2} bottle.","Oh, ça va être l'heure de son bibron !",{TAG_1}Oh! {TAG_2}Es wird langsam Zeit für {TAG_3} Fläsch jenn.,"Oh, è l'ora della poppata.","Ay, ya es hora de darle el biberón.","Aa, {TAG_1}{TAG_2} biberon zamanı gelmiş."
8,BabyTouch_Result_Happy,"{TAG_1} is in a really good mood!
And to think {TAG_2} was crying just a minute ago.{TAG_3}Thanks for your help, {TAG_4}
lookalike.","{TAG_1}{TAG_2} {TAG_3}a l'air content{TAG_4} !
Et dire qu'{TAG_5} pleurait il y a un instant !{TAG_6}Merci, sosie{TAG_7}.","{TAG_1} ist wieder richtig fröhlich!
Unglaublich dass {TAG_2} eben noch geweint hat.{TAG_3}Danke für deine Hilfe,
Ebenbild von {TAG_4}.","{TAG_1} è davvero di buon umore!
E pensare che fino a poco fa piangeva!{TAG_2}Grazie dell'aiuto, sosia{TAG_3}.","¡{TAG_1}{TAG_2} {TAG_3}estáde muy buénhumor!
Y pensar que hace nada estaba llorando...{TAG_4}¡Gracias por ayudarme, doble{TAG_5}!","{TAG_1} şimdi çok neşeli!
Az önce {TAG_2} ağlıyordu, inanılır gibi değil.{TAG_3}
{TAG_4} benzeri, yardımın için teşekkürler."
9,BabyTouch_Result_Cry,"Well, you tried your best,
{TAG_1} lookalike...{TAG_2}I'll try again in a bit. Thanks for your help.","Vous avez fait ce que vous pouviez,
sosie{TAG_1}...{TAG_2}Je vais prendre le relais. Merci d'avoir essayé.","Zumindest hast du dein Bestes gegeben,
Ebenbild von {TAG_1}.{TAG_2}Ich werde es nachher noch einmal versuchen.
Danke für deine Hilfe.","Beh, hai fatto del tuo meglio,
sosia{TAG_1}...{TAG_2}Ci riproverò tra un po'.
Grazie dell'aiuto.","Bueno, has hecho lo que has podido,
doble{TAG_1}...{TAG_2}Volveré a intentarlo en un rato. Gracias.","Elinden geleni yaptın, {TAG_1} benzeri...{TAG_2}
Biraz sonra tekrar denerim. Yardımın için teşekkürler."
10,BabyTouch_Result_Normal,"{TAG_1} seems to have cheered up
a lot.{TAG_2}Thanks for your help, {TAG_3}
lookalike.","{TAG_1}{TAG_2}{TAG_3} a l'air de bien meilleure
humeur, à présent.{TAG_4}Merci pour votre aide,
sosie{TAG_5}.","{TAG_1} ist anscheinend schon
wieder viel besser gelaunt.{TAG_2}Vielen Dank für deine Hilfe,
Ebenbild von {TAG_3}.","{TAG_1} sembra aver ritrovato
il buonumore.{TAG_2}Grazie dell'aiuto, sosia{TAG_3}.","¡Parece que {TAG_1}{TAG_2} {TAG_3}está muy content{TAG_4}!{TAG_5}Gracias por tu ayuda, doble{TAG_6}.","{TAG_1} epey neşelenmiş
gibi.{TAG_2}{TAG_3} benzeri, yardımın
için teşekkürler."
