index,label,English,French,German,Italian,Spanish,Turkish
0,Other_00,{TAG_1} was the one who did it!,"Et dire que c'était {TAG_1}, {TAG_2} coupable...",...{TAG_1} hat's getan!,La colpa è di {TAG_1}!,¡La culpa es de {TAG_1}!,Bunu yapan {TAG_1}!
1,Other_01,"{TAG_1} and
{TAG_2}...","{TAG_1} et
{TAG_2}{TAG_3}…","{TAG_1} und
{TAG_2}...","{TAG_1} e
{TAG_2}...","{TAG_1} y
{TAG_2} {TAG_3}...",{TAG_1} ve {TAG_2}...
2,Other_02,"{TAG_1}... You know you're not
supposed to eat that...","{TAG_1}... Tu sais pourtant que tu
ne dois pas manger ça, non ?","{TAG_1} . Du weißt doch
dass du das nicht essen sollst!","{TAG_1}... Lo sai che non
dovresti mangiare quella roba...",{TAG_1}... No te comas eso...,{TAG_1}... Onu yememen gerektiğini biliyorsun...
3,Other_03,"Oh! It's only you, {TAG_1}...","Oh, c'est juste toi, {TAG_1}...",{TAG_1}Oh! {TAG_2}Du bist's nur {TAG_3}.,"Oh! Sei tu, {TAG_1}...","¡Ah! Eres tú, {TAG_1}...","Aa! Sadece senmişsin, {TAG_1}..."
4,Other_04,"{TAG_1}... Why are you 3 times
your normal size?","{TAG_1}... Pourquoi es-tu trois fois
plus gran{TAG_2} que d'habitude ?","Sag mal {TAG_1} . Wieso
bist du denn drei mal so groß wie nor mal?","{TAG_1}... Perché sei il triplo delle
tue dimensioni normali?","{TAG_1}... ¿Por qué eres tres
veces más grande de lo normal?",{TAG_1}... Neden normalden üç kat büyüksün?
5,Other_05,"I'm disappointed in you, {TAG_1}...","Je me suis tromp{TAG_1} sur ton compte,
{TAG_2}...","Ich bin enttäuscht von dir
{TAG_1}.","Ho sbagliato a fidarmi di te, {TAG_1}...","Me decepcionas, {TAG_1}...","Seni hiç böyle bilmezdim, {TAG_1}..."
6,Other_06,"{TAG_1} over there...
{TAG_2} over here...
{TAG_3} right there... 
It's a {TAG_4} crowd!","{TAG_1} par ici...
{TAG_2} par là...
{TAG_3} ici aussi... 
C'est un rassemblement d{TAG_4}{TAG_5} !","{TAG_1} gleich da drüben...
{TAG_2} da hinten...
{TAG_3} auch direkt hier... 
Eine echte {TAG_4} Menge!","{TAG_1} di qua...
{TAG_2} di là...
{TAG_3} dappertutto... 
È un'invasione di {TAG_4}!","{TAG_1} por ahí,
{TAG_2} por allá,
{TAG_3} por ese otro lado...
¡Es una multitud de {TAG_4}!","{TAG_1} şurada...
{TAG_2} burada...
{TAG_3} tam orada...
Ne {TAG_4} kalabalık!"
7,Other_07,"{TAG_1}, wait!
Don't leave me!","Attends, {TAG_1} !
Ne me laisse pas ici !","{TAG_1}! Warte!
Lass mich nicht allein!","{TAG_1}, aspetta!
Non lasciarmi!","¡Espera, {TAG_1}!
¡No me dejes!","{TAG_1}, bekle! Beni bırakma!"
8,Normal_00,That's not recyclable!,Ce n'est pas recyclable !,Das ist kein normaler Restmüll!,Non è riciclabile!,Éso no se puede reciclar...,Bu geri dönüştürülemez!
9,Normal_01,"{TAG_1} the {TAG_2}
you're looking for..","{TAG_1} pas {TAG_2}{TAG_3}
que vous recherchez...","{TAG_1} nicht {TAG_2} {TAG_3}
{TAG_4} du suchst.","Non sono {TAG_1}{TAG_2}
che stai cercando...","{TAG_1} {TAG_2} 
{TAG_3} que estáis buscando...",Aradığın {TAG_2} {TAG_1}...
