index,label,English,French,German,Italian,Spanish,Turkish
0,qs_others_00,"I don't really know anything about
{TAG_1}{TAG_2}{TAG_3}.{TAG_4}What do you think about
me and {TAG_5}{TAG_6}{TAG_7}?","Je ne connais pas très bien
{TAG_1}{TAG_2}{TAG_3}...{TAG_4}Pensez-vous que nous pourrions
nous entendre, {TAG_5} et moi ?","Ich weiß wirklich absolut gar nichts
über {TAG_1}{TAG_2}{TAG_3}.{TAG_4}Was hältst du von {TAG_5}
und mir?","Non conosco molto bene
{TAG_1}{TAG_2}{TAG_3}...{TAG_4}Ma credo che potremmo andare
d'accordo. Tu cosa ne pensi?","No conozco bien a {TAG_1}{TAG_2}{TAG_3},
pero creo que me llevaría bien con {TAG_4}...{TAG_5}¿Tú qué opinas?","{TAG_1}{TAG_2}{TAG_3} hakkında pek
bir şey bilmiyorum.{TAG_4}
Sence {TAG_5}{TAG_6}{TAG_7} ile ben nasıl anlaşırız?"
1,qs_others_02_0,Oh? Now I'm really interested.,"Ah oui ? Ça me donne envie
de faire sa connaissance !","Echt? Jetzt bin ich aber
wirklich neugierig.","Sul serio?
Sono davvero curios{TAG_1}...",¿Sí? Ahora tengo curiosidad.,Öyle mi? Şimdi gerçekten merak ettim.
2,qs_others_02_1,Oh... I see.,Oh... Je vois.,Oh... Verstehe.,"Oh, capisco.
Va bene.","Ah, vale.",Aa... Anladım.
3,qs_others_02_2,Really? That's a little disappointing.,"Vraiment ? Bon, tant pis...","Echt? Das ist aber ein wenig
enttäuschend.","Davvero?
Che delusione...",Ya veo... Qué pena...,Gerçekten mi? Biraz hayal kırıklığına uğradım.
4,qs_friend_00_0,"I think I'm really good friends with
{TAG_1}{TAG_2}{TAG_3}.{TAG_4}What do you think about me and
{TAG_5}{TAG_6}{TAG_7}?","Je crois que je m'entends très bien
avec {TAG_1}{TAG_2}{TAG_3}.{TAG_4}Pensez-vous que nous ayons
des atomes crochus ?","Ich glaube, {TAG_1}{TAG_2} {TAG_3}und ich
sind ziemlich gut befreundet.{TAG_4}Was hältst du von {TAG_5}{TAG_6}
{TAG_7}und mir?","Credo che io e {TAG_1}{TAG_2}
{TAG_3}andiamo d'accordissimo!{TAG_4}Tu cosa ne pensi?","Creo que {TAG_1}{TAG_2}{TAG_3} y yo nos llevamos
superbién, pero ¿tú qué opinas?","{TAG_1}{TAG_2}{TAG_3} ile çok iyi arkadaş
olduğumuzu düşünüyorum.{TAG_4}
Sence {TAG_5}{TAG_6}{TAG_7} ile ben nasıl anlaşıyoruz?"
5,qs_friend_00_1,"I think {TAG_1}{TAG_2} {TAG_3}and I are 
pretty good friends.{TAG_4}What do you think about me and
{TAG_5}{TAG_6}{TAG_7}?","Je crois que je m'entends plutôt bien
avec {TAG_1}{TAG_2}{TAG_3}.{TAG_4}Pensez-vous que nous ayons
des atomes crochus ?","Ich glaube, {TAG_1}{TAG_2} {TAG_3}und
mich verbindet eine tiefe Freundschaft.{TAG_4}Was hältst du von {TAG_5}{TAG_6}
{TAG_7}und mir?","Credo che io e {TAG_1}{TAG_2}
{TAG_3}andiamo molto d'accordo.{TAG_4}Tu cosa ne pensi?","Creo que {TAG_1}{TAG_2}{TAG_3} y yo nos llevamos
muy bien. ¿Tú qué crees?","{TAG_1}{TAG_2}{TAG_3} ile oldukça iyi arkadaş
olduğumuzu düşünüyorum.{TAG_4}
Sence {TAG_5}{TAG_6}{TAG_7} ile ben nasıl anlaşıyoruz?"
6,qs_friend_00_2,"I think {TAG_1}{TAG_2} {TAG_3}and I are 
friends.{TAG_4}What do you think about me and
{TAG_5}{TAG_6}{TAG_7}?","Je crois que je m'entends assez bien
avec {TAG_1}{TAG_2}{TAG_3}.{TAG_4}Pensez-vous que nous ayons
des atomes crochus ?","Ich denke, {TAG_1}{TAG_2} {TAG_3}und
ich sind richtig gut befreundet.{TAG_4}Was hältst du von {TAG_5}{TAG_6}
{TAG_7}und mir?","Credo che io e {TAG_1}{TAG_2}
{TAG_3}andiamo d'accordo.{TAG_4}Tu cosa ne pensi?","Creo que {TAG_1}{TAG_2}{TAG_3} y yo nos llevamos
bien. ¿Tú cómo lo ves?","{TAG_1}{TAG_2}{TAG_3} ile arkadaş olduğumuzu
düşünüyorum.{TAG_4}
Sence {TAG_5}{TAG_6}{TAG_7} ile ben nasıl anlaşıyoruz?"
7,qs_friend_00_3,"I think {TAG_1}{TAG_2} {TAG_3}and I might
not be getting on well together.{TAG_4}What do you think about me and
{TAG_5}{TAG_6}{TAG_7}?","Je ne suis pas sûr{TAG_1} de m'entendre
avec {TAG_2}{TAG_3}{TAG_4}.{TAG_5}Pensez-vous que nous ayons
des atomes crochus ?","Ich glaube, {TAG_1}{TAG_2} {TAG_3}und ich
verstehen uns nicht so gut.{TAG_4}Was hältst du von {TAG_5}{TAG_6}
{TAG_7}und mir?","Credo che io e {TAG_1}{TAG_2}
{TAG_3}non andiamo molto d'accordo.{TAG_4}Tu cosa ne pensi?","Creo que {TAG_1}{TAG_2} {TAG_3}y yo tenemos
una buena amistad. ¿Tú qué crees?","Sanırım {TAG_1}{TAG_2}{TAG_3} ile pek
iyi anlaşamıyoruz.{TAG_4}
Sence {TAG_5}{TAG_6}{TAG_7} ile ben nasıl anlaşıyoruz?"
8,qs_friend_00_4,"I was thinking {TAG_1}{TAG_2} {TAG_3}and I
don't really see eye to eye...{TAG_4}What do you think about me and 
{TAG_5}{TAG_6}{TAG_7}?","Je crois qu{TAG_1}{TAG_2}{TAG_3}{TAG_4} et moi
sommes totalement incompatibles.{TAG_5}Pensez-vous que nous ayons
des atomes crochus ?","Ich hab das Gefühl, {TAG_1}{TAG_2} {TAG_3}und
ich bewegen uns nicht auf Augenhöhe...{TAG_4}Was hältst du von {TAG_5}{TAG_6}
{TAG_7}und mir?","Credo che io e {TAG_1}{TAG_2}
{TAG_3}non andiamo per nulla d'accordo.{TAG_4}Tu cosa ne pensi?","Creo que {TAG_1}{TAG_2} {TAG_3}y yo hemos
congeniado muy bien. ¿A ti qué te parece?","{TAG_1}{TAG_2}{TAG_3} ile pek aynı fikirde
olmadığımızı düşünüyordum...{TAG_4}
Sence {TAG_5}{TAG_6}{TAG_7} ile ben nasıl anlaşıyoruz?"
9,qs_bestfriend_00_0,"I think that {TAG_1}{TAG_2} {TAG_3}is a
really good friend.{TAG_4}But what do you think about me and
{TAG_5}{TAG_6}{TAG_7}?","Je pense qu{TAG_1}{TAG_2}{TAG_3}{TAG_4} est
{TAG_5}.{TAG_6}Qu'en pensez-vous ?","Ich glaube, {TAG_1}{TAG_2} {TAG_3}ist
{TAG_4}.{TAG_5}Aber was hältst du denn von
{TAG_6}{TAG_7} {TAG_8}und mir?","Sono {TAG_1}
di {TAG_2}{TAG_3}{TAG_4}.{TAG_5}Non pensi anche tu che andiamo
d'accordissimo?","Creo que {TAG_1}{TAG_2} {TAG_3}y yo somos uña y carne.
¿Tú qué crees?","Bence {TAG_1}{TAG_2}{TAG_3} gerçekten çok iyi bir arkadaş.{TAG_4}
Peki sence {TAG_5}{TAG_6}{TAG_7} ile ben
nasıl anlaşıyoruz?"
